PV_C HP_Heat_P OilBoilerHeat NgasBoilerHeat BiomassBoilerHeat AnlPV_P AnlImport AnlExport AnlOilBoilerFuel AnlNgasBoilerFuel AnlBiomassBoilerFuel AnlOilCost AnlLPGCost AnlBiomassCost AnlElecExchage TotalVariableCost FixedOperationalCost AdditionalCost InvestmentCost CO2Emission AnnualCost LoadFollowingCapacity
(KW) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (Mt) (KEuro)
8032 0.0013973737715367147 2.737719441982283E-4 2.417975384510577E-4 26.048087056745814 13.51 1.62 14.83 3.4221493024778535E-4 2.686639316122863E-4 37.21155293820831 0.0 0.0 2009.0 -685.0 1375.0 765.0 1783.0 688.211882576205 -7.444 4611.2118825762045 0.7908653846153846 
9798 0.04133394667290301 3.0911160164684664E-4 2.7737864305658893E-4 26.008079563082394 16.48 1.33 17.51 3.863895020585583E-4 3.081984922850988E-4 37.15439937583199 0.0 0.0 2006.0 -835.0 1222.0 809.0 1783.0 1139.6080082618403 -9.111 4953.60800826184 0.9057692307692309 
7125 8.321096775770952E-4 3.742963347643436E-4 2.321968209260311E-4 26.048561397166733 11.99 1.79 13.48 4.678704184554295E-4 2.579964676955901E-4 37.21223056738105 0.0 0.0 2009.0 -600.0 1460.0 742.0 1783.0 457.21188257620497 -6.585 4442.2118825762045 0.7341346153846153 
7938 0.006369043752309696 1.4465993714608832E-4 1.241547112244096E-4 26.04336214159932 13.36 1.64 14.69 1.808249214326104E-4 1.3794967913823288E-4 37.204803059427604 0.0 0.0 2009.0 -677.0 1384.0 763.0 1784.0 664.4344453642364 -7.354 4595.434445364236 0.7850961538461537 
9750 7.964295089085005E-4 3.586328898451126E-4 2.502163198245175E-4 26.04859472128142 16.40 1.33 17.44 4.482911123063907E-4 2.7801813313835277E-4 37.21227817325918 0.0 0.0 2009.0 -832.0 1228.0 808.0 1783.0 1126.211882576205 -9.072 4945.2118825762045 0.9024038461538463 
9335 3.637888671392795E-4 9.313740824453366E-5 2.5091499925168333E-4 26.04929215872537 15.71 1.40 16.81 1.1642176030566707E-4 2.787944436129815E-4 37.213274512464814 0.0 0.0 2010.0 -799.0 1262.0 798.0 1783.0 1020.211882576205 -8.679 4863.2118825762045 0.8754807692307691 
9661 0.0015266798702047461 3.0239593849860864E-4 1.1801601827621374E-4 26.048052908173023 16.25 1.35 17.31 3.7799492312326076E-4 1.3112890919579306E-4 37.21150415453289 0.0 0.0 2009.0 -825.0 1235.0 806.0 1783.0 1103.211882576205 -8.988 4927.2118825762045 0.8971153846153845 
9750 7.839937320499214E-4 2.633604486548818E-4 2.502173544329233E-4 26.048702428464864 16.40 1.33 17.44 3.292005608186022E-4 2.780192827032481E-4 37.21243204066409 0.0 0.0 2009.0 -832.0 1228.0 808.0 1783.0 1126.211882576205 -9.072 4945.2118825762045 0.9024038461538463 
8712 9.873394164080878E-4 7.912137925450132E-4 1.651537707430039E-4 26.048056293020306 14.66 1.50 15.86 9.890172406812664E-4 1.8350418971444876E-4 37.21150899002901 0.0 0.0 2009.0 -746.0 1315.0 782.0 1783.0 862.211882576205 -8.088 4742.2118825762045 0.8346153846153845 
7465 0.0012061030412095308 1.0838197386501783E-4 0.0013242233471584522 26.047361291637767 12.56 1.72 13.99 1.354774673312723E-4 0.0014713592746205023 37.210516130911095 0.0 0.0 2009.0 -633.0 1428.0 751.0 1783.0 544.211882576205 -6.907 4506.2118825762045 0.7552884615384615 
7177 1.9284757807967157E-4 4.030460884806457E-4 0.0012821711994033796 26.048121935134038 12.08 1.78 13.56 5.038076106008071E-4 0.0014246346660037551 37.2116027644772 0.0 0.0 2009.0 -605.0 1456.0 744.0 1783.0 471.21188257620497 -6.634 4454.2118825762045 0.7374999999999999 
9643 3.1634824514179254E-4 1.1305861176670754E-4 1.7082661268971004E-4 26.049399766530403 16.22 1.35 17.28 1.4132326470838442E-4 1.8980734743301113E-4 37.21342823790058 0.0 0.0 2010.0 -824.0 1237.0 806.0 1783.0 1099.211882576205 -8.971 4925.2118825762045 0.895673076923077 
6067 0.004698099127127713 1.921627102253862E-4 1.9520261212407046E-4 26.04491453555052 10.21 2.01 11.92 2.4020338778173273E-4 2.1689179124896718E-4 37.20702076507217 0.0 0.0 2009.0 -498.0 1563.0 716.0 1783.0 188.3038597641157 -5.582 4250.303859764115 0.6697115384615384 
5328 0.045882486046871326 2.2615588304989928E-4 4.341672689384144E-4 26.003457190801143 8.96 2.18 10.84 2.826948538123741E-4 4.824080765982382E-4 37.147795986858775 0.0 0.0 2006.0 -424.0 1633.0 697.0 1783.0 1.6999854497509865 -4.874 4114.699985449751 0.6259615384615385 
9999 2.2191264709817477E-4 2.3524645122732427E-4 1.4306666367925623E-4 26.049399774237997 16.82 1.30 17.82 2.940580640341553E-4 1.5896295964361803E-4 37.21342824891143 0.0 0.0 2010.0 -852.0 1209.0 814.0 1783.0 1189.211882576205 -9.308 4995.2118825762045 0.9192307692307693 
9999 5.071755053795695E-4 1.5455364867914036E-4 1.4381456141597776E-4 26.049194456284525 16.82 1.30 17.82 1.9319206084892544E-4 1.5979395712886418E-4 37.21313493754932 0.0 0.0 2010.0 -852.0 1209.0 814.0 1783.0 1189.211882576205 -9.308 4995.2118825762045 0.9192307692307693 
5328 0.04538106954242383 0.001404119404225568 4.2456554062895226E-4 26.002790245512724 8.96 2.18 10.84 0.00175514925528196 4.7173948958772474E-4 37.14684320787532 0.0 0.0 2006.0 -424.0 1633.0 697.0 1783.0 1.6999854497509865 -4.874 4114.699985449751 0.6259615384615385 
6690 0.023329056120939207 1.3125230631515537E-4 2.2436210688808674E-4 26.02631532946586 11.26 1.88 12.83 1.640653828939442E-4 2.4929122987565194E-4 37.18045047066551 0.0 0.0 2008.0 -558.0 1501.0 731.0 1784.0 347.93293971600053 -6.169 4363.932939716 0.7072115384615385 
7653 0.0031809858106649318 9.394950108671125E-4 4.8747733070891874E-4 26.04539204184776 12.88 1.69 14.27 0.0011743687635838906 5.416414785654653E-4 37.20770291692537 0.0 0.0 2009.0 -650.0 1410.0 756.0 1783.0 592.2578711701603 -7.084 4541.257871170161 0.7673076923076922 
7044 0.010943433517668954 2.5943905864525004E-4 1.4951293747834764E-4 26.03864761448621 11.85 1.81 13.36 3.242988233065625E-4 1.6612548608705292E-4 37.198068020694585 0.0 0.0 2009.0 -592.0 1468.0 740.0 1783.0 437.572411146103 -6.506 4428.572411146103 0.729326923076923 
7788 0.001125906767319531 6.533355237313188E-4 3.1023972896374117E-4 26.047910517979986 13.10 1.66 14.47 8.166694046641486E-4 3.447108099597124E-4 37.21130073997141 0.0 0.0 2009.0 -663.0 1398.0 759.0 1783.0 626.211882576205 -7.213 4566.2118825762045 0.7754807692307691 
8101 0.020570951682572905 0.0013717689078238688 4.011905561459931E-4 26.02765608885346 13.63 1.61 14.94 0.001714711134779836 4.4576728460665895E-4 37.18236584121923 0.0 0.0 2008.0 -691.0 1368.0 767.0 1783.0 706.8869511220452 -7.506 4624.8869511220455 0.795673076923077 
9258 0.0015526762568486296 1.3917530682138648E-4 3.819983063756142E-4 26.047926150129957 15.58 1.41 16.69 1.7396913352673307E-4 4.2444256263957135E-4 37.211323071614224 0.0 0.0 2009.0 -792.0 1268.0 796.0 1783.0 1001.211882576205 -8.606 4848.2118825762045 0.8701923076923077 
6588 0.023329055548909045 1.3189105100225762E-4 2.2436210138671148E-4 26.0263146912987 11.08 1.90 12.68 1.6486381375282203E-4 2.4929122376301274E-4 37.18044955899815 0.0 0.0 2008.0 -548.0 1511.0 729.0 1783.0 321.93293971600053 -6.072 4344.932939716 0.7009615384615384 
9942 0.05335991754983191 2.448669232955269E-4 1.4891741651585144E-4 25.996246298110357 16.73 1.31 17.73 3.060836541194086E-4 1.6546379612872382E-4 37.13749471158623 0.0 0.0 2005.0 -847.0 1210.0 813.0 1784.0 1177.0145254256931 -9.245 4984.014525425693 0.9153846153846154 
7282 0.001662517343870167 1.1947268213858201E-4 3.9491265404960406E-4 26.04782309731994 12.25 1.76 13.71 1.4934085267322752E-4 4.387918378328934E-4 37.2111758533142 0.0 0.0 2009.0 -615.0 1445.0 746.0 1783.0 497.21188257620497 -6.733 4471.2118825762045 0.74375 
6938 0.0026934094122514638 7.929405671379551E-4 9.01925565998994E-5 26.04642345746401 11.67 1.83 13.20 9.911757089224437E-4 1.00213951777666E-4 37.20917636780573 0.0 0.0 2009.0 -582.0 1478.0 738.0 1783.0 410.25787117016034 -6.407 4409.257871170161 0.7225961538461538 
7913 0.0563166088737332 1.6979275980861857E-4 1.505289639610283E-4 25.9933630694025 13.31 1.65 14.65 2.1224094976077322E-4 1.6725440440114255E-4 37.133375813432146 0.0 0.0 2005.0 -673.0 1383.0 762.0 1784.0 660.1910996197693 -7.322 4589.191099619769 0.7836538461538461 
7393 0.0011554055944848708 0.001154046589227008 1.8492105227900887E-4 26.047505626764007 12.44 1.74 13.88 0.00144255823653376 2.054678358655654E-4 37.21072232394858 0.0 0.0 2009.0 -626.0 1435.0 749.0 1783.0 526.211882576205 -6.838 4493.2118825762045 0.7509615384615385 
6236 0.009210116801830665 0.002790829373346649 5.441248006491682E-4 26.037454929024175 10.49 1.97 12.16 0.003488536716683311 6.04583111832409E-4 37.19636418432025 1.0 0.0 2009.0 -514.0 1546.0 720.0 1783.0 231.52642255214715 -5.740 4280.526422552148 0.6793269230769231 
5612 0.008410618325422727 1.113756687817232E-4 1.414970314738959E-4 26.041336508974325 9.44 2.11 11.25 1.3921958597715398E-4 1.5721892385988433E-4 37.20190929853475 0.0 0.0 2009.0 -453.0 1607.0 704.0 1783.0 72.48043395819178 -5.150 4166.4804339581915 0.6423076923076922 
6763 0.0019086950979331021 1.25420003505703E-4 3.841547373134441E-4 26.047581730161248 11.38 1.86 12.94 1.5677500438212875E-4 4.268385970149379E-4 37.2108310430875 0.0 0.0 2009.0 -565.0 1495.0 733.0 1783.0 365.21188257620497 -6.242 4376.2118825762045 0.7115384615384615 
8190 6.075656784823348E-4 3.1373845166691143E-4 1.0913535358469957E-4 26.048969560516266 13.78 1.59 15.07 3.9217306458363927E-4 1.2126150398299952E-4 37.21281365788038 0.0 0.0 2009.0 -700.0 1361.0 769.0 1783.0 729.211882576205 -7.594 4642.2118825762045 0.8009615384615384 
6417 0.0026527411185842333 0.0011469906912614858 1.8255845251479854E-4 26.04601770973764 10.80 1.93 12.43 0.0014337383640768571 2.028427250164428E-4 37.20859672819663 0.0 0.0 2009.0 -532.0 1529.0 725.0 1783.0 277.25787117016034 -5.913 4314.257871170161 0.6903846153846154 
9890 0.017255620070478803 3.1848668578931833E-4 1.0947101418283718E-4 26.032316422229545 16.64 1.32 17.65 3.981083572366479E-4 1.2163446020315242E-4 37.189023460327924 0.0 0.0 2008.0 -843.0 1216.0 812.0 1784.0 1162.8409625280897 -9.202 4974.840962528089 0.9120192307692306 
6985 0.002610785983216761 8.056052883495293E-4 1.7388747297060095E-4 26.046409721255465 11.75 1.82 13.27 0.0010070066104369115 1.9320830330066773E-4 37.20915674465066 0.0 0.0 2009.0 -587.0 1474.0 739.0 1783.0 422.25787117016034 -6.452 4418.257871170161 0.7254807692307692 
6134 0.0025344118753552925 1.206218071637799E-4 1.578866572588276E-4 26.047187079660223 10.32 1.99 12.02 1.5077725895472487E-4 1.754296191764751E-4 37.21026725665746 0.0 0.0 2009.0 -504.0 1556.0 718.0 1783.0 205.25787117016034 -5.645 4262.257871170161 0.6735576923076922 
8846 0.0016281665229686737 6.266537896199221E-4 2.022397171753038E-4 26.047542939970235 14.88 1.48 16.06 7.833172370249026E-4 2.2471079686144866E-4 37.21077562852891 0.0 0.0 2009.0 -757.0 1303.0 786.0 1783.0 896.211882576205 -8.215 4768.2118825762045 0.8432692307692307 
5552 0.007334160697205996 1.638847392444657E-4 1.5638661462402483E-4 26.042345567948928 9.34 2.12 11.17 2.0485592405558212E-4 1.7376290513780536E-4 37.20335081135561 0.0 0.0 2009.0 -447.0 1613.0 703.0 1783.0 57.480433958191774 -5.093 4156.4804339581915 0.6389423076923076 
8725 0.001682368469311309 1.1845019390098933E-4 5.107265387291648E-4 26.04768845479806 14.68 1.50 15.88 1.4806274237623665E-4 5.674739319212941E-4 37.210983506854376 0.0 0.0 2009.0 -747.0 1314.0 783.0 1783.0 865.211882576205 -8.101 4745.2118825762045 0.8355769230769232 
9306 0.0045407339293629615 0.0024592714504027362 7.596279772444172E-4 26.042240366642993 15.66 1.40 16.76 0.00307408931300342 8.440310858271302E-4 37.203200523775706 0.0 0.0 2009.0 -796.0 1265.0 797.0 1783.0 1013.3038597641157 -8.650 4858.303859764115 0.8730769230769231 
7208 0.0017228785739397152 1.2284664823109055E-4 2.1896189378053593E-4 26.04793531288405 12.13 1.77 13.60 1.5355831028886316E-4 2.4329099308948435E-4 37.21133616126293 0.0 0.0 2009.0 -608.0 1452.0 744.0 1783.0 479.21188257620497 -6.663 4458.2118825762045 0.7389423076923076 
6501 0.010900691396371526 1.861118002330251E-4 2.4351145108578615E-4 26.03866968535231 10.94 1.92 12.55 2.3263975029128134E-4 2.7056827898420683E-4 37.1980995505033 0.0 0.0 2009.0 -540.0 1520.0 727.0 1784.0 299.572411146103 -5.992 4330.572411146103 0.6956730769230769 
8279 0.008823616409982266 0.0017748104249993128 5.442277859641369E-4 26.038857345379057 13.93 1.58 15.21 0.002218513031249141 6.046975399601521E-4 37.198367636255796 0.0 0.0 2009.0 -708.0 1353.0 771.0 1783.0 751.5264225521471 -7.676 4658.526422552147 0.8072115384615384 
9530 9.009433696886708E-4 1.8555357172787747E-4 2.5456400018783644E-4 26.048658939058395 16.03 1.37 17.11 2.3194196465984684E-4 2.8284888909759604E-4 37.21236991294057 0.0 0.0 2009.0 -815.0 1246.0 803.0 1783.0 1070.211882576205 -8.864 4902.2118825762045 0.8884615384615384 
6044 0.0020229749943282537 0.0015814900698223934 2.224404647532051E-4 26.046173094471094 10.17 2.01 11.88 0.0019768625872779917 2.4715607194800566E-4 37.20881870638728 0.0 0.0 2009.0 -495.0 1565.0 715.0 1783.0 182.21188257620497 -5.560 4245.2118825762045 0.6677884615384615 
8571 0.001866765217376167 4.7140685398025235E-4 1.8642609046274323E-4 26.04747540183818 14.42 1.52 15.65 5.892585674753154E-4 2.0714010051415914E-4 37.21067914548312 0.0 0.0 2009.0 -734.0 1327.0 779.0 1783.0 826.211882576205 -7.955 4715.2118825762045 0.8254807692307693 
6814 6.414997135608191E-4 3.829180426625649E-4 3.890078128255548E-4 26.048586574430953 11.46 1.85 13.02 4.786475533282061E-4 4.322309031395054E-4 37.21226653490136 0.0 0.0 2009.0 -570.0 1490.0 735.0 1783.0 378.21188257620497 -6.290 4386.2118825762045 0.7149038461538461 
9346 4.7381490452807806E-4 2.8806690447492125E-4 1.716697664552729E-4 26.049066448424544 15.72 1.40 16.82 3.6008363059365154E-4 1.9074418495030322E-4 37.21295206917792 0.0 0.0 2009.0 -800.0 1261.0 798.0 1783.0 1023.211882576205 -8.690 4865.2118825762045 0.8759615384615383 
6495 0.023329055548909045 1.3189105100225762E-4 2.2436210138671148E-4 26.0263146912987 10.93 1.92 12.54 1.6486381375282203E-4 2.4929122376301274E-4 37.18044955899815 0.0 0.0 2008.0 -539.0 1520.0 727.0 1784.0 297.93293971600053 -5.984 4328.932939716 0.6951923076923077 
8608 0.002743844425871778 2.624636712469564E-4 1.7937987278532043E-4 26.046814312030097 14.48 1.52 15.70 3.280795890586955E-4 1.9931096976146713E-4 37.20973473147157 0.0 0.0 2009.0 -737.0 1324.0 780.0 1783.0 835.2578711701603 -7.990 4722.257871170161 0.8278846153846153 
9196 0.024601857484638064 0.0016329380412868884 1.0931941912323887E-4 26.02365588505495 15.47 1.42 16.59 0.0020411725516086103 1.2146602124804318E-4 37.17665126436422 0.0 0.0 2008.0 -787.0 1272.0 794.0 1783.0 985.9789283099559 -8.543 4834.978928309956 0.8658653846153845 
9849 0.01725562242984472 3.149585024451058E-4 1.0943743201953893E-4 26.032319981635688 16.57 1.32 17.59 3.936981280563822E-4 1.215971466883766E-4 37.18902854519384 0.0 0.0 2008.0 -840.0 1220.0 811.0 1783.0 1151.8409625280897 -9.163 4965.840962528089 0.9091346153846154 
7842 0.001236209224385918 5.095195200344078E-4 1.448403409589432E-4 26.04810943091462 13.19 1.65 14.55 6.368994000430098E-4 1.6093371217660356E-4 37.2115849013066 0.0 0.0 2009.0 -668.0 1393.0 760.0 1783.0 640.211882576205 -7.264 4576.2118825762045 0.7788461538461537 
8366 4.6726155934053505E-4 6.153996890320525E-4 1.0849673641619335E-4 26.048808842015212 14.08 1.56 15.34 7.692496112900656E-4 1.2055192935132595E-4 37.21258406002173 0.0 0.0 2009.0 -715.0 1345.0 774.0 1783.0 773.211882576205 -7.761 4675.2118825762045 0.8124999999999999 
7466 0.002250428873476386 2.460592318361254E-4 2.183593698174446E-4 26.04728515252487 12.56 1.72 13.99 3.075740397951567E-4 2.4262152201938287E-4 37.21040736074982 0.0 0.0 2009.0 -633.0 1428.0 751.0 1783.0 544.2578711701603 -6.908 4506.257871170161 0.7552884615384615 
5685 0.0015730206397400132 8.202028827400127E-5 1.5923455352504325E-4 26.04818572451846 9.56 2.09 11.36 1.0252536034250159E-4 1.769272816944925E-4 37.21169389216923 0.0 0.0 2009.0 -460.0 1600.0 706.0 1783.0 91.21188257620497 -5.220 4180.2118825762045 0.6466346153846153 
8525 0.0034975602629061407 1.3245129936259286E-4 1.473831589424397E-4 26.04622260527879 14.34 1.53 15.58 1.6556412420324105E-4 1.6375906549159967E-4 37.20888943611256 0.0 0.0 2009.0 -729.0 1331.0 777.0 1783.0 814.2578711701603 -7.911 4705.257871170161 0.8225961538461538 
7339 0.01213670397969944 2.136625089843915E-4 3.32124092904773E-4 26.03731750941841 12.35 1.75 13.80 2.6707813623048937E-4 3.6902676989419224E-4 37.19616787059773 0.0 0.0 2009.0 -621.0 1439.0 748.0 1783.0 512.5724111461029 -6.786 4482.572411146103 0.7475961538461539 
9549 0.04547745652489301 1.2160899330300267E-4 4.581501895592299E-4 26.00394278429225 16.07 1.37 17.13 1.5201124162875332E-4 5.090557661769222E-4 37.14848969184607 0.0 0.0 2006.0 -815.0 1242.0 803.0 1784.0 1076.699985449751 -8.874 4905.699985449751 0.8894230769230769 
9390 0.0014720516338869412 1.3258897473074777E-4 1.8615204640054153E-4 26.048209207344986 15.80 1.39 16.89 1.657362184134347E-4 2.068356071117128E-4 37.21172743906427 0.0 0.0 2009.0 -803.0 1257.0 799.0 1783.0 1034.211882576205 -8.731 4873.2118825762045 0.8788461538461538 
9810 0.00100177383342985 1.2339386622776052E-4 4.531331607381017E-4 26.048421699139602 16.51 1.33 17.53 1.5424233278470064E-4 5.034812897090019E-4 37.212030998770864 0.0 0.0 2009.0 -837.0 1224.0 810.0 1784.0 1141.211882576205 -9.129 4959.2118825762045 0.9067307692307691 
9666 0.014521617667913852 3.4894936586338986E-4 6.030953532850464E-4 26.034526337612938 16.26 1.35 17.31 4.361867073292373E-4 6.70105948094496E-4 37.1921804823042 0.0 0.0 2008.0 -825.0 1234.0 806.0 1783.0 1105.6183997400583 -8.990 4928.6183997400585 0.8971153846153845 
5733 0.001674091130459715 2.3465248057594453E-4 1.1101944469201115E-4 26.047980236944273 9.65 2.08 11.43 2.9331560071993066E-4 1.2335493854667904E-4 37.21140033849182 0.0 0.0 2009.0 -465.0 1596.0 708.0 1783.0 103.21188257620497 -5.266 4190.2118825762045 0.6495192307692307 
8366 4.6726155934053505E-4 6.153996890320525E-4 1.0849673641619335E-4 26.048808842015212 14.08 1.56 15.34 7.692496112900656E-4 1.2055192935132595E-4 37.21258406002173 0.0 0.0 2009.0 -715.0 1345.0 774.0 1783.0 773.211882576205 -7.761 4675.2118825762045 0.8124999999999999 
8998 0.016032700076650308 2.4484719137889545E-4 1.2823370834716993E-4 26.033594219023627 15.14 1.45 16.29 3.060589892236193E-4 1.4248189816352215E-4 37.19084888431947 0.0 0.0 2008.0 -770.0 1289.0 789.0 1783.0 934.7949739341344 -8.357 4795.794973934135 0.8528846153846152 
5654 0.008399601468259198 8.294032862577375E-4 2.581722292175981E-4 26.040512823016268 9.51 2.10 11.31 0.0010367541078221717 2.868580324639979E-4 37.20073260430895 0.0 0.0 2009.0 -457.0 1603.0 706.0 1783.0 83.48043395819178 -5.189 4175.4804339581915 0.6447115384615384 
8659 0.048264883216155165 8.414344901683844E-4 1.5051633730937206E-4 26.00074316595637 14.57 1.51 15.77 0.0010517931127104804 1.6724037478819118E-4 37.1439188085091 0.0 0.0 2006.0 -740.0 1317.0 781.0 1784.0 849.876559643827 -8.030 4731.876559643827 0.8307692307692308 
7579 2.9995866484537576E-4 3.0314956939391435E-4 3.4445598957414184E-4 26.049052435776186 12.75 1.70 14.16 3.7893696174239294E-4 3.8272887730460205E-4 37.21293205110884 0.0 0.0 2009.0 -644.0 1417.0 754.0 1783.0 573.211882576205 -7.015 4527.2118825762045 0.7625 
7440 0.0022940076507228925 0.0013960718595244204 2.2282007571288546E-4 26.04608710041404 12.52 1.73 13.95 0.0017450898244055254 2.4757786190320605E-4 37.20869585773435 0.0 0.0 2009.0 -630.0 1430.0 750.0 1783.0 538.2578711701603 -6.883 4501.257871170161 0.7538461538461538 
9420 0.0013841627683685042 1.4194896187579367E-4 1.8487191663450867E-4 26.048289016353124 15.85 1.38 16.94 1.774362023447421E-4 2.0541324070500963E-4 37.21184145193303 0.0 0.0 2009.0 -806.0 1255.0 800.0 1783.0 1042.211882576205 -8.760 4880.2118825762045 0.8807692307692307 
6345 0.0017353191528218848 2.26709420582469E-4 1.1919811621286285E-4 26.047918773310382 10.68 1.95 12.33 2.8338677572808626E-4 1.324423513476254E-4 37.21131253330055 0.0 0.0 2009.0 -525.0 1536.0 723.0 1783.0 259.21188257620497 -5.845 4301.2118825762045 0.6865384615384614 
8801 0.060560988134506076 8.211508037857681E-5 2.1165156881767038E-4 25.9891452452163 14.81 1.49 15.98 1.0264385047322101E-4 2.3516840979741154E-4 37.127350350309 0.0 0.0 2005.0 -752.0 1304.0 784.0 1785.0 887.28307680768 -8.163 4760.28307680768 0.8399038461538461 
9455 3.6503691830876416E-4 1.876051426321908E-4 2.463755714656617E-4 26.049200982367594 15.91 1.38 16.99 2.345064282902385E-4 2.737506349618463E-4 37.213144260525134 0.0 0.0 2010.0 -809.0 1252.0 801.0 1783.0 1051.211882576205 -8.793 4887.2118825762045 0.8831730769230768 
7716 2.940652680489466E-4 0.0018543065188447046 3.487373618105226E-4 26.047502890851295 12.98 1.68 14.36 0.0023178831485558805 3.874859575672473E-4 37.21071841550185 0.0 0.0 2009.0 -656.0 1405.0 757.0 1783.0 608.211882576205 -7.144 4553.2118825762045 0.7711538461538461 
6398 9.97963056430032E-4 6.579602935364094E-4 3.2152014527442313E-4 26.048022556504762 10.76 1.94 12.40 8.224503669205117E-4 3.5724460586047013E-4 37.21146079500681 0.0 0.0 2009.0 -530.0 1531.0 724.0 1783.0 272.21188257620497 -5.896 4310.2118825762045 0.6894230769230769 
7716 2.9559725569151487E-4 0.0018280911516121148 3.4380706689181447E-4 26.047532504525805 12.98 1.68 14.36 0.0022851139395151433 3.820078521020161E-4 37.21076072075115 0.0 0.0 2009.0 -656.0 1405.0 757.0 1783.0 608.211882576205 -7.144 4553.2118825762045 0.7711538461538461 
9716 0.001057549427091356 0.0014493418372564988 1.0950081825908388E-4 26.047383607917396 16.35 1.34 17.39 0.0018116772965706233 1.2166757584342653E-4 37.21054801131057 0.0 0.0 2009.0 -830.0 1231.0 807.0 1783.0 1117.211882576205 -9.040 4938.2118825762045 0.9004807692307693 
7579 2.999602248591061E-4 3.302670400985218E-4 1.8186202772527035E-4 26.04918791070732 12.75 1.70 14.16 4.1283380012315223E-4 2.0206891969474483E-4 37.21312558672474 0.0 0.0 2010.0 -644.0 1417.0 754.0 1783.0 573.211882576205 -7.015 4527.2118825762045 0.7625 
6877 0.0019022988980871263 1.249997103913265E-4 3.8219594880661443E-4 26.047590505442717 11.57 1.84 13.11 1.5624963798915813E-4 4.246621653406827E-4 37.21084357920388 0.0 0.0 2009.0 -577.0 1484.0 736.0 1783.0 394.21188257620497 -6.350 4397.2118825762045 0.7187499999999999 
5468 7.579742576692226E-4 0.0022718072007752044 4.3118510514836555E-4 26.046539033436407 9.20 2.14 11.05 0.0028397590009690056 4.790945612759617E-4 37.20934147633773 0.0 0.0 2009.0 -439.0 1622.0 701.0 1783.0 35.21188257620497 -5.014 4141.2118825762045 0.6341346153846155 
6877 0.0019086951472962028 1.2542000674934327E-4 3.834810363066517E-4 26.04758240380965 11.57 1.84 13.11 1.567750084366791E-4 4.260900403407241E-4 37.210832005442356 0.0 0.0 2009.0 -577.0 1484.0 736.0 1783.0 394.21188257620497 -6.350 4397.2118825762045 0.7187499999999999 
8074 0.003992615205223754 1.2865277619919638E-4 2.1267325122693149E-4 26.045666058767353 13.58 1.61 14.90 1.6081597024899546E-4 2.363036124743683E-4 37.20809436966765 0.0 0.0 2009.0 -689.0 1371.0 766.0 1783.0 699.2578711701603 -7.484 4619.257871170161 0.7937500000000001 
9776 0.0019496792557214884 2.4619059442443174E-4 9.752374480882357E-5 26.047706606405047 16.45 1.33 17.48 3.0773824303053965E-4 1.083597164542484E-4 37.2110094377215 0.0 0.0 2009.0 -834.0 1226.0 809.0 1783.0 1132.211882576205 -9.097 4950.2118825762045 0.9043269230769232 
7317 5.842508980152686E-4 0.0016219902385000945 2.2353623919315463E-4 26.047570222624294 12.31 1.75 13.77 0.0020274877981251178 2.483735991035051E-4 37.21081460374899 0.0 0.0 2009.0 -619.0 1442.0 747.0 1783.0 506.21188257620497 -6.766 4478.2118825762045 0.7461538461538461 
8017 7.545321954945368E-4 1.562642286444132E-4 2.1935663315892896E-4 26.048869846942704 13.49 1.62 14.81 1.9533028580551648E-4 2.4372959239880995E-4 37.21267120991815 0.0 0.0 2009.0 -684.0 1377.0 765.0 1783.0 685.211882576205 -7.430 4610.2118825762045 0.7899038461538461 
6619 5.05927672569537E-4 4.3422191545126095E-4 1.8132858856384533E-4 26.04887852182342 11.14 1.89 12.73 5.427773943140761E-4 2.014762095153837E-4 37.21268360260488 0.0 0.0 2009.0 -552.0 1509.0 730.0 1783.0 329.21188257620497 -6.105 4351.2118825762045 0.7028846153846154 
7521 1.771156569347358E-4 1.1400385050178755E-4 1.4398511071579928E-4 26.04956489538185 12.65 1.71 14.07 1.4250481312723444E-4 1.5998345635088808E-4 37.21366413625979 0.0 0.0 2010.0 -638.0 1423.0 752.0 1783.0 558.211882576205 -6.960 4516.2118825762045 0.7586538461538462 
9084 0.0027181767077440154 4.745839330938031E-4 1.7924292960386364E-4 26.04662799642956 15.28 1.44 16.42 5.932299163672539E-4 1.991588106709596E-4 37.20946856632794 0.0 0.0 2009.0 -778.0 1283.0 792.0 1783.0 956.2578711701603 -8.441 4814.257871170161 0.8586538461538463 
5829 0.16482437077569742 2.1942744289023207E-4 0.0022699464253107837 25.882686255356102 9.81 2.09 11.54 2.742843036127901E-4 0.0025221626947897597 36.97526607908015 0.0 1.0 1997.0 -471.0 1577.0 709.0 1789.0 134.84237391270145 -5.327 4209.842373912701 0.6552884615384614 
5452 3.763978475820197E-4 1.3478950933872271E-4 2.0170089099537226E-4 26.049287111752086 9.17 2.15 11.02 1.6848688667340337E-4 2.2411210110596916E-4 37.213267302502985 0.0 0.0 2010.0 -437.0 1623.0 700.0 1783.0 31.21188257620497 -4.999 4137.2118825762045 0.6331730769230769 
