PV_C HP_Heat_P AnlPV_P AnlImport AnlExport AnlOilBoilerHeat AnlOilBoilerFuel AnlNgasBoilerHeat AnlNgasBoilerFuel AnlBiomassBoilerHeat AnlBiomassBoilerFuel AnlOilCost AnlLPGCost AnlBiomassCost AnlElecExchage TotalVariableCost FixedOperationalCost AdditionalCost InvestmentCost CO2Emission AnnualCost
(KW) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (Mt) (KEuro)
11338 13.518039984958317 12.15 4.20 16.01 0 0 0 0 8.761960015041684 12.517085735773835 0.0 0.0 676.0 -585.0 136.0 843.0 1568.0 2053.748571683769 -6.651 4600.748571683769 
9275 13.477099852626646 9.94 4.27 13.88 0 0 0 0 8.802900147373355 12.575571639104794 0.0 0.0 679.0 -468.0 256.0 792.0 1567.0 1526.1758718040578 -5.413 4141.175871804058 
10244 13.457278510606029 10.98 4.23 14.88 0 0 0.012721489393971552 0.014134988215523947 8.81 12.585714285714287 0.0 1.0 680.0 -525.0 201.0 816.0 1567.0 1772.5008032582182 -5.998 4356.500803258218 
11918 13.477099852626646 12.77 4.18 16.62 0 0 0 0 8.802900147373355 12.575571639104794 0.0 0.0 679.0 -616.0 107.0 858.0 1567.0 2199.175871804058 -7.008 4731.175871804058 
5822 13.45892367219591 6.24 4.45 10.37 0 0 0.011076327804090624 0.012307030893434026 8.81 12.585714285714287 0.0 1.0 680.0 -261.0 464.0 705.0 1566.0 646.6773774522942 -3.329 3381.6773774522944 
7153 13.46968974945616 7.67 4.37 11.71 0 0 3.102505438405956E-4 3.447228264895506E-4 8.81 12.585714285714287 0.0 0.0 680.0 -341.0 383.0 739.0 1567.0 986.0379060221917 -4.133 3675.0379060221917 
13406 13.47286371616994 14.37 4.13 18.17 0 0 0 0 8.807136283830062 12.581623262614375 0.0 0.0 679.0 -691.0 34.0 895.0 1567.0 2578.083894616147 -7.907 5074.0838946161475 
10810 13.467587340517909 11.59 4.21 15.47 0 0 0.0024126594820916836 0.0026807327578796483 8.81 12.585714285714287 0.0 0.0 680.0 -556.0 169.0 830.0 1567.0 1916.8613318281157 -6.340 4482.861331828116 
7763 13.430812987970635 8.32 4.33 12.33 0 0 0.03918701202936603 0.04354112447707337 8.81 12.585714285714287 0.0 4.0 680.0 -379.0 350.0 754.0 1566.0 1139.6417803365564 -4.499 3809.6417803365566 
5736 13.33210242366033 6.15 4.43 10.29 0 0 0.13789757633966993 0.15321952926629992 8.81 12.585714285714287 0.0 13.0 680.0 -259.0 479.0 704.0 1564.0 619.1284718254904 -3.270 3366.12847182549 
12271 13.463589779840929 13.15 4.16 16.99 0 0 0.006410220159072111 0.007122466843413456 8.81 12.585714285714287 0.0 1.0 680.0 -635.0 90.0 867.0 1566.0 2288.7693546402047 -7.222 4811.769354640204 
13856 13.45997178277247 14.85 4.12 18.64 0 0 0.010028217227530334 0.011142463586144815 8.81 12.585714285714287 0.0 1.0 680.0 -712.0 14.0 907.0 1567.0 2691.677377452294 -8.179 5179.6773774522935 
13856 13.45997178277247 14.85 4.12 18.64 0 0 0.010028217227530334 0.011142463586144815 8.81 12.585714285714287 0.0 1.0 680.0 -712.0 14.0 907.0 1567.0 2691.677377452294 -8.179 5179.6773774522935 
13159 13.474772524626662 14.10 4.14 17.91 0 0 0 0 8.80522747537334 12.578896393390485 0.0 0.0 679.0 -679.0 45.0 889.0 1567.0 2515.1298832101024 -7.758 5016.129883210102 
7321 13.467327268018169 7.85 4.36 11.88 0 0 0.002672731981832044 0.0029697022020356042 8.81 12.585714285714287 0.0 0.0 680.0 -351.0 373.0 743.0 1567.0 1027.8613318281157 -4.234 3710.861331828116 
11212 13.470252961550065 12.02 4.20 15.89 0 0 0 0 8.809747038449936 12.585352912071338 0.0 0.0 680.0 -579.0 146.0 840.0 1567.0 2019.0379060221917 -6.583 4572.037906022191 
7869 13.455968441885643 8.43 4.33 12.44 0 0 0.014031558114357523 0.015590620127063914 8.81 12.585714285714287 0.0 1.0 680.0 -385.0 341.0 757.0 1566.0 1167.4548146642628 -4.564 3831.454814664263 
6431 13.570441682494746 6.89 4.43 10.97 0 0 0 0 8.709558317505255 12.442226167864652 0.0 0.0 672.0 -296.0 421.0 720.0 1569.0 805.5512145332573 -3.679 3515.5512145332573 
9510 13.508035136637487 10.19 4.27 14.12 0 0 0 0 8.771964863362514 12.531378376232164 0.0 0.0 677.0 -481.0 240.0 798.0 1568.0 1587.3880431138712 -5.549 4193.388043113871 
14206 13.463431789339 15.23 4.11 19.01 0 0 0.006568210661001217 0.0072980118455569076 8.81 12.585714285714287 0.0 1.0 680.0 -727.0 -2.0 915.0 1567.0 2781.7693546402047 -8.390 5261.769354640204 
13732 13.45441168598292 14.72 4.12 18.51 0 0 0.015588314017080052 0.017320348907866722 8.81 12.585714285714287 0.0 1.0 680.0 -706.0 20.0 904.0 1567.0 2660.4088260703074 -8.104 5151.408826070307 
14796 13.47009535434903 15.86 4.09 19.62 0 0 0 0 8.80990464565097 12.585578065215673 0.0 0.0 680.0 -752.0 -28.0 930.0 1567.0 2932.0379060221917 -8.747 5401.037906022191 
12343 13.445500731773484 13.23 4.16 17.06 0 0 0.024499268226517046 0.027221409140574495 8.81 12.585714285714287 0.0 2.0 680.0 -639.0 88.0 869.0 1567.0 2306.0942860943646 -7.265 4830.094286094365 
8576 13.478081281056035 9.19 4.30 13.16 0 0 0 0 8.801918718943966 12.57416959849138 0.0 0.0 679.0 -427.0 297.0 774.0 1567.0 1348.3524459981338 -4.990 3986.3524459981336 
7050 13.491002998637859 7.56 4.38 11.60 0 0 0 0 8.788997001362143 12.555710001945918 0.0 0.0 678.0 -335.0 388.0 736.0 1568.0 959.7589631619868 -4.067 3651.7589631619867 
5922 13.45586480046187 6.35 4.44 10.47 0 0 0.01413519953813136 0.0157057772645904 8.81 12.585714285714287 0.0 1.0 680.0 -267.0 459.0 708.0 1566.0 671.4548146642627 -3.389 3404.454814664263 
8634 13.089029881276977 9.25 4.22 13.27 0 0 0.3809701187230239 0.42330013191447097 8.81 12.585714285714287 0.0 36.0 680.0 -438.0 323.0 777.0 1556.0 1346.4831663296923 -5.007 4002.4831663296923 
14670 13.231658359271352 15.72 4.05 19.52 0 0 0.23834164072864894 0.2648240452540544 8.81 12.585714285714287 0.0 23.0 680.0 -752.0 -4.0 928.0 1560.0 2889.6151633144245 -8.659 5373.6151633144245 
6086 13.489197490918228 6.52 4.44 10.63 0 0 0 0 8.790802509081773 12.558289298688248 0.0 0.0 678.0 -277.0 446.0 712.0 1567.0 714.7129745680314 -3.485 3439.7129745680313 
7972 13.45586480046187 8.54 4.33 12.55 0 0 0.01413519953813136 0.0157057772645904 8.81 12.585714285714287 0.0 1.0 680.0 -391.0 335.0 759.0 1566.0 1193.4548146642628 -4.626 3853.454814664263 
14738 13.461809530026997 15.80 4.09 19.56 0 0 0.008190469973003545 0.00910052219222616 8.81 12.585714285714287 0.0 1.0 680.0 -750.0 -25.0 929.0 1567.0 2916.7233660462493 -8.711 5387.72336604625 
8259 13.453698929310809 8.85 4.31 12.84 0 0 0.016301070689191732 0.018112300765768592 8.81 12.585714285714287 0.0 2.0 680.0 -408.0 318.0 766.0 1566.0 1266.4088260703074 -4.800 3916.4088260703074 
11735 13.474778374622039 12.58 4.18 16.43 0 0 0 0 8.805221625377962 12.578888036254233 0.0 0.0 679.0 -607.0 117.0 853.0 1567.0 2152.1298832101024 -6.898 4689.129883210102 
13493 13.475247274410545 14.46 4.13 18.26 0 0 0 0 8.804752725589456 12.57821817941351 0.0 0.0 679.0 -695.0 29.0 897.0 1567.0 2600.1298832101024 -7.959 5093.129883210102 
14879 13.471779051740441 15.95 4.09 19.71 0 0 0 0 8.80822094825956 12.583172783227944 0.0 0.0 679.0 -756.0 -31.0 932.0 1567.0 2953.083894616147 -8.797 5421.0838946161475 
7699 13.333672124168237 8.25 4.31 12.28 0 0 0.1363278758317641 0.15147541759084898 8.81 12.585714285714287 0.0 13.0 680.0 -377.0 361.0 753.0 1563.0 1119.1744604194457 -4.455 3796.1744604194455 
12942 13.463759237798412 13.87 4.14 17.69 0 0 0.0062407622015889785 0.0069341802239877535 8.81 12.585714285714287 0.0 1.0 680.0 -669.0 57.0 884.0 1566.0 2459.7693546402047 -7.627 4966.769354640204 
11630 13.275298184461606 12.47 4.15 16.34 0 0 0.19470181553839438 0.216335350598216 8.81 12.585714285714287 0.0 19.0 680.0 -605.0 138.0 851.0 1563.0 2117.1032661879713 -6.826 4669.103266187971 
9703 13.477105586179059 10.40 4.25 14.32 0 0 0 0 8.802894413820942 12.575563448315632 0.0 0.0 679.0 -493.0 231.0 802.0 1567.0 1635.1758718040578 -5.671 4235.175871804058 
10605 13.13052212334145 11.37 4.15 15.30 0 0 0.33947787665855067 0.37719764073172296 8.81 12.585714285714287 0.0 32.0 680.0 -551.0 206.0 826.0 1558.0 1850.0558662094038 -6.200 4440.055866209404 
6038 13.634447470706853 6.47 4.47 10.56 0 0 0 0 8.645552529293148 12.35078932756164 0.0 0.0 667.0 -271.0 441.0 710.0 1572.0 708.760374546599 -3.431 3431.760374546599 
8147 13.45397407143202 8.73 4.32 12.72 0 0 0.016025928567980685 0.017806587297756315 8.81 12.585714285714287 0.0 2.0 680.0 -401.0 325.0 764.0 1567.0 1238.4088260703074 -4.732 3894.4088260703074 
11608 13.478153969318791 12.44 4.19 16.30 0 0 0 0 8.80184603068121 12.574065758116015 0.0 0.0 679.0 -600.0 124.0 850.0 1567.0 2120.352445998134 -6.821 4661.3524459981345 
8482 13.430537845849425 9.09 4.30 13.07 0 0 0.0394621541505753 0.04384683794508367 8.81 12.585714285714287 0.0 4.0 680.0 -422.0 307.0 772.0 1566.0 1322.6417803365564 -4.933 3967.6417803365566 
10926 13.495801316068967 11.71 4.21 15.59 0 0 0 0 8.784198683931034 12.548855262758622 0.0 0.0 678.0 -562.0 160.0 833.0 1567.0 1947.8509403498977 -6.406 4507.850940349897 
11874 13.434557705944215 12.73 4.17 16.58 0 0 0.035442294055785695 0.03938032672865077 8.81 12.585714285714287 0.0 3.0 680.0 -615.0 113.0 857.0 1566.0 2186.7337575244674 -6.981 4722.733757524467 
10892 13.46928831450049 11.67 4.21 15.55 0 0 7.11685499510395E-4 7.90761666122661E-4 8.81 12.585714285714287 0.0 0.0 680.0 -561.0 164.0 832.0 1567.0 1938.0379060221917 -6.390 4501.037906022191 
13314 13.466813420148725 14.27 4.13 18.07 0 0 0.003186579851275795 0.0035406442791953274 8.81 12.585714285714287 0.0 0.0 680.0 -686.0 39.0 893.0 1567.0 2553.81534323416 -7.852 5052.8153432341605 
14088 13.471406811286231 15.10 4.11 18.88 0 0 0 0 8.80859318871377 12.583704555305387 0.0 0.0 680.0 -722.0 3.0 912.0 1567.0 2751.083894616147 -8.319 5233.0838946161475 
13573 13.460983237440784 14.55 4.12 18.34 0 0 0.009016762559216573 0.010018625065796193 8.81 12.585714285714287 0.0 1.0 680.0 -699.0 27.0 900.0 1567.0 2619.7233660462493 -8.008 5113.72336604625 
12804 13.474441858014798 13.72 4.15 17.54 0 0 0 0 8.805558141985204 12.579368774264577 0.0 0.0 679.0 -662.0 62.0 880.0 1567.0 2425.1298832101024 -7.544 4934.129883210102 
8200 13.333672124168237 8.79 4.29 12.79 0 0 0.1363278758317641 0.15147541759084898 8.81 12.585714285714287 0.0 13.0 680.0 -407.0 331.0 765.0 1564.0 1246.1744604194457 -4.758 3906.1744604194455 
9146 13.45397407143202 9.80 4.27 13.75 0 0 0.016025928567980685 0.017806587297756315 8.81 12.585714285714287 0.0 2.0 680.0 -461.0 265.0 789.0 1566.0 1492.4088260703074 -5.335 4112.408826070307 
12849 13.44283413211376 13.77 4.14 17.59 0 0 0.027165867886241202 0.030184297651379113 8.81 12.585714285714287 0.0 3.0 680.0 -665.0 63.0 881.0 1566.0 2435.0482975004093 -7.570 4945.048297500409 
13188 13.434557705944215 14.14 4.13 17.95 0 0 0.035442294055785695 0.03938032672865077 8.81 12.585714285714287 0.0 3.0 680.0 -681.0 47.0 890.0 1566.0 2520.7337575244674 -7.774 5023.733757524467 
7615 13.468026565439606 8.16 4.35 12.18 0 0 0.001973434560394338 0.00219270506710482 8.81 12.585714285714287 0.0 0.0 680.0 -369.0 356.0 750.0 1567.0 1102.8613318281157 -4.412 3775.861331828116 
7232 13.4746172179582 7.75 4.37 11.79 0 0 0 0 8.805382782041802 12.579118260059717 0.0 0.0 679.0 -346.0 378.0 741.0 1567.0 1006.1298832101024 -4.180 3692.1298832101024 
11511 13.46958625039198 12.34 4.19 16.20 0 0 4.137496080200975E-4 4.597217866889972E-4 8.81 12.585714285714287 0.0 0.0 680.0 -595.0 130.0 848.0 1567.0 2095.0379060221917 -6.764 4640.037906022191 
12905 13.468843710036365 13.83 4.14 17.65 0 0 0.0011562899636352597 0.0012847666262613996 8.81 12.585714285714287 0.0 0.0 680.0 -667.0 58.0 883.0 1566.0 2449.9919174282363 -7.605 4956.991917428237 
5960 13.489197490918228 6.39 4.45 10.50 0 0 0 0 8.790802509081773 12.558289298688248 0.0 0.0 678.0 -269.0 454.0 709.0 1568.0 682.7129745680314 -3.409 3413.7129745680313 
14606 13.460064881412944 15.66 4.10 19.43 0 0 0.00993511858705709 0.011039020652285656 8.81 12.585714285714287 0.0 1.0 680.0 -745.0 -19.0 925.0 1567.0 2882.677377452294 -8.632 5355.6773774522935 
9107 13.495801316068967 9.76 4.28 13.71 0 0 0 0 8.784198683931034 12.548855262758622 0.0 0.0 678.0 -458.0 265.0 787.0 1567.0 1483.8509403498977 -5.308 4102.850940349897 
7258 13.4746172179582 7.78 4.37 11.82 0 0 0 0 8.805382782041802 12.579118260059717 0.0 0.0 679.0 -348.0 377.0 741.0 1567.0 1012.1298832101024 -4.195 3697.1298832101024 
15000 13.463934875757015 16.08 4.09 19.84 0 0 0.00606512424298522 0.006739026936650245 8.81 12.585714285714287 0.0 1.0 680.0 -761.0 -36.0 935.0 1567.0 2983.7693546402047 -8.870 5449.769354640204 
15000 13.463829618365123 16.08 4.09 19.84 0 0 0.0061703816348774865 0.006855979594308318 8.81 12.585714285714287 0.0 1.0 680.0 -761.0 -36.0 935.0 1567.0 2983.7693546402047 -8.870 5449.769354640204 
5566 13.46469994606991 5.97 4.47 10.11 0 0 0.005300053930090698 0.0058889488112118865 8.81 12.585714285714287 0.0 1.0 680.0 -246.0 479.0 699.0 1567.0 580.7693546402049 -3.174 3325.769354640205 
9656 13.456729220268715 10.35 4.25 14.28 0 0 0.013270779731286098 0.014745310812540107 8.81 12.585714285714287 0.0 1.0 680.0 -491.0 235.0 801.0 1566.0 1622.4548146642628 -5.643 4224.454814664263 
9362 13.477639620838854 10.03 4.27 13.97 0 0 0 0 8.802360379161147 12.574800541658782 0.0 0.0 679.0 -473.0 251.0 794.0 1567.0 1548.2218603980132 -5.465 4160.221860398013 
10828 13.465436247024966 11.61 4.21 15.49 0 0 0.004563752975034419 0.005070836638927131 8.81 12.585714285714287 0.0 0.0 680.0 -557.0 168.0 831.0 1567.0 1920.8153432341603 -6.351 4486.8153432341605 
12057 13.44999403151277 12.92 4.17 16.77 0 0 0.02000596848723113 0.022228853874701256 8.81 12.585714285714287 0.0 2.0 680.0 -624.0 102.0 862.0 1566.0 2233.3168488823962 -7.092 4763.316848882396 
10659 13.458726440266569 11.42 4.21 15.31 0 0 0.011273559733432137 0.012526177481591263 8.81 12.585714285714287 0.0 1.0 680.0 -548.0 178.0 827.0 1566.0 1877.6313888583388 -6.249 4448.631388858339 
7682 13.46440893083535 8.23 4.34 12.25 0 0 0.005591069164649909 0.006212299071833232 8.81 12.585714285714287 0.0 1.0 680.0 -373.0 352.0 752.0 1566.0 1119.769354640205 -4.452 3789.769354640205 
6617 13.47683748352705 7.09 4.40 11.16 0 0 0 0 8.803162516472952 12.575946452104217 0.0 0.0 679.0 -309.0 415.0 725.0 1567.0 849.1758718040578 -3.808 3556.175871804058 
6841 13.483309892291093 7.33 4.39 11.39 0 0 0 0 8.796690107708908 12.56670015386987 0.0 0.0 679.0 -322.0 401.0 731.0 1567.0 906.4444231860447 -3.942 3605.444423186045 
6279 13.464615723534797 6.73 4.42 10.82 0 0 0.005384276465203897 0.005982529405782107 8.81 12.585714285714287 0.0 1.0 680.0 -289.0 436.0 717.0 1567.0 762.7693546402049 -3.605 3482.769354640205 
8396 13.464349756893355 9.00 4.31 12.98 0 0 0.005650243106645192 0.006278047896272435 8.81 12.585714285714287 0.0 1.0 680.0 -416.0 309.0 770.0 1567.0 1301.769354640205 -4.883 3947.769354640205 
8231 13.478300934716938 8.82 4.32 12.81 0 0 0 0 8.801699065283064 12.573855807547234 0.0 0.0 679.0 -406.0 318.0 766.0 1567.0 1260.3524459981338 -4.782 3911.3524459981336 
13427 13.458725120173515 14.39 4.13 18.19 0 0 0.011274879826485673 0.012527644251650748 8.81 12.585714285714287 0.0 1.0 680.0 -692.0 34.0 896.0 1567.0 2582.6313888583386 -7.920 5079.631388858339 
13580 13.478764046985363 14.56 4.13 18.35 0 0 0 0 8.801235953014638 12.573194218592342 0.0 0.0 679.0 -699.0 25.0 900.0 1568.0 2622.352445998134 -8.011 5115.3524459981345 
11875 13.479490545895757 12.73 4.18 16.57 0 0 0 0 8.800509454104244 12.572156363006064 0.0 0.0 679.0 -614.0 110.0 857.0 1568.0 2188.352445998134 -6.982 4723.3524459981345 
10175 13.456484811399177 10.91 4.23 14.81 0 0 0.013515188600823791 0.015016876223137545 8.81 12.585714285714287 0.0 1.0 680.0 -521.0 205.0 814.0 1567.0 1754.4548146642628 -5.956 4340.454814664263 
6704 13.465024789655086 7.19 4.40 11.25 0 0 0.004975210344914771 0.005528011494349745 8.81 12.585714285714287 0.0 0.0 680.0 -314.0 411.0 727.0 1568.0 870.8153432341603 -3.861 3576.8153432341605 
9060 13.476114442039203 9.71 4.28 13.66 0 0 0 0 8.803885557960799 12.576979368515428 0.0 0.0 679.0 -455.0 269.0 786.0 1567.0 1471.1758718040578 -5.283 4093.175871804058 
10949 13.454060489923064 11.74 4.20 15.61 0 0 0.015939510076936614 0.017710566752151793 8.81 12.585714285714287 0.0 2.0 680.0 -564.0 162.0 834.0 1567.0 1951.4088260703074 -6.424 4514.408826070307 
11348 13.479490545895757 12.16 4.19 16.03 0 0 0 0 8.800509454104244 12.572156363006064 0.0 0.0 679.0 -586.0 138.0 844.0 1566.0 2054.352445998134 -6.664 4602.3524459981345 
12238 13.45649733493737 13.12 4.16 16.95 0 0 0.01350266506262976 0.015002961180699732 8.81 12.585714285714287 0.0 1.0 680.0 -634.0 92.0 866.0 1567.0 2279.454814664263 -7.202 4804.454814664263 
14195 13.46641367302392 15.21 4.11 18.99 0 0 0.0035863269760803007 0.003984807751200334 8.81 12.585714285714287 0.0 0.0 680.0 -727.0 -2.0 915.0 1567.0 2778.81534323416 -8.384 5258.8153432341605 
14621 13.473847254289828 15.67 4.10 19.44 0 0 0 0 8.806152745710174 12.580218208157392 0.0 0.0 679.0 -745.0 -21.0 926.0 1567.0 2887.1298832101024 -8.641 5359.129883210102 
8726 13.463979321356193 9.35 4.29 13.32 0 0 0.006020678643807287 0.006689642937563652 8.81 12.585714285714287 0.0 1.0 680.0 -436.0 289.0 778.0 1566.0 1385.769354640205 -5.082 4018.769354640205 
7465 13.47012147888233 8.00 4.35 12.03 0 0 0 0 8.809878521117671 12.585540744453816 0.0 0.0 680.0 -360.0 364.0 746.0 1566.0 1065.0379060221917 -4.321 3741.0379060221917 
5991 13.454789559605638 6.42 4.44 10.54 0 0 0.015210440394362479 0.01690048932706942 8.81 12.585714285714287 0.0 1.0 680.0 -272.0 455.0 710.0 1566.0 689.4548146642627 -3.430 3420.454814664263 
12152 13.438785850311922 13.02 4.16 16.87 0 0 0.031214149688079118 0.03468238854231013 8.81 12.585714285714287 0.0 3.0 680.0 -629.0 98.0 864.0 1566.0 2256.9563203124985 -7.149 4784.956320312498 
6440 13.46579395550439 6.90 4.41 10.99 0 0 0.0042060444956106835 0.004673382772900759 8.81 12.585714285714287 0.0 0.0 680.0 -298.0 427.0 721.0 1566.0 803.8153432341603 -3.702 3517.8153432341605 
12966 13.479512105287851 13.90 4.14 17.71 0 0 0 0 8.80048789471215 12.5721255638745 0.0 0.0 679.0 -670.0 54.0 884.0 1567.0 2466.3984345920894 -7.640 4971.398434592089 
13981 13.463991540679185 14.99 4.11 18.77 0 0 0.006008459320815618 0.006676065912017353 8.81 12.585714285714287 0.0 1.0 680.0 -717.0 8.0 910.0 1567.0 2723.7693546402047 -8.255 5208.769354640204 
6458 13.463934875757015 6.92 4.41 11.01 0 0 0.00606512424298522 0.006739026936650245 8.81 12.585714285714287 0.0 1.0 680.0 -300.0 426.0 721.0 1566.0 808.7693546402049 -3.713 3521.769354640205 
