PV_Cap;NumberOfConCars;NumberOfEVCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualNgasmCHPheat;AnnualBiomassmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;AnnualCost;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualNgasmCHPheat;AnnualBiomassmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilBoilerSolarInput;NGasBoilerSolarInput;NGasCHPSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;
MWe;1000 units;1000 units;1000 units;MWe;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;MEuro;MEuro;MEuro;MEuro;MEuro;Mt;MEuro;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;TWh;
1;332.1921049612403;448.5055698449613;0.0;1;0.00;0.01;1.36;0.77;0.0;0.0;0.0;0.85;0.0;0.01;5.41;0.01;1.39;0.56;1.98;1.27;0.32;64;489;415;1235.4502030978695;2625;0.591;4764.450203097869;0.0017437287533359001;0.0015601783582479107;1.0955587735146965;0.0;0.01;5.41;0.01;1.9712279508400001;0.0013790561724143827;0.001318558831674745;5.610294850523566E-4;2.773806245246528E-4;0.0021231299140354563;0.0039143125795749936;
392;0.8690982170542636;779.8285767441861;0.0;1;0.41;0.01;1.19;1.34;0.0;0.0;0.0;0.88;0.0;0.01;5.4;0.68;1.44;0.63;0.01;1.30;0.31;67;151;430;1316.5110507225727;3169;0.066;5066.511050722573;0.0;0.0;1.1223608691870381;0.0;0.01;5.4;0.68;0.00515722882;0.0;0.0;0.0;8.224137639972687E-4;0.0021302212059108186;2.2945101707354096;
392;1.6349144186046511;779.0627603875969;0.0;1;0.41;0.01;1.22;1.34;0.0;0.0;0.0;0.85;0.0;0.01;5.43;0.60;1.46;0.62;0.01;1.26;0.31;69;152;413;1322.3469486437098;3067;0.067;4954.34694864371;0.0;0.0;1.090066312568122;0.0;0.01;5.43;0.60;0.00970158216;0.0;0.0;0.0;3.441157239331425E-4;0.004156509612469572;1.3617722982603964;
394;0.6620733333333334;779.8174309302325;0.21817;1;0.42;0.01;1.21;1.34;8.41503507E-4;0.0;0.0;0.86;0.0;0.01;5.41;0.66;1.45;0.62;0.01;1.24;0.31;68;149;420;1320.5759603652898;3104;0.065;4993.57596036529;0.0;0.0;1.106980802112317;0.0;0.01;5.41;0.66;0.00392874316;0.0;0.0;0.0;0.03966726976970055;0.0030729368157210186;1.5873540727743225;
392;0.737153023255814;779.9605218604652;0.0;1;0.41;0.01;1.23;1.34;0.0;0.0;0.0;0.87;0.0;0.01;5.41;0.51;1.46;0.61;0.01;1.29;0.31;70;154;403;1324.6947051109046;3008;0.066;4889.694705110905;0.0;0.0;1.11362481956489;0.0;0.01;5.41;0.51;0.00437426604;0.0;0.0;0.0;0.001027478331291153;0.002249522147760373;0.822028034496409;
1;238.03812511627908;542.6595496899225;0.0;1;0.00;0.01;1.36;0.93;0.0;0.0;0.0;0.86;0.0;0.01;5.42;0.00;1.49;0.50;1.42;1.27;0.31;76;404;403;1268.3138972841462;2695;0.441;4770.313897284146;0.0;0.0;1.0992141017989898;0.0;0.01;5.42;0.00;1.41251823444;0.0;0.0;0.0;1.207909754179355E-4;0.0020872397620173874;0.001719967419064769;
394;1.3048;779.3928751937984;0.0;1;0.42;0.01;1.21;1.34;0.0;0.0;0.0;0.86;0.0;0.01;5.41;0.61;1.45;0.62;0.01;1.28;0.31;68;152;416;1320.4277725785369;3083;0.066;4971.427772578537;0.0;0.0;1.1085284597787977;0.0;0.01;5.41;0.61;0.0077426832;0.0;0.0;0.0;0.00115832078676745;0.00130570237583238;1.5063770690294591;
17;283.836579379845;496.86109534883724;0.0;1;0.02;0.01;1.36;0.85;0.0;0.0;0.0;0.86;0.0;0.01;5.42;0.01;1.43;0.54;1.69;1.27;0.31;69;444;409;1252.3283128176377;2663;0.513;4768.328312817637;0.0;0.0;1.0990300271581086;0.0;0.01;5.42;0.01;1.6842862620399999;0.0;0.0;0.0;0.003929296478812343;0.0019553747662651296;0.003253783357334156;
394;0.7334382170542636;779.8887958139536;0.07544023255813953;1;0.42;0.01;1.21;1.34;2.90980521E-4;0.0;0.0;0.86;0.0;0.01;5.41;0.66;1.45;0.62;0.01;1.23;0.31;68;149;418;1320.6008697076043;3099;0.066;4986.600869707604;0.0;0.0;1.106980802112317;0.0;0.01;5.41;0.66;0.0043522223799999996;0.0;0.0;0.0;0.03966726976970055;0.002101693217794295;1.5887995771334578;
6;178.21661550387597;602.4810596899225;0.0;1;0.01;0.01;1.36;1.03;0.0;0.0;0.0;0.87;0.0;0.01;5.41;0.00;1.55;0.46;1.06;1.28;0.31;84;350;395;1289.1941172561383;2740;0.346;4774.194117256138;0.0;0.0;1.1097684956692666;0.0;0.01;5.41;0.00;1.0575373964;0.0;0.0;0.0;2.1701834856396244E-4;0.001614602580916431;0.0016458752453833458;
1;40.42416837209302;740.2735067441861;0.0;1;0.00;0.01;1.36;1.27;0.0;0.0;0.0;0.86;0.0;0.01;5.41;0.00;1.72;0.38;0.24;1.27;0.31;103;226;377;1337.2894696631922;2843;0.128;4783.289469663192;0.0;0.0;1.1038783016879457;0.0;0.01;5.41;0.00;0.23987701512;0.0;0.0;0.0;0.0024177108740874673;0.001358793871800935;8.041136282610737E-4;
71;1.1332152713178294;779.5644594573644;0.0;1;0.07;0.01;1.36;1.34;0.0;0.0;0.0;0.87;0.0;0.01;5.41;0.01;1.71;0.39;0.01;1.29;0.31;102;186;375;1351.003662694433;2881;0.066;4793.003662694433;0.0;0.0;1.1177040916202563;0.0;0.01;5.41;0.01;0.00672449942;0.0;0.0;0.0;0.0011265243657005233;0.0016928356374648467;0.0055788603645519595;
1;110.26925410852714;670.4284206976745;0.0;1;0.00;0.01;1.36;1.15;0.0;0.0;0.0;0.86;0.0;0.01;5.42;0.00;1.63;0.42;0.66;1.28;0.31;93;290;386;1312.910600580585;2791;0.239;4779.910600580585;0.0;0.0;1.10677320816992;0.0;0.01;5.42;0.00;0.65433775388;0.0;0.0;0.0;1.5724725709354457E-4;0.0018731240057315026;8.207752237775152E-4;
17;283.836579379845;496.86109534883724;0.0;1;0.02;0.01;1.36;0.85;0.0;0.0;0.0;0.86;0.0;0.01;5.42;0.01;1.43;0.54;1.69;1.27;0.31;69;444;409;1252.3283128176377;2663;0.513;4768.328312817637;0.0;0.0;1.0990300271581086;0.0;0.01;5.42;0.01;1.6842862620399999;0.0;0.0;0.0;0.003929296478812343;0.0019553747662651296;0.003253783357334156;
169;2.784897596899225;777.9127775193799;0.0;1;0.18;0.01;1.36;1.33;0.0;0.0;0.0;0.86;0.0;0.01;5.41;0.00;1.64;0.43;0.02;1.28;0.31;95;180;379;1350.4271563142215;2891;0.069;4800.427156314221;0.0;0.0;1.1034701935588525;0.0;0.01;5.41;0.00;0.01652558234;0.0;0.0;0.0;0.001144800172782099;0.0020906201064603;6.608357740055325E-4;
394;2.4894693798449614;778.2082055813953;0.0;1;0.42;0.01;1.25;1.34;0.0;0.0;0.0;0.86;0.0;0.01;5.41;0.45;1.47;0.60;0.02;1.27;0.31;71;156;400;1328.1518731182068;2984;0.068;4868.151873118207;0.0;0.0;1.107257249624102;0.0;0.01;5.41;0.45;0.0147725113;0.0;0.0;0.0;0.003344966933215511;0.002034030153112124;0.6061428851533918;
1;88.27979806201552;692.4178768992249;0.0;1;0.00;0.01;1.36;1.19;0.0;0.0;0.0;0.86;0.0;0.01;5.41;0.00;1.66;0.41;0.53;1.29;0.31;96;270;383;1320.585844528002;2807;0.204;4780.585844528002;0.0;0.0;1.1060262322338161;0.0;0.01;5.41;0.00;0.5238523217000001;0.0;0.0;0.0;1.9795097804666025E-4;0.0020920356898571635;0.0017511515522728308;
1;303.41250906976745;477.28516596899226;0.0;1;0.00;0.01;1.36;0.82;0.0;0.0;0.0;0.85;0.0;0.01;5.42;0.01;1.42;0.54;1.80;1.27;0.31;68;463;411;1245.4954911184302;2647;0.544;4766.49549111843;0.0;0.0;1.095368260997701;0.0;0.01;5.42;0.01;1.8004498288200002;0.0;0.0;0.0;3.4463012408936363E-4;0.0013910528831980772;0.006026656082404974;
393;2.0679753488372095;778.6296994573643;0.0;1;0.41;0.01;1.26;1.34;0.0;0.0;0.0;0.86;0.0;0.01;5.41;0.41;1.48;0.60;0.02;1.28;0.31;72;156;397;1330.3333921870349;2970;0.068;4853.333392187034;0.0;0.0;1.1058746002864863;0.0;0.01;5.41;0.41;0.01227136572;0.0;0.0;0.0;9.104446618552542E-4;0.0012168892940609857;0.4845274167036413;
3;55.70134596899225;724.99632875969;0.0;1;0.00;0.01;1.36;1.24;0.0;0.0;0.0;0.87;0.0;0.01;5.41;0.00;1.70;0.39;0.33;1.28;0.31;100;240;379;1331.9570927829102;2832;0.152;4782.95709278291;0.0;0.0;1.109759234401506;0.0;0.01;5.41;0.00;0.33053178698;0.0;0.0;0.0;4.785779549794556E-4;0.002010235840876574;4.914516312440855E-4;
6;224.1987834108527;556.498891627907;0.0;1;0.01;0.01;1.36;0.95;0.0;0.0;0.0;0.86;0.0;0.01;5.41;0.01;1.50;0.49;1.33;1.28;0.32;78;392;401;1273.1444089835788;2707;0.419;4773.144408983579;0.0;0.0;1.106290257097573;0.0;0.01;5.41;0.01;1.33039558076;0.0;0.0;6.250479395587806E-4;2.543803326598853E-4;0.0016277080985942285;0.003959657152005368;
6;318.45807147286826;462.2396034883721;0.0;1;0.01;0.01;1.36;0.79;0.0;0.0;0.0;0.85;0.0;0.01;5.42;0.01;1.40;0.56;1.89;1.27;0.31;65;476;413;1240.2439577787052;2636;0.568;4765.243957778705;0.0;0.0;1.0952939222347393;0.0;0.01;5.42;0.01;1.8897301961200001;0.0;0.0;0.0;0.0011848560272349207;0.0015728323592459237;0.005977329164105007;
1;206.8716842635659;573.825990620155;0.0;1;0.00;0.01;1.36;0.98;0.0;0.0;0.0;0.86;0.0;0.01;5.42;0.00;1.52;0.48;1.23;1.27;0.31;80;376;399;1279.192294408648;2719;0.391;4773.192294408648;0.0;0.0;1.0991344133146865;0.0;0.01;5.42;0.00;1.22757657442;0.0;0.0;0.0;1.189917942530368E-4;0.002215010374544726;0.0017198860976243508;
358;1.085097519379845;779.5714263565892;0.04115038759689923;1;0.38;0.01;1.27;1.34;1.5872116E-4;0.0;0.0;0.86;0.0;0.01;5.41;0.35;1.50;0.57;0.01;1.27;0.31;76;159;394;1332.696494434928;2957;0.066;4842.696494434927;0.0;0.0;1.1010228462918226;0.0;0.01;5.41;0.35;0.0064389686800000005;0.0;0.0;0.0;3.9079030953343357E-4;0.003635371840539543;0.38241807595232025;
0;126.64327062015504;654.0544041860466;0.0;1;0.00;0.01;1.36;1.12;0.0;0.0;0.0;0.87;0.0;0.01;5.41;0.00;1.61;0.43;0.76;1.28;0.31;91;304;388;1307.1953809783413;2778;0.265;4777.195380978341;0.0;0.0;1.1097684956692666;0.0;0.01;5.41;0.00;0.75150116786;0.0;0.0;0.0;2.1701834856396244E-4;0.0016058174099623298;0.0016458761644865207;
