PV_Cap NGas_CHP_Cap HP_Cap Oil_boiler_Cap Ngas_boiler_Cap Biomass_boiler_Cap AnnualPV AnnualCHPelec AnnualHPelec AnnualOilBoilerheat AnnualNGasBoilerheat AnnualBiomassBoilerheat AnnualmCHPheat AnnualHPheat AnnualImport AnnualExport OilConsumption BiomassConsumption NgasConsuption DieselCost PetrolCost BiomassCost TotalElectricityExchangeCost TotalVariableCost FixedOperationCosts AdditionalCost InvestmentCost CO2-Emission AnnualCost LoadFollowingCapacity 
KWe KWe KWe KWth KWth KWth GWh GWh GWh GWh GWh GWh GWh GWh GWh GWh GWh GWh GWh KEuro KEuro KEuro KEuro KEuro KEuro KEuro KEuro Mt KEuro  
6113 5706 758 50 443 12078 6.55 25.33 2.35 0.1 0.92 25.02 17.73 7.53 7.77 11.08 24.95 33.36 51.68 2095.0 1904.0 1167.0 -23.0 9609.0 1158.0 4944.0 2980.0 15.203 18691.0 0.43 
6926 6007 709 143 164 12046 7.42 26.66 2.20 0.3 0.34 24.95 18.66 7.05 7.21 12.87 25.19 33.27 53.70 2130.0 1904.0 1164.0 -165.0 9673.0 1205.0 4928.0 3188.0 14.331 18994.0 0.45 
10383 1777 2405 129 42 10387 11.12 7.89 7.47 0.27 0.09 21.52 5.52 23.91 20.48 5.79 25.15 28.69 15.87 2125.0 1904.0 1004.0 1134.0 7553.0 790.0 5489.0 2493.0 18.252 16325.0 0.59 
14998 11117 0 1 143 7945 16.07 49.34 0.00 0.0 0.3 16.46 34.54 0.0 4.11 43.30 24.82 21.94 99.01 2077.0 1904.0 768.0 -2210.0 11075.0 1881.0 4694.0 5846.0 4.277 23496.0 1.07 
14998 10767 27 0 49 8439 16.07 47.79 0.08 0.0 0.1 17.48 33.45 0.27 4.18 41.73 24.82 23.31 95.69 2077.0 1904.0 815.0 -2108.0 10939.0 1847.0 4704.0 5746.0 4.535 23236.0 1.04 
10513 1499 2106 142 710 11560 11.26 6.65 6.54 0.29 1.47 23.94 4.66 20.93 20.71 5.86 25.19 31.93 14.94 2130.0 1904.0 1117.0 1145.0 7602.0 782.0 5389.0 2440.0 18.164 16213.0 0.6 
14999 6582 552 7 427 11812 16.07 29.22 1.71 0.02 0.88 24.47 20.45 5.49 5.61 22.95 24.84 32.62 59.41 2079.0 1904.0 1141.0 -842.0 9414.0 1428.0 4878.0 4565.0 8.708 20285.0 0.65 
14993 13288 1 88 17 4724 16.06 58.98 0.00 0.18 0.04 9.79 41.28 0.01 3.72 52.54 25.05 13.05 117.99 2109.0 1904.0 457.0 -2814.0 11825.0 2084.0 4694.0 6453.0 2.695 25056.0 1.27 
12365 5122 1052 12 447 11574 13.25 22.73 3.27 0.02 0.93 23.97 15.91 10.46 7.76 14.25 24.85 31.96 46.49 2081.0 1904.0 1118.0 -179.0 8944.0 1213.0 5041.0 3751.0 12.295 18949.0 0.5 
7196 4798 1208 1 10 11762 7.71 21.29 3.75 0.0 0.02 24.36 14.91 12.01 9.36 8.39 24.82 32.48 42.61 2077.0 1904.0 1137.0 253.0 9056.0 1071.0 5092.0 2881.0 15.768 18100.0 0.4 
11388 3283 1617 8 137 11938 12.20 14.57 5.02 0.02 0.28 24.73 10.2 16.07 12.80 8.33 24.84 32.97 29.46 2079.0 1904.0 1154.0 501.0 8193.0 992.0 5227.0 3079.0 15.093 17491.0 0.48 
5697 2444 1793 10 4051 8433 6.10 10.85 5.57 0.02 8.39 17.47 7.59 17.83 17.78 2.94 24.85 23.29 31.02 2080.0 1904.0 815.0 1112.0 8600.0 790.0 5286.0 1985.0 21.353 16661.0 0.47 
15000 8185 105 8 130 11847 16.07 36.33 0.33 0.02 0.27 24.54 25.43 1.05 4.77 30.62 24.84 32.72 72.96 2079.0 1904.0 1145.0 -1374.0 10049.0 1601.0 4729.0 5022.0 6.602 21401.0 0.8 
13126 4982 1124 12 447 11437 14.06 22.11 3.49 0.02 0.93 23.69 15.48 11.18 7.96 14.42 24.85 31.59 45.26 2081.0 1904.0 1105.0 -172.0 8831.0 1211.0 5065.0 3826.0 12.058 18933.0 0.51 
11537 3860 1408 20 101 12098 12.36 17.13 4.37 0.04 0.21 25.06 11.99 14.0 10.78 9.67 24.87 33.41 34.49 2084.0 1904.0 1169.0 291.0 8436.0 1060.0 5159.0 3267.0 14.201 17922.0 0.46 
14931 5693 966 5 5 11582 16.00 25.27 3.00 0.01 0.01 23.99 17.69 9.6 6.67 18.71 24.83 31.99 50.55 2078.0 1904.0 1119.0 -510.0 8961.0 1322.0 5014.0 4299.0 9.935 19596.0 0.57 
14989 1217 2336 0 115 11612 16.06 5.40 7.26 0.0 0.24 24.05 3.78 23.23 21.48 9.46 24.82 32.07 11.07 2077.0 1904.0 1122.0 999.0 7075.0 833.0 5465.0 3030.0 15.658 16403.0 0.7 
11368 2866 1940 8 85 11065 12.18 12.72 6.03 0.02 0.18 22.92 8.9 19.29 14.98 7.63 24.84 30.56 25.63 2079.0 1904.0 1069.0 681.0 7960.0 936.0 5335.0 2954.0 15.961 17185.0 0.51 
14999 8447 77 1 112 11615 16.07 37.49 0.24 0.0 0.23 24.06 26.25 0.76 4.69 31.79 24.82 32.08 75.24 2077.0 1904.0 1122.0 -1453.0 10142.0 1627.0 4719.0 5096.0 6.347 21584.0 0.83 
14695 2854 1940 8 82 11085 15.74 12.67 6.03 0.02 0.17 22.96 8.87 19.29 14.44 10.61 24.84 30.61 25.52 2079.0 1904.0 1071.0 484.0 7755.0 1001.0 5334.0 3451.0 13.927 17541.0 0.57 
14995 5199 1075 0 46 11762 16.06 23.08 3.34 0.0 0.1 24.36 16.15 10.69 7.39 16.97 24.82 32.48 46.26 2077.0 1904.0 1137.0 -355.0 8762.0 1272.0 5049.0 4168.0 10.469 19251.0 0.55 
14975 5789 870 8 8 11893 16.04 25.69 2.70 0.02 0.02 24.63 17.99 8.65 6.48 19.30 24.84 32.85 51.41 2080.0 1904.0 1149.0 -558.0 9018.0 1337.0 4980.0 4334.0 9.672 19669.0 0.58 
5791 5390 2489 79 25 4630 6.20 23.93 7.73 0.16 0.05 9.59 16.75 24.75 10.35 6.52 25.02 12.79 47.91 2106.0 1904.0 447.0 422.0 9021.0 1031.0 5516.0 2814.0 18.537 18382.0 0.38 
14996 14637 5 27 32 2730 16.07 64.97 0.01 0.06 0.07 5.65 45.48 0.05 3.50 58.30 24.89 7.54 130.00 2087.0 1904.0 264.0 -3189.0 12268.0 2210.0 4696.0 6833.0 1.680 26007.0 1.4 
11368 3900 1617 8 119 11031 12.18 17.31 5.02 0.02 0.25 22.85 12.12 16.07 11.07 9.31 24.84 30.47 34.89 2079.0 1904.0 1066.0 331.0 8402.0 1049.0 5228.0 3249.0 14.646 17928.0 0.46 
14931 5693 966 5 5 11582 16.00 25.27 3.00 0.01 0.01 23.99 17.69 9.6 6.67 18.71 24.83 31.99 50.55 2078.0 1904.0 1119.0 -510.0 8961.0 1322.0 5014.0 4299.0 9.935 19596.0 0.57 
14904 1278 2175 142 1063 11206 15.97 5.67 6.76 0.29 2.2 23.21 3.97 21.62 20.82 9.48 25.19 30.95 13.80 2130.0 1904.0 1083.0 956.0 7280.0 846.0 5412.0 3037.0 15.919 16575.0 0.69 
5672 287 2581 241 188 11518 6.08 1.28 8.02 0.5 0.39 23.86 0.89 25.66 28.83 1.95 25.44 31.81 2.98 2167.0 1904.0 1113.0 1867.0 7328.0 547.0 5546.0 1364.0 22.688 14785.0 0.7 
14993 14679 71 25 37 2347 16.06 65.15 0.22 0.05 0.08 4.86 45.61 0.7 3.50 58.28 24.88 6.48 130.39 2086.0 1904.0 227.0 -3187.0 12264.0 2210.0 4716.0 6842.0 1.770 26032.0 1.4 
14982 8124 76 25 146 12046 16.05 36.06 0.23 0.05 0.3 24.95 25.24 0.75 4.78 30.43 24.89 33.27 72.45 2086.0 1904.0 1164.0 -1362.0 10044.0 1597.0 4719.0 5003.0 6.625 21363.0 0.8 
7030 729 2646 12 109 10848 7.53 3.24 8.22 0.03 0.23 22.47 2.27 26.31 26.53 2.85 24.85 29.96 6.73 2081.0 1904.0 1048.0 1675.0 7307.0 612.0 5569.0 1691.0 21.456 15179.0 0.67 
14812 3900 1617 13 114 11031 15.87 17.31 5.02 0.03 0.24 22.85 12.12 16.07 10.57 12.50 24.85 30.47 34.88 2081.0 1904.0 1066.0 123.0 8195.0 1118.0 5228.0 3767.0 12.534 18308.0 0.52 
14988 13600 5 3 44 4297 16.06 60.37 0.01 0.01 0.09 8.9 42.26 0.05 3.67 53.86 24.83 11.87 120.83 2078.0 1904.0 415.0 -2900.0 11910.0 2113.0 4696.0 6541.0 2.431 25260.0 1.3 
14944 14994 35 11 7 2089 16.01 66.55 0.11 0.02 0.01 4.33 46.59 0.35 3.45 59.68 24.85 5.77 133.12 2081.0 1904.0 202.0 -3279.0 12377.0 2240.0 4706.0 6925.0 1.482 26248.0 1.43 
14989 6944 548 25 128 11569 16.06 30.82 1.70 0.05 0.26 23.96 21.58 5.45 5.38 24.34 24.88 31.95 61.94 2086.0 1904.0 1118.0 -943.0 9513.0 1462.0 4875.0 4666.0 8.313 20516.0 0.67 
14943 15002 5 14 3 2224 16.01 66.58 0.01 0.03 0.01 4.61 46.61 0.05 3.45 59.80 24.86 6.14 133.18 2082.0 1904.0 215.0 -3287.0 12388.0 2243.0 4696.0 6927.0 1.423 26254.0 1.43 
