PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfEVCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;Total Local System Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;Annual MaximumImportElectr.;Annual MaximumExportElectr.;
KWe;KWe;KWe;KWth;KWth;KWth;GWh;1000 units;1000 units;1000 units;KWe;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Kt;kt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KW;KW;
35409;1526;7759;52;4;17328;9.073360882319346;6.892111359488662;12.451466960006504;0.03626664174514165;73;46.25;1.50;34.85;27.15;0.15625845262311733;0.24;0.02;78.09;6.88;158.75;8.78;28.41;161.52;54.15;97.53;0.01;;;-13045;-1109;41322;29559.0;90193;-31.319;18.821674684;159965.0;0.8425231779266291;0.21165646595045623;0.27825289608740317;0.02007647339647379;97.6081551994859;6.88;158.75;8.78;53.96729957820406;0.2523826887734414;0.008977746872139463;7.127952392832575;1.1707583900356684;0.5132896638055214;0.08487580936568981;0.0052700800289582714;7.127952392832614;1.0486334700321926;0.5132896638055326;34982;67968;
37190;90;8128;9;65;17073;4.637635391762675;11.626739181640895;7.699173856743446;0.05393192285596861;108;48.58;0.09;36.38;16.78;0.23237108281722635;0.04;0.29;76.94;0.4;166.29;4.55;25.94;168.70;91.07;92.63;0.23;;;-13990;3312;36014;28415.0;84172;-24.755;28.318683256;151913.0;0.8986564476660972;0.26092568864763577;0.04588471886755386;0.3086670140812172;96.17293044132633;0.4;166.29;4.55;91.0408558140027;0.03876122882778334;0.13754871108774053;3.2553520510251945;0.0630904014221824;1.1428829993997744;0.013913664728432723;0.07851305756637741;3.2553520510252616;0.05825003972666238;1.1428829993998026;31838;68775;
34319;1402;7778;43;123;17258;7.676452054549456;2.399202897968997;16.968052174070046;0.012589889201265565;26;44.83;1.43;34.86;36.99;0.05424479661257281;0.19;0.55;77.77;6.32;159.13;7.54;32.43;154.32;18.95;98.45;0.44;;;-11946;-5227;46249;30833.0;95275;-36.753;10.154377332;167130.0;0.7937351241074464;0.17041228109074194;0.2275510593316006;0.5835392127741759;97.21552587600921;6.32;159.13;7.54;18.78647845196664;0.09576422168292678;0.2137824710261715;5.73199019188141;0.7868243007641863;0.8480908691947617;0.05295291795447518;0.1346528581841772;5.731990191881415;0.7740603034440163;0.8480908691947697;38355;67493;
35472;1409;7766;14;151;17306;7.4402827848341015;7.72321647587393;11.356665328023912;0.2999631573424651;597;46.33;1.44;34.89;24.76;1.2924212597257452;0.06;0.68;77.99;6.35;158.89;7.19;28.01;161.95;60.52;98.81;0.50;;;-13127;-149;40498;29453.0;89147;-29.807;20.557813724;158949.0;0.8515330823023131;0.2205076963359138;0.0735143535486524;0.7148717598690575;97.48900750795322;6.35;158.89;7.19;60.475101971035635;0.06797789730269574;0.38890278122430727;5.708874544706584;0.7807329898932602;0.4937945717072545;0.021523529080877228;0.20061269624626765;5.708874544706676;0.7692687607345658;0.493794571707264;34360;67832;
35024;1043;7874;12;73;17262;5.208923998403114;1.1590220352888603;18.01035810999708;0.2104648159543646;419;45.75;1.15;35.45;39.26;0.9068087060209753;0.06;0.33;77.79;4.7;161.1;5.12;33.98;152.50;9.12;98.19;0.26;;;-11616;-6397;47689;31359.0;96653;-38.252;7.7370885519999995;169304.0;0.783068783068783;0.15963669969084082;0.06578428059887524;0.34526353276965877;97.23908494988174;4.7;161.1;5.12;9.075490242922362;0.05901510330181287;0.1306030519113598;4.670273012951557;0.21802072183525967;0.13101210840312574;0.02093487278971017;0.08155869828076164;4.670273012951735;0.2180207218352614;0.1310121084031273;39360;67653;
34769;1440;7785;147;16;17191;9.074460521968012;10.70991372293151;8.63344480847398;0.03648642983481533;73;45.41;1.55;34.97;18.82;0.15720543158628533;0.66;0.07;77.47;6.49;159.27;8.92;25.73;166.26;84.43;96.27;0.06;;;-13772;2663;37068;28483.0;85551;-25.793;26.482206252;153765.0;0.8838504741736487;0.24816071705222825;0.7796067744667308;0.07698601066355051;96.83901133387752;6.49;159.27;8.92;83.86183742467061;0.323978121074695;0.03191802309530078;7.763020300753839;0.4642583635292416;0.49128571351493516;0.18165231702422205;0.018589547498002124;7.763020300753961;0.46425836352923877;0.4912857135149519;32164;67695;
37187;58;8148;9;24;17056;3.4809917839645146;11.506712923968458;7.699173856743446;0.1739581805284063;346;48.57;0.07;36.70;16.78;0.7495162166246914;0.04;0.11;76.86;0.26;166.7;3.44;26.19;167.89;90.13;92.32;0.08;;;-13888;3252;36190;28550.0;84249;-24.674;28.078346356;152241.0;0.8947489742289427;0.26038273854608796;0.04588471886755386;0.11535008884268681;96.07799622323334;0.26;166.7;3.44;90.10101420855021;0.035107100399167694;0.05167372071241219;3.3087833191164546;0.006932570013054299;0.0784950737234257;0.01362007585762197;0.029642938294880964;3.308783319116467;0.006932570013054492;0.07849507372342607;31932;68610;
30221;382;8005;3;2;17407;6.609348728856844;12.837016046199691;6.419052029371694;0.1237768856689246;247;39.47;0.39;35.87;13.99;0.5333050895931285;0.01;0.01;78.44;1.72;163.78;6.60;25.87;162.72;100.53;93.50;0.01;;;-13411;5330;34541;28035.0;82275;-20.247;30.783857588000004;150181.0;0.8841952271555159;0.2731265025396755;0.015844752899408718;0.010362082222017161;98.05487454462406;1.72;163.78;6.60;100.51768674655744;0.005517245494832805;0.0027534295701928915;5.4807449283475815;0.20484772538153478;0.9154854000627028;0.002904537572250948;0.0020151987940989205;5.480744928347749;0.2025476629663933;0.9154854000627187;30828;65402;
35435;1631;7875;12;47;16693;7.653221561051186;12.425457143406028;6.891939592048817;0.06244822578546187;125;46.28;1.66;35.27;15.03;0.26906442561924104;0.05;0.21;75.23;7.35;161.13;7.56;24.55;169.41;97.34;96.85;0.17;;;-14196;4207;35200;28044.0;83465;-23.819;29.760716419999994;150916.0;0.9075001169700089;0.26239670434997625;0.06418148939011156;0.22304886695785642;94.03513461693466;7.35;161.13;7.56;97.29505707001222;0.059890678898594514;0.09074274014433248;5.544149490685385;0.9355030397717141;1.0229356115511605;0.018119271553003635;0.05428767311897163;5.544149490685444;0.9174766520400763;1.0229356115511778;30906;67987;
32522;398;8071;12;149;16935;4.267494860654184;10.300743703589777;9.062038945326975;0.017062312323556195;34;42.48;0.46;36.31;19.76;0.07351467887727423;0.05;0.67;76.32;1.79;165.13;4.05;27.30;161.63;80.70;93.66;0.50;;;-13165;2640;37363;28769.0;85221;-24.568;25.822010520000003;153993.0;0.8607289293849658;0.2505900149995103;0.0621973968554804;0.7086669273943068;95.39759679412325;1.79;165.13;4.05;80.65791342221904;0.052667616464251645;0.3771484674908489;3.5309390948621817;0.025492032955086445;0.2812476488818151;0.01768824946232226;0.19631723758187947;3.530939094862234;0.025492032955086695;0.2812476488818149;32758;66529;
38556;6270;8257;9;57;10314;6.607183923911806;5.468413831628771;13.738906736176498;0.17252439343503984;344;50.36;6.79;36.97;29.95;0.7433386015542126;0.04;0.26;46.48;28.25;168.94;6.51;27.98;164.78;42.85;93.77;0.19;;;-13406;-3300;43303;30307.0;92811;-35.557;15.782174152;163121.0;0.8368135446060343;0.18612805666823368;0.04991259206809857;0.27031335787398053;58.09744679840589;28.25;168.94;6.51;42.81932082580276;0.04668567149489924;0.14340370890220658;3.398632627657427;1.9077262188102382;1.1107356970470346;0.014427820796342914;0.07550760929995086;3.3986326276575443;1.9077262188102881;1.1107356970470346;35655;69513;
36179;728;7738;22;95;18164;8.063490339930537;13.853203418488203;5.465333639645383;0.06130790310672173;122;47.26;0.71;34.73;11.91;0.26415123132562124;0.1;0.43;81.86;3.28;158.31;7.88;23.66;172.20;108.58;98.27;0.32;;;-14557;5602;33590;27566.0;81699;-22.056;32.651075784;148457.0;0.9323558813728756;0.2770420057116744;0.11552463845517832;0.4497814147367492;102.31969926556683;3.28;158.31;7.88;108.47473872778818;0.005727657869198377;0.224026680182562;6.576186423980005;0.6077730821484428;0.6497764957503291;0.005727657869198468;0.121704942949258;6.576186423980063;0.5256929762704355;0.6497764957503399;29892;68336;
35360;1510;7754;32;132;17258;8.225345001758729;8.000260171334682;11.356665328023912;0.02291946188171183;46;46.19;1.63;34.84;24.76;0.0987507934635436;0.14;0.6;77.77;6.8;158.65;7.95;27.53;163.19;62.75;98.35;0.44;;;-13294;-4;40085;29234.0;88735;-29.814;21.065580572000002;158050.0;0.8551315966461911;0.22233500849526616;0.17050492515158763;0.6280907221190629;97.21729372198249;6.8;158.65;7.95;62.64443721960197;0.15764070515055478;0.3416923739413474;6.7649736336152415;0.47265859678500144;0.48837969226658406;0.05016346578484162;0.1766892266947063;6.764973633615405;0.47265859678500877;0.4883796922665904;34157;67998;
38681;6990;8135;15;69;10132;8.847641692310631;0.269429979393331;19.05262708397341;0.05778789787356957;115;50.52;7.84;36.09;41.54;0.24898493677806185;0.07;0.31;45.66;31.5;166.43;8.72;31.83;159.79;2.16;96.96;0.24;;;-12540;-8415;49075;31623.0;99294;-43.353;5.546585892;171577.0;0.7949058325728035;0.13279392742727814;0.07871653772678808;0.3277929111912096;57.076527228356525;31.5;166.43;8.72;2.1097175676436;0.07374715563434005;0.15429217192528977;4.976213778477917;1.0783676938332563;2.5650208924398266;0.024764370587988475;0.08588449708026005;4.9652674418848814;1.0783676938332905;2.565020892439867;39376;69906;
34948;638;7942;9;203;17231;2.9332124972371867;15.149254602666984;3.958595407974815;0.2719949505985114;541;45.65;0.71;35.75;8.63;1.1719174441487463;0.04;0.92;77.65;2.87;162.49;2.73;23.53;171.50;118.66;98.51;0.70;;;-14500;7207;32179;27430.0;79590;-19.098;35.391970972;146406.0;0.9385015158077089;0.290809308579968;0.04682637268116279;0.9647195177577506;97.06516338800455;2.87;162.49;2.73;118.62320831526328;0.021641746282979275;0.4387275497681692;2.1909097707168073;0.11026283654837297;0.17167059392085818;0.011517766227962517;0.24972522891086027;2.190909770716859;0.11026283654837403;0.1716705939208623;29334;67550;
34792;1263;8021;104;44;16310;6.026498418410429;10.569763659956198;8.755023345171084;0.055057956113027946;110;45.44;1.28;35.48;19.09;0.23722270970859222;0.47;0.2;73.5;5.69;164.11;5.80;26.29;165.68;83.13;97.06;0.17;;;-13661;2619;37202;28601.0;85451;-25.726;26.247811596;153873.0;0.8805963302752293;0.2477189446118177;0.5487865304277006;0.2105840262363967;91.87890529343147;5.69;164.11;5.80;82.76442038655502;0.3522143272898804;0.04646478522362041;1.858586846492544;0.7568712713634154;3.012361188040969;0.153468829768025;0.036561307992698355;1.8585868464926016;0.7356778066708045;3.0123611880409604;32413;67799;
38573;1612;8133;15;23;15563;8.087098628556213;0.269429979393331;19.05262708397341;0.05778789787356957;115;50.38;1.81;36.64;41.54;0.24898493677806185;0.07;0.1;70.13;7.26;166.4;8.00;34.47;155.72;2.16;88.76;0.08;;;-11883;-8089;48737;31694.0;98570;-41.078;5.9228682280000005;170912.0;0.7871776830429204;0.1492830052676304;0.07871653772678808;0.11035889243334807;87.6669523969426;7.26;166.4;8.00;2.1097175676436;0.07374715563434005;0.04949546301419689;7.643238256060151;0.24869001018266296;0.07192774366486093;0.024764370587988475;0.027631735031656408;7.626414047008237;0.24869001018266337;0.07192774366486289;40093;69423;
34288;2300;7777;45;121;16365;7.518216784801928;2.3566491377694403;16.968052174070046;0.05514364940082205;110;44.79;2.35;35.02;36.99;0.2375919278083819;0.2;0.55;73.75;10.37;159.11;7.38;32.08;154.45;18.63;98.72;0.43;;;-11992;-5313;46367;30886.0;95431;-37.005;10.011248992;167371.0;0.7922612979952427;0.1676088620631237;0.23736120206788247;0.5747617166417132;92.18493727877423;10.37;159.11;7.38;18.45326974347605;0.09989279259135492;0.2105667919911677;5.819957354865504;1.2709200910468146;0.11687975430708665;0.05550135556694142;0.1335718268140534;5.819957354865602;1.252693027629484;0.11687975430708875;38263;67403;
34980;1510;7902;12;227;16513;7.1000379250113195;12.445823075412674;6.891939592048817;0.04208229377881622;84;45.69;1.51;35.58;15.03;0.18131577097540758;0.05;1.02;74.42;6.81;161.67;6.83;24.70;168.62;97.50;95.08;0.80;;;-14104;4299;35147;28071.0;83311;-23.326;29.95591428;150828.0;0.9031956643618014;0.26493255835333457;0.06418148939011156;1.077746327099038;93.020181383017;6.81;161.67;6.83;97.45452842740387;0.05946728782193008;0.4475099432639095;5.463932635627791;0.9918317890323789;0.13729626926530936;0.01809621687753716;0.26571098103214497;5.463932635627804;0.9405970002527868;0.1372962692653105;30922;67697;
36636;1738;7916;48;118;16293;8.134750441381533;2.250515378951804;16.953840970601732;0.1754886116867694;349;47.85;1.96;35.63;36.96;0.7561102323136147;0.22;0.53;73.42;7.83;161.97;7.98;32.47;156.24;17.80;94.12;0.41;;;-12130;-5755;46557;31052.0;95968;-37.710;9.848563427999999;167822.0;0.7995508855181764;0.16823614918508867;0.2546044720662993;0.5589064910544239;91.7782317338714;7.83;161.97;7.98;17.622210571806313;0.12136646933305041;0.23174103133482707;7.357327034875312;0.22004289321961426;0.20427301261872974;0.06389682716637242;0.1378294521875175;7.357327034875468;0.2200428932196193;0.20427301261873432;38479;68486;
30221;437;8001;5;16;17352;6.029105384261859;12.837016046199691;6.419052029371694;0.1237768856689246;247;39.47;0.43;36.01;13.99;0.5333050895931285;0.02;0.07;78.2;1.97;163.7;5.99;25.86;162.61;100.55;93.47;0.06;;;-13402;5344;34543;28054.0;82204;-20.200;30.797311064;150145.0;0.8830529916131754;0.2733997983172868;0.028800283530405785;0.07797585023280115;97.74724968935148;1.97;163.7;5.99;100.51768674655744;4.1062779756687723E-4;0.02105596215160414;5.443177456815637;0.33133248071066324;0.2331288567863883;4.106277975668824E-4;0.014838665847847534;5.443177456815737;0.29819693488257576;0.2331288567863938;30819;65347;
33301;892;7899;63;36;17282;7.287866391106402;7.488855794949692;11.466568808240872;0.424420358049744;844;43.50;0.88;35.45;25.00;1.8286575546931267;0.28;0.16;77.88;4.02;161.62;6.99;29.07;158.10;58.85;95.54;0.13;;;-12644;-72;40710;29652.0;89283;-28.637;20.200745268;159573.0;0.8360282294086118;0.2218188371292697;0.33400147731846747;0.17172125812354952;97.3531912143454;4.02;161.62;6.99;58.63998753119458;0.31446263876364816;0.06676797752472688;5.600924198484957;0.6519435936699796;0.6537679826630887;0.10027787427803068;0.04063861711338105;5.600924198485103;0.5956422940195474;0.6537679826631071;34663;66679;
29523;2298;7894;141;73;15786;7.781116758899394;8.602574285686565;10.754894712420517;0.022375963133224742;45;38.56;2.17;35.53;23.45;0.09640907475581212;0.64;0.33;71.14;10.36;161.51;6.76;27.91;157.10;67.84;96.21;0.34;;;-12661;1302;39299;29153.0;87530;-26.259;22.458348484;157284.0;0.8318420934310508;0.230665603962289;0.7472740567366173;0.3450374833197113;88.92314064436779;10.36;161.51;6.76;67.36073742921151;0.6932876329080455;0.0049631019231080546;4.384316347972801;2.4843317841684387;0.21421789192699991;0.2276406564749732;0.0049631019231080676;4.384316347972845;1.9287476884195136;0.21421789192700474;33676;65102;
38681;1824;7775;15;69;16929;13.93775439894699;0.22569597275731737;19.05262708397341;0.10152190450958329;202;50.52;2.05;34.50;41.54;0.43741727776999056;0.07;0.31;76.29;8.22;159.08;13.29;33.70;157.22;1.82;94.34;0.24;;;-12104;-8133;48851;31447.0;99243;-41.915;5.744785880000001;171408.0;0.7972606171963086;0.14490316172045498;0.07871653772678808;0.3277929111912096;95.36099087617326;8.22;159.08;13.29;1.767267175481622;0.07374715563434005;0.15429217192528977;10.982732253411958;0.2752109534129701;2.4517718645624322;0.024764370587988475;0.08588449708026005;10.452048220527836;0.2752109534129757;2.4517718645625104;39908;69720;
34839;4419;8076;34;141;12879;6.473535454688042;5.722003028523377;13.640358367171036;0.017483565545894232;35;45.51;5.07;36.25;29.74;0.0753296905110399;0.16;0.63;58.04;19.92;165.22;6.36;28.61;160.67;44.92;95.62;0.64;;;-12941;-2420;42752;30067.0;91699;-33.284;16.523605164;162098.0;0.8250370499520528;0.1946121952607819;0.18288476944867776;0.6683944905271226;72.55040162809036;19.92;165.22;6.36;44.805000314246605;0.17133394186119666;0.024414188564169628;5.390455078166216;0.24501063079966043;0.642321615296799;0.056783897392776624;0.02441418856417036;5.3904550781663225;0.24501063079966626;0.6423216152968145;35632;67881;
38681;1824;7775;15;147;16851;10.671438639608528;0.22569597275731737;19.05262708397341;0.10152190450958329;202;50.52;2.06;34.50;41.54;0.43741727776999056;0.07;0.66;75.94;8.22;159.08;10.48;33.70;157.23;1.82;97.55;0.50;;;-12105;-7990;48844;31447.0;98819;-41.865;5.7987858800000005;171120.0;0.7973023760805111;0.1452118180306873;0.07871653772678808;0.6963260825806679;94.92335773514829;8.22;159.08;10.48;1.767267175481622;0.07281642423188961;0.3291217911344046;7.5861551406959675;0.23157341898383604;2.4517718645624322;0.024702305855188712;0.1830165057860079;7.586155140696072;0.23157341898384404;2.4517718645625104;39908;69724;
33303;1738;7916;48;118;16293;8.118374847183961;2.250515378951804;17.010909334906085;0.11842024738241667;236;43.50;1.96;35.63;37.09;0.5102254778718804;0.22;0.53;73.42;7.83;161.97;7.97;32.88;152.51;17.80;94.14;0.41;;;-11723;-5348;46443;31025.0;95591;-36.285;9.911970912000001;167711.0;0.7850518738090196;0.16981811460893612;0.2546044720662993;0.5589064910544239;91.7782317338714;7.83;161.97;7.97;17.622210571806313;0.12136646933305041;0.23174103133482707;7.34095144067774;0.22004289321961426;0.20427301261872974;0.06389682716637242;0.1378294521875175;7.340951440678083;0.2200428932196193;0.20427301261873432;38484;66926;
34948;2185;7894;4;208;15901;6.935007380593232;15.345461857762157;3.958595407974815;0.07578769550333889;151;45.65;2.19;35.18;8.63;0.32653886484568595;0.02;0.94;71.66;9.85;161.51;6.60;22.51;173.66;120.17;98.45;0.70;;;-14813;7119;31989;27207.0;79900;-19.789;35.638225524;146215.0;0.946583671105964;0.28697378914179444;0.01990214859903344;0.9888096129891295;89.5698136878499;9.85;161.51;6.60;120.15956998483502;0.009198176706941494;0.5297927860263926;3.1836660817073654;1.4282793607065862;1.7840709754459465;0.005333958370479189;0.27557845008873105;3.1836660817073836;1.3563012425746162;1.7840709754459463;28845;67788;
37456;1047;7873;19;73;17255;8.278657697406834;1.2794927586858524;18.01035810999708;0.08999409255737241;179;48.92;1.16;34.80;39.26;0.38774854719269475;0.09;0.33;77.76;4.72;161.08;8.17;33.40;156.46;10.09;98.09;0.26;;;-12061;-6700;47580;31181.0;97078;-39.555;7.90539016;169139.0;0.7994441871236684;0.15851766899785533;0.103093435928397;0.3440413355223699;97.20089533157527;4.72;161.08;8.17;10.01881214833783;0.09330792660260438;0.1292271230179664;4.737766954780926;0.21883310669367081;3.0995225863116667;0.03173897028913514;0.08110836898421883;4.73776695478098;0.21883310669367065;3.0995225863116445;39279;69129;
35052;91;7760;2;61;18753;7.9796208559354795;17.02390319928845;2.351020980137911;0.00492078181394556;10;45.78;0.10;34.82;5.13;0.02120168052356584;0.01;0.28;84.51;0.41;158.76;7.98;22.05;175.52;133.32;97.12;0.28;;;-15041;8783;29983;26647.0;77672;-17.174;38.98108542;143085.0;0.9714327859179862;0.3065270916977062;0.013183242196520817;0.2912927991125632;105.63945790509148;0.41;158.76;7.98;133.30226922138837;1.4302238471410183E-4;0.014671933454953111;7.2810846294994365;0.021243020984018816;0.6624782496123568;1.4302238471410422E-4;0.014671933454953162;7.281084629499521;0.021243020984019163;0.6624782496123655;29124;67832;
33609;1786;7636;167;2073;15444;6.586865228888842;3.3143475186383067;16.05570771846224;0.009789724139761003;20;43.90;1.84;34.32;35.00;0.04218000542857426;0.75;9.34;69.6;8.05;156.23;4.74;31.27;155.20;26.52;96.73;7.45;;;-12145;-3859;45243;30498.0;93925;-34.005;13.422980547999998;165807.0;0.8011600429645542;0.19149991821137916;0.8844483657768252;9.834164659698578;86.996205695399;8.05;156.23;4.74;25.95233537519353;0.8044929292222585;3.561621715842864;0.8600573515559983;0.924071499705535;0.4366217325621854;0.26626151998070224;2.2634924605241644;0.8600573515560053;0.9175188135715487;0.43662173256220044;37549;67166;
