PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfEVCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;Total Local System Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;Annual MaximumImportElectr.;Annual MaximumExportElectr.;
KWe;KWe;KWe;KWth;KWth;KWth;GWh;1000 units;1000 units;1000 units;KWe;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Kt;kt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KW;KW;
37273;299;8018;63;365;17009;3.9726354153229897;0.5813840613769453;18.779156099642215;0.019304800221147663;39;48.69;0.33;35.96;40.94;0.08317666223283683;0.28;1.64;76.65;1.35;164.04;3.49;34.71;154.30;4.77;95.16;1.26;;;-11719;-7199;48257;31496.0;97290;-39.567;6.896984804000001;169844.0;0.786460283776474;0.1580998244700907;0.3335436427443531;1.7302699853149643;95.81407916735894;1.35;164.04;3.49;4.552411615799895;0.24161710306947806;0.7792265128291727;2.0913733507315886;0.05233485068337067;0.80808359800938;0.09497271023654265;0.44437968127361666;2.091373350731613;0.05233485068337219;0.808083598009415;39980;68849;
35370;2204;7894;129;83;15881;5.890813597235745;17.527293938653795;1.5382846043581055;0.3142664182284104;625;46.20;2.19;35.47;3.35;1.354048289578929;0.58;0.37;71.57;9.93;161.51;5.34;21.31;176.61;137.70;98.44;0.27;;;-15220;9311;29679;26736.0;77341;-16.638;40.032642644;143067.0;0.9785908529048208;0.3059261803547677;0.6853241518336604;0.39343203114762115;89.46006847626549;9.93;161.51;5.34;137.2439697278408;0.4945107097834136;0.27476342009709903;3.1468524235772777;1.510701339885011;0.46398570389294413;0.19617767896259194;0.12047090460143597;3.146852423577373;1.4127550647470208;0.463985703892946;28999;67730;
37273;299;8018;33;135;17268;3.4396579494947326;0.4796706397918862;18.674324348267984;0.2258499731804374;450;48.69;0.33;35.96;40.71;0.9730971944452325;0.15;0.61;77.82;1.35;164.04;3.20;34.96;153.57;3.87;96.59;0.47;;;-11624;-7240;48452;31625.0;97474;-39.636;6.532647904000001;170311.0;0.7852144939608495;0.15565019077925488;0.176739262180263;0.6389213760414509;97.27323835947497;1.35;164.04;3.20;3.7559650107624063;0.1689407313566128;0.2877380293539387;2.1232230191246457;0.051672571650155076;0.80808359800938;0.053748964502733115;0.16471060140096763;2.123223019124689;0.05167257165015594;0.808083598009415;40039;68713;
34861;2638;8082;59;119;14627;10.230748964356005;15.902207112377031;3.4581927064691795;0.019445142394097847;39;45.53;2.94;36.28;7.54;0.08378134051920999;0.27;0.53;65.92;11.89;165.36;9.75;22.25;174.36;124.72;89.20;0.41;;;-14907;7327;31373;27164.0;79774;-18.966;36.7520159;145638.0;0.9486610373944512;0.2920366900759321;0.314389611776061;0.5627555807142403;82.39622822214152;11.89;165.36;9.75;124.51905235204586;0.2624857225949938;0.2463774278999213;8.610321455510434;0.4687017670223017;0.6428625913283565;0.09398014440541363;0.14209800017512067;8.402103818719787;0.4687017670223037;0.6428625913283549;28865;67765;
8751;1035;7883;1;796;16516;3.2532614952096375;2.890923211860767;16.425017851096133;0.06390389828340541;128;11.43;1.19;35.48;35.81;0.27533633614388053;0.0;3.59;74.43;4.66;161.29;2.31;38.22;126.74;22.64;98.74;2.68;;;-8675;-1233;44992;30798.0;91560;-23.846;12.488814728000001;166117.0;0.7027948193592365;0.20216783677983877;0.004895590279398308;3.7755689973913054;93.03660690286146;4.66;161.29;2.31;22.636796025833366;0.0024188012378546413;1.9845810207317813;1.035698398893756;0.04315822117083174;0.1874050531754138;0.0;1.0436280547770302;1.0356983988937698;0.043158221170831956;0.18740505317541933;38088;56445;
37803;1644;7741;13;47;17288;13.759839344532812;7.537995080685744;11.557591516615005;0.28425836393955917;566;49.38;1.68;34.22;25.20;1.2247555868699846;0.06;0.21;77.91;7.41;158.39;13.51;27.65;165.20;59.07;95.36;0.16;;;-13481;-880;40790;29411.0;90430;-31.505;20.04513886;159751.0;0.8653803006506618;0.2156381323013055;0.06812675063730969;0.22242381985774048;97.38343126443492;7.41;158.39;13.51;59.02476288029358;0.06528615437505132;0.09352533417109306;9.684090980805877;0.8904792474869414;3.026457627693849;0.021359546800352434;0.05511810554590429;9.529029062797342;0.8796021871250748;3.0264576276939157;34455;69165;
34977;2197;7894;140;72;15888;5.255528479215073;17.66176636986259;1.5382846043581055;0.17979398701961527;358;45.69;2.20;35.55;3.35;0.7746603724727144;0.63;0.33;71.6;9.9;161.51;4.83;21.18;176.69;138.78;98.53;0.34;;;-15240;9464;29463;26643.0;76972;-16.402;40.316537832;142542.0;0.9779568032422281;0.30742726473357485;0.7411242525255001;0.3435056252654489;89.50073509203779;9.9;161.51;4.83;138.29692920593504;0.5720655378410323;0.0053183481443178585;3.1227825757661294;1.4362962401828445;0.11906577728074919;0.2161480461327259;0.005318348144317921;3.122782575766142;1.3636941139922254;0.1190657772807513;28911;67605;
36057;404;8002;3;6;17396;9.393803593878387;12.699534144389212;6.542828915040618;0.13748190181047926;274;47.10;0.41;35.87;14.26;0.5923545221406309;0.01;0.03;78.4;1.82;163.71;9.39;25.07;169.22;99.46;90.02;0.03;;;-14126;4319;34865;28081.0;83404;-23.036;30.378135668000002;150669.0;0.9097677467690578;0.26937198490219155;0.015844752899408718;0.03069898971090624;97.99430457658457;1.82;163.71;9.39;99.44116221081084;2.2591083102381954E-4;0.002043973046059742;8.33263719097212;0.21903977971656324;0.8398567393126186;2.259108310238193E-4;0.0020439730460597746;8.327066589997372;0.21632865829015782;0.8398567393126252;30925;68185;
36867;2583;7757;20;98;16218;11.628109778189902;5.93220311529069;13.365307586899855;0.08233425904976271;164;48.15;2.59;34.86;29.14;0.35474538854180765;0.09;0.44;73.08;11.64;158.71;11.33;28.54;162.38;46.53;95.07;0.42;;;-13116;-2392;42515;29855.0;91974;-33.517;16.894779495999998;161952.0;0.8394670887745679;0.19965010752475268;0.10789540333776684;0.46586160325989756;91.35608115667839;11.64;158.71;11.33;46.45093005366069;0.047369926537831085;0.04449202742250643;9.427644345845028;1.6503794563205874;0.45822402206394813;0.0255935745332265;0.044492027422506845;9.22334706827328;1.5774682864872713;0.4582240220639637;35550;68634;
39124;156;7873;20;8;18211;5.6478805095536835;8.291713975809056;10.777270675553742;0.3108603098775085;619;51.10;0.15;35.43;23.50;1.339372731138233;0.09;0.04;82.07;0.7;161.07;5.59;27.86;165.95;65.00;96.93;0.04;;;-13532;12;39885;29365.0;88528;-30.131;21.632615864;157790.0;0.8716046051448102;0.22804758778523068;0.10866486461823856;0.03688764184108017;102.58601309589532;0.7;161.07;5.59;64.92660794477766;0.04997799425862808;5.902795680683783E-4;5.214021976202936;0.1682197436693059;0.21507051585474457;0.02621522828857455;5.902795680683911E-4;5.21402197620308;0.13047775175122686;0.21507051585474382;34159;69517;
28167;5847;8113;142;210;11103;4.975527537318907;11.383608137406998;7.905937854644525;0.09029896918878291;180;36.79;6.70;36.53;17.24;0.38906213864679007;0.64;0.95;50.03;26.35;166.0;4.27;24.94;161.72;89.62;97.89;0.71;;;-13404;3920;36412;28520.0;84262;-22.986;27.877030856;153114.0;0.8593922651933701;0.24624898763284137;0.7550904983050909;0.9974852353920056;62.54316264481157;26.35;166.0;4.27;89.13706679833803;0.6863057376393503;0.5259776819099631;3.2730360514914487;0.32370631608438677;0.16650175019375807;0.22719743616161564;0.2763557728638652;3.2730360514914403;0.32370631608439365;0.16650175019375843;31240;64666;
13150;623;7735;16;24;18358;8.041441730493624;10.818263118889588;8.54093379518372;0.02064804716699979;42;17.18;0.67;34.71;18.62;0.0889641760237353;0.07;0.11;82.73;2.81;158.25;7.99;30.47;142.44;84.76;98.50;0.11;;;-10973;5604;36304;28411.0;82957;-15.876;27.316258628;153276.0;0.7977025281417235;0.26529485043040446;0.08410387016019047;0.11470900386062363;103.41059237163378;2.81;158.25;7.99;84.71024569984114;0.0763523011956571;0.004422089837261205;7.081794291237445;0.20644219084636492;0.6724308573768967;0.024931049146149537;0.00442208983726121;7.081794291237534;0.20644219084636667;0.6724308573769002;32168;58018;
35356;1494;7761;57;6;17344;8.777922945281745;6.927747968590514;12.436639246395123;0.015457746254672127;31;46.18;1.47;34.86;27.11;0.06660124551288032;0.26;0.03;78.16;6.73;158.79;8.65;28.39;161.55;54.55;97.52;0.02;;;-13050;-1055;41270;29539.0;90091;-31.229;18.925581636;159845.0;0.8426796805678792;0.21230717717749517;0.30146236760305917;0.026906865210290704;97.70131984673043;6.73;158.79;8.65;54.2463449184543;9.581057203734584E-4;0.012852545836368396;7.065194450000396;1.1459353394831322;0.5529825042414739;9.581057203734763E-4;0.007721811898249997;7.065194450000499;1.0261428580999419;0.5529825042414822;34962;67959;
33301;1115;7899;63;36;17059;7.573433646683869;7.748127985457179;11.478475372629827;0.15324160315330154;305;43.50;1.17;35.46;25.02;0.660256771346315;0.28;0.16;76.88;5.03;161.62;7.36;28.55;159.42;60.89;95.34;0.15;;;-12825;47;40327;29449.0;88863;-28.724;20.66632602;158686.0;0.8394890804341029;0.22317175273205234;0.33518766363917996;0.17070219450007898;96.09736047329001;5.03;161.62;7.36;60.67016656452535;0.3155794340648885;0.01715679053781357;6.128285818480714;0.4686621062142328;0.643749497386219;0.10034477921412066;0.017136062856390973;6.128285818480926;0.46866210621422794;0.6437494973862338;34462;66881;
36210;1332;7885;15;50;16944;12.25992598499998;1.115667561896241;18.200788101752803;0.06338929759126283;127;47.30;1.49;35.46;39.68;0.27311912760171503;0.07;0.22;76.36;6.0;161.32;11.43;33.62;154.47;8.79;90.70;0.17;;;-11843;-6972;47742;31301.0;97687;-39.156;7.5754136879999985;169758.0;0.7884059185983149;0.15774179268926808;0.08183421964201641;0.23489575137405508;95.45029262163027;6.0;161.32;11.43;8.736011709916138;0.07865540344821549;0.11151461536518723;11.55206542379728;0.2054405257231357;0.31225001666616087;0.02507185464199903;0.06147686556772512;10.824182769336076;0.20544052572314242;0.31225001666616675;39371;68349;
37183;58;8148;9;442;16639;5.267565584729132;11.67637647486564;7.699173856743446;0.004294629631222992;9;48.57;0.06;36.47;16.78;0.01850384122908738;0.04;1.99;74.98;0.26;166.7;4.84;25.92;168.84;91.46;90.14;1.53;;;-14006;3350;35937;28389.0;84170;-24.440;28.685590208;151846.0;0.8988369946464833;0.2640682477024159;0.04588471886755386;2.095190883679802;93.72693527936428;0.26;166.7;4.84;91.42953071114043;0.03876122882778334;0.9385888615145722;3.172557699945826;0.008504789209883049;1.1091530052310685;0.013913664728432723;0.5373076987976078;3.1725576999458855;0.008504789209883241;1.1091530052310847;31820;68800;
35072;275;7699;2;61;18844;8.274966323259315;16.960190520311773;2.372974379774618;0.046680061153918234;93;45.81;0.28;34.55;5.17;0.2011257114877721;0.01;0.28;84.92;1.24;157.52;8.20;21.94;175.61;132.82;98.67;0.21;;;-15059;8744;30087;26648.0;77802;-17.386;38.817073656;143281.0;0.9724341619492987;0.3048724240600128;0.013183242196520817;0.2912927991125632;106.14960210202528;1.24;157.52;8.20;132.80337983119728;0.001297282407692352;0.15363059201799326;7.3162457628939315;0.14649355865823865;0.6572991272814603;0.0012677744772864197;0.08112889307146448;7.316245762894025;0.14497965635170484;0.657299127281468;29064;67827;
36761;1094;8086;6;58;16268;2.1799165807325593;5.917738561109331;13.437574036187112;0.0245323639438643;49;48.02;1.19;36.20;29.30;0.10570014328853372;0.03;0.26;73.31;4.93;165.44;2.17;29.77;160.91;46.36;97.72;0.25;;;-12852;-2061;42375;30008.0;90733;-32.667;17.006001947999998;161055.0;0.8329183593238108;0.20495395815241488;0.03063034378847764;0.27510688507780795;91.64177607809168;4.93;165.44;2.17;46.337668255054396;0.01349537646823655;0.021740156284167717;0.7250352442103442;0.31912967149414145;1.1005161322756696;0.007913531573390788;0.02174015628416871;0.7250352442103476;0.31912967149415356;1.100516132275693;35935;68630;
34035;2417;7769;5;152;16292;9.442853744815737;9.001320119694658;10.331822740346361;0.046702101199288935;93;44.46;2.51;34.99;22.52;0.2012206732272563;0.02;0.68;73.42;10.89;158.95;9.28;26.63;163.38;70.50;96.73;0.53;;;-13402;994;39008;28980.0;87684;-28.109;23.007393411999995;156666.0;0.8600072417850999;0.2300232826549897;0.025395607549653733;0.7191949695980516;91.77707656305743;10.89;158.95;9.28;70.48303693324507;0.025305840679856088;0.31331671931285965;7.880621191429201;1.133220313490946;0.09038967990287412;0.007317619381905501;0.1815200278900071;7.870619883961232;1.1332168349588156;0.09038967990287382;33296;67306;
35463;1617;7878;12;53;16687;6.706078206833758;12.214512194506963;6.891939592048817;0.2733931746845295;544;46.32;1.64;35.49;15.03;1.1779418324457638;0.06;0.24;75.2;7.29;161.19;6.61;24.88;168.31;95.69;96.74;0.19;;;-14056;4097;35517;28234.0;83731;-23.764;29.376751711999997;151579.0;0.9029679831736386;0.26118508918398026;0.06488928545202079;0.2508731606041976;94.00134123491385;7.29;161.19;6.61;95.64329483664787;0.060551155728788275;0.10127197205385341;5.542157091115986;0.927769904452856;0.07432808348227382;0.02104541389237205;0.061302286533705605;5.542157091116106;0.9099085145099471;0.07432808348227542;31049;67786;
34861;2638;8082;57;352;14396;5.303420005099933;15.902207112377031;3.4581927064691795;0.019445142394097847;39;45.53;2.95;36.27;7.54;0.08378134051920999;0.26;1.58;64.88;11.89;165.36;4.83;22.25;174.38;124.72;94.46;1.22;;;-14909;7587;31362;27163.0;79134;-18.809;36.9150159;145246.0;0.948803319822428;0.29282650201733423;0.30441901075571404;1.6679185266010215;81.09444098748507;11.89;165.36;4.83;124.51905235204586;0.25416120958469646;0.7302237252077197;3.1930507118259537;0.43496414190896865;0.6910202165725945;0.09060243533606811;0.4224017265712758;3.193050711826008;0.4349641419089673;0.6910202165725986;28865;67771;
39155;167;7870;45;31;18163;5.843425521646085;8.40728486686055;10.777270675553742;0.19528941882601553;389;51.14;0.16;35.42;23.50;0.8414239899537705;0.2;0.14;81.85;0.75;161.02;5.65;27.68;166.50;65.99;96.71;0.15;;;-13604;86;39712;29276.0;88345;-30.099;21.889778432000004;157419.0;0.8733078479874072;0.2293221799987045;0.24060929765747335;0.1492904847671467;102.31234375981644;0.75;161.02;5.65;65.83156269297817;0.22318054453358704;0.0022530398519293665;5.222491463879602;0.18049829997186617;0.2150021734091004;0.07154027950961968;0.002253039851929394;5.22249146387961;0.13991236295623075;0.2150021734091071;34080;69610;
34769;193;7959;38;125;17647;2.5629020601184562;10.70991372293151;8.560283811748139;0.10964742656065779;219;45.41;0.20;35.83;18.66;0.47242690207925014;0.17;0.56;79.53;0.87;162.84;2.45;26.64;164.69;84.02;98.07;0.44;;;-13529;2942;36997;28631.0;84708;-24.971;26.591939936;153278.0;0.8779827459618207;0.2530543604654461;0.20165701056819213;0.5940989573096115;99.4079709012742;0.87;162.84;2.45;83.86183742467061;0.06061545672323678;0.23772393133564151;1.996233277652926;0.10650914854067213;0.16182024586597954;0.03970728693465731;0.14347362673227543;1.9962332776529519;0.10499404217921339;0.1618202458659799;32415;67541;
27026;820;7739;2;18;18164;9.932174707173829;2.6413850966614683;16.565267916633843;0.1731919479449936;345;35.30;0.91;34.70;36.11;0.7462148269157994;0.01;0.08;81.86;3.69;158.33;9.89;33.73;145.69;20.69;96.52;0.06;;;-10972;-4094;45818;30818.0;94548;-32.951;10.741425452000001;167090.0;0.7659665300546448;0.17795630233069534;0.011345668031252887;0.08763470486150837;102.32189465726475;3.69;158.33;9.89;20.682837722388292;0.010798826672269363;0.038605005638335924;8.942932092942675;0.15989808588050078;0.7799406960400467;0.003554747007722766;0.021839390163302677;8.921957162789845;0.15989808588050297;0.7799406960400533;38219;63918;
36179;739;7735;22;95;18164;8.03790396483421;13.914511321594928;5.395022618359919;0.07031102128546404;140;47.26;0.72;34.72;11.76;0.3029420663105504;0.1;0.43;81.86;3.33;158.26;7.87;23.62;172.28;109.06;98.35;0.33;;;-14568;5666;33527;27552.0;81627;-21.967;32.774889688;148372.0;0.9332571101900815;0.27755217694662665;0.11552463845517832;0.4497814147367492;102.31969926556683;3.33;158.26;7.87;108.95479800148476;0.005727657869198377;0.19299141773500586;6.556493233796691;0.6343340667028122;0.6483575887305028;0.005727657869198468;0.11329788877252234;6.556493233796703;0.5425385512413433;0.6483575887305278;29843;68330;
33378;1939;7943;7;52;16080;8.656549499177107;4.198867920779456;15.06399633362065;0.11698070684020132;233;43.60;1.91;35.61;32.84;0.5040230734916914;0.03;0.24;72.46;8.74;162.5;8.45;31.12;155.06;32.91;94.02;0.17;;;-12147;-3525;44298;30467.0;93367;-33.794;13.614782687999998;164607.0;0.8029153010177679;0.18752864147599757;0.03943549373713164;0.24872117127915616;90.57933647896819;8.74;162.5;8.45;32.87839548007938;0.017301752471110203;0.13844754940907533;6.259255651564298;1.4330728226053748;0.8084717231272469;0.008882271130356252;0.07106549804250965;6.259255651564417;1.3033530587014608;0.8084717231272552;37020;66922;
38681;194;8135;15;69;16929;5.481550957342116;0.269429979393331;19.05262708397341;0.05778789787356957;115;50.52;0.22;36.09;41.54;0.24898493677806185;0.07;0.31;76.29;0.87;166.43;5.36;35.12;155.46;2.16;93.32;0.24;;;-11794;-7811;48647;31623.0;98082;-40.735;6.055392287999999;170541.0;0.790591553969966;0.15295215588906103;0.07871653772678808;0.3277929111912096;95.36099087617326;0.87;166.43;5.36;2.1097175676436;0.07374715563434005;0.15429217192528977;2.659263877328322;0.02922686001433765;2.5650208924398266;0.024764370587988475;0.08588449708026005;2.6592638773283532;0.029226860014337806;2.565020892439867;40283;69604;
39152;183;7943;3;190;17702;3.29230560380664;13.660216042887127;5.2418046403843315;0.47782427796885;951;51.14;0.19;35.60;11.43;2.058753684056587;0.01;0.86;79.78;0.82;162.5;3.14;24.29;173.38;106.97;98.40;0.67;;;-14611;5336;33998;27934.0;81930;-22.602;32.391506796;149198.0;0.9392283569324337;0.2774063429531467;0.016530679420558258;0.9004542500155752;99.71968289186357;0.82;162.5;3.14;106.96358968061908;0.016452645372374175;0.3593315034025606;1.932558515570063;0.1005091550211731;0.8834537844404694;0.003800908609971691;0.2185725404320606;1.9325585155700908;0.09906639343477386;0.8834537844404773;30181;69458;
34948;746;8214;123;89;15888;4.16828725985493;15.421249553265495;3.893416012481017;0.06517939549379807;130;45.65;0.75;36.98;8.49;0.2808319434245784;0.55;0.4;71.6;3.36;168.05;3.98;23.61;171.72;121.22;89.96;0.35;;;-14515;7217;31789;27417.0;79460;-18.539;36.014343164;145883.0;0.9350406893250358;0.29520815690024754;0.6523208476474229;0.4229613033142547;89.50073509203779;3.36;168.05;3.98;120.75301037693481;0.3014874971076577;0.0900256343141916;3.148282914751513;0.48759663897496824;0.1408945747066001;0.1592933910958685;0.07178465885672318;3.1482829147515976;0.4629132795915628;0.14089457470660322;29394;67596;
37146;1363;7863;9;71;16998;6.311459687892333;11.506712923968458;7.699173856743446;0.1739581805284063;346;48.52;1.29;35.41;16.78;0.7495162166246914;0.04;0.32;76.6;6.14;160.87;5.95;25.16;169.33;90.13;97.47;0.33;;;-14128;3229;36291;28380.0;84600;-25.469;27.968054384000002;152500.0;0.9020035247194138;0.2550527821499774;0.04588471886755386;0.33878115539262155;95.7507890870742;6.14;160.87;5.95;90.10101420855021;0.0426985033658595;0.011500086009056375;4.686249686556855;1.4723383456915464;0.09867306626901569;0.0141873129774101;0.011500086009056642;4.6862496865568115;1.1430838251307829;0.09867306626901841;31610;68654;
35578;3209;8012;22;159;14372;4.64383460981626;8.766616011671443;10.592524042077367;0.0207049074914977;42;46.47;3.58;36.09;23.09;0.08920916441786698;0.1;0.72;64.77;14.46;163.93;4.53;26.62;164.94;68.72;97.36;0.62;;;-13555;605;39325;29178.0;87711;-29.102;22.549846888;156819.0;0.860518395400027;0.2259978752443003;0.1179312859808112;0.7549062640355946;80.95662996394272;14.46;163.93;4.53;68.6452333561909;0.1124016828689897;0.16581510708554736;3.71019429789136;0.5736167988455737;0.08180672312478858;0.03581914027717529;0.13094889590188108;3.7101942978914457;0.5736167988455889;0.08180672312478914;33494;68104;
38731;11549;8180;4;13;5433;10.123539991160968;0.0627795526035838;19.24574643125738;0.07131897737934179;142;50.59;11.42;36.68;41.96;0.30728494593663197;0.02;0.06;24.48;52.05;167.37;9.37;30.12;160.65;0.51;96.80;0.05;;;-12792;-8935;49594;31765.0;100268;-44.715;4.802130288000001;172692.0;0.7880778287272276;0.12058005716530859;0.02098252918823952;0.060744802473699136;30.60445049700956;52.05;167.37;9.37;0.4915827307518422;0.018532972331349075;0.024425647054706647;0.7784352051780221;8.45132628885141;0.8508198777454794;0.0068918963115437715;0.015048052254162446;0.7784352051780288;7.717626970310958;0.850819877745491;38944;69467;
39980;817;7875;12;41;17513;7.823674623383892;12.27327194879571;6.95438781783428;0.15218519461032096;303;52.22;0.82;35.30;15.16;0.655705129498029;0.05;0.18;78.92;3.68;161.13;7.72;24.51;173.77;96.14;95.60;0.14;;;-14627;3547;35479;28136.0;84096;-25.654;29.432530324;151258.0;0.9270185609425406;0.261861348974995;0.06418148939011156;0.19365611076009853;98.6546337606054;3.68;161.13;7.72;96.10340134065504;0.06007250093436584;0.08186705511330969;6.292695787443639;0.5294586873289298;0.8595805925636474;0.018129121122314573;0.04774160991833977;6.292695787443597;0.5039659929946285;0.859580592563642;31120;70082;
33476;1094;8086;22;42;16268;1.3378539007648305;5.869682559167429;13.437574036187112;0.07258836588576704;145;43.73;1.25;36.34;29.30;0.31275423325541585;0.1;0.19;73.31;4.93;165.44;1.31;30.31;156.80;46.05;98.10;0.18;;;-12396;-1643;42356;30063.0;90378;-31.169;16.991514243999998;161154.0;0.8168245514471558;0.20626419917768066;0.11804106946081516;0.19689728842361126;91.64177607809168;4.93;165.44;1.31;45.96137534304872;0.05200753481866601;0.01555968990397128;0.7250352442103442;0.06813876871749942;0.47711266311434947;0.028280286225261513;0.015559689903971462;0.7250352442103476;0.06813876871750081;0.4771126631143502;35967;66998;
39050;1510;7754;32;132;17258;8.225345001758729;8.000260171334682;11.356665328023912;0.02291946188171183;46;51.01;1.63;34.84;24.76;0.0987507934635436;0.14;0.6;77.77;6.8;158.65;7.95;27.07;167.55;62.75;98.35;0.44;;;-13767;-476;40185;29234.0;89110;-31.470;20.994440468;158053.0;0.872618033448415;0.22076347002277663;0.17050492515158763;0.6280907221190629;97.21729372198249;6.8;158.65;7.95;62.64443721960197;0.15764070515055478;0.3416923739413474;6.7649736336152415;0.47265859678500144;0.48837969226658406;0.05016346578484162;0.1766892266947063;6.764973633615405;0.47265859678500877;0.4883796922665904;34157;69766;
34971;737;7894;76;64;17420;5.064559205138961;17.734903524241737;1.5382846043581055;0.10665683264046744;213;45.68;0.69;35.50;3.35;0.459541629114718;0.34;0.29;78.5;3.32;161.51;4.60;21.67;176.14;139.13;97.83;0.30;;;-15138;9587;29261;26580.0;76646;-15.961;40.475317508;142074.0;0.9779019181332806;0.3119214260423002;0.40241371942723553;0.30365027968156694;98.13089571510135;3.32;161.51;4.60;138.86961506587008;0.4012986471804042;0.004653942911513059;3.5078241761927775;0.8177337956354084;0.33304864321885747;0.12288482329035004;0.004653942911513165;3.507824176192822;0.6275225298127304;0.3330486432188611;29166;67667;
39412;25;7901;46;60;18135;9.92706639412844;13.818516493540164;5.273046855925954;0.2882816117741908;574;51.48;0.03;35.46;11.50;1.2420901524902785;0.21;0.27;81.73;0.11;161.65;9.76;24.01;174.45;108.36;91.07;0.27;;;-14743;5097;33760;27781.0;82467;-22.779;32.635204124000005;149105.0;0.9432957840201529;0.2791721967623084;0.24292370569771093;0.2863535366554753;102.15726724948173;0.11;161.65;9.76;108.20312969936755;0.21584373444197708;0.014593283939370446;9.017135208190838;0.015988925766527953;0.6635052417897251;0.07393040446403558;0.014593283939370318;8.989357149640773;0.015172089211188618;0.6635052417897377;30078;69699;
38731;11549;8180;4;13;5433;10.123539991160968;0.0627795526035838;19.24574643125738;0.07131897737934179;142;50.59;11.42;36.68;41.96;0.30728494593663197;0.02;0.06;24.48;52.05;167.37;9.37;30.12;160.65;0.51;96.80;0.05;;;-12792;-8935;49594;31765.0;100268;-44.715;4.802130288000001;172692.0;0.7880778287272276;0.12058005716530859;0.02098252918823952;0.060744802473699136;30.60445049700956;52.05;167.37;9.37;0.4915827307518422;0.018532972331349075;0.024425647054706647;0.7784352051780221;8.45132628885141;0.8508198777454794;0.0068918963115437715;0.015048052254162446;0.7784352051780288;7.717626970310958;0.850819877745491;38944;69467;
33301;892;7899;59;41;17282;7.275793153998707;7.506543997815726;11.63171697578313;0.24158398764145309;481;43.50;0.88;35.45;25.36;1.0408887691519648;0.27;0.18;77.88;4.02;161.62;6.99;28.91;158.64;58.98;95.54;0.14;;;-12713;-121;40616;29560.0;89145;-28.843;20.213000884000003;159200.0;0.8363806635747413;0.22174603076438754;0.3127441931924956;0.19244253267172795;97.35117056520328;4.02;161.62;6.99;58.778491466096476;0.294448889983645;0.074824741191815;5.600807946490178;0.6519435936699796;0.6537679826630887;0.09615931793463221;0.04562899487925645;5.600807946490264;0.5956422940195474;0.6537679826631071;34665;66800;
24581;60;7767;1;55;18761;7.976808691777174;17.02390319928845;2.351020980137911;0.00492078181394556;10;32.11;0.07;34.85;5.13;0.02120168052356584;0.0;0.25;84.55;0.27;158.9;7.98;23.87;163.61;133.31;96.97;0.25;;;-13694;10119;29697;26651.0;76607;-12.460;39.254552788000005;143074.0;0.9216852662111008;0.312073042361101;0.00513898088703107;0.2611975258153023;105.68374306977333;0.27;158.9;7.98;133.30226922138837;0.0021959633038586557;0.0131560846304327;7.2841369362631605;0.014266938875241346;0.6630527687044806;0.0;0.013156084630432776;7.28413693626327;0.014266938875241868;0.6630527687044909;29136;62811;
36144;1287;8005;4;163;16339;8.055614385392886;2.064782967757177;17.129329582288502;0.1857324111946266;370;47.21;1.45;36.03;37.34;0.8002466668731683;0.02;0.74;73.63;5.8;163.79;7.94;33.10;154.87;16.18;91.36;0.58;;;-11934;-5898;46720;31164.0;96136;-37.421;9.54799444;168122.0;0.7937922297297297;0.16892441722507576;0.01897856138073251;0.7753314413325594;92.0412997029549;5.8;163.79;7.94;16.167870072429025;0.00904682061986833;0.29872783144866727;7.37841566389314;0.16285535588858077;0.2065687135426303;0.005290248768817006;0.18478997658166532;7.378415663893401;0.16285535588858718;0.2065687135426233;38723;68202;
