PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;Total Local System Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;Annual MaximumImportElectr.;Annual MaximumExportElectr.;
KWe;KWe;KWe;KWth;KWth;KWth;GWh;1000 units;1000 units;KWe;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Kt;kt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KW;KW;
1013;132;7423;0;1;17673;0.17006143134735438;19.362519285261335;0.01732567597898036;12;1.32;0.16;33.43;0.07464940752303478;0.0;0.01;79.64;0.59;169.6;0.17;29.48;142.33;137.13;97.98;0.00;;;-6336;21498;26756;28813.0;70420;7.747;39.9123678304;147487.0;0.8610303698506564;0.3318652807229755;9.794493056650936E-4;0.005658847253405123;97.12506887458275;0.59;169.6;0.17;137.1272978301493;4.8604425569734013E-4;0.004816279586095432;0.03854996780804566;2.497424636147086E-4;0.12595939723390123;0.0;0.002727380880991099;0.03854996780804618;2.497424636147132E-4;0.1259593972339007;29380;53756;
7392;378;7435;0;4;17365;0.3327029499402323;7.999223940625036;11.380621020615274;7444;9.66;0.46;33.45;49.03454372942297;0.0;0.02;78.26;1.7;169.87;0.33;48.91;105.08;56.65;97.94;0.01;;;-2858;10886;28412;38240.0;76418;0.765;20.7023375368;153956.0;0.771647624774504;0.2647167370874282;8.776840404992435E-4;0.016274105817762424;95.43404331939772;1.7;169.87;0.33;56.651303869900566;2.819703705900765E-4;0.00980424510336729;0.05829689631904264;0.0023461494397691504;0.2619736887074631;0.0;0.005501064821286854;0.05829689631904277;0.00234614943976921;0.26197368870746346;36767;48545;
12524;44;7399;1;12;17871;0.37376106457473895;13.089343539335212;6.290501421905101;4115;16.36;0.05;33.30;27.10325442642032;0.0;0.05;80.53;0.2;169.05;0.35;36.70;128.56;92.70;98.35;0.04;;;-5021;15054;27782;33997.0;74344;1.273;28.912259816;151177.0;0.8287447971515971;0.2845554194338034;0.005725228276328726;0.056329039284917296;98.21292059933079;0.2;169.05;0.35;92.70003987992591;0.0016864563189318209;0.03901283011982012;0.12775637743829069;7.204077167210863E-4;0.20458499298097524;0.0;0.01652686340339624;0.12775637743828983;7.204077167211011E-4;0.20458499298097504;33483;53631;
17307;2;7408;0;5;17876;0.15913467212628674;12.895876752805028;6.483968208435284;4241;22.61;0.00;33.36;27.936825422864267;0.0;0.02;80.56;0.01;169.25;0.15;35.49;132.37;91.33;98.20;0.02;;;-5313;14513;27878;34167.0;74801;-0.378;28.403513375199996;151359.0;0.8415300546448087;0.2788298206790087;7.631664275483339E-4;0.024823659514591496;98.2399270874829;0.01;169.25;0.15;91.32988875104049;2.868322484928899E-4;0.017848190216263177;0.04479323825350915;6.988822466788092E-4;0.0955075291613427;0.0;0.006835606381097881;0.04479323825350928;6.98882246678818E-4;0.0955075291613462;33626;55146;
2614;35;7434;2;0;17710;0.10094192937339858;8.541031469524672;10.83881349171564;7089;3.41;0.04;33.49;46.70011181040601;0.01;0.0;79.81;0.16;169.86;0.10;50.05;102.64;60.50;97.55;0.00;;;-2653;11748;28248;37794.0;75724;2.702;21.856057324000002;153514.0;0.7649799599198396;0.27494732082643975;0.012742778198547005;2.824180829236892E-4;97.32941099640679;0.16;169.86;0.10;60.48843897032068;0.004079095802940269;1.714972916253428E-4;0.0037217875958606393;0.007097291979464441;0.08587225670350788;0.0025105852634260684;0.0;0.0037217875958607104;0.007097291979464592;0.08587225670350829;36488;47221;
14695;436;7434;3;0;17310;0.15634731321432885;16.2471764945046;3.1326684667357103;2049;19.19;0.53;33.49;13.497415355777482;0.01;0.0;78.01;1.96;169.86;0.15;30.18;143.31;115.07;98.02;0.00;;;-6313;17662;27402;31405.0;73040;1.799;34.11663436639999;149509.0;0.8691883767535069;0.2989606874525526;0.013113895012149764;0.0013538970878540736;95.12995944485037;1.96;169.86;0.15;115.06412865173102;0.004011241741146964;8.493405661080678E-4;0.05811114346303663;0.01019455837258108;0.08318102907145611;0.002488895048079644;0.0;0.05811114346303805;0.010194558372581193;0.08318102907145872;31360;56455;
12315;3;7435;0;3;17740;0.17436319207239193;14.473678562421467;4.9061663988188435;3209;16.08;0.00;33.50;21.13870854595087;0.0;0.02;79.95;0.01;169.87;0.16;34.32;133.62;102.50;97.34;0.01;;;-5475;16274;27586;32875.0;73660;1.983;31.244353593600003;150395.0;0.8413406141976855;0.29287194262089594;0.0011714565090671298;0.015827529737838474;97.49507294403931;0.01;169.87;0.16;102.50403894692508;3.343834100361441E-4;0.015472325448131022;0.1395567659707066;4.362687103088856E-4;0.018563448533209303;0.0;0.0065942034064948455;0.13955676597071295;4.362687103089019E-4;0.018563448533209376;32615;54445;
1691;63;7555;2;1;17073;0.1511003623654651;15.564009972275574;3.8158349889647396;2496;2.21;0.08;34.04;16.440906633453476;0.01;0.0;76.94;0.28;172.61;0.15;36.40;127.61;110.23;94.08;0.00;;;-5013;17960;27272;32053.0;72348;6.102;33.539859872;149633.0;0.8194354234324256;0.3112536191201112;0.00887384715422976;0.0037788412262326826;93.82659335193664;0.28;172.61;0.15;110.22587502465284;0.0032236643188625013;0.0020127618559287208;0.14394477854689672;2.0820956185540527E-4;0.001710948081921734;0.002206039782946505;0.0;0.14394477854689824;2.0820956185540625E-4;0.0017109480819217995;31986;51467;
1000;251;7399;4;4;17667;0.0972773822949059;17.773984067849877;1.6058608933904364;1051;1.31;0.31;33.34;6.919012245262034;0.02;0.02;79.61;1.13;169.06;0.09;32.17;136.11;125.89;98.75;0.01;;;-5792;20106;26979;30119.0;71175;7.028;37.228820661600004;148379.0;0.8437202306342443;0.3220863670119422;0.019042010309876144;0.01912976806146562;97.09145320392854;1.13;169.06;0.09;125.87713256691961;0.009527002538794713;0.009522747304815476;0.036547376981418175;0.002811800873948094;0.03886845459592945;0.005425915851124428;0.005424748642109719;0.03654737698141859;0.0028118008739480547;0.03886845459593061;30376;52721;
