PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;Total Local System Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;Annual MaximumImportElectr.;Annual MaximumExportElectr.;
KWe;KWe;KWe;KWth;KWth;KWth;GWh;1000 units;1000 units;KWe;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Kt;kt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KW;KW;
1948;351;8837;8;193;15624;1.759503803247003;19.37854280224159;0.0013021589987208832;2;2.54;0.36;39.55;0.007004703901819247;0.04;0.87;70.41;1.58;180.8;1.72;32.56;138.73;151.77;89.94;0.78;;;-5573;22028;26290;28326.0;69968;4.100;45.624482144;146612.0;0.8246196803389179;0.35317544549369095;0.04260126485927748;0.9165125479123619;88.01159741950639;1.58;180.8;1.72;151.7398037043923;0.036385508614951316;0.1499680383945658;0.17350922623208037;0.16713498269301355;1.2325060473123919;0.01372893261811511;0.13362118230469705;0.17350922623208176;0.16704795589528854;1.2325060473123979;30872;53768;
39975;9849;7762;63;23;11124;192.1237874435668;0.006073793041281719;19.373771168199028;16034;52.21;8.17;22.83;104.21732724509303;0.28;0.1;50.13;44.39;158.8;78.74;58.50;98.05;0.26;97.25;0.07;;;-1650;2006;83356;45248.0;176396;-13.509;9.1311654;307006.0;0.8196335078534032;0.17440343671329528;0.331531918782253;0.10942024483720936;62.66310633101368;44.39;158.8;78.74;0.04755962165114824;0.32514869173813155;0.10701087487951978;15.509015652839434;23.47160848016905;152.7110037439407;0.1009024126236738;0.0354852652702732;10.800104380410216;12.649987769306808;55.15013178478312;44068;55648;
39730;9082;8775;1;88;7287;154.57081687854281;0.006073793041281719;19.373771168199028;16034;51.89;9.87;26.31;104.21732724509303;0.01;0.4;32.84;40.93;179.53;67.41;60.47;97.92;0.05;93.40;0.27;;;-1527;1975;83181;45723.0;171886;-12.800;9.420830628000001;302765.0;0.8144282188399835;0.17710886490566388;0.007031522806598032;0.4170851051944352;41.04850450704691;40.93;179.53;67.41;0.04755962165114824;0.006543848233806873;0.38852800995134895;4.799596446046473;2.6255278298477815;146.75062074446342;0.0031158177565409196;0.13920463292496366;4.546904025494745;2.6255278298478157;60.100829174240666;45043;55824;
39415;16830;7778;64;118;3974;51.426417356368596;0.052171459165282964;19.327673502075026;15995;51.48;13.68;35.00;103.9693540697122;0.29;0.53;17.91;75.84;159.13;27.07;59.89;92.39;0.63;98.08;0.37;;;-1244;2527;83303;46861.0;158626;-10.925;9.505132236;291317.0;0.7495201063149087;0.18333024415848803;0.3374353522295348;0.55957925974321;22.38649356685403;75.84;159.13;27.07;0.4085181767019152;0.2721713072344174;0.45899233789920457;5.503256663017313;44.96004856963207;0.2319484785855848;0.1002034687483974;0.1799177921369172;3.843417976859274;22.71539290945364;0.23194847858558448;43079;53671;
39878;15986;8835;3;4;194;16.775384101676785;0.20909639194268193;19.17074856929763;15866;52.09;16.63;37.80;103.12520777882274;0.02;0.02;0.87;72.04;180.75;16.75;60.21;94.60;1.65;98.76;0.01;;;-1348;2585;82701;47089.0;153951;-11.375;9.753621004000001;286326.0;0.7516143127639949;0.1800583764682626;0.01841717739192792;0.02128953946142627;1.0913827547961739;72.04;180.75;16.75;1.6372874778287823;0.01603372011011377;0.02034923721371291;0.11801638782407277;7.484333003615557;9.136651752913327;0.006661161501877588;0.007026745140915989;0.11417091472255905;7.484333003615565;9.136651752913282;43508;54729;
39974;10415;8843;7;31;5696;5.45046257860152;1.3010255677207778;18.07881939351953;14962;52.21;10.84;39.79;97.25139316355961;0.03;0.14;25.67;46.94;180.92;5.34;60.91;95.58;10.21;95.64;0.10;;;-1364;3825;79260;46278.0;147549;-9.173;12.159877684;276912.0;0.7525004808617043;0.2028519640758204;0.0380808659915049;0.1476301133788632;32.087323096982686;46.94;180.92;5.34;10.187420502924006;0.03277377891133855;0.14112786069493424;0.16271458410372092;4.855141443891179;0.2587049110003475;0.01068793878221184;0.04909483087095081;0.16271458410372547;4.855141443891144;0.25870491100035165;43750;54903;
39173;10007;8507;5;176;7488;11.097660316561125;11.409693690197024;7.970151271043286;6596;51.17;10.05;37.94;42.87383473232315;0.02;0.79;33.75;45.1;174.04;10.30;33.97;142.13;89.36;98.65;0.54;;;-5592;12364;50524;36007.0;107642;-13.259;29.169542028000002;206537.0;0.8543981369171801;0.24467814925605846;0.02547847219366768;0.8347631337356675;42.18323869921836;45.1;174.04;10.30;89.34132450234975;0.017357565369798208;0.7954390206895448;2.1131288743206853;6.355399070501693;1.8163357856794047;0.006792671637339483;0.27696997482161767;2.1131288743206706;6.085188152197542;1.8163357856794322;35198;62922;
39644;8772;8827;2;154;7292;3.8689799966379206;13.029196035541805;6.350648925698506;5256;51.78;10.12;39.75;34.162045766009975;0.01;0.69;32.86;39.53;180.61;3.39;31.46;150.29;102.03;97.18;0.47;;;-6200;13716;45836;34645.0;100306;-13.558;32.143364504;194503.0;0.874134282416314;0.25707712344242295;0.012514019485793844;0.7304085695226071;41.07639428857761;39.53;180.61;3.39;102.022513717103;0.010238404639210476;0.7164938605033118;2.75527594446145;0.22629127106140862;0.16068051597253943;0.003517776314833522;0.2434086507719655;2.7552759444615234;0.22629127106141667;0.16068051597253927;34373;64769;
39770;14840;8837;3;263;1072;8.759325956441298;0.3614270173086333;19.018417943931677;15739;51.95;15.52;39.67;102.30577564579167;0.02;1.18;4.83;66.88;180.79;8.11;60.96;93.33;2.84;96.84;0.82;;;-1236;2886;82183;47194.0;152171;-10.200;10.352610304;284434.0;0.7423498845265589;0.1877431194016318;0.018464673688644895;1.2467191985920543;6.0392408673784725;66.88;180.79;8.11;2.8300819736317915;0.013772773089551823;1.0433926025985367;0.4019839537383519;6.619707234757624;0.6804693922572339;0.006349179386640142;0.4024691090011238;0.4019839537383591;6.619707234757662;0.6804693922572446;43605;54161;
