PV_Cap;NGas_CHP_Cap;HP_Cap;Oil_boiler_Cap;Ngas_boiler_Cap;Biomass_boiler_Cap;NumberOfPetrolCars;NumberOfDieselCars;NumberOfElectricCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NgasConsuption;DieselCost;PetrolCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;ElecCarInvestmentCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;ngasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;reducedPetrolDemand;reducedDieselDemand;
KWe;KWe;KWe;KWth;KWth;KWth; ; ; ;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Mt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
8453;32;2672;49;283;11563;2499;1894;67.0;9.06;0.14;8.30;0.11;0.1;0.59;23.95;0.1;26.56;29.13;3.69;24.60;31.93;0.94;2064.0;1878.0;1117.0;1794.0;6956.0;574.0;5589.0;113;1386.0;15.423;14574.0;0.62;0.42;0.12575942828982595;0.6522095682844881;31.932749372491756;0.1;26.56;10.36;14.11;
5704;457;2510;6;584;11445;2464;1868;128.0;6.11;2.03;7.80;0.21;0.01;1.21;23.71;1.42;24.95;28.08;1.99;24.14;31.61;5.40;2021.0;1851.0;1106.0;1815.0;7279.0;567.0;5545.0;215;1184.0;16.443;14707.0;0.58;0.44;0.014776422307171558;1.3438969289562992;31.60771517931826;1.42;24.95;10.21;13.92;
10202;2657;1720;45;659;11823;2032;1541;887.0;10.93;11.79;5.34;1.48;0.09;1.36;24.49;8.25;17.1;16.65;6.33;20.02;32.65;25.10;1681.0;1527.0;1143.0;849.0;7380.0;904.0;5419.0;1491;3759.0;13.937;18374.0;0.45;0.47;0.11536737620362435;1.5163443553790488;32.65105709624426;8.25;17.1;8.42;11.48;
10177;896;2697;46;180;10251;1052;797;2611.0;10.90;3.98;8.38;4.34;0.09;0.37;21.23;2.78;26.82;29.16;5.10;10.42;28.31;8.37;878.0;790.0;991.0;1691.0;5092.0;688.0;6046.0;4389;6169.0;12.746;20679.0;0.6;0.37;0.11820373752974307;0.41382974404532513;28.31115681635602;2.78;26.82;4.36;5.94;
8564;3685;1737;5;54;10844;1819;1379;1262.0;9.17;16.35;5.40;2.10;0.01;0.11;22.46;11.45;17.27;13.97;5.79;17.82;29.95;32.83;1491.0;1367.0;1048.0;700.0;7451.0;967.0;5489.0;2121;4466.0;14.205;19670.0;0.38;0.49;0.01357790959342241;0.12370093089404705;29.947557287393252;11.45;17.27;7.54;10.27;
10052;3810;1365;65;791;11643;2507;1900;53.0;10.77;16.91;4.24;0.09;0.13;1.64;24.12;11.84;13.57;11.14;8.27;24.72;32.15;35.64;2078.0;1884.0;1125.0;391.0;8564.0;1028.0;5154.0;89;2656.0;14.753;17456.0;0.4;0.55;0.16736441604205496;1.8209726340114436;32.15428268900334;11.84;13.57;10.39;14.16;
10879;769;2367;119;1146;10988;1099;833;2528.0;11.65;3.41;7.35;4.21;0.25;2.37;22.76;2.39;23.53;28.40;5.69;11.07;30.35;9.46;945.0;825.0;1062.0;1612.0;5279.0;708.0;5921.0;4250;6050.0;12.674;20557.0;0.61;0.37;0.30846752729190086;2.6370950294687336;30.346744268076066;2.39;23.53;4.55;6.21;
8452;37;2744;610;242;10689;2372;1798;290.0;9.05;0.16;8.52;0.48;1.26;0.5;22.14;0.11;27.28;29.68;3.67;24.81;29.52;0.89;2172.0;1782.0;1033.0;1827.0;6912.0;571.0;5650.0;487;1734.0;15.667;15165.0;0.63;0.42;1.5798896922922983;0.5575400631543902;29.520754675267423;0.11;27.28;9.83;13.4;
11296;1852;1984;25;254;12185;1238;938;2284.0;12.10;8.22;6.16;3.80;0.05;0.53;25.24;5.76;19.73;22.35;6.48;12.18;33.65;17.03;1023.0;930.0;1178.0;1188.0;5805.0;837.0;5753.0;3839;6065.0;12.147;20808.0;0.53;0.39;0.0639610274257407;0.5849076577895684;33.65292612096095;5.76;19.73;5.13;6.99;
13263;3485;1723;21;590;10659;1267;960;2233.0;14.21;15.47;5.35;3.71;0.04;1.22;22.08;10.83;17.13;15.07;9.46;12.46;29.44;32.30;1045.0;952.0;1030.0;560.0;6386.0;1043.0;5658.0;3754;6719.0;11.797;22101.0;0.46;0.46;0.05534694029848672;1.3580806080561834;29.438171458189668;10.83;17.13;5.25;7.15;
14325;3116;1679;33;367;11636;210;159;4091.0;15.35;13.83;5.22;6.81;0.07;0.76;24.1;9.68;16.69;19.02;9.96;2.13;32.13;28.51;183.0;158.0;1124.0;763.0;4701.0;1032.0;5971.0;6877;9911.0;9.507;25820.0;0.52;0.38;0.08497088087679956;0.8451959115234629;32.13457143612785;9.68;16.69;.87;1.18;
14793;4917;1969;76;312;7551;9;7;4444.0;15.85;21.82;6.12;7.39;0.16;0.65;15.64;15.28;19.58;14.13;12.07;0.29;20.85;44.37;36.0;7.0;730.0;323.0;4933.0;1194.0;6130.0;7470;11095.0;9.842;27920.0;0.45;0.45;0.19604905032624617;0.7185515411327201;20.85475492860964;15.28;19.58;.04;.05;
12041;773;2407;13;157;11882;2505;1899;56.0;12.90;3.43;7.48;0.09;0.03;0.33;24.61;2.4;23.93;24.17;6.71;24.56;32.82;7.22;2057.0;1882.0;1148.0;1319.0;7049.0;729.0;5498.0;94;2127.0;13.947;15461.0;0.6;0.43;0.033055903973481446;0.3616579152769428;32.816192316158194;2.4;23.93;10.38;14.15;
7477;1686;2613;89;95;9509;11;9;4440.0;8.01;7.48;8.12;7.39;0.18;0.2;19.7;5.24;25.98;29.50;3.27;0.35;26.26;15.18;44.0;9.0;919.0;1787.0;4086.0;712.0;6341.0;7464;9063.0;12.244;24766.0;0.55;0.34;0.23110895675171508;0.21855426523945015;26.261686607008148;5.24;25.98;.05;.07;
8753;2649;1875;478;248;11068;196;149;4115.0;9.38;11.76;5.83;6.84;0.99;0.51;22.92;8.23;18.64;22.51;4.75;3.16;30.57;24.08;340.0;147.0;1070.0;1269.0;4918.0;866.0;6041.0;6917;8962.0;11.872;25017.0;0.48;0.38;1.2375348278282285;0.5715762880831335;30.56621823692112;8.23;18.64;.81;1.11;
13877;2950;1712;56;33;12034;1219;924;2317.0;14.87;13.09;5.32;3.85;0.12;0.07;24.93;9.17;17.02;16.98;9.55;12.08;33.23;26.26;1019.0;916.0;1163.0;678.0;6055.0;1006.0;5668.0;3895;6831.0;11.095;21942.0;0.5;0.42;0.14505194718516476;0.07684550045196542;33.23457138393538;9.17;17.02;5.05;6.88;
10177;4046;1713;20;205;10251;1052;797;2611.0;10.90;17.96;5.32;4.34;0.04;0.42;21.23;12.57;17.03;14.25;7.22;10.35;28.31;36.39;869.0;790.0;991.0;623.0;6424.0;1034.0;5722.0;4389;7069.0;12.569;22933.0;0.4;0.47;0.05304819966930021;0.4717457776990521;28.31115681635602;12.57;17.03;4.36;5.94;
8002;5211;1922;19;201;7508;79;60;4321.0;8.57;23.13;5.97;7.19;0.04;0.42;15.55;16.19;19.1;14.02;6.34;0.83;20.74;46.72;72.0;60.0;726.0;629.0;5526.0;1088.0;6092.0;7264;9961.0;12.403;27109.0;0.36;0.47;0.04808787367366977;0.4618437642531838;20.735874048924163;16.19;19.1;.33;.45;
8575;1663;2634;142;496;8990;1989;1507;964.0;9.19;7.38;8.18;1.60;0.3;1.03;18.62;5.17;26.19;23.56;4.12;19.84;24.83;15.91;1682.0;1494.0;869.0;1409.0;6843.0;731.0;5734.0;1620;3354.0;15.161;17653.0;0.51;0.45;0.3688353331593;1.141752669063574;24.8282012718176;5.17;26.19;8.24;11.23;
8453;1178;2765;47;2;9679;1035;784;2641.0;9.06;5.23;8.59;4.39;0.1;0.0;20.05;3.66;27.49;28.76;3.84;10.25;26.73;10.46;864.0;778.0;935.0;1733.0;5231.0;677.0;6074.0;4440;6048.0;13.425;20745.0;0.57;0.38;0.12135625049279651;0.003913935819581723;26.731981127288268;3.66;27.49;4.29;5.84;
6287;128;2510;23;683;11820;1457;1104;1899.0;6.74;0.57;7.80;3.16;0.05;1.42;24.48;0.4;24.96;32.13;2.25;14.33;32.64;2.71;1202.0;1095.0;1142.0;2036.0;5730.0;548.0;5860.0;3192;4150.0;14.623;18240.0;0.62;0.38;0.05929349218353989;1.572504540568943;32.64347701697114;0.4;24.96;6.04;8.23;
13959;4624;1894;17;92;8633;880;667;2913.0;14.95;20.52;5.88;4.85;0.03;0.19;17.88;14.37;18.83;12.70;11.23;8.66;23.84;41.26;727.0;662.0;834.0;298.0;6091.0;1154.0;5833.0;4897;8310.0;11.203;24382.0;0.44;0.48;0.043250880735339094;0.2116384191493373;23.8428774645181;14.37;18.83;3.65;4.97;
6914;3082;1599;106;271;12090;1224;928;2308.0;7.41;13.68;4.97;3.84;0.22;0.56;25.04;9.58;15.9;17.72;3.78;12.25;33.39;27.98;1042.0;919.0;1168.0;1037.0;6595.0;885.0;5630.0;3880;5793.0;13.739;21276.0;0.41;0.44;0.27348585835703476;0.6240503952029962;33.38938929880707;9.58;15.9;5.07;6.91;
13389;3203;1738;183;116;11321;734;556;3170.0;14.34;14.22;5.40;5.27;0.38;0.24;23.45;9.95;17.28;17.52;9.19;7.65;31.27;28.70;669.0;551.0;1094.0;721.0;5525.0;1018.0;5828.0;5329;8251.0;10.743;23881.0;0.49;0.41;0.47440221649735775;0.2675680521624745;31.266303172659704;9.95;17.28;3.04;4.14;
11894;481;2518;23;113;11821;2505;1899;56.0;12.74;2.14;7.82;0.09;0.05;0.23;24.48;1.49;25.04;25.72;6.46;24.59;32.65;4.53;2061.0;1882.0;1142.0;1431.0;6927.0;693.0;5536.0;94;2024.0;14.025;15238.0;0.62;0.42;0.060667620536452166;0.26100371913134696;32.64542965319171;1.49;25.04;10.38;14.15;
8505;4773;1427;1;112;10646;224;169;4067.0;9.11;21.19;4.43;6.77;0.0;0.23;22.05;14.83;14.18;13.81;6.69;2.19;29.40;42.63;183.0;169.0;1029.0;601.0;5669.0;1083.0;5884.0;6837;9480.0;11.735;26297.0;0.37;0.45;0.0035926550739442675;0.25723648144385547;29.40033487723741;14.83;14.18;.93;1.26;
8888;410;2521;106;316;11630;1868;1416;1176.0;9.52;1.82;7.83;1.96;0.22;0.65;24.09;1.27;25.07;28.72;4.05;18.56;32.12;4.36;1569.0;1403.0;1124.0;1736.0;6230.0;626.0;5734.0;1977;3420.0;14.275;17219.0;0.61;0.4;0.27348585835703476;0.7262273132130689;32.11838727455005;1.27;25.07;7.74;10.55;
11027;3115;1679;75;325;11638;162;123;4175.0;11.81;13.82;5.22;6.94;0.16;0.67;24.11;9.68;16.69;19.73;6.99;1.78;32.14;28.40;162.0;121.0;1125.0;969.0;4841.0;966.0;5985.0;7018;9556.0;10.662;25640.0;0.47;0.38;0.1941946063360984;0.7481081555596416;32.141232492831136;9.68;16.69;.67;.92;
5994;1673;2106;126;626;11397;2049;1553;858.0;6.42;7.42;6.54;1.43;0.26;1.3;23.61;5.2;20.94;22.80;2.45;20.39;31.48;16.29;1725.0;1539.0;1101.0;1449.0;7237.0;708.0;5541.0;1442;2794.0;15.696;17162.0;0.48;0.46;0.32711801484387465;1.4414102598719218;31.476047184100285;5.2;20.94;8.49;11.57;
14178;3953;1436;31;438;11476;227;172;4061.0;15.19;17.55;4.46;6.76;0.07;0.91;23.77;12.28;14.27;15.47;10.77;2.30;31.69;36.10;197.0;170.0;1109.0;488.0;5092.0;1120.0;5886.0;6827;10073.0;9.595;26346.0;0.47;0.41;0.08152446430391982;1.0089991926293251;31.69313299047218;12.28;14.27;.94;1.28;
14899;400;2523;106;721;11232;2405;1823;232.0;15.96;1.78;7.84;0.39;0.22;1.49;23.27;1.24;25.08;25.67;8.96;23.82;31.02;5.21;2009.0;1808.0;1085.0;1290.0;6661.0;746.0;5569.0;390;2712.0;13.081;15926.0;0.66;0.42;0.27348585835703476;1.6585255241999577;31.020810909727917;1.24;25.08;9.97;13.58;
8919;3939;1808;3;103;10074;714;541;3205.0;9.55;17.48;5.62;5.33;0.01;0.21;20.87;12.24;17.98;15.97;5.84;7.00;27.82;35.21;586.0;537.0;974.0;802.0;5947.0;994.0;5857.0;5388;7853.0;12.518;23946.0;0.4;0.45;0.00784682052845868;0.2360368112977466;27.820966252272147;12.24;17.98;2.96;4.03;
12050;2329;2744;2;23;8078;2524;1914;22.0;12.91;10.34;8.52;0.04;0.0;0.05;16.73;7.24;27.28;18.90;7.37;24.72;22.31;20.73;2068.0;1896.0;781.0;948.0;7498.0;857.0;5604.0;37;2511.0;14.700;16493.0;0.5;0.49;0.004633494855095506;0.05226135994544976;22.31056276934059;7.24;27.28;10.46;14.26;
10284;3630;1673;110;729;10454;543;412;3505.0;11.02;16.11;5.20;5.83;0.23;1.51;21.65;11.28;16.63;16.90;6.78;5.60;28.87;33.90;486.0;408.0;1010.0;808.0;5649.0;999.0;5866.0;5892;8439.0;11.882;24556.0;0.43;0.43;0.28424068892224696;1.6785985100488943;28.871914160926064;11.28;16.63;2.25;3.07;
5957;425;2608;34;984;10594;2187;1658;615.0;6.38;1.89;8.10;1.02;0.07;2.04;21.94;1.32;25.93;29.18;2.10;21.50;29.26;6.03;1803.0;1643.0;1024.0;1874.0;6884.0;564.0;5664.0;1034;2007.0;16.218;15751.0;0.59;0.43;0.08692446979317037;2.263480880631543;29.257678747594934;1.32;25.93;9.06;12.35;
14458;4602;1768;52;369;8959;58;44;4358.0;15.49;20.42;5.49;7.25;0.11;0.76;18.56;14.3;17.57;14.57;11.52;0.71;24.74;41.70;68.0;44.0;866.0;384.0;4968.0;1169.0;6048.0;7326;10793.0;9.748;27458.0;0.46;0.44;0.13562844560747572;0.8484131217429062;24.743715769479554;14.3;17.57;.24;.33;
12345;1709;2054;25;85;12236;2522;1912;26.0;13.23;7.59;6.38;0.04;0.05;0.18;25.34;5.31;20.42;19.36;7.53;24.76;33.79;15.37;2076.0;1895.0;1182.0;969.0;7465.0;841.0;5377.0;44;2395.0;13.719;16105.0;0.53;0.46;0.06462853421580164;0.1948606699887082;33.79279245524575;5.31;20.42;10.45;14.25;
11753;3882;1671;33;803;10086;1043;791;2626.0;12.59;17.23;5.19;4.37;0.07;1.66;20.89;12.06;16.62;14.43;8.47;10.30;27.85;36.31;867.0;783.0;975.0;567.0;6335.0;1052.0;5710.0;4414;7253.0;12.170;23049.0;0.43;0.47;0.08632668203117395;1.8469638334279854;27.854028553467785;12.06;16.62;4.32;5.89;
13252;373;2547;78;4;11901;125;95;4240.0;14.20;1.66;7.91;7.05;0.16;0.01;24.65;1.16;25.32;32.83;7.50;1.43;32.87;3.32;132.0;94.0;1150.0;1773.0;3457.0;709.0;6285.0;7127;9234.0;9.796;24044.0;0.68;0.29;0.2028472524318647;0.008213118332305194;32.86797719347083;1.16;25.32;.52;.71;
5684;3074;1778;85;215;11321;2516;1907;37.0;6.09;13.64;5.52;0.06;0.18;0.45;23.45;9.55;17.68;15.47;3.40;24.86;31.27;27.78;2092.0;1891.0;1094.0;938.0;8426.0;850.0;5287.0;62;1789.0;16.361;16390.0;0.38;0.52;0.22006735348643636;0.4944703753739548;31.265310905350916;9.55;17.68;10.43;14.21;
11937;2950;1712;6;639;11478;1247;945;2268.0;12.79;13.09;5.32;3.77;0.01;1.32;23.77;9.16;17.02;17.24;7.80;12.23;31.70;27.66;1023.0;937.0;1109.0;790.0;6260.0;967.0;5661.0;3813;6427.0;12.109;21646.0;0.47;0.44;0.01661077209052868;1.4711398652318286;31.69842206630049;9.16;17.02;5.17;7.04;
9782;2325;1913;57;166;11877;1196;906;2358.0;10.48;10.32;5.94;3.92;0.12;0.34;24.6;7.22;19.02;20.75;5.47;11.86;32.80;21.02;1000.0;899.0;1148.0;1141.0;6017.0;855.0;5742.0;3964;6098.0;12.678;21136.0;0.49;0.41;0.14656806840212872;0.3824297064046451;32.800021539919996;7.22;19.02;4.96;6.75;
14865;1621;2216;79;492;11129;1790;1357;1313.0;15.92;7.20;6.88;2.18;0.16;1.02;23.05;5.04;22.03;21.63;9.46;17.73;30.74;15.53;1496.0;1345.0;1076.0;993.0;6265.0;875.0;5658.0;2207;4885.0;12.022;19033.0;0.58;0.42;0.20373053625599494;1.1329044450362236;30.735821816159376;5.04;22.03;7.42;10.11;
5739;15;2534;26;564;11993;2490;1887;83.0;6.15;0.07;7.87;0.14;0.05;1.17;24.84;0.05;25.19;29.96;1.95;24.45;33.12;1.43;2049.0;1871.0;1159.0;1937.0;7160.0;526.0;5545.0;140;989.0;16.376;14305.0;0.61;0.43;0.06716705203847054;1.2973274803062558;33.12049167298898;0.05;25.19;10.32;14.06;
9056;3892;1671;80;56;10771;2287;1733;440.0;9.70;17.27;5.19;0.73;0.17;0.12;22.31;12.09;16.62;12.08;6.91;22.60;29.75;34.68;1902.0;1719.0;1041.0;524.0;8189.0;999.0;5323.0;740;3213.0;14.793;18176.0;0.38;0.53;0.20808324495096264;0.12790767127180977;29.745492183151086;12.09;16.62;9.48;12.91;
12928;4042;1635;70;23;10761;2088;1583;789.0;13.85;17.94;5.08;1.31;0.14;0.05;22.29;12.56;16.26;11.29;10.47;20.62;29.72;35.94;1736.0;1568.0;1040.0;274.0;7730.0;1093.0;5373.0;1326;4427.0;13.031;19434.0;0.43;0.52;0.1805065735215195;0.05386690828475573;29.71939011365346;12.56;16.26;8.65;11.79;
14716;3120;1790;7;129;11361;1781;1350;1329.0;15.77;13.85;5.56;2.21;0.02;0.27;23.53;9.69;17.79;14.98;10.60;17.46;31.38;27.99;1462.0;1338.0;1098.0;503.0;6829.0;1034.0;5521.0;2234;5341.0;11.806;20091.0;0.49;0.46;0.018913168145472038;0.29635592247901843;31.37602896894721;9.69;17.79;7.38;10.06;
7240;3888;1448;23;801;11161;1506;1142;1812.0;7.76;17.25;4.50;3.01;0.05;1.66;23.12;12.08;14.4;13.73;5.01;14.81;30.82;36.35;1243.0;1131.0;1079.0;718.0;7319.0;974.0;5492.0;3046;5212.0;14.317;20860.0;0.36;0.5;0.06029692841738551;1.8430379365408318;30.82392403514838;12.08;14.4;6.24;8.51;
12050;982;2744;2;23;10100;2524;1914;22.0;12.91;4.36;8.52;0.04;0.0;0.05;20.92;3.05;27.28;24.22;6.71;24.72;27.89;8.77;2068.0;1896.0;976.0;1323.0;7039.0;731.0;5604.0;37;2133.0;14.322;15530.0;0.59;0.44;0.004633494855095506;0.05226135994544976;27.893117500535382;3.05;27.28;10.46;14.26;
8753;2649;1875;79;8;11707;151;114;4195.0;9.38;11.76;5.83;6.98;0.16;0.02;24.25;8.23;18.64;22.64;4.75;1.68;32.33;23.53;153.0;114.0;1131.0;1276.0;4720.0;866.0;6055.0;7052;9130.0;11.419;25083.0;0.48;0.37;0.20483890112998443;0.01815094621192026;32.33187096897804;8.23;18.64;.63;.85;
10020;2381;1913;53;170;11791;1196;906;2358.0;10.73;10.57;5.94;3.92;0.11;0.35;24.42;7.4;19.02;20.47;5.69;11.85;32.56;21.53;999.0;899.0;1139.0;1111.0;6021.0;865.0;5742.0;3964;6150.0;12.605;21202.0;0.48;0.41;0.13678717947717806;0.3911238298934901;32.564522182668355;7.4;19.02;4.96;6.75;
11281;2953;1984;662;139;10014;2328;1765;367.0;12.09;13.11;6.16;0.61;1.37;0.29;20.74;9.18;19.72;15.29;7.49;24.51;27.66;26.54;2156.0;1750.0;968.0;705.0;7881.0;940.0;5414.0;617;3122.0;14.542;17734.0;0.45;0.51;1.714870483690011;0.32064764957988906;27.656077435903715;9.18;19.72;9.65;13.15;
10359;2877;1766;93;91;11789;543;412;3505.0;11.10;12.77;5.49;5.83;0.19;0.19;24.42;8.94;17.56;19.92;6.25;5.56;32.56;25.75;480.0;408.0;1139.0;1031.0;5294.0;926.0;5897.0;5892;8273.0;11.433;23993.0;0.47;0.39;0.24010288656268106;0.20959582070009447;32.558603368334985;8.94;17.56;2.25;3.07;
14257;3962;1301;53;500;12025;41;31;4388.0;15.27;17.58;4.04;7.30;0.11;1.04;24.91;12.31;12.94;15.63;10.93;0.54;33.21;36.32;53.0;31.0;1162.0;486.0;4877.0;1129.0;5898.0;7376;10635.0;9.178;27050.0;0.48;0.4;0.13700215972275015;1.1509943238445566;33.21057765494036;12.31;12.94;.17;.23;
8465;3846;1440;8;423;11654;147;112;4201.0;9.07;17.07;4.48;6.99;0.02;0.88;24.14;11.95;14.32;17.04;5.50;1.46;32.18;35.12;123.0;111.0;1126.0;876.0;5278.0;995.0;5912.0;7062;9422.0;11.534;25925.0;0.41;0.41;0.019921551061429187;0.9725341632471168;32.18473078856878;11.95;14.32;.61;.83;
13306;382;2544;82;511;11390;318;241;3901.0;14.25;1.70;7.90;6.49;0.17;1.06;23.59;1.19;25.29;32.21;7.55;3.33;31.46;4.57;292.0;239.0;1101.0;1735.0;3782.0;711.0;6223.0;6558;8647.0;10.318;23373.0;0.68;0.31;0.21208701055570803;1.1765665024496617;31.456097390531237;1.19;25.29;1.32;1.8;
8453;257;2682;14;34;11461;2522;1911;27.0;9.06;1.14;8.33;0.05;0.03;0.07;23.74;0.8;26.66;28.13;3.73;24.73;31.65;2.36;2070.0;1895.0;1108.0;1730.0;7026.0;595.0;5584.0;45;1397.0;15.392;14630.0;0.61;0.42;0.03696072676074766;0.07893217913695848;31.651174746070662;0.8;26.66;10.45;14.24;
6287;1053;2309;82;781;11241;2529;1917;14.0;6.74;4.67;7.18;0.02;0.17;1.62;23.28;3.27;22.96;24.52;2.51;24.97;31.04;11.14;2101.0;1900.0;1086.0;1565.0;7632.0;645.0;5459.0;24;1235.0;16.423;14985.0;0.53;0.46;0.21166431638361685;1.7967659920873285;31.044224198459702;3.27;22.96;10.48;14.28;
10401;2594;1824;139;88;11892;2319;1758;383.0;11.14;11.52;5.67;0.64;0.29;0.18;24.63;8.06;18.14;16.39;6.52;23.07;32.84;23.23;1952.0;1742.0;1149.0;828.0;7691.0;897.0;5365.0;644;2948.0;14.202;17295.0;0.45;0.48;0.36005281404733447;0.2027854299276196;32.84236368727671;8.06;18.14;9.61;13.1;
10786;477;2449;1;363;11930;1054;799;2607.0;11.56;2.12;7.61;4.34;0.0;0.75;24.71;1.48;24.35;30.02;5.52;10.32;32.95;5.07;863.0;792.0;1153.0;1722.0;4988.0;674.0;5965.0;4382;6133.0;12.197;20440.0;0.63;0.35;0.003727172352214865;0.8351330415272661;32.948416300757565;1.48;24.35;4.37;5.95;
10284;3276;1894;16;94;10653;543;412;3505.0;11.02;14.54;5.88;5.83;0.03;0.19;22.06;10.18;18.83;18.76;6.38;5.36;29.42;29.29;451.0;408.0;1029.0;949.0;5378.0;955.0;5939.0;5892;8374.0;11.658;24249.0;0.45;0.41;0.04132972185899441;0.21592085961178004;29.41961949015852;10.18;18.83;2.25;3.07;
8484;1472;2174;113;512;11500;575;436;3449.0;9.09;6.53;6.75;5.74;0.23;1.06;23.82;4.57;21.61;27.12;4.03;5.92;31.76;14.25;514.0;431.0;1111.0;1609.0;4912.0;736.0;6021.0;5798;7473.0;12.429;22687.0;0.55;0.36;0.2914205039199167;1.178481085390839;31.759201959048738;4.57;21.61;2.38;3.25;
13739;3260;1782;169;758;10397;1816;1377;1267.0;14.72;14.47;5.54;2.11;0.35;1.57;21.54;10.13;17.72;14.53;9.86;18.23;28.71;30.68;1551.0;1365.0;1005.0;516.0;7097.0;1028.0;5506.0;2130;5087.0;12.660;20020.0;0.47;0.49;0.43874873705123607;1.743620320833363;28.71369518806226;10.13;17.72;7.53;10.26;
14113;3112;1699;26;283;11637;89;68;4303.0;15.12;13.81;5.28;7.16;0.05;0.59;24.1;9.67;16.89;19.47;9.75;0.95;32.14;28.27;84.0;67.0;1125.0;800.0;4529.0;1026.0;6015.0;7233;10239.0;9.376;26232.0;0.52;0.37;0.06730272763994624;0.6512070814149853;32.13754613624108;9.67;16.89;.37;.51;
12050;37;2744;7;136;11398;2524;1914;22.0;12.91;0.16;8.52;0.04;0.02;0.28;23.61;0.11;27.28;28.13;6.43;24.74;31.48;0.64;2071.0;1896.0;1102.0;1586.0;6731.0;643.0;5603.0;37;1862.0;14.114;14862.0;0.66;0.41;0.01888544291162549;0.31333342807213505;31.478873836705507;0.11;27.28;10.46;14.26;
13042;3877;1458;70;548;11335;2052;1555;853.0;13.97;17.21;4.53;1.42;0.14;1.13;23.48;12.05;14.5;11.46;10.47;20.27;31.30;35.68;1707.0;1541.0;1095.0;285.0;7718.0;1089.0;5326.0;1434;4481.0;12.944;19491.0;0.44;0.52;0.18065792233863193;1.260205795528755;31.30475665962803;12.05;14.5;8.5;11.59;
11200;323;2953;146;42;9920;400;303;3757.0;12.00;1.43;9.18;6.25;0.3;0.09;20.55;1.0;29.36;33.96;5.74;4.30;27.40;2.96;382.0;301.0;959.0;1945.0;3863.0;642.0;6334.0;6316;8086.0;11.469;22787.0;0.67;0.32;0.377477649837536;0.09560379330959314;27.39595273219807;1.0;29.36;1.66;2.26;
14551;1230;2216;76;64;12148;1790;1357;1313.0;15.59;5.46;6.88;2.18;0.16;0.13;25.16;3.82;22.03;23.24;9.00;17.73;33.55;11.06;1495.0;1345.0;1174.0;1120.0;6107.0;832.0;5658.0;2207;4751.0;11.825;18698.0;0.61;0.4;0.1966583469577611;0.14665003031629598;33.54937663785926;3.82;22.03;7.42;10.11;
12486;31;2746;91;105;11344;2524;1914;22.0;13.38;0.14;8.53;0.04;0.19;0.22;23.5;0.1;27.3;28.05;6.78;24.96;31.33;0.52;2102.0;1896.0;1096.0;1562.0;6722.0;651.0;5605.0;37;1922.0;13.996;14923.0;0.66;0.41;0.23668317753412868;0.2418696590717178;31.330345727160804;0.1;27.3;10.46;14.26;
8902;4050;1635;39;287;10516;2114;1602;744.0;9.54;17.98;5.08;1.24;0.08;0.6;21.78;12.58;16.26;11.94;6.92;20.80;29.04;36.61;1746.0;1588.0;1016.0;510.0;8031.0;1013.0;5366.0;1251;3736.0;14.667;18911.0;0.37;0.53;0.10101971469466504;0.6615490462080491;29.041884516954507;12.58;16.26;8.76;11.94;
9388;4248;1733;7;17;10050;438;332;3690.0;10.06;18.86;5.39;6.14;0.02;0.04;20.82;13.2;17.23;15.38;6.55;4.31;27.75;37.75;361.0;330.0;971.0;719.0;5649.0;1036.0;5919.0;6203;8831.0;11.884;25228.0;0.39;0.44;0.01890204353000432;0.03928638302883775;27.754932099161806;13.2;17.23;1.82;2.47;
5758;4811;1698;1825;1882;5692;1054;799;2607.0;6.17;21.35;5.28;4.34;3.78;3.9;11.79;14.95;16.88;12.99;4.67;15.05;15.72;47.04;1548.0;792.0;550.0;673.0;7630.0;1018.0;5716.0;4382;6545.0;16.418;23589.0;0.33;0.57;4.726225111512645;4.331564551759793;15.720434633046246;14.95;16.88;4.37;5.95;
13902;2531;2255;6;313;9826;1793;1359;1308.0;14.89;11.23;7.01;2.18;0.01;0.65;20.35;7.86;22.42;18.40;9.12;17.58;27.14;23.19;1471.0;1347.0;950.0;805.0;6588.0;939.0;5670.0;2199;4999.0;12.547;19541.0;0.52;0.45;0.016099154584947335;0.7213535437747556;27.135998545574143;7.86;22.42;7.43;10.13;
