PV_Cap;NGas_CHP_Cap;HP_Cap;Oil_boiler_Cap;Ngas_boiler_Cap;Biomass_boiler_Cap;NumberOfPetrolCars;NumberOfDieselCars;NumberOfElectricCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NgasConsuption;DieselCost;PetrolCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;ElecCarInvestmentCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;ngasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;reducedPetrolDemand;reducedDieselDemand;
KWe;KWe;KWe;KWth;KWth;KWth; ; ; ;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Mt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
10644;3115;1679;74;94;11870;17;13;4430.0;11.40;13.82;5.22;7.37;0.15;0.19;24.59;9.68;16.69;17.73;4.15;0.36;32.78;27.87;42.0;13.0;1147.0;1051.0;4671.0;958.0;6031.0;7447;9939.0;10.468;26153.0;0.39;0.35;0.19104879407106964;0.21605093617262394;32.78305668917825;9.68;16.69;.07;.1;
12756;4938;1720;26;32;9045;261;198;4001.0;13.67;21.92;5.34;6.66;0.05;0.07;18.74;15.34;17.1;11.66;9.02;2.63;24.98;43.91;224.0;196.0;874.0;381.0;5474.0;1169.0;5970.0;6726;10052.0;10.562;26778.0;0.37;0.45;0.06709907803990184;0.07399862481398482;24.980355012202434;15.34;17.1;1.08;1.48;
13836;2862;2221;8;321;9486;1632;1237;1591.0;14.82;12.70;6.90;2.65;0.02;0.67;19.65;8.89;22.08;16.44;8.20;16.00;26.20;26.14;1340.0;1226.0;917.0;749.0;6501.0;970.0;5708.0;2674;5558.0;12.380;20372.0;0.46;0.45;0.020727451572760652;0.7395548545603348;26.19680224664019;8.89;22.08;6.76;9.22;
13867;1899;2265;1;413;10631;1793;1359;1308.0;14.86;8.43;7.04;2.18;0.0;0.85;22.02;5.9;22.52;19.91;7.76;17.56;29.36;17.81;1469.0;1347.0;1027.0;995.0;6391.0;878.0;5674.0;2199;4813.0;12.437;19101.0;0.52;0.42;0.0019911063974279376;0.9498324173262656;29.36050016568807;5.9;22.52;7.43;10.13;
14559;1026;2373;188;226;11425;86;65;4309.0;15.60;4.55;7.37;7.17;0.39;0.47;23.66;3.19;23.59;26.22;5.61;1.33;31.55;9.63;140.0;65.0;1104.0;1519.0;3678.0;805.0;6239.0;7243;9714.0;9.425;24865.0;0.54;0.28;0.48581424379928184;0.5209236850035347;31.553056868350286;3.19;23.59;.36;.48;
14463;3490;1595;31;199;11644;14;10;4436.0;15.49;15.49;4.96;7.38;0.06;0.41;24.12;10.84;15.86;15.07;7.50;0.21;32.16;31.44;22.0;11.0;1125.0;701.0;4584.0;1074.0;6004.0;7457;10627.0;9.085;26849.0;0.4;0.36;0.07984579823397013;0.4587071259315133;32.15905624611419;10.84;15.86;.06;.07;
13646;1431;2191;28;212;11862;1851;1403;1206.0;14.62;6.35;6.81;2.01;0.06;0.44;24.57;4.45;21.79;21.49;7.42;18.19;32.76;13.19;1526.0;1391.0;1146.0;1114.0;6332.0;834.0;5631.0;2027;4487.0;12.320;18524.0;0.55;0.4;0.07158497700234465;0.48801889835040524;32.75977483794342;4.45;21.79;7.67;10.45;
6746;1882;2256;147;203;10764;1723;1306;1431.0;7.23;8.35;7.01;2.38;0.3;0.42;22.3;5.85;22.43;22.34;2.31;17.25;29.73;17.17;1466.0;1294.0;1040.0;1439.0;6738.0;735.0;5692.0;2406;3947.0;14.945;18583.0;0.46;0.43;0.3802679048360078;0.4665082002654539;29.726770526132654;5.85;22.43;7.14;9.73;
7060;374;2640;7;112;11414;2532;1919;9.0;7.56;1.66;8.20;0.02;0.02;0.23;23.64;1.16;26.25;28.02;2.80;24.81;31.52;3.58;2076.0;1902.0;1103.0;1771.0;7182.0;580.0;5567.0;15;1187.0;15.943;14525.0;0.59;0.43;0.01931765214338352;0.25879192487950403;31.521838627673585;1.16;26.25;10.49;14.3;
8453;32;2672;49;283;11563;2499;1894;67.0;9.06;0.14;8.30;0.11;0.1;0.59;23.95;0.1;26.56;29.08;3.65;24.60;31.93;0.94;2064.0;1878.0;1117.0;1795.0;6956.0;574.0;5588.0;113;1386.0;15.423;14573.0;0.62;0.42;0.12575942828982595;0.6522095682844881;31.932749372491756;0.1;26.56;10.36;14.11;
