PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfEVCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;Total Local System Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;Annual MaximumImportElectr.;Annual MaximumExportElectr.;
KWe;KWe;KWe;KWth;KWth;KWth;GWh;1000 units;1000 units;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Kt;kt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KW;KW;
38933;14559;8075;33;56;4987;45.50436097829212;0.0895778290244744;19.290267132215835;50.85;12.37;33.66;42.05;0.15;0.25;22.48;65.61;165.21;32.46;30.16;160.50;0.82;97.95;0.19;;;-7035;-3252;49597;33255.0;103695;-44.539;4.920316384;183295.0;0.7817779235689685;0.11579869510911242;0.1754289009438715;0.266085406840789;28.09404163473168;65.61;165.21;32.46;0.701421274610342;0.14395728715160996;0.1416233769833147;2.330662016725672;30.471538493800903;12.41657980363062;0.052072056665702804;0.07345398472480953;2.3306620167257224;17.58268766398981;12.416579803630889;39232;70309;
996;223;8578;2;48;17077;0.43929694281148735;19.378549877441195;0.001295083799114713;1.30;0.22;38.62;0.00;0.01;0.22;76.96;1.01;175.51;0.42;32.50;138.23;151.75;97.44;0.20;;;-5551;22275;26262;28198.0;69562;4.129;45.491203000000006;146297.0;0.825620194400116;0.351975138240554;0.010161876539929574;0.229451843998099;96.1966718535842;1.01;175.51;0.42;151.73985910532778;0.007720718476461999;0.03572237204378496;0.04715704873823021;0.16292959407056484;0.18576720948244538;0.0032951404099134008;0.03262072395992555;0.04715704873823036;0.14918914788401136;0.1857672094824508;30689;53432;
1765;147;8589;0;44;17109;0.28500817773719167;12.22959938565872;7.150245575581589;2.31;0.17;38.68;15.59;0.0;0.2;77.1;0.66;175.73;0.23;36.95;127.99;95.76;97.34;0.15;;;-4768;14127;34198;30332.0;78197;-5.746;31.256406180000003;156854.0;0.741503326739795;0.2951245571071853;0.00258619360249931;0.20886268404964195;96.37789388153107;0.66;175.73;0.23;95.76143206952347;0.0018159549242726886;0.10786908806027971;0.028860991032711822;0.0038401583474825113;0.14262198537244494;0.0;0.05750755214972981;0.02886099103271227;0.00384015834748257;0.14262198537244666;32384;53699;
7383;416;8611;20;59;16709;0.7389886380788482;11.03256329384837;8.347281667391938;9.64;0.48;38.79;18.20;0.09;0.26;75.3;1.87;176.17;0.69;35.75;131.71;86.46;96.28;0.24;;;-5046;12332;35692;30703.0;80302;-9.899;28.6108233;159029.0;0.7437377864629598;0.2787168440340019;0.10797547480181681;0.27785281852365884;94.1240469147158;1.87;176.17;0.69;86.38828035982088;0.07587252314980002;0.040781386909452016;0.5195676387810629;0.0214118883430043;0.08135520089552885;0.030359542692626588;0.037726151489833576;0.5195676387810628;0.02141188834300504;0.08135520089553067;33250;55644;
3342;88;8606;20;92;17022;0.407234389545741;15.474287780325474;3.905557180914835;4.37;0.10;38.73;8.51;0.09;0.42;76.71;0.4;176.08;0.35;34.23;134.28;121.24;96.48;0.37;;;-5253;17689;30643;29375.0;74481;-2.011;37.666751652;152188.0;0.7822756603685995;0.32034803107983056;0.10797547480181681;0.43767442867596473;95.88724347332973;0.4;176.08;0.35;121.16831560628256;0.07587252314980002;0.07882347239364255;0.0024042193069753106;0.004555673852226448;0.24557850084309663;0.030359542692626588;0.0678265830150265;0.002404219306975368;0.004555673852226609;0.24557850084310637;30740;54242;
5795;414;8609;8;28;16761;0.32113858493357944;13.56040172177129;5.819443239469021;7.57;0.46;38.78;12.69;0.04;0.13;75.53;1.87;176.14;0.21;34.51;133.89;106.21;97.10;0.09;;;-5225;15320;32848;29951.0;77052;-5.844;33.649054324;155171.0;0.7667091604443634;0.3008347080639488;0.042551162565493926;0.13314600107706173;94.41694276955518;1.87;176.14;0.21;106.18201360198574;0.03733986363270192;0.13025070423285348;0.01935826842884915;0.07981704785213009;0.054372700787044745;0.01380544302415972;0.04553189158152756;0.019358268428849367;0.07981704785213213;0.0543727007870453;31367;55091;
39511;12106;8578;3;29;5213;28.51346485411753;0.005067283761858397;19.37477767747845;51.61;11.72;34.75;42.24;0.01;0.13;23.49;54.56;175.51;26.82;31.82;160.98;0.05;98.29;0.12;;;-6964;-3294;49508;33431.0;101625;-44.352;4.958039368000001;181270.0;0.7864251917115352;0.11993488303741118;0.014337566017383799;0.13817399108109182;29.367953833214923;54.56;175.51;26.82;0.039678352040479814;0.006261992823346208;0.02509325212068678;0.0021246537477430005;10.750728969977017;17.729255985448738;0.003063075056296379;0.021344326260614138;0.0021246537477430396;9.065099935456665;17.72925598544879;39883;70900;
38933;14559;8075;37;52;4987;42.33136521534702;0.0895778290244744;19.290267132215835;50.85;12.22;34.70;42.05;0.17;0.23;22.48;65.61;165.21;27.82;30.27;159.42;0.83;97.61;0.24;;;-6969;-3192;49590;33397.0;103283;-44.117;4.951328148;183078.0;0.7744977951984323;0.11713713410826412;0.19752879717235128;0.24631181547846495;28.09404163473168;65.61;165.21;27.82;0.701421274610342;0.160262117680322;0.008242305748030896;1.9066197747454858;32.566375044993926;7.6898659721792555;0.05879522305958471;0.008242305748030936;1.9066197747455;18.15359516473198;7.689865972179413;39232;69944;
1725;335;8627;5;38;16754;0.38558177095085816;13.859710783065841;5.520134178174468;2.25;0.39;38.83;12.03;0.02;0.17;75.5;1.51;176.5;0.28;35.81;130.41;108.54;96.63;0.12;;;-4958;15944;32401;29868.0;76287;-3.571;34.478102444;154500.0;0.7588914760535087;0.30792344926979737;0.028340469619867012;0.17954008956576603;94.37694865072957;1.51;176.5;0.28;108.52569334464046;0.020403113639046712;0.15334722896216965;0.015871571117933053;0.008862527584734098;0.18709732964697465;0.0070305096890418755;0.0582411316697895;0.015871571117933227;0.008862527584734024;0.18709732964697742;31164;53690;
4058;413;8611;24;24;16739;0.30766494407366646;6.078404455513156;13.301440505727154;5.30;0.48;38.78;29.00;0.11;0.11;75.44;1.86;176.18;0.19;40.81;121.63;47.68;97.09;0.08;;;-4229;6983;41090;32176.0;85854;-15.060;19.029364444000002;166103.0;0.6884509429963975;0.24017844283654505;0.1278333579460213;0.11527188551376807;94.2947228701426;1.86;176.18;0.19;47.59573040800466;0.08534154129043041;0.10357136753277225;0.013955680858995666;0.0023547489474008156;0.10244160544406732;0.036298795032638394;0.03803411746229663;0.013955680858995753;0.0023547489474008377;0.10244160544406716;36940;54499;
3586;55;8706;20;73;16623;0.5619249135379474;4.350092611417715;15.029752349822592;4.68;0.06;39.18;32.77;0.09;0.33;74.91;0.25;178.12;0.43;42.90;118.53;34.13;93.95;0.25;;;-3947;5004;42968;32741.0;87920;-16.849;15.77758796;168633.0;0.672288855572214;0.22839220462885404;0.10358646621599434;0.34793804874791706;93.64064944329972;0.25;178.12;0.43;34.06253017518413;0.08445144426615281;0.1699849134950481;0.04757613605879607;0.003279257010996899;0.25663316270695347;0.031096420544233488;0.09290916554375768;0.04757613605879647;0.0032792570109969;0.25663316270696024;38323;54303;
37869;11584;8615;3;66;5532;9.815814474394132;0.0895778290244744;19.290267132215835;49.46;11.29;38.81;42.05;0.01;0.3;24.93;52.2;176.26;8.50;32.50;155.21;0.71;97.55;0.26;;;-6605;-2845;49299;33959.0;98891;-41.930;5.269203000000001;179304.0;0.7537646066738948;0.12684795724069525;0.015505751072791996;0.3117949351761169;31.163283593336633;52.2;176.26;8.50;0.701421274610342;0.004581585787626038;0.05755114404058637;0.020832225879749814;9.679729588802413;0.053119929883757015;0.0026619555717026728;0.04908158897515358;0.020832225879750556;8.369925905319807;0.05311992988375682;39909;68721;
1184;160;8599;21;75;17000;1.0028870641169172;11.896180975069361;7.483663986170947;1.55;0.17;38.64;16.32;0.09;0.34;76.61;0.72;175.94;0.90;37.40;126.98;93.22;96.47;0.26;;;-4689;13777;34554;30427.0;78637;-5.898;30.672999759999996;157395.0;0.736700578138305;0.2932992142563897;0.11118234067941886;0.35433509501918814;95.7615170161718;0.72;175.94;0.90;93.15066588908562;0.08168481260570518;0.14110522157465313;0.21131820242349278;0.07849503398281066;0.49028379353025536;0.03087509088901243;0.08611649009003988;0.21131820242349486;0.07832076050723358;0.4902837935302587;32635;53512;
3217;383;8609;20;10;16798;0.5967585262917907;16.67145756355621;2.708387397684101;4.20;0.44;38.69;5.90;0.09;0.04;75.7;1.73;176.14;0.55;33.34;136.22;130.61;97.20;0.03;;;-5405;19029;29330;29012.0;73088;-0.553;39.959111016;150459.0;0.7969543147208122;0.3280756101402345;0.10722021518254699;0.04565285498666561;94.62326671920323;1.73;176.14;0.55;130.5425141599142;0.07144968482820706;0.01562011181635458;0.012755067610633235;0.014226952946350926;0.4827067090902449;0.02989507137667855;0.009816934905236116;0.012755067610633455;0.014226952946351045;0.4827067090902516;30681;54228;
1414;386;8608;7;36;16789;1.171350457174828;12.652322066806233;6.727522894434076;1.85;0.38;38.64;14.67;0.03;0.16;75.66;1.74;176.11;1.03;36.68;128.43;99.10;96.79;0.11;;;-4806;14596;33735;30201.0;77803;-5.109;32.094650032000004;156335.0;0.7454849196315696;0.2980887310148273;0.03469404817655439;0.17099442803135542;94.5716276629022;1.74;176.11;1.03;99.07147747971284;0.01619687422340998;0.16042404229745613;0.009179514223687872;0.29849451136490573;0.6870555150653683;0.008630087566777246;0.0560474093944934;0.009179514223688139;0.2664790197645778;0.6870555150653697;32047;53598;
2863;380;8618;1;47;16740;0.6967497368400296;6.343111037713333;13.036733923526976;3.74;0.38;38.79;28.42;0.01;0.21;75.44;1.71;176.33;0.55;41.05;120.78;49.67;96.51;0.15;;;-4168;7349;40762;32098.0;85465;-14.139;19.61148102;165674.0;0.687526552808225;0.24413899665454558;0.007788981012595904;0.2239439678994061;94.29875678118927;1.71;176.33;0.55;49.66846235860671;0.005429852260621899;0.20096506566105538;0.01479436624558049;0.2599098201048009;0.21565063256797093;0.0028840702354316493;0.07285751973808716;0.014794366245580693;0.2431394394530993;0.21565063256797362;36751;54072;
