PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfEVCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;
KWe;KWe;KWe;KWth;KWth;KWth;GWh;1000 units;1000 units;1000 units;KWe;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Kt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
32995;4436;8526;1417;135;9442;52.7309661176476;16.68414275805967;1.6262360087151215;1.069466194465516;2127;43.10;3.92;32.35;3.55;4.607902045474122;6.38;0.61;42.55;19.99;174.44;41.56;22.37;174.83;135.62;67.46;0.61;;;-14942;8093;31060;26928.0;45110;-16.146;111191.0;0.9893142025786384;0.2966859278836611;7.511093903234532;0.639202086453996;53.188402922510896;19.99;174.44;41.56;130.64184303843464;5.411674128751673;0.02735050930347833;8.321764347617474;7.397636466547743;31.57254066542723;2.1553229342638027;0.02735050930347896;7.0391542071046045;4.766419298407902;27.57296459397799;
25665;2810;8295;259;479;12932;47.43727719780697;15.003870406397905;4.2887471181953245;0.0872274366470807;174;33.52;2.39;36.53;9.35;0.3758281335376119;1.17;2.16;58.28;12.66;169.7;25.92;24.78;161.87;118.39;64.91;1.55;;;-13435;6981;32225;27486.0;45296;-15.260;111988.0;0.8917395251063017;0.2953641713229352;1.3724099347926413;2.272555674396404;72.84650087155835;12.66;169.7;25.92;117.48480644321752;1.0214708528143304;1.506535662408286;35.161448415730206;5.892483691482518;3.8553385753716314;0.39790985083735125;0.6887730235862181;17.583268241988957;3.396335853941239;3.8553385753717024;
32685;9978;7983;623;598;6694;39.01404321076952;18.520828975611444;0.21463710861855367;0.6443788770103142;1282;42.69;10.39;32.66;0.47;2.77637082948664;2.81;2.69;30.17;44.97;163.34;29.58;18.10;181.87;147.51;87.47;2.70;;;-16049;9701;29188;26241.0;42571;-16.435;107701.0;1.0173483923483924;0.29538360012932197;3.3007739761656825;2.8351159084091444;37.709089371443646;44.97;163.34;29.58;145.02364712773027;1.1008363069192335;0.12900207851028828;18.105344679888514;4.629644866780081;15.049215278671403;0.6907969902547599;0.12900207851028656;9.08239321028974;4.629644866780179;15.049215278671621;
4407;9405;7907;20;712;8101;41.112980756580896;18.74387824630186;0.6202825937488023;0.015684121189648414;32;5.76;9.99;31.70;1.35;0.06757660455771916;0.09;3.21;36.51;42.38;161.78;32.07;23.55;153.72;146.85;91.35;3.25;;;-12757;13083;27891;25752.0;40717;-4.954;107443.0;0.9022292345276874;0.30972163088895516;0.1079130026594438;3.3785153676324495;45.63505615436911;42.38;161.78;32.07;146.77018983201745;0.055818158229703506;0.12654387384802224;19.378260312950438;3.613172460284728;17.939185951268;0.027461051073933793;0.12654387384802362;10.42238994397642;3.6131724602847926;17.875839949578364;
3099;115;10171;592;471;6780;23.854553327443124;0.4329745580087278;18.50813670519602;0.43873369803556045;873;4.05;0.08;45.53;40.35;1.8903280113560157;2.67;2.12;30.56;0.52;208.1;11.83;48.58;111.84;6.10;26.56;2.05;;;-6200;-4102;47581;32995.0;55863;-19.699;132337.0;0.6434559383899563;0.21934449945478188;3.141057420364749;2.235749371938296;38.195072569366694;0.52;208.1;11.83;3.390320681575741;0.3828128656329362;0.1795541950245713;21.022977681339178;0.8825920811558255;1.3866165042906131;0.36475422540785;0.17955419502457914;9.697987979139533;0.19849593451462705;1.3866165042906393;
33372;4436;8526;1532;728;8734;16.032502208617757;16.68414275805967;1.5584371161834067;1.137265086997231;2262;43.59;4.49;38.31;3.40;4.900020353836269;6.9;3.28;39.36;19.99;174.44;11.67;22.90;170.21;136.04;67.83;3.37;;;-14437;8872;31019;27742.0;42723;-13.699;110356.0;0.9413571219654869;0.31255801569736674;8.121341221806478;3.454255949627079;49.19713868401016;19.99;174.44;11.67;130.64184303843464;5.7152006647047795;0.07568778631629132;7.121349971270943;2.631905651192551;0.4883581351331918;2.3175831683919266;0.0756877863162908;6.220148487785869;2.5638907776209563;0.4883581351332004;
10943;4208;8576;2334;3968;4692;31.626111003396908;16.68414275805967;2.5806001707285953;0.11510203245204258;229;14.29;3.43;38.54;5.63;0.4959286170228706;10.52;17.88;21.14;18.96;175.46;16.22;27.66;148.12;139.43;38.37;18.35;;;-11805;11928;30013;27282.0;42137;-0.507;111360.0;0.8467244701348748;0.36360524151874574;12.374145169828585;18.821878529911018;26.4294826751495;18.96;175.46;16.22;130.64184303843464;5.769161127307149;0.4439127581066371;13.838956922616951;11.082846994526411;0.49123320083975686;3.047437931910538;0.4439127581066435;6.587786350164366;5.645615298079351;0.4912332008397677;
24119;12132;8685;210;1052;1313;48.1375056247634;7.127618438111598;12.2413672975579;0.010859225570810538;22;31.50;13.33;32.01;26.69;0.04678805929439428;0.95;4.74;5.91;54.67;177.7;37.43;25.86;159.50;56.61;83.53;4.92;;;-13096;-989;41438;29107.0;52824;-29.842;122380.0;0.8344663035159592;0.19305229748182987;1.1134586964751894;4.989423507108632;7.393626679247601;54.67;177.7;37.43;55.81139065594524;0.49273285232170816;0.0696192678123981;3.6304481256315597;2.939653531364283;41.00505184763345;0.268323827186888;0.06961926781240046;1.7962724673629695;2.939653531364321;32.356217470422806;
4230;12403;8074;601;278;4200;24.449250184468706;0.08400113020534498;16.21181360596809;3.0840302250668747;6133;5.53;12.60;36.30;35.34;13.287852627723137;2.71;1.25;18.93;55.89;165.19;14.57;39.86;115.96;2.72;90.04;1.26;;;-7457;-3445;49940;33147.0;57722;-25.169;137364.0;0.6628663802271664;0.1568311921836915;3.186457137713458;1.3186963147281132;23.658982318675832;55.89;165.19;14.57;0.6577540498469129;2.774854024753772;0.05290349785886359;14.086005235569624;7.132987843132668;0.40249958315377915;0.9533342024008693;0.05290349785886474;6.167505638067569;6.9923318164300134;0.4024995831537912;
3168;3092;8285;69;1130;12231;38.92581217388125;2.117314835955952;16.68804945076095;0.5744806745234045;1143;4.14;2.94;37.23;36.38;2.47520743425154;0.31;5.09;55.12;13.93;169.52;20.37;41.16;118.86;16.92;65.03;4.92;;;-7614;-2186;46087;31490.0;55227;-21.190;130618.0;0.675075936550793;0.20701803591617368;0.36630930000335354;5.35811465790968;68.90049680124308;13.93;169.52;20.37;16.57921035998589;0.01997216120965054;0.4186541481428812;34.86989365013139;3.135407496219954;0.48188471817737333;0.019972161209651007;0.418654148142881;16.952419851200638;2.5000227397690953;0.4818847181773756;
59911;10138;7865;443;373;7477;27.868981925524608;2.9260438350117046;16.002053675056448;0.45174745117215676;899;78.25;10.66;35.16;34.89;1.9463990681203545;2.0;1.68;33.7;45.69;160.91;16.45;26.53;190.34;24.79;91.80;1.74;;;-16054;-8627;47119;30929.0;56987;-49.340;126408.0;0.928859002912455;0.15162395594902517;2.3470852492937313;1.7711038228807539;42.12045083180495;45.69;160.91;16.45;22.91180104129215;0.548819934280477;0.027137579465571115;21.714475284181567;4.283313012478299;1.2952361151186944;0.40225578449957833;0.027137579465572045;10.438664744460375;4.283313012478352;1.2952361151187126;
54682;7386;8405;110;6477;2003;8.824250362547243;19.03094088965693;0.2533190732555301;0.09558499832785006;191;71.42;8.26;37.55;0.55;0.41183752379537475;0.49;29.19;9.03;33.29;171.97;6.40;17.33;205.91;149.49;56.56;29.71;;;-18481;8278;28750;26475.0;40952;-18.924;104455.0;1.1077258968888006;0.3509887014187568;0.582065478195936;30.725946250469082;11.285761532657403;33.29;171.97;6.40;149.01797644828065;0.12743049838429293;0.9665807193497465;5.020772629441647;1.2360818056367573;1.4733847097347983;0.09555948647594487;0.9665807193497635;2.631708271943792;1.2360818056367642;1.4733847097348416;
65511;12231;8935;601;138;604;10.759717456689135;18.779068436027117;0.545288080099579;0.05548844511361483;111;85.57;14.09;38.87;1.19;0.23907751461652088;2.71;0.62;2.72;55.12;182.8;8.62;15.99;222.84;149.17;85.29;0.47;;;-20271;5484;29585;26699.0;42229;-31.252;103997.0;1.173669467787115;0.28799864084345933;3.1884504340541144;0.6543371137942202;3.402473920072413;55.12;182.8;8.62;147.04573957462313;2.1989794294721223;0.30557976817675214;1.4988076221384592;0.41806544367805554;6.338285193223746;0.9054970500869902;0.17097341957446885;0.7895969243654275;0.4180654436780626;6.338285193223936;
54929;2995;9383;727;200;7616;37.378468791426435;3.893388184768591;15.262479559290801;0.22397721718091634;446;71.75;2.73;40.97;33.27;0.9650282379456961;3.28;0.9;34.32;13.5;191.98;20.79;31.42;177.93;33.64;44.83;0.95;;;-14357;-7490;45318;31305.0;56297;-41.194;125430.0;0.8808431859300712;0.1928853472866202;3.8544182450739144;0.9472775517339471;42.899229627818514;13.5;191.98;20.79;30.486397503193498;0.7487720053069438;4.0389819399537806E-4;26.50473801428862;4.13203969148066;5.992515182156215;0.593500439419975;4.038981939953804E-4;11.309842352853668;2.890550972628403;5.99251518215638;
51549;10412;9437;642;76;165;5.662202820720868;17.649744887707357;0.6007765252131937;1.1293235483197552;2246;67.33;12.06;41.86;1.31;4.865803440290498;2.89;0.34;0.74;46.92;193.07;4.34;19.32;196.54;140.51;71.64;0.26;;;-17367;6540;30740;27925.0;42638;-23.419;107843.0;1.0448209099709582;0.28893365623353795;3.4044398782915195;0.36275708187195066;0.9274517040501875;46.92;193.07;4.34;138.20279739421494;2.0909432634354292;0.16940996108279277;0.2596653324753086;0.11099885624559207;3.0311854074817455;0.9330710381814059;0.09424498627320582;0.1712982760578769;0.11099885624559314;3.0311854074817672;
35509;7591;8279;19;1504;7437;45.84624366584455;13.836489600613731;5.177324621125633;0.3660307395009448;728;46.38;8.48;30.98;11.29;1.5770800442137707;0.09;6.78;33.52;34.21;169.38;37.57;21.46;179.49;108.41;83.43;6.24;;;-15487;4487;34193;27226.0;47129;-24.157;113035.0;0.9769081186193487;0.25929786974444513;0.10317985585788199;7.135003286288684;41.89479546897955;34.21;169.38;37.57;108.3438645196857;0.0876207351067794;0.8715871322900197;9.04194402889838;1.288339431678277;34.55675233787109;0.03133598343327138;0.8532765863713261;6.675922539327498;1.2883394316782855;28.7190943273225;
47938;10961;7880;405;656;6342;24.373984617865112;7.352038583873051E-5;17.806161754237188;1.5736096866172795;3130;62.62;11.37;35.50;38.82;6.780054695759211;1.82;2.96;28.58;49.39;161.22;14.81;30.06;168.13;1.44;91.76;2.85;;;-13531;-9530;56652;32347.0;69253;-46.483;148722.0;0.8336067297581493;0.12641758671015535;2.146226333853805;3.1109686354692907;35.72574158421388;49.39;161.22;14.81;5.756866772330116E-4;1.3773902850737885;0.24542515968002274;17.448919135683163;5.265654389664778;0.036595647763358434;0.5961025425984371;0.24542515968002876;8.664822314833406;5.261167634408895;0.03659564776335905;
39215;10706;7965;201;831;6240;56.86927808924631;12.699930710123184;4.531246716475046;2.1486675346420796;4273;51.22;11.76;29.59;9.88;9.257748939758864;0.91;3.74;28.12;48.25;162.95;40.78;21.34;179.92;100.14;93.70;3.15;;;-15540;3373;36506;28217.0;49966;-27.177;118062.0;0.9919172005914243;0.23559112357968323;1.0677124144115748;3.9411373686508884;35.15085650763331;48.25;162.95;40.78;99.44426743947756;0.8923003610036271;1.0161632940379535;17.04916167262697;2.5922797487498808;35.31937301282788;0.3173098607475431;0.7479514887403919;8.501111240862537;2.592279748749899;28.619056864976073;
4017;10819;7891;105;498;6893;23.48753114207083;0.1852806136691499;18.651843677525832;0.5427206700453233;1080;5.25;12.05;35.43;40.66;2.3383662789572797;0.47;2.24;31.06;48.76;161.44;12.83;37.32;122.93;1.82;97.94;1.62;;;-8390;-4181;48705;31792.0;56306;-28.609;132622.0;0.6690464261857048;0.1498894053884999;0.55507672390401;2.360970496522283;38.829195453574165;48.76;161.44;12.83;1.4508027892135444;0.431912169206884;1.5090215643068794;19.00844611512873;1.9657817375785958;0.5723695558497399;0.16167057962307013;0.7055229993006724;9.425903583588894;1.9657817375786124;0.5723695558497469;
37376;7938;7766;824;1063;9053;32.690117875389106;17.496370787601702;1.6689203096314331;0.21455386400717413;427;48.82;9.09;33.92;3.64;0.9244267784613104;3.72;4.79;40.8;35.77;158.89;19.11;18.40;185.08;140.45;88.79;4.63;;;-16334;8544;30148;26492.0;42956;-18.920;108140.0;1.012388676053535;0.29708436403435445;4.371188427391756;5.043625566833463;50.997781877292745;35.77;158.89;19.11;137.0018321781576;1.1040246983740665;0.3946502828211522;25.80949794286117;0.48003340699802033;4.901911544334697;0.7825031561084344;0.39465028282115977;12.547983570317827;0.48003340699802954;4.901911544334752;
27969;11993;8716;3;855;1717;43.028372972858;12.591926462839474;6.058212397916273;0.7297061004845613;1452;36.53;13.65;32.27;13.21;3.144011704547781;0.01;3.85;7.74;54.05;178.32;34.55;22.20;170.23;98.61;88.07;3.91;;;-14507;4010;35758;27923.0;48152;-23.808;115843.0;0.9211143554640753;0.23599746957868623;0.01599894917670414;4.054292361729677;9.670145895889751;54.05;178.32;34.55;98.59856178197194;0.011600202478583864;0.14013441669094773;2.0663290871756446;1.0384798318483217;39.771829434664504;0.003602970326951431;0.14013441669095003;1.5324123311006987;1.0384798318483277;31.834998397459934;
54933;1324;9163;242;1021;9949;24.133987650827642;18.748730317629935;0.5260824587822315;0.10503218482814414;209;71.75;0.98;40.30;1.15;0.4525416715505418;1.09;4.6;44.83;5.97;187.48;15.81;20.89;199.13;147.79;50.75;4.80;;;-17467;7040;28691;26919.0;42043;-20.905;104693.0;1.0738969152674736;0.33121305857507843;1.2817754070461553;4.843283459372659;56.04313369808655;5.97;187.48;15.81;146.80818300613768;0.3908138053562837;0.04126288439081596;11.88139538843449;7.316879918043459;4.503635654602594;0.25538399600929707;0.04126288439081692;8.83857742555544;2.172268145350669;4.503635654602638;
66155;1805;8946;797;62;10857;35.551157591014174;8.796433238988456;9.548828657877996;1.0345830643738565;2058;86.41;1.52;39.60;20.82;4.457604591161198;3.59;0.28;48.93;8.13;183.04;20.53;27.06;196.12;72.29;52.27;0.20;;;-16568;-3661;40463;30113.0;52613;-38.802;119528.0;0.9970069242796517;0.23713442132534082;4.225068025664335;0.2939428274900358;61.15892039543213;8.13;183.04;20.53;68.87871119125131;0.9066056946416361;0.19264715181678876;27.266845799044706;3.926558018803011;3.2585009267080327;0.6883230848467965;0.08886052294584035;14.274227336409805;2.2203314042000706;3.2585009267080354;
64372;11071;7854;383;691;6334;28.828165248050702;7.352038583873051E-5;19.092910491302955;0.286860949551514;571;84.08;11.51;32.88;41.62;1.2359690872376532;1.72;3.11;28.54;49.89;160.69;24.20;28.39;195.39;1.94;94.35;3.01;;;-16365;-12177;56597;31386.0;69835;-56.258;145641.0;0.9405287269364938;0.12083654356415269;2.029024796571797;3.278224689742325;35.68031757954744;49.89;160.69;24.20;5.756866772330116E-4;0.07315437577298729;0.25058823003088093;11.867139199040247;5.19759065082666;11.439692792379928;0.07315437577298758;0.2505882300308859;7.235741581286638;5.197383622074869;11.439692792380379;
33528;7345;8628;401;815;6405;47.14982276125437;0.12767439712509818;19.107120955422307;0.1450496086929049;289;43.79;6.32;35.90;41.66;0.62496074401425;1.81;3.67;28.87;33.1;176.53;31.45;33.49;152.77;3.10;62.00;3.55;;;-11690;-8553;49207;31680.0;59237;-39.446;131571.0;0.7728951408772149;0.14783710958945562;2.1279673245783703;3.8642830119638423;36.082313039089776;33.1;176.53;31.45;0.9997288318086563;0.025313826797703387;0.30239243593301285;18.921933228799283;14.34803582453111;13.552147445193267;0.02531382679770398;0.3023924359330173;9.000737735765236;8.570387358791434;13.552147445193668;
39905;10361;7979;533;375;6644;41.705973891505934;0.1116234754926861;16.584464076395104;2.683757409352519;5337;52.12;11.45;32.17;36.16;11.563237173936264;2.4;1.69;29.94;46.69;163.24;29.87;31.57;158.76;2.69;93.24;1.43;;;-12465;-8322;50632;32407.0;60386;-42.706;135103.0;0.8212374870555746;0.12718322502643714;2.8261584127859454;1.7807166914084216;37.42586620599674;46.69;163.24;29.87;0.87404530015038;2.7374637113005753;0.44717986730124326;19.076400814568313;2.2363210231095567;17.208608475226242;0.8620253485281169;0.33288596529877257;9.234057479594647;2.236321023109612;17.201500411794903;
47938;1621;9937;674;170;6559;38.03756223345941;7.352038583873051E-5;19.155958860457968;0.22381258039649984;446;62.62;1.16;43.89;41.76;0.9643188838963592;3.04;0.77;29.56;7.31;203.3;16.93;37.42;161.81;2.34;32.55;0.74;;;-12190;-10516;55450;32801.0;69442;-41.974;147177.0;0.799863497671431;0.16575405356062128;3.574998916253776;0.805540802206835;36.94536626741307;7.31;203.3;16.93;5.756866772330116E-4;2.8338161004748406;0.06376681912311495;18.09959445317859;12.997509320706081;4.042875539976784;1.0488983214032164;0.06376681912311506;8.972541087365354;2.8083780338675006;4.042875539976907;
46928;2810;8295;263;475;12932;41.65454887870875;15.003870406397905;4.2887471181953245;0.0872274366470807;174;61.30;3.21;36.59;9.35;0.3758281335376119;1.18;2.14;58.28;12.66;169.7;22.51;21.82;187.45;118.43;69.67;1.54;;;-16232;4375;32791;27494.0;46018;-25.059;110678.0;0.9995223766537707;0.28468662921533855;1.391735611222495;2.2552642796960094;72.84650087155835;12.66;169.7;22.51;117.48480644321752;0.8172819308491892;1.4960443905185004;35.55244635077661;0.19044163842963183;3.5983345681348187;0.37536096724373985;0.6829444040064189;17.66326509615604;0.19044163842963507;3.5983345681349053;
64504;6733;7891;786;2158;8636;51.01000356838373;0.1391969880716679;18.951025219853715;0.28962275331492476;576;84.25;6.31;33.01;41.32;1.2478685949326849;3.54;9.73;38.92;30.34;161.44;33.03;30.19;192.31;4.49;70.86;7.03;;;-15888;-11949;50103;31367.0;60977;-53.084;130498.0;0.9358176312247645;0.14476806326348685;4.166231172148688;10.2379931778861;48.647715333056304;30.34;161.44;33.03;1.0899541756975812;0.8273876035356026;6.45170566800358;24.48104354915572;7.693681493963589;11.556185253725241;0.6494208347671443;3.046779338911232;11.942859453504548;5.831045700369236;11.556185253725728;
47299;5952;7848;11;874;11672;48.953451089523085;0.016534915392221544;19.21877061596349;0.14453942988459687;288;61.78;5.64;34.71;41.90;0.622762587600774;0.05;3.94;52.6;26.82;160.56;25.35;31.41;168.95;0.18;77.45;3.86;;;-13478;-10155;49662;31555.0;59937;-46.432;130999.0;0.8346942176303948;0.13754813310701292;0.058242320474669124;4.145586358880755;65.7501761646657;26.82;160.56;25.35;0.12947334799571236;0.00911491197768751;0.2756585659202671;39.405886878553076;6.30289404163779;2.9598966914342615;0.007936729987474878;0.27565856592027027;17.17379483626804;4.936029115155597;2.9598966914343294;
20998;4663;9331;731;199;6180;32.44028629604959;4.117365401949507;15.11373265704897;0.14874690224183143;296;27.43;3.91;40.74;32.95;0.6408909029991549;3.3;0.9;27.85;21.01;190.91;20.92;35.12;139.48;35.17;47.90;0.53;;;-10227;-3039;44225;31175.0;54432;-26.384;126793.0;0.736336032388664;0.20580678510586786;3.8766241223289892;0.946023568947946;34.81337039968164;21.01;190.91;20.92;32.24020630688523;1.2654953757050962;5.64803575728624E-5;14.722072917652929;10.49341587406904;5.959245648264956;0.8021377148816932;5.648035757286302E-5;7.935568942962914;5.830332762182667;5.959245648264982;
35509;2861;8932;26;1176;9525;43.923885597889125;14.11695989823502;5.254684043678343;0.008201019326948411;17;46.38;2.48;38.43;11.46;0.035334911872089925;0.12;5.3;42.93;12.9;182.73;26.27;24.57;171.07;110.63;52.06;3.71;;;-14357;4547;33406;27950.0;46456;-20.116;112359.0;0.9171198199887491;0.28727380095209687;0.13702867591092438;5.577643132568762;53.656652880479186;12.9;182.73;26.27;110.54003109114967;0.08923588101966656;4.312424558080412;25.966821697293575;5.314898187154152;8.240505274341324;0.039088776514887236;1.772168183784501;12.9657622438684;3.25525889830778;8.240505274341395;
51158;6144;9851;34;819;2417;15.337794636840165;2.765347942777673;16.43772458901645;0.1767724294461831;352;66.82;6.13;43.51;35.84;0.7616416895118245;0.16;3.69;10.89;27.69;201.54;11.51;32.07;172.22;21.78;45.50;3.66;;;-13735;-8429;46569;31938.0;55889;-41.615;125967.0;0.8414614053875936;0.17682791231263134;0.18252018158457375;3.8857653268152283;13.617809901017619;27.69;201.54;11.51;21.653503996332013;0.09348825953489319;0.21447373529649816;6.897167267983428;4.121474330468165;4.011191043557181;0.04763421151001651;0.21447373529650418;3.3508026597572598;3.882318546663465;4.011191043557226;
39986;2511;10252;611;2560;1914;29.480414276295882;2.802999725884622;16.385203133099456;0.1916421022562268;382;52.23;2.31;41.93;35.72;0.8257091617811788;2.75;11.54;8.63;11.31;209.74;25.48;35.37;158.72;24.50;21.05;11.62;;;-12088;-6762;46014;31727.0;56094;-33.491;127073.0;0.8050854488136718;0.2105262904428523;3.2386894169148017;12.14443846618997;10.781663004977752;11.31;209.74;25.48;21.948328753594353;0.8260516717231201;0.4935762488999472;5.498141686740596;3.262861617043158;19.39978305188906;0.582482727368814;0.49357624889995044;2.661560048824072;2.340787014879034;19.39978305188908;
7985;10983;7896;665;533;6110;26.55604224633963;0.12030538791518804;18.330070657565457;0.9294689157596623;1849;10.43;12.73;35.54;39.96;4.004709770442081;3.0;2.4;27.53;49.49;161.54;10.78;36.38;126.20;3.26;97.68;2.33;;;-8802;-4336;49057;32009.0;56956;-29.525;133686.0;0.6804503411040891;0.14946143869367548;3.527943129654721;2.5283155846816063;34.41646918581007;49.49;161.54;10.78;0.9420272789922969;2.725129777286244;0.1904211032091283;23.378967547462434;0.06313854496243833;0.19838527341938497;1.0293594106026998;0.19042110320913108;9.302901287851396;0.06313854496243988;0.1983852734193844;
33528;10760;7864;615;606;6455;35.15530880971085;7.352038583873051E-5;17.034699747580564;2.3450716932739026;4664;43.79;11.33;32.89;37.14;10.103975897639938;2.77;2.73;29.09;48.49;160.89;25.74;31.92;150.93;2.53;91.94;2.66;;;-11663;-7507;56584;32371.0;69546;-39.685;150994.0;0.783217681829864;0.13171374502056954;3.261572630396641;2.8763409130137356;36.35976488690578;48.49;160.89;25.74;5.756866772330116E-4;0.9274093420139514;0.20914916265651978;17.97259009081971;4.49802048526956;11.548139728951108;0.6244453935964169;0.20914916265652508;8.862233305673843;4.498020485269629;11.548139728951243;
14759;9658;7923;4;2269;6236;20.558374943980883;9.758810434373258;9.34519097103404;0.2758435558330114;549;19.28;10.55;35.46;20.37;1.188499544662113;0.02;10.22;28.1;43.52;162.1;12.43;27.05;147.02;76.43;86.70;10.40;;;-11756;3840;38202;28933.0;47997;-18.743;118972.0;0.793897655751163;0.2449337880332643;0.020586352890110775;10.762991944861666;35.1274748006462;43.52;162.1;12.43;76.41441334427293;0.009689881184032426;0.3439904028293904;16.514480183693077;2.566607424668329;1.123607051606056;0.0054703129008409615;0.34399040282939086;8.386118555961643;2.5666074246683057;1.1236070516060677;
47931;10557;7819;204;703;7174;22.89314808111722;0.14487766178904063;16.68804945076095;2.546917848690316;5065;62.61;11.78;35.18;36.38;10.973650242867095;0.92;3.17;32.33;47.57;159.98;12.44;30.58;166.14;1.83;97.51;3.06;;;-13285;-8988;50738;32728.0;59444;-45.477;133922.0;0.8371420060428102;0.12770649392383798;1.0815230829487374;3.334458903801393;40.41389120069503;47.57;159.98;12.44;1.134435555106725;1.014428393437369;0.2605366142786169;19.524979603318666;1.839087137319316;0.25411633276324996;0.3283419312254897;0.2605366142786261;9.758117690780601;1.8390871373193318;0.25411633276325435;
47769;10333;7975;272;612;6714;28.43238272946616;18.74425009700152;0.6223181523438975;0.013276711894895663;27;62.39;11.47;33.97;1.36;0.05720404087034745;1.23;2.76;30.25;46.56;163.17;20.35;16.11;202.15;147.72;94.55;2.51;;;-18231;7813;29095;26045.0;42194;-24.069;105147.0;1.0981082712819479;0.29089688010648806;1.4438635967185947;2.9013918427639216;37.8182414586296;46.56;163.17;20.35;146.773101534551;1.1485012403289403;0.3814472986888216;15.95356637719231;2.015984053849568;8.932883759406518;0.42454097843248695;0.3672550880479503;8.610237276315363;2.0159840538496154;8.93288375940659;
23786;10361;7979;214;695;6644;48.82753867702229;0.0060778047979622345;16.442045046914973;2.93172210952737;5830;31.07;9.58;32.45;35.85;12.631617881109626;0.96;3.13;29.94;46.69;163.24;35.40;34.70;137.56;0.79;82.51;2.63;;;-10080;-6555;50427;32591.0;60225;-34.602;136688.0;0.7433651232037284;0.13896141361539477;1.1333366253224193;3.2953467117705237;37.4258205076809;46.69;163.24;35.40;0.04759103490948369;0.9403832949902499;0.854197879817067;18.08608357019982;13.031474128866495;15.915399803148661;0.3346751922602063;0.6275498013729732;9.037672054715303;9.48221096988893;15.915399803149183;
3168;6053;9150;444;417;5683;22.061996355702043;0.17669836759261234;19.12719538002426;0.07595121362343724;152;4.14;6.65;41.17;41.70;0.3272433990179417;2.0;1.88;25.61;27.28;187.2;10.53;42.58;117.62;3.54;60.54;1.81;;;-7354;-4331;48138;32324.0;55949;-24.476;132080.0;0.6504263093788063;0.181163856714747;2.3521639969529478;1.976990185814978;32.01444621622015;27.28;187.2;10.53;1.3836012277604326;0.16619867066466495;0.15705929301824167;19.998374966627953;1.4663578961828418;0.274005529208341;0.1661986706646674;0.15705929301824567;8.467032433565794;1.4663578961828858;0.2740055292083409;
53168;13128;8378;269;338;2366;15.610623890893795;3.0069487469604206;15.63975840335116;0.733137810928729;1458;69.45;14.35;36.85;34.10;3.1587975721675217;1.21;1.52;10.66;59.16;171.41;11.59;26.47;182.62;24.57;93.63;1.18;;;-15303;-7877;47092;31263.0;56147;-46.878;126625.0;0.8920983019028927;0.1454621281448044;1.4273334751222642;1.6015630658711248;13.32749562426689;59.16;171.41;11.59;23.54531077332418;0.6370502188687053;0.6666933032752096;6.734101504580738;3.4564148326080883;4.116364031561054;0.3441381542456919;0.395906343042352;3.276684715677526;3.4564148326081123;4.116364031561099;
25665;3143;8295;259;478;12599;49.78515641140878;15.003870406397905;4.2887471181953245;0.0872274366470807;174;33.52;2.53;36.53;9.35;0.3758281335376119;1.17;2.16;56.78;14.17;169.7;26.48;24.71;161.94;118.42;64.32;1.55;;;-13449;6948;32251;27486.0;45471;-15.302;112156.0;0.8917395251063017;0.2950151855899341;1.3731145139633845;2.269071470483087;70.97376562536124;14.17;169.7;26.48;117.48480644321752;0.804020434752296;1.5042258939349968;34.785624476653524;8.835947030696332;3.8553385753716314;0.3711514307451173;0.6884060833402502;17.238691987754;4.333027994116825;3.8553385753717024;
