PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfEVCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;
KWe;KWe;KWe;KWth;KWth;KWth;GWh;1000 units;1000 units;1000 units;KWe;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Kt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
35174;10908;7891;401;384;6619;33.86593858203807;13.010102203870563;6.217573051034908;0.15216970633483862;303;45.94;11.71;33.01;13.55;0.6556383967142857;1.81;1.73;29.83;49.16;161.44;24.54;20.31;178.09;103.91;94.84;1.71;;;-15462;3959;35213;27624.0;47066;-26.194;113862.0;0.9448068955664556;0.2433757445976073;2.1279673245783703;1.823709758352389;37.28803233659798;49.16;161.44;24.54;101.87300328696766;0.0812373366733813;0.10475450746712274;18.411757437475014;3.6802483946624625;11.587940905760089;0.08123733667338336;0.10475450746712386;9.084051350659678;3.6802483946624855;11.587940905760107;
2395;8884;8076;858;408;7324;42.508575995017786;3.893388184768591;15.259082753027583;0.22737402344413668;453;3.13;8.18;35.09;33.27;0.9796637174114072;3.87;1.84;33.0;40.03;165.23;25.84;36.02;125.21;33.52;76.43;1.93;;;-8741;-590;44336;30539.0;53982;-21.330;128267.0;0.695586522283101;0.20064552858098195;4.55073147103234;1.9346090738536341;41.25423998285511;40.03;165.23;25.84;30.486397503193498;3.144242958753429;0.0017198715862146528;21.873412471016287;11.571377455964424;5.917823237697427;1.2935204534111733;0.0017198715862146827;10.331955463890846;8.294297775708133;5.917823237697409;
54555;9094;8284;195;596;6644;18.74917006253376;16.949288266794518;0.6420779571406047;1.7884787373051867;3557;71.26;9.45;36.27;1.40;7.705839487553127;0.88;2.68;29.94;40.98;169.48;15.81;18.82;199.01;133.45;85.06;2.72;;;-17659;5888;31871;27709.0;44273;-25.820;109741.0;1.0831924415713574;0.28302181209037336;1.034107959560514;2.826190672705605;37.42921344834873;40.98;169.48;15.81;132.7180119154811;0.4844805402100881;0.09689652559577898;9.08646881856698;4.284119647080918;4.797204531079995;0.25535846511024;0.09689652559578203;6.3793443524260836;4.283479247014044;4.797204531080095;
51674;2652;9428;117;755;7809;68.64122564031508;13.187461146527061;5.760048692192886;0.4323351225203599;860;67.49;2.18;35.19;12.56;1.8627591088912225;0.53;3.4;35.19;11.95;192.9;47.80;24.46;191.43;103.67;43.67;3.07;;;-16364;1121;35061;27995.0;50037;-29.142;114214.0;1.0223032484136756;0.2680486331964213;0.6207175098376506;3.5827894946156826;43.98764709278075;11.95;192.9;47.80;103.26177701565085;0.5021998007715598;0.5246755440494778;20.738933912730687;6.672841940363315;40.20257444240004;0.1834990596500536;0.4881714939829318;10.51422466829333;3.489244425942223;33.12052627392031;
22147;9658;7923;4;2269;6236;20.967161202982414;9.758810434373258;9.34519097103404;0.2758435558330114;549;28.93;10.55;35.37;20.37;1.188499544662113;0.02;10.22;28.1;43.52;162.1;12.83;25.32;155.02;76.43;86.70;10.38;;;-12710;2884;38404;28922.0;48408;-22.093;118618.0;0.8228315919149518;0.23950405753253487;0.020586352890110775;10.762991944861666;35.1274748006462;43.52;162.1;12.83;76.41441334427293;0.009689881184032426;0.36380815069342365;16.514480183693077;2.566607424668329;1.5125755627435507;0.0054703129008409615;0.3638081506934281;8.386118555961643;2.5666074246683057;1.5125755627435558;
67078;8678;8044;668;5110;3160;26.596207948162778;0.4735690143714985;18.400839179409942;0.5054367674588651;1006;87.62;9.75;32.46;40.12;2.1777248562732665;3.01;23.03;14.24;39.11;164.58;24.92;29.26;198.67;6.61;73.40;19.49;;;-16602;-11361;49949;31304.0;59429;-52.484;129321.0;0.9657641625354856;0.16278380453704577;3.543543479218254;24.242166802151136;17.799717019216928;39.11;164.58;24.92;3.708187453233145;0.697405817095745;6.044728940128879;1.3862895488313403;1.2689918593790326;17.19879178272778;0.5493772566074195;4.515230972189891;1.3862895488313594;1.2689918593790799;17.196432558873457;
47447;10724;8293;162;710;4892;34.044569985742456;12.433673962075757;5.441543064347665;1.5046279348168883;2993;61.97;12.42;33.20;11.86;6.4828399199520454;0.73;3.2;22.05;48.33;169.67;26.59;21.10;189.24;97.93;92.27;2.70;;;-16477;2016;36699;28460.0;48895;-31.144;116070.0;1.008873327257902;0.23442297855375735;0.8580008539481969;3.3697449474981407;27.558447675366065;48.33;169.67;26.59;97.35939722524179;0.6222362272652688;0.8507580192828601;13.456315041911349;0.1066174942693818;19.008643203013595;0.24689776550651277;0.6320409648562212;6.683881230489769;0.1066174942693825;18.924186554923505;
41077;12328;8198;731;199;3659;15.199867038520646;0.3991465467216775;15.262479559290801;3.71821885522783;7394;53.65;13.60;36.67;33.27;16.02031775963463;3.3;0.9;16.49;55.55;167.73;9.71;31.64;154.87;5.68;94.86;0.95;;;-12076;-7454;50817;33408.0;59045;-40.642;135816.0;0.7992029823884818;0.13133912556252242;3.8766241223289892;0.946023568947946;20.610348612095923;55.55;167.73;9.71;3.125437204794751;2.889653925149728;4.033635234739031E-4;8.313231694951288;2.7598838500241287;1.2366942048720286;1.1230675003201311;4.0336352347390827E-4;4.59625078575712;2.759883850024106;1.2366942048720124;
32802;8329;7329;799;455;11283;56.4687751960643;19.02854275575703;0.21463710861855367;0.13666509686472486;272;42.85;8.01;30.44;0.47;0.5888352363513536;3.6;2.05;50.85;37.53;149.94;35.37;17.20;183.92;151.95;90.56;2.13;;;-16338;10157;28393;25563.0;42838;-16.383;106951.0;1.0348873108984253;0.3031329134078489;4.234166365595003;2.156068745898302;63.55818643938259;37.53;149.94;35.37;148.99919834040426;2.2003528173899327;0.02792086728997705;34.70937295178572;7.803207038294861;11.727921521303815;1.0919366276001765;0.0279208672899777;16.09211097534762;6.434807235565647;11.727921521303815;
12401;10670;7818;596;1292;6084;18.45107791151844;17.496370787601702;1.7353138146843168;0.14816035895429042;295;16.20;12.30;35.18;3.78;0.6383637225904557;2.69;5.82;27.42;48.08;159.96;9.54;21.96;158.20;140.10;96.10;5.62;;;-13352;11830;29578;26627.0;40847;-8.353;108882.0;0.8901625574386085;0.30351573881502975;3.1605108101971027;6.126863434849732;34.27256592148662;48.08;159.96;9.54;137.0018321781576;0.0506410391138102;0.47872002670160474;17.345023392890752;0.3226018069852734;0.2540916458270015;0.05064103911381039;0.47872002670160874;8.432891238889367;0.32260180698527385;0.254091645827009;
58603;5979;8177;686;698;9652;69.52904236402972;8.802808300781086;9.803134612167664;0.7739020482915575;1539;76.55;5.64;30.79;21.37;3.3344343652690047;3.09;3.14;43.5;26.94;167.29;47.67;24.17;197.27;71.39;71.05;2.36;;;-16963;-3306;40518;28832.0;54439;-39.987;120483.0;1.0271348392782595;0.21572293571820828;3.6360762532959168;3.3104147380455893;54.37348366947271;26.94;167.29;47.67;68.92862983760614;2.2354773971310213;1.6765694762684062;26.726130006039753;6.485623728913178;32.40524175567736;0.9976186798902249;0.8987845052413332;13.222210828885533;5.026579818802791;27.52255918783153;
53168;12625;8432;624;160;2445;17.087765888908866;0.3985381681160361;18.857228715400883;0.12407807772338707;247;69.45;13.62;36.23;41.11;0.5346028056789855;2.81;0.72;11.02;56.89;172.52;15.42;28.68;181.25;5.73;90.69;0.56;;;-14952;-10513;49704;31637.0;58272;-50.794;129100.0;0.8719109523611746;0.12283024081763999;3.309983981778409;0.7596077019424881;13.774586720462347;56.89;172.52;15.42;3.120673417798997;0.8508147123720071;0.3079493492464471;3.837601176988868;4.035858790681319;8.055541859620224;0.5979234646721567;0.18516801947827102;2.5400531988325166;4.035858790681338;8.05554185962047;
65961;10987;7895;674;521;6112;42.81808917615004;0.12030538791518804;18.60046034849933;0.6590792248257876;1311;86.16;12.30;32.43;40.55;2.8397087480843886;3.04;2.35;27.55;49.51;161.52;26.70;28.49;197.70;3.29;95.12;2.18;;;-16582;-12222;50558;31473.0;60930;-56.831;130739.0;0.9567700181887397;0.12062379468437752;3.575675310911935;2.4725024557810675;34.43203183379367;49.51;161.52;26.70;0.9420272789922969;2.762000096250708;0.28357586537076435;23.739805799397836;1.752894788497473;14.279812626633255;1.0431282240688304;0.27998413236081804;9.341587790723041;1.7528947884975574;14.279812626633435;
47938;11151;7838;124;937;6342;30.908749148632296;7.352038583873051E-5;19.155958860457968;0.22381258039649984;446;62.62;10.48;35.31;41.76;0.9643188838963592;0.56;4.22;28.58;50.25;160.36;18.82;29.17;171.45;0.43;86.52;4.07;;;-13944;-10213;56135;31678.0;69092;-47.952;146692.0;0.8341787941787941;0.12575048733642868;0.6572238374583619;4.443234026981004;35.72574158421388;50.25;160.36;18.82;5.756866772330116E-4;0.5139237017024789;0.35052793786942943;17.439455219437544;12.568441083219781;0.03640120640306492;0.19257292501536813;0.3505279378694366;8.662896979341507;9.581549931585808;0.03640120640306625;
56913;7585;7813;195;634;10255;22.803405436700917;17.251081632282265;2.0794528101873655;0.04931051877068003;99;74.34;8.16;34.21;4.53;0.21245930117535197;0.88;2.86;46.21;34.18;159.84;17.68;17.33;208.37;135.81;92.90;2.90;;;-18722;5497;30838;26522.0;43449;-28.883;106306.0;1.1163871988920213;0.286505101178429;1.034107959560514;3.0067230716896955;57.76586205107632;34.18;159.84;17.68;135.0811445052598;0.5008858559853754;0.10308611584104106;15.18278284923265;2.492302066616616;4.524348549025235;0.2590859492707451;0.10308611584104242;10.30580127061512;2.492302066616685;4.5243485490254;
33528;10906;7831;401;815;6460;34.31836196638649;7.352038583873051E-5;19.09158570913557;0.28818573171890016;574;43.79;11.50;32.76;41.62;1.2416770436840532;1.81;3.67;29.11;49.15;160.23;25.20;30.32;157.13;2.10;92.95;3.55;;;-12427;-8232;55762;31372.0;68583;-42.296;147485.0;0.7882343046970269;0.12855479359056562;2.1279673245783703;3.8642830119638423;36.39103928183444;49.15;160.23;25.20;5.756866772330116E-4;0.025313826797703387;0.30239243593301285;17.98804898837143;4.5018894010750135;11.500717314209329;0.02531382679770398;0.3023924359330173;8.868949030022874;4.501889401075124;11.500717314209377;
57934;6976;9804;71;779;1802;16.3292802413002;2.802042642312229;16.433942235036415;0.1438600838916636;287;75.67;7.27;42.72;35.83;0.6198355574556218;0.32;3.51;8.12;31.44;200.58;12.77;31.10;182.21;22.21;49.57;3.52;;;-14810;-9292;46756;31811.0;56298;-45.301;125573.0;0.8815191338127119;0.17174523427770547;0.3747600321758845;3.6949759008296703;10.153238932192576;31.44;200.58;12.77;21.940834502097445;0.17621596255663918;0.16982184110530002;6.137045021255096;3.2319043841094803;6.614293032273683;0.09286719764956115;0.16982184110530535;2.6584347449935755;3.2319043841094994;6.614293032273695;
67360;954;9972;853;6410;648;9.777313156191372;4.941781553366589;14.293307473797766;0.14475593407595252;288;87.98;1.10;44.05;31.16;0.6236954175596491;3.85;28.89;2.92;4.3;204.02;8.79;31.71;192.31;43.04;8.99;26.54;;;-15738;-7040;44245;31372.0;54147;-38.309;122724.0;0.9387361716392894;0.263194964982254;4.524841857487011;30.407644558250034;3.6502458260223003;4.3;204.02;8.79;38.695632097326396;0.15166766838702123;3.7688290748871904;1.7885390279876738;0.04127213980790758;4.02700524512158;0.15166766838702114;3.6786782471063426;0.8864526304154948;0.04127213980790776;4.027005245121587;
49061;10361;7979;534;375;6644;40.51466786797872;0.0060778047979622345;16.584464076395104;2.7893030800472425;5547;64.08;11.45;32.17;36.16;12.01799125069155;2.41;1.69;29.94;46.69;163.24;29.68;30.98;169.52;1.89;93.44;1.43;;;-13577;-9545;51038;32487.0;60924;-46.817;134904.0;0.8651190887124612;0.12390766404663435;2.830615305902179;1.7767289449360022;37.4258205076809;46.69;163.24;29.68;0.04759103490948369;2.348696132057728;0.4461784503173001;18.274866517895525;2.2363182924819243;17.208608475226242;0.8392854562671683;0.3324563050103774;9.076254843105852;2.236318292481976;17.201500411794903;
25294;4195;8622;16;94;10691;14.962202996369117;11.6492678990507;6.290051936575107;1.4405251256145015;2865;33.04;3.82;38.49;13.71;6.2066465562226405;0.07;0.42;48.18;18.91;176.39;12.65;28.33;152.16;91.28;74.19;0.33;;;-12136;4486;36477;29348.0;46840;-18.174;117151.0;0.8370356629411492;0.2622872742392491;0.08606688797007478;0.4436961582457758;60.22215501778909;18.91;176.39;12.65;91.21726242993671;0.03525551353355651;0.1720825042283132;7.225149432431612;5.876265850586706;1.6534496955889284;0.019502205334355073;0.10568430192782763;6.789474208803683;4.0844274598356165;1.6534496955889473;
1602;4651;8061;300;1093;11497;33.93190974855109;18.32728483446612;0.36998036740077245;0.6825797593734179;1358;2.09;4.67;36.02;0.81;2.9409631512363084;1.35;4.93;51.81;20.96;164.92;20.00;28.74;142.27;144.77;73.35;4.78;;;-11126;13809;28228;26754.0;40520;0.525;109311.0;0.8539398781583941;0.3407332684136454;1.5886358462039996;5.18716249919922;64.76639067447512;20.96;164.92;20.00;143.50813843932005;0.3819598993584746;0.3835684762358034;28.792622332989506;2.9695462142642395;1.4042128257030724;0.27630891371937133;0.3835684762358028;15.096265254569339;2.838969540739751;1.404212825703073;
12811;11970;8710;19;48;2555;54.43349129896535;3.213440383807446;15.688611839477957;0.4777927379549033;951;16.73;12.44;31.93;34.20;2.0586177907524963;0.09;0.22;11.52;53.94;178.21;42.16;31.70;139.53;25.23;83.61;0.16;;;-10568;-3506;45658;30437.0;56330;-30.305;128919.0;0.7459052099668931;0.15818660509007965;0.10291582525804137;0.22992978360756045;14.395240035064033;53.94;178.21;42.16;25.162202237327445;0.054093765241589674;0.16009032731887407;5.683930808678149;5.63587800013589;42.89949839759085;0.027111003962457678;0.07116442190071413;3.17841464971539;5.6351337858906465;33.24971295442477;
64259;5451;9008;15;691;7083;26.83001258453274;3.825925471313745;14.957689783821294;0.5962297061052663;1186;83.93;6.02;40.54;32.61;2.56891531172515;0.07;3.11;31.92;24.57;184.3;12.33;29.50;190.40;30.02;62.08;3.00;;;-15768;-8627;45945;31447.0;56371;-46.688;125136.0;0.9294953081410093;0.17931734109337563;0.08210598310087332;3.2759485140191047;39.90215889725975;24.57;184.3;12.33;29.95814421802802;0.04220059031584889;0.2601126240754282;25.04570066517094;1.2122432532738356;0.2697554516966855;0.021112690434391915;0.2601126240754333;10.567843980832185;1.2122432532738332;0.2697554516966885;
67750;1046;9951;853;6422;637;3.3222863571688745;4.428561799386826;14.687537173506106;0.26374598834737595;525;88.49;1.12;44.81;32.02;1.1363759653935042;3.84;28.94;2.87;4.72;203.6;2.33;32.17;190.98;39.02;9.03;29.67;;;-15563;-7244;44865;31676.0;54248;-38.127;123545.0;0.9287854823940729;0.2657792234354423;4.52288251812482;30.463007414975777;3.586584231732811;4.72;203.6;2.33;34.67696745773867;0.15160199350997536;0.7517098725939115;1.8835800204619155;0.38247414419111103;0.15292032641196085;0.15160199350997652;0.7517098725939028;0.89522796744574;0.38247414419111714;0.15292032641196202;
3099;9978;7974;248;816;6896;21.896667923889165;7.352038583873051E-5;19.155958860457968;0.22381258039649984;446;4.05;11.35;35.70;41.76;0.9643188838963592;1.12;3.68;31.08;44.96;163.14;11.94;38.02;122.22;1.11;93.72;3.54;;;-8252;-4176;54817;31728.0;66123;-27.919;148492.0;0.6651998837643739;0.15594823515873463;1.313164533482986;3.8712324812535575;38.84509881191438;44.96;163.14;11.94;5.756866772330116E-4;0.1970499160841005;0.31090069425887334;19.44437980828167;0.8976125530550253;1.0467249522094946;0.17412938040957182;0.31090069425887096;9.516514906649117;0.8976125530550275;1.0467249522094884;
3735;196;10140;590;284;7032;45.789035778233135;13.964820113604675;5.165439955329012;0.24958489230662326;497;4.88;0.13;42.12;11.26;1.075361466992317;2.66;1.28;31.69;0.88;207.46;27.69;35.85;133.59;111.53;27.81;1.09;;;-9578;8327;32584;28593.0;45258;-3.656;114762.0;0.7815137678151377;0.32248255047361574;3.1299285615081516;1.346217803522697;39.612202350808836;0.88;207.46;27.69;109.34873093555869;1.6177480966407953;0.32638571383485826;21.72496628363524;5.907841815732748;16.21209386838949;0.8051784283670946;0.2467894367642184;10.044227495864293;0.38401351607240436;16.212093868389726;
25687;10250;7882;692;467;6942;61.63600032697218;13.50450979518052;5.4150248476356335;0.4603103184241555;916;33.55;10.42;29.60;11.81;1.9832930379623164;3.12;2.11;31.29;46.19;161.27;43.60;21.37;168.83;108.21;88.02;2.15;;;-14451;5382;34552;27184.0;48075;-21.411;115193.0;0.9285295840656123;0.2500063292189574;3.6687104014532;2.216680527554039;39.107746193456265;46.19;161.27;43.60;105.74436304920202;2.360536436318121;0.06547760086629513;21.44830171161775;5.832606231651408;31.929078346518608;1.0217961810316982;0.06547760086629653;9.917044716756157;5.727221260387194;26.868970479034036;
10943;4861;8432;2334;3968;4692;22.926756827154037;16.68414275805967;2.5806001707285953;0.11510203245204258;229;14.29;5.25;37.89;5.63;0.4959286170228706;10.52;17.88;21.14;21.91;172.52;13.38;26.68;149.60;139.43;49.20;16.89;;;-12047;12005;30042;27198.0;41568;-1.654;110813.0;0.8517999516791496;0.35332296068914987;12.374145169828585;18.821878529911018;26.4294826751495;21.91;172.52;13.38;130.64184303843464;5.77651301588104;1.8343174744407946;13.312937386448366;1.5199891876258813;0.4829997627579575;3.049151837918153;1.8343174744408128;6.489998554881832;1.519989187625909;0.4829997627579663;
38350;8910;8016;20;5582;3232;28.405322719983836;18.74387824630186;0.6202825937488023;0.015684121189648414;32;50.09;9.97;32.13;1.35;0.06757660455771916;0.09;25.15;14.56;40.15;164.01;24.74;17.28;191.33;146.85;71.66;25.43;;;-17057;9591;28750;25808.0;41631;-15.506;105780.0;1.059418008227109;0.32913041699720313;0.1079130026594438;26.47859858784235;18.203707330369852;40.15;164.01;24.74;146.77018983201745;0.055818158229703506;0.9917682990207629;7.729938539253843;1.4412852649657242;18.186512458513803;0.027461051073933793;0.9917682990207818;4.156881918414206;1.4412852649657755;18.12228864980261;
23485;7750;9172;248;816;3684;23.122146988076004;7.352038583873051E-5;16.325110431980985;3.0546610088734862;6075;30.68;7.58;40.05;35.59;13.161312422832303;1.12;3.68;16.6;34.92;187.65;16.90;38.88;131.28;1.11;58.95;3.54;;;-9055;-6336;56317;33649.0;68628;-30.735;152258.0;0.7117580624921571;0.16119037986958837;1.313164533482986;3.8712324812535575;20.753501133626944;34.92;187.65;16.90;5.756866772330116E-4;0.1970499160841005;0.31090069425887334;10.525323076695251;6.280273161367837;5.808600139669942;0.17412938040957182;0.31090069425887096;5.109999306466506;5.499124579450375;5.808600139670014;
50109;11071;7854;383;693;6332;23.477735507212966;7.352038583873051E-5;19.092910491302955;0.286860949551514;571;65.45;11.51;35.32;41.62;1.2359690872376532;1.72;3.12;28.54;49.89;160.69;14.55;29.06;174.97;1.94;92.53;3.01;;;-14300;-10183;56197;31709.0;68738;-49.015;146461.0;0.8488164080376087;0.12496567477882926;2.0290315577905615;3.285505771287775;35.671664111417286;49.89;160.69;14.55;5.756866772330116E-4;0.0731546195416879;0.25710127606486466;17.613074017540836;5.196330090716727;0.33807550334885195;0.07315461954168823;0.2571012760648663;8.690715515189607;5.196163171973033;0.33807550334885994;
64651;10908;7891;401;384;6619;35.6129627035473;0.1391969880716679;18.571084597298707;0.6695633758699325;1332;84.45;11.27;33.01;40.49;2.8848807612731915;1.81;1.73;29.83;49.16;161.44;26.27;28.58;194.47;3.13;92.21;1.71;;;-16257;-12068;50486;31549.0;60367;-55.828;130334.0;0.941417296247837;0.12107989609952827;2.1279673245783703;1.823709758352389;37.28803233659798;49.16;161.44;26.27;1.0899541756975812;0.0767216455697643;0.10475450746712274;18.411757437475014;5.431788207275313;11.587940905760089;0.07672164556976564;0.10475450746712386;9.084051350659678;5.414334562142118;11.587940905760107;
25098;7540;8618;162;421;6888;23.036026109999153;11.6492678990507;6.290051936575107;1.4405251256145015;2865;32.78;7.79;36.33;13.71;6.2066465562226405;0.73;1.9;31.04;33.98;176.32;21.16;26.42;156.13;91.79;78.02;1.45;;;-12712;4215;36697;29064.0;47554;-19.830;117530.0;0.8551552911416124;0.24936450395051726;0.8592729475388377;1.9962405333138216;38.79817001543355;33.98;176.32;21.16;91.21726242993671;0.6231587703057871;0.915634269248332;6.37832513662466;3.7445465206813213;11.374361413139052;0.24698421580063626;0.5183496144050093;5.285210872817289;3.7334060505518134;11.374361413139052;
52993;13636;8245;46;1334;1686;19.380973621809304;13.85642267541425;5.267815668882562;0.25560661694349673;509;69.22;15.49;35.19;11.48;1.1013066697627498;0.21;6.01;7.6;61.45;168.7;14.53;18.08;202.20;108.67;97.48;4.54;;;-18043;2397;34921;27718.0;46550;-33.399;111586.0;1.0484531175630651;0.24333072356772145;0.24303768264392084;6.32964705447439;9.499302808382701;61.45;168.7;14.53;108.4999464752962;0.11904987014628711;3.128843274352951;5.868688170345285;1.3177426679187094;8.94664963904607;0.0617206038092467;1.700452051418047;2.5044266192618596;1.317742667918723;8.946649639046258;
9218;6348;9911;876;1430;489;7.617314210632383;10.057414675024473;9.18839334893671;0.13403693727912444;267;12.04;7.16;43.95;20.03;0.5775115479608355;3.95;6.44;2.2;28.61;202.77;5.97;33.61;135.62;82.08;44.05;6.61;;;-9997;4514;37327;29893.0;46728;-11.842;118462.0;0.744162525834396;0.27631406835385525;4.643588811523401;6.782884507770946;2.756120775246552;28.61;202.77;5.97;78.75257412984413;2.054902231536955;0.1646117867038733;1.3834321983051894;0.7957550622476331;3.2186129318387313;1.1172242087381894;0.16461178670387572;0.6750089595918514;0.7957550622476399;3.2186129318388024;
65803;3808;8538;585;129;10853;49.167886284939016;16.54102078701791;2.467537699967376;0.3712864742550223;739;85.95;3.76;35.37;5.38;1.599724902975189;2.64;0.58;48.91;17.16;174.68;32.54;19.92;214.29;131.72;64.59;0.42;;;-19048;3276;31781;27031.0;46364;-31.623;108452.0;1.14707610931531;0.29050475365402323;3.102304060740566;0.6112154512009681;61.13746903744128;17.16;174.68;32.54;129.52115506858635;1.4568398034207848;0.3923930272922678;30.410347411919112;2.8146567879627007;14.09364925434416;0.7668644256256314;0.18296084615288502;14.938675276317909;2.5595088482370216;14.093649254344252;
57934;6425;9925;606;244;1802;17.471639009107996;2.802042642312229;16.433942235036415;0.1438600838916636;287;75.67;6.67;43.25;35.83;0.6198355574556218;2.73;1.1;8.12;28.96;203.06;13.27;31.55;181.54;24.22;46.05;1.10;;;-14699;-9188;46718;31879.0;56366;-44.871;125775.0;0.8786854150344316;0.17342448580732678;3.2131892779357663;1.1553286809392498;10.153238932192576;28.96;203.06;13.27;21.940834502097445;1.512623748972701;0.053099140277154816;6.137045021255096;3.072681235281085;6.696189863321957;0.7944194642476605;0.05309914027715562;2.6584347449935755;3.070791939652616;6.696189863321945;
10788;2651;9428;1025;1467;6191;34.10665396395368;12.718576200249323;5.760048692192886;0.901220068798099;1793;14.09;2.60;41.13;12.56;3.8829967884234895;4.62;6.61;27.9;11.95;192.9;20.19;32.95;138.28;103.15;39.49;4.84;;;-10322;7047;34584;29129.0;46242;-7.733;117002.0;0.7886422254974208;0.30612817984966467;5.431660608853481;6.958817529129659;34.87192408153713;11.95;192.9;20.19;99.59026722081228;4.314639236305078;4.0977965702877555;17.40199919857384;2.107395781826493;6.184823176960515;1.59467677501781;2.0165165681746524;8.532390956308657;1.8604334412892234;6.1848231769606175;
37422;6180;8731;202;5245;2871;26.92342227512343;6.961253850305022;12.403108172818293;0.01548293811699356;31;48.88;7.07;38.61;27.04;0.06670978717087846;0.91;23.64;12.94;27.85;178.64;15.14;27.62;165.40;55.21;52.83;17.36;;;-13502;-1919;41568;30021.0;51929;-29.099;121599.0;0.8425877422734417;0.2365012477092589;1.0697535218781453;24.88122769688135;16.17318424964311;27.85;178.64;15.14;54.50870602404341;0.8470909175688476;14.3255768362932;8.00938274022697;0.4019514000803865;3.339420380954025;0.3138857000310814;7.145232987293579;3.945099956123938;0.4019514000803963;3.33942038095409;
27945;11881;8741;210;648;1717;49.911330198602755;7.1384776636824085;11.632799941448305;0.6085673561095949;1211;36.50;12.80;32.31;25.36;2.6220733105338008;0.95;2.92;7.74;53.54;178.83;38.77;26.00;161.66;56.68;81.95;2.99;;;-13295;-1375;41757;29428.0;53392;-30.911;123202.0;0.8487562189054725;0.19051684263741203;1.1134586964751894;3.0723546930941894;9.670145895889751;53.54;178.83;38.77;55.896421649932364;0.5297760385675323;0.07456205318531477;5.066735425621537;3.848071681904838;40.39218499932353;0.2772274186848395;0.07456205318531518;2.4119665538618773;3.8480716819048446;32.15946106789689;
27969;11881;8741;4;853;1717;42.59424403455799;6.308059816654602;12.775553302847413;0.2962318417382944;590;36.53;13.57;32.39;27.85;1.2763445133136155;0.02;3.85;7.74;53.54;178.83;34.30;26.34;162.04;49.41;87.57;3.90;;;-13298;-2187;42535;29527.0;53506;-32.676;123381.0;0.8422229176912415;0.1818822082236925;0.022691836875697768;4.048303988525313;9.670145895889751;53.54;178.83;34.30;49.394000782350524;0.010592740805159324;0.13992743181885448;2.049467962109331;0.8721772927707071;39.522078607053935;0.005703801429769587;0.1399274318188536;1.5251940446977672;0.8721772927707175;31.758568969413123;
47938;5518;7854;79;985;11897;43.437948575578524;7.352038583873051E-5;19.155958860457968;0.22381258039649984;446;62.62;4.83;35.34;41.76;0.9643188838963592;0.35;4.44;53.61;24.87;160.69;23.11;31.71;168.32;0.35;75.04;4.29;;;-13388;-10102;55812;31681.0;69608;-45.980;146999.0;0.831621835114123;0.14121780252358013;0.4169701295070243;4.673090632179418;67.01865026731775;24.87;160.69;23.11;5.756866772330116E-4;0.06341783872568249;0.36568420460548284;32.987525704188876;9.76267964218189;0.2586411858765908;0.0553588827084676;0.3656842046054893;16.305257260352413;6.120379699586821;0.2586411858765958;
37422;6180;8731;190;5257;2871;33.041362765791455;6.961253850305022;12.403108172818293;0.01548293811699356;31;48.88;5.88;38.61;27.04;0.06670978717087846;0.85;23.69;12.94;27.85;178.64;19.80;27.73;164.32;55.17;45.78;17.40;;;-13386;-2081;41581;30021.0;52335;-28.693;121856.0;0.8383534136546185;0.23923728613182496;1.0056844823457405;24.93855262698929;16.17318424964311;27.85;178.64;19.80;54.50870602404341;0.7963574538547251;14.358582148607406;8.244172003465081;6.302830778910222;3.339420380954025;0.2935917172176875;7.160899173559876;3.9908252130382347;5.014038748411836;3.33942038095409;
