PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfEVCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;Total Local System Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;Annual MaximumImportElectr.;Annual MaximumExportElectr.;
KWe;KWe;KWe;KWth;KWth;KWth;GWh;1000 units;1000 units;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Kt;kt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KW;KW;
39993;18469;6964;0;1;335;46.03978178055256;4.791212294113496E-4;19.379365840010898;52.24;17.37;28.45;29.25;0.0;0.0;1.51;83.23;171.36;35.63;22.06;174.19;0.00;98.24;0.00;;;-9851;-5610;30418;36184.0;87964;-12.047;0.8001705080000001;148956.0;0.858937324929972;0.08337830181755676;0.002428814752082993;0.004218385367104698;1.7992051954701402;83.23;171.36;35.63;0.003071789938124986;0.0023506435869008286;0.0041517098749234;0.0506144703706074;29.944490971406754;16.03817398531337;0.0;0.0;0.05061447037060775;19.537997859538034;16.03817398531372;34033;71023;
39979;18757;6968;0;0;30;29.864999685171597;1.4183753165515397E-4;19.37970312370865;52.22;17.71;31.38;29.25;0.0;0.0;0.14;84.53;171.44;19.73;22.11;171.63;0.00;98.55;0.00;;;-9680;-5426;30409;36648.0;86918;-11.842;0.800979598;148549.0;0.8372153320945509;0.08520285323687746;0.002232416592529353;5.632428736494136E-4;0.16213449201924382;84.53;171.44;19.73;9.093629667006886E-4;0.002186708005353134;4.7624470870616354E-4;0.0010830561594696757;29.726035566493778;0.1352181098042917;0.0;0.0;0.0010830561594696842;19.591278328857634;0.13521810980429314;33994;69990;
39957;18666;6964;0;1;138;47.51471915063103;1.98822369926597E-4;19.37964613887038;52.19;17.56;28.23;29.25;0.0;0.01;0.62;84.12;171.36;36.99;21.97;174.45;0.00;98.25;0.00;;;-9875;-5634;30429;36151.0;88077;-12.076;0.7959141459999999;149023.0;0.8605099447997897;0.08281978470334349;0.0017692322101255655;0.005990946008230754;0.7389671619116711;84.12;171.36;36.99;0.0012747098603103915;0.0017122896445286129;0.0056350160209040785;0.018844605401024162;30.26449635672088;17.224030882843692;0.0;0.0029314432218258374;0.018844605401024183;19.74685041973849;17.22403088284366;34005;71085;
39845;17943;7121;1;1;4;20.841358982693386;2.597324590265481E-4;19.379585228781284;52.04;17.78;32.08;29.25;0.0;0.0;0.02;80.86;175.23;15.73;22.56;171.28;0.00;98.82;0.00;;;-9626;-5359;30343;36758.0;86303;-11.777;0.8172614079999999;148045.0;0.8351212787040627;0.08680875142546868;0.003457266775255113;0.003196358566015962;0.020913445318362655;80.86;175.23;15.73;0.0016652227145569076;0.0029892693677147824;0.0031022263974009646;1.522845440319042E-4;20.76417902488135;0.07093617750288583;0.0;0.0;1.522845440319071E-4;15.653803526050098;0.07093617750288647;34189;69887;
39997;17941;7055;0;1;368;23.828306968607684;5.617265907222563E-4;19.379283234649588;52.24;17.44;31.78;29.25;0.0;0.0;1.66;80.85;173.59;17.00;22.49;171.37;0.00;98.83;0.00;;;-9636;-5369;30355;36710.0;86483;-11.789;0.8157286819999998;148179.0;0.8362883395884562;0.08675212993247385;0.0017891826773490803;0.0047628152367634;1.9742607476993879;80.85;173.59;17.00;0.003601397691097602;0.0016758658583438133;0.004179724383651534;0.04326180181022215;23.7158446388167;0.06334493773876433;0.0;0.0;0.0432618018102227;16.893361156681244;0.06334493773876554;34154;69974;
39816;7100;7160;1;1;10636;6.525923784135682;4.392564902250649E-4;19.379405704750084;52.01;8.57;32.25;29.25;0.0;0.0;47.93;32.0;176.18;6.44;27.14;166.43;0.00;97.77;0.00;;;-8964;-4743;29810;36788.0;84404;-11.030;0.9839740520000002;146259.0;0.8333476838298605;0.11002741586194;0.002764563252438818;0.0037641211097164213;57.06070181070569;32.0;176.18;6.44;0.002816205135779959;0.0026973710681756713;0.0036591763406527704;5.869495207278505;0.5807063714782992;0.0693656579700491;0.0;0.0;5.7858186932079265;0.5807063714783011;0.06936565797005032;35742;70248;
39945;18664;6970;0;1;112;29.743145044145162;5.314422034547293E-4;19.379313519036852;52.17;17.62;31.38;29.25;0.0;0.0;0.5;84.11;171.49;19.65;22.15;171.54;0.00;98.50;0.00;;;-9671;-5418;30404;36647.0;86900;-11.830;0.8034268699999999;148533.0;0.8369992653731473;0.08540099834992809;0.002178116122716136;0.0046126874068827565;0.5992584823492497;84.11;171.49;19.65;0.0034072353990093063;0.002133519334191868;0.004510846134947986;0.003948373917315904;29.578974312428056;0.15357799233065017;0.0;0.0;0.003948373917316013;19.494171947688756;0.15357799233065653;34008;69975;
39985;18513;7010;1;1;44;26.939164569627778;2.3445777081641987E-4;19.37961050346949;52.23;17.74;31.58;29.25;0.0;0.0;0.2;83.43;172.48;18.46;22.23;171.59;0.00;98.76;0.00;;;-9669;-5405;30390;36680.0;86721;-11.828;0.805321414;148386.0;0.8368377876602909;0.08563214195916631;0.003351223193646344;0.003307911791045275;0.23483235039481734;83.43;172.48;18.46;0.0015031791060353128;0.0031277418399249077;0.003197312964638757;0.006062314629914977;26.87613691839871;0.05064028179458783;0.0;0.0;0.006062314629915122;18.39757328132885;0.050640281794590195;34050;69978;
39928;11209;7110;0;4;6794;10.77554143996881;2.153799433827492E-4;19.379629581296925;52.15;12.01;32.04;29.25;0.0;0.02;30.62;50.51;174.96;10.48;25.26;168.36;0.00;98.46;0.01;;;-9232;-4981;30014;36751.0;85038;-11.330;0.9169522680000002;146822.0;0.8343172318696945;0.10044750799718145;0.0017531810675827624;0.019996712084804878;36.45074834438329;50.51;174.96;10.48;0.00138086543100982;0.0012173762465446701;0.017830213335764896;4.091844468448094;6.637980356642662;0.02666902529574339;0.0;0.0068340681609474745;3.9729585199240693;6.468978873213519;0.02666902529574364;35135;69985;
39878;17668;7121;0;1;279;20.666596893995294;6.297040747967947E-4;19.37921525716551;52.09;17.49;32.08;29.25;0.0;0.0;1.26;79.62;175.23;15.55;22.67;171.14;0.00;98.67;0.00;;;-9608;-5348;30330;36759.0;86269;-11.758;0.8222414060000002;148010.0;0.8349920296411184;0.08738126185008813;2.8901824118096484E-4;0.003097283390923737;1.4987251600874207;79.62;175.23;15.55;0.004037221734744689;2.8879491508180817E-4;0.002203887625892438;0.011530837877227498;20.595617090025172;0.056956283551919944;0.0;0.0;0.011530837877227694;15.479182913659146;0.05695628355192041;34227;69902;
39974;10303;7216;0;1;7126;7.833343287543901;2.100526393929019E-4;19.379634908600917;52.21;11.67;32.51;29.25;0.0;0.0;32.12;46.43;177.56;7.74;25.79;168.13;0.00;98.24;0.00;;;-9177;-4937;29959;36827.0;84809;-11.273;0.934128622;146658.0;0.8339210458415757;0.10265723493462148;3.7260897047307096E-4;0.0027259976641686797;38.23246247078409;46.43;177.56;7.74;0.001346710486939712;3.12137267344011E-4;0.002227818288006704;4.149885197230894;3.6392675134288046;0.041650621328850876;0.0;0.0;4.058777804537188;3.6392675134288317;0.04165062132885199;35318;70215;
39998;7427;7144;1;0;10396;6.24110351473232;4.546156761206273E-4;19.379390345564186;52.24;8.79;32.19;29.25;0.0;0.0;46.85;33.47;175.79;6.24;26.95;166.77;0.01;98.73;0.00;;;-9001;-4738;29828;36775.0;84419;-11.073;0.97609951;146284.0;0.834208939798467;0.10912772181362435;0.0032613905782242097;4.06935331371817E-4;55.773023946799185;33.47;175.79;6.24;0.002914677484312178;0.0023364288875668735;3.4170836426521763E-4;4.964000034847443;1.222142495509566;0.05228284712347876;0.0;0.0;4.961160820581388;1.222142495509567;0.052282847123479054;35687;70296;
