PV_Cap NGas_CHP_Cap HP_Cap Oil_boiler_Cap Ngas_boiler_Cap Biomass_boiler_Cap AnnualPV AnnualCHPelec AnnualHPelec AnnualOilBoilerheat AnnualNGasBoilerheat AnnualBiomassBoilerheat AnnualmCHPheat AnnualHPheat AnnualImport AnnualExport OilConsumption BiomassConsumption NgasConsuption DieselCost PetrolCost BiomassCost TotalElectricityExchangeCost TotalVariableCost FixedOperationCosts AdditionalCost InvestmentCost CO2-Emission AnnualCost LoadFollowingCapacity ESD oilBoilerFuelDemand ngasBoilerFuelDemand biomassBoilerFuelDemand AnnualmCHPheat AnnualHPheat 
KWe KWe KWe KWth KWth KWth GWh GWh GWh GWh GWh GWh GWh GWh GWh GWh GWh GWh GWh KEuro KEuro KEuro KEuro KEuro KEuro KEuro KEuro Mt KEuro   GWh GWh GWh GWh GWh 
12508 3441 1696 3 370 11095 13.40;15.27;5.27;0.01;0.77;22.98;10.69;16.86;12.29;9.47;24.83;30.64;31.39;2077.0;1904.0;1072.0;405.0;8180.0;1025.0;5254.0;2853.0;13.895;17312.0;0.44;0.5242176142015456;0.0064836131444991904;0.8503957984142081;30.64271399113214;10.69;16.86;
14998 1517 2117 1 118 12212 16.07;6.73;6.58;0.0;0.24;25.29;4.71;21.05;19.72;9.73;24.82;33.73;13.74;2077.0;1904.0;1180.0;872.0;7236.0;873.0;5392.0;2694.0;12.768;16195.0;0.58;0.4459407758818578;0.002503929798692818;0.2708926889005264;33.72646481563161;4.71;21.05;
14979 3785 1440 0 7 12169 16.05;16.80;4.47;0.0;0.02;25.21;11.76;14.32;10.53;12.68;24.82;33.61;33.62;2077.0;1904.0;1176.0;111.0;8179.0;1120.0;5170.0;3345.0;12.633;17814.0;0.48;0.527737393832734;7.759598436596713E-4;0.016773274156457765;33.607687286302806;11.76;14.32;
5649 4967 1555 1 330 9521 6.05;22.05;4.83;0.0;0.68;19.72;15.43;15.46;9.93;6.98;24.82;26.30;44.86;2077.0;1904.0;920.0;366.0;9146.0;1038.0;5207.0;2255.0;16.689;17646.0;0.35;0.6091514270410896;0.003622193327030362;0.7597712369064006;26.295734176814594;15.43;15.46;
14140 2417 2025 2 41 11381 15.15;10.73;6.29;0.0;0.09;23.57;7.51;20.13;16.29;9.65;24.82;31.43;21.55;2077.0;1904.0;1100.0;656.0;7611.0;945.0;5363.0;2823.0;13.203;16742.0;0.51;0.47945519932665087;0.003969115386388;0.0946318824099952;31.432307169872562;7.51;20.13;
5910 2348 1907 5 15 12073 6.33;10.42;5.92;0.01;0.03;25.01;7.29;18.96;18.36;2.96;24.83;33.34;20.88;2078.0;1904.0;1167.0;1148.0;8113.0;780.0;5324.0;1570.0;16.090;15787.0;0.43;0.49024408906572803;0.012699742643240041;0.03443357768192676;33.34227182837294;7.29;18.96;
6231 626 2440 4 14 12100 6.68;2.78;7.58;0.01;0.03;25.06;1.94;24.26;26.70;2.35;24.83;33.42;5.59;2078.0;1904.0;1169.0;1711.0;7364.0;597.0;5501.0;1127.0;16.059;14589.0;0.56;0.43706480985538293;0.010546260027615235;0.03218427639970077;33.416342801764635;1.94;24.26;
6376 1525 2074 3 280 12240 6.83;6.77;6.44;0.01;0.58;25.35;4.74;20.62;21.85;2.78;24.83;33.80;14.18;2078.0;1904.0;1183.0;1381.0;7786.0;703.0;5379.0;1392.0;15.990;15260.0;0.49;0.465682148595914;0.008878738826343489;0.6452800316200826;33.802478049194626;4.74;20.62;
14680 395 2476 12 74 12205 15.73;1.75;7.69;0.02;0.15;25.28;1.23;24.61;25.23;8.80;24.85;33.71;3.68;2081.0;1904.0;1180.0;1273.0;6775.0;743.0;5511.0;2328.0;12.943;15357.0;0.66;0.41135511515800754;0.030902246073854188;0.17073303028875733;33.70778168102135;1.23;24.61;
11955 181 2578 4 165 11951 12.81;0.81;8.01;0.01;0.34;24.75;0.56;25.63;27.03;6.42;24.83;33.01;1.99;2078.0;1904.0;1155.0;1517.0;6846.0;663.0;5545.0;1852.0;14.037;14906.0;0.64;0.4120437676945443;0.009490640035842074;0.38051327167456195;33.00633201469319;0.56;25.63;
