3.028968446,152942,10.61472604,148646,,2.699195632,155896,4.525245999,148943
3.085595016,152609,11.46015278,148529,,2.699195632,155896,4.689712507,148851
3.08662167,152767,12.1973261,148463,,2.728422258,154716,4.754752278,148792
3.105648323,152535,12.43423288,148435,,2.731862252,154711,5.045578959,148777
3.166981563,152277,12.70276623,148396,,2.743888906,154557,5.362832378,148786
3.219581479,152163,13.10764622,148316,,2.762262196,153603,5.388112311,148758
3.260594736,152158,13.38299286,148317,,2.773408861,153573,5.786099054,148762
3.27503473,151993,13.53811287,148302,,2.831915419,153388,6.159805725,148739
3.286261356,151914,13.69288625,148242,,2.85528871,152469,6.566672457,148730
3.351687954,151876,13.93704631,148242,,2.937408581,152358,6.777605753,148710
3.383141205,151684,,,,2.946581899,152330,,
3.471554406,151470,,,,2.949581899,152146,,
3.473341037,151417,,,,2.987861832,152090,,
3.483434394,151357,,,,2.996595156,152001,,
3.529180975,151235,,,,3.051688374,151413,,
3.54070093,151184,,,,3.155714887,151164,,
3.56395421,151043,,,,3.183714887,151165,,
3.586100874,151032,,,,3.216194792,151103,,
3.632727444,150844,,,,3.22936811,151047,,
3.689514075,150744,,,,3.280594736,150885,,
3.752567242,150512,,,,3.303487982,150707,,
3.787647203,150417,,,,3.311514635,150694,,
3.882393784,150411,,,,3.349474585,150586,,
3.946686974,150361,,,,3.392727864,150582,,
3.968740281,150266,,,,3.425447791,150392,,
4.058846895,150196,,,,3.443767774,150372,,
4.153913319,150097,,,,3.497860992,150317,,
4.192899922,149990,,,,3.503781031,150224,,
4.309113011,149791,,,,3.509807685,150219,,
4.538005977,149697,,,,3.530887646,150075,,
4.685632406,149633,,,,3.54070093,150042,,
4.753405641,149517,,,,3.552487562,149966,,
4.806925596,149409,,,,3.591540869,149902,,
5.365845635,149354,,,,3.63070079,149820,,
5.675818982,149355,,,,3.631820802,149770,,
5.804232322,149289,,,,3.638754098,149713,,
6.290938993,149246,,,,3.670860712,149686,,
6.600459088,149171,,,,3.69062069,149568,,
7.121245719,149145,,,,3.699847315,149543,,
7.165512395,149138,,,,3.756393924,149450,,
7.679138965,149128,,,,3.838687114,149361,,
8.080685854,149049,,,,4.039060124,149280,,
8.324832518,148963,,,,4.047846755,149228,,
8.373219206,148943,,,,4.057166738,149157,,
8.679005837,148933,,,,4.253019794,149077,,
8.932059284,148898,,,,4.362246279,148995,,
8.979872569,148881,,,,4.525245999,148943,,
9.373419318,148837,,,,4.689712507,148851,,
9.487845915,148835,,,,4.754752278,148792,,
9.71703263,148763,,,,5.045578959,148777,,
9.920379267,148768,,,,5.362832378,148786,,
9.973205949,148763,,,,5.388112311,148758,,
10.18765934,148710,,,,5.786099054,148762,,
10.50344611,148692,,,,6.159805725,148739,,
10.61472604,148646,,,,6.566672457,148730,,
10.88721935,148647,,,,6.777605753,148710,,
11.21321963,148662,,,,7.056672457,148701,,
11.25460617,148610,,,,7.519472485,148679,,
11.46015278,148529,,,,8.02432596,148690,,
12.1973261,148463,,,,8.065045887,148664,,
12.43423288,148435,,,,8.417379267,148656,,
12.70276623,148396,,,,8.537165898,148647,,
13.10764622,148316,,,,8.911912619,148635,,
13.38299286,148317,,,,9.466685994,148612,,
13.53811287,148302,,,,9.885232602,148612,,
13.69288625,148242,,,,10.07220595,148602,,
13.93704631,148242,,,,10.08011273,148596,,
14.23993983,148225,,,,10.61939266,148591,,
14.78043285,148183,,,,10.69496607,148578,,
14.89273972,148109,,,,11.03248602,148563,,
15.25629973,148028,,,,11.16161943,148549,,
