PV_Cap;NGas_CHP_Cap;HP_Cap;Oil_boiler_Cap;Ngas_boiler_Cap;Biomass_boiler_Cap;NumberOfPetrolCars;NumberOfDieselCars;NumberOfElectricCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NgasConsuption;DieselCost;PetrolCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;ElecCarInvestmentCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;ngasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;reducedPetrolDemand;reducedDieselDemand;
KWe;KWe;KWe;KWth;KWth;KWth; ; ; ;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Mt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
14195;428;2291;132;782;12215;812;616;3032.0;15.21;1.90;7.12;5.04;0.27;1.62;25.3;1.33;22.78;29.65;8.38;8.30;33.73;5.60;715.0;611.0;1180.0;1539.0;4549.0;746.0;5986.0;5097;7321.0;10.663;21719.0;0.68;0.33;0.34205521472428574;1.7989350607698964;33.73330526335395;1.33;22.78;3.37;4.59;
10134;28;2511;138;1064;11472;1767;1340;1353.0;10.86;0.12;7.80;2.25;0.29;2.2;23.76;0.09;24.96;30.21;4.92;17.66;31.68;2.70;1499.0;1327.0;1109.0;1782.0;5970.0;616.0;5762.0;2274;3756.0;13.912;17495.0;0.65;0.39;0.3575553419089226;2.448071693790346;31.682803492582895;0.09;24.96;7.32;9.98;
14358;3302;1423;3;970;12012;1924;1458;1078.0;15.38;14.66;4.42;1.79;0.01;2.01;24.88;10.26;14.14;13.20;10.80;18.84;33.17;31.55;1576.0;1445.0;1161.0;379.0;7295.0;1063.0;5355.0;1812;4877.0;12.209;19698.0;0.48;0.49;0.006962927290680451;2.2332623166256647;33.17390409140144;10.26;14.14;7.97;10.86;
8149;127;2393;32;1048;12012;236;179;4045.0;8.73;0.56;7.43;6.73;0.07;2.17;24.88;0.39;23.79;34.58;3.49;2.39;33.18;3.54;205.0;178.0;1161.0;2101.0;3970.0;592.0;6199.0;6800;8019.0;12.079;22938.0;0.65;0.31;0.08409452583248662;2.411778660219254;33.175171939504885;0.39;23.79;.98;1.33;
8290;3935;1146;0;1514;11849;538;408;3514.0;8.88;17.47;3.56;5.85;0.0;3.14;24.54;12.23;11.39;15.03;5.75;5.27;32.72;38.42;441.0;404.0;1145.0;741.0;6057.0;1015.0;5694.0;5907;8214.0;12.427;24592.0;0.39;0.45;5.893135164239363E-4;3.484884222624628;32.723132658854354;12.23;11.39;2.23;3.04;
12179;711;2171;32;1009;12241;442;335;3683.0;13.05;3.16;6.74;6.13;0.07;2.09;25.35;2.21;21.58;29.66;6.77;4.41;33.81;8.63;374.0;332.0;1183.0;1619.0;4272.0;738.0;6063.0;6191;8186.0;10.818;23045.0;0.64;0.33;0.08197227612646436;2.3223559849299398;33.80630789090627;2.21;21.58;1.83;2.5;
12621;567;2507;2;1166;10714;1467;1112;1881.0;13.52;2.52;7.79;3.13;0.0;2.42;22.19;1.76;24.93;28.14;7.04;14.37;29.59;7.72;1203.0;1102.0;1035.0;1530.0;5556.0;716.0;5854.0;3162;5171.0;12.630;19231.0;0.64;0.38;0.0046015959528029225;2.6843734730509063;29.588113547612178;1.76;24.93;6.08;8.29;
10225;4292;1108;1;1057;11956;2010;1524;926.0;10.95;19.05;3.44;1.54;0.0;2.19;24.76;13.33;11.01;10.38;9.18;19.69;33.02;40.53;1647.0;1510.0;1155.0;277.0;8098.0;1090.0;5223.0;1557;4278.0;13.854;19641.0;0.4;0.54;0.001296265243509834;2.432639799822837;33.018478706163094;13.33;11.01;8.33;11.36;
13138;2190;1950;9;713;11396;214;163;4083.0;14.07;9.72;6.06;6.79;0.02;1.48;23.61;6.81;19.39;23.50;8.23;2.12;31.47;21.09;179.0;161.0;1101.0;1144.0;4420.0;907.0;6058.0;6864;9438.0;10.133;25020.0;0.56;0.36;0.023809189449627358;1.6418485249913075;31.473740329482492;6.81;19.39;.89;1.21;
12060;104;2421;56;784;12150;1145;868;2447.0;12.92;0.46;7.52;4.07;0.12;1.62;25.17;0.32;24.07;30.90;6.47;11.37;33.55;2.72;959.0;861.0;1174.0;1729.0;4979.0;666.0;5926.0;4113;5926.0;11.970;20012.0;0.67;0.34;0.14529898635231872;1.8032929909937914;33.554103289574435;0.32;24.07;4.75;6.47;
10603;1620;2009;2;1526;11166;1708;1294;1458.0;11.36;7.19;6.24;2.43;0.0;3.16;23.13;5.03;19.97;22.18;5.84;16.72;30.84;17.89;1399.0;1284.0;1079.0;1223.0;6544.0;800.0;5615.0;2451;4440.0;13.679;18898.0;0.53;0.43;0.004712088590845293;3.5116666779761028;30.83835934049105;5.03;19.97;7.08;9.64;
5926;416;2490;58;780;11354;129;98;4233.0;6.35;1.85;7.74;7.04;0.12;1.62;23.52;1.29;24.75;34.87;2.07;1.41;31.36;5.49;128.0;96.0;1097.0;2191.0;4005.0;569.0;6265.0;7116;8094.0;12.810;23284.0;0.63;0.32;0.1508470056703702;1.795375297280981;31.355789659050174;1.29;24.75;.53;.73;
11008;12;2523;31;608;12000;808;612;3040.0;11.79;0.06;7.84;5.06;0.06;1.26;24.86;0.04;25.08;32.85;5.59;7.99;33.14;1.51;673.0;607.0;1160.0;1893.0;4484.0;631.0;6064.0;5110;6749.0;11.815;21053.0;0.67;0.32;0.0803305433652124;1.398473679956721;33.14072313927219;0.04;25.08;3.35;4.56;
14276;3814;1423;57;1284;10877;2284;1731;445.0;15.29;16.93;4.42;0.74;0.12;2.66;22.53;11.85;14.14;10.95;11.79;22.52;30.04;36.81;1892.0;1717.0;1051.0;183.0;8030.0;1110.0;5242.0;748;3925.0;13.133;18764.0;0.46;0.54;0.14863551878331072;2.954743066629684;30.03876452609235;11.85;14.14;9.47;12.9;
12389;3762;1283;21;965;11982;400;303;3757.0;13.27;16.70;3.99;6.25;0.04;2.0;24.82;11.69;12.75;15.52;9.04;3.97;33.09;35.61;336.0;301.0;1158.0;591.0;5470.0;1074.0;5781.0;6316;9215.0;10.551;25402.0;0.45;0.42;0.054092479984321956;2.219939203919133;33.09097145039459;11.69;12.75;1.66;2.26;
11011;4105;1232;32;853;11808;2455;1860;145.0;11.80;18.22;3.83;0.24;0.07;1.77;24.46;12.75;12.25;10.14;9.87;24.11;32.61;38.40;2022.0;1844.0;1141.0;234.0;8565.0;1081.0;5126.0;244;3039.0;14.262;17960.0;0.41;0.56;0.0840098202667454;1.9639140492791236;32.61156163369957;12.75;12.25;10.17;13.86;
13023;1562;2017;227;651;11864;1337;1014;2109.0;13.95;6.93;6.27;3.51;0.47;1.35;24.57;4.85;20.05;22.94;7.83;13.69;32.77;15.36;1181.0;1004.0;1147.0;1155.0;5830.0;843.0;5732.0;3545;5917.0;11.943;20490.0;0.57;0.4;0.5874046746810676;1.4984148307747787;32.76520404051688;4.85;20.05;5.54;7.56;
8047;3174;1511;62;888;11803;641;486;3333.0;8.62;14.09;4.70;5.54;0.13;1.84;24.45;9.86;15.03;18.40;4.65;6.44;32.60;30.21;548.0;482.0;1141.0;1022.0;5813.0;920.0;5782.0;5603;7683.0;12.603;23624.0;0.42;0.42;0.15933187779674857;2.042600386476712;32.59584016250451;9.86;15.03;2.66;3.62;
12628;222;2393;32;1025;11892;442;335;3683.0;13.53;0.99;7.43;6.13;0.07;2.12;24.63;0.69;23.79;32.24;6.97;4.41;32.84;4.33;374.0;332.0;1149.0;1771.0;4020.0;690.0;6136.0;6191;8112.0;10.761;22744.0;0.68;0.31;0.08197227612646436;2.3594042916243794;32.84248801833709;0.69;23.79;1.83;2.5;
8290;88;2375;229;1286;11722;463;351;3646.0;8.88;0.39;7.38;6.07;0.47;2.66;24.28;0.27;23.61;33.97;3.58;5.13;32.37;3.74;466.0;348.0;1133.0;2063.0;4353.0;592.0;6122.0;6129;7336.0;12.598;22151.0;0.65;0.33;0.5917505856725782;2.9594075362636025;32.373209343644994;0.27;23.61;1.92;2.62;
5709;2261;1941;6;1436;10616;207;157;4096.0;6.12;10.03;6.03;6.81;0.01;2.97;21.99;7.02;19.3;25.27;2.36;2.04;29.32;23.37;172.0;156.0;1026.0;1571.0;4956.0;766.0;6058.0;6885;8325.0;13.215;24315.0;0.48;0.39;0.014322369017425706;3.304435112295873;29.319186221607463;7.02;19.3;.86;1.17;
13767;5276;1108;101;441;10992;138;105;4217.0;14.75;23.42;3.44;7.01;0.21;0.91;22.77;16.39;11.02;11.37;12.86;1.61;30.36;47.85;151.0;103.0;1062.0;96.0;5549.0;1252.0;5806.0;7089;10647.0;9.677;27589.0;0.44;0.47;0.26185670299934577;1.015742839797788;30.35688999560929;16.39;11.02;.57;.78;
13049;4341;1251;45;1477;10727;420;319;3721.0;13.98;19.27;3.89;6.19;0.09;3.06;22.22;13.49;12.44;13.48;10.43;4.24;29.63;41.93;362.0;315.0;1037.0;381.0;5723.0;1143.0;5765.0;6255;9388.0;10.724;25844.0;0.44;0.46;0.1157244555857134;3.3987283602224045;29.626501089313276;13.49;12.44;1.74;2.38;
14363;435;2499;57;792;11271;1924;1459;1077.0;15.39;1.93;7.76;1.79;0.12;1.64;23.35;1.35;24.85;26.95;8.49;18.99;31.13;5.68;1598.0;1445.0;1089.0;1386.0;6028.0;739.0;5710.0;1810;4061.0;12.513;17645.0;0.66;0.39;0.14874221328635598;1.821635080162165;31.127058170420938;1.35;24.85;7.97;10.87;
6034;494;2488;141;946;10994;1423;1079;1958.0;6.46;2.19;7.73;3.26;0.29;1.96;22.77;1.54;24.74;30.70;2.14;14.31;30.36;6.56;1219.0;1070.0;1062.0;1951.0;5888.0;579.0;5862.0;3291;4294.0;14.947;18636.0;0.6;0.39;0.36569669158906587;2.1771751026012307;30.361799838847563;1.54;24.74;5.9;8.04;
12954;2503;1743;17;1025;11605;1530;1160;1770.0;13.88;11.11;5.41;2.94;0.04;2.12;24.04;7.78;17.33;18.03;8.43;15.02;32.05;24.58;1259.0;1149.0;1121.0;813.0;6478.0;944.0;5583.0;2975;5596.0;12.270;20420.0;0.5;0.44;0.044724464971486924;2.3591206858991174;32.049492942677425;7.78;17.33;6.34;8.64;
8149;450;2393;32;1048;11527;2054;1557;849.0;8.73;2.00;7.43;1.41;0.07;2.17;23.88;1.4;23.79;27.89;3.55;20.19;31.83;6.41;1694.0;1543.0;1114.0;1714.0;6638.0;622.0;5634.0;1427;2738.0;15.006;16505.0;0.59;0.42;0.08409452583248662;2.411778660219254;31.83391305227248;1.4;23.79;8.51;11.6;
14358;3539;1423;37;928;11664;1924;1458;1078.0;15.38;15.71;4.42;1.79;0.08;1.92;24.16;11.0;14.14;12.45;11.10;18.93;32.21;33.55;1589.0;1445.0;1127.0;313.0;7381.0;1086.0;5355.0;1812;4944.0;12.280;19874.0;0.47;0.5;0.09617621655881858;2.136761312437098;32.21323915705806;11.0;14.14;7.97;10.86;
6662;5279;1018;28;284;11653;251;190;4019.0;7.14;23.43;3.16;6.69;0.06;0.59;24.14;16.4;10.12;12.10;6.60;2.53;32.18;47.51;216.0;189.0;1126.0;487.0;6126.0;1115.0;5741.0;6756;9259.0;12.261;26372.0;0.35;0.48;0.07197743206698623;0.6525085401906008;32.18293383315954;16.4;10.12;1.04;1.42;
8631;46;2495;6;1106;11608;954;723;2783.0;9.25;0.20;7.75;4.63;0.01;2.29;24.04;0.14;24.81;32.96;3.80;9.36;32.06;2.95;784.0;716.0;1122.0;1997.0;4894.0;588.0;6011.0;4678;5944.0;13.118;20298.0;0.65;0.35;0.015030796988727025;2.546341303350673;32.058125794693225;0.14;24.81;3.95;5.39;
13727;5087;1356;143;85;10399;962;729;2769.0;14.71;22.58;4.21;4.61;0.3;0.18;21.54;15.81;13.48;10.45;12.69;9.79;28.72;45.36;841.0;723.0;1005.0;65.0;6556.0;1221.0;5632.0;4655;8166.0;11.052;24421.0;0.44;0.5;0.3700000634645877;0.1960826995715375;28.720268744838354;15.81;13.48;3.99;5.43;
6604;498;2693;133;434;10525;2536;1922;2.0;7.07;2.21;8.37;0.00;0.28;0.9;21.8;1.55;26.78;27.83;2.53;25.17;29.07;5.42;2126.0;1905.0;1017.0;1774.0;7310.0;580.0;5582.0;3;1117.0;16.446;14591.0;0.58;0.45;0.34445922332611467;0.9984850291436398;29.067174278627657;1.55;26.78;10.51;14.32;
7054;4094;1276;7;529;11962;2349;1780;331.0;7.56;18.17;3.97;0.55;0.02;1.1;24.78;12.72;12.69;11.24;6.24;23.01;33.04;37.56;1926.0;1764.0;1156.0;501.0;8599.0;999.0;5173.0;556;2771.0;15.434;17882.0;0.36;0.55;0.01923435408141236;1.2178457980061284;33.03543273469143;12.72;12.69;9.73;13.26;
12837;1754;1905;203;679;12112;47;35;4378.0;13.75;7.78;5.92;7.28;0.42;1.41;25.09;5.45;18.94;25.66;7.78;0.97;33.45;17.13;114.0;34.0;1170.0;1302.0;4115.0;863.0;6096.0;7359;9759.0;9.924;25333.0;0.58;0.33;0.5244676987020461;1.563450871606988;33.44956336374829;5.45;18.94;.19;.26;
13708;4911;983;433;768;11480;140;106;4214.0;14.69;21.80;3.06;7.01;0.9;1.59;23.78;15.26;9.78;12.02;12.22;2.49;31.71;45.36;277.0;105.0;1109.0;177.0;5591.0;1224.0;5764.0;7084;10498.0;9.845;27409.0;0.45;0.46;1.1202178457009844;1.7677245258379912;31.7052034036937;15.26;9.78;.58;.79;
13781;3809;1443;98;962;11067;2374;1800;286.0;14.76;16.91;4.48;0.48;0.2;1.99;22.92;11.84;14.35;10.90;11.40;23.50;30.56;36.03;1981.0;1784.0;1069.0;203.0;8158.0;1098.0;5220.0;481;3596.0;13.352;18366.0;0.45;0.54;0.25273608908533557;2.2145219149696813;30.56405085205154;11.84;14.35;9.84;13.41;
12389;3989;1212;21;965;11982;400;303;3757.0;13.27;17.70;3.77;6.25;0.04;2.0;24.82;12.39;12.05;14.62;9.36;3.97;33.09;37.63;336.0;301.0;1158.0;515.0;5566.0;1099.0;5758.0;6316;9280.0;10.538;25565.0;0.44;0.43;0.054092479984321956;2.219939203919133;33.09097145039459;12.39;12.05;1.66;2.26;
10801;4082;1159;114;1436;11529;276;209;3975.0;11.57;18.12;3.60;6.61;0.24;2.97;23.88;12.68;11.53;14.79;8.04;2.99;31.84;39.54;269.0;207.0;1114.0;594.0;5606.0;1079.0;5780.0;6682;9404.0;11.185;25955.0;0.42;0.44;0.29476165093805773;3.3053807794367653;31.840974693581554;12.68;11.53;1.14;1.56;
14757;7204;233;38;575;12232;52;40;4368.0;15.81;31.97;0.72;7.27;0.08;1.19;25.34;22.38;2.31;8.06;21.64;0.62;33.78;65.27;58.0;40.0;1182.0;-656.0;6258.0;1498.0;5542.0;7343;11601.0;8.801;29389.0;0.57;0.57;0.09896684178415802;1.3223619450316784;33.78132129160087;22.38;2.31;.22;.3;
10297;1525;2009;2;1526;11309;1795;1361;1304.0;11.03;6.77;6.24;2.17;0.0;3.16;23.42;4.74;19.97;22.39;5.56;17.58;31.23;17.05;1471.0;1349.0;1093.0;1253.0;6654.0;785.0;5588.0;2192;4110.0;13.903;18477.0;0.53;0.44;0.004712088590845293;3.5116666779761028;31.231865117748935;4.74;19.97;7.44;10.14;
8597;4278;1168;335;705;11702;118;90;4252.0;9.21;18.99;3.63;7.07;0.69;1.46;24.24;13.29;11.62;15.02;6.30;2.03;32.32;39.60;223.0;89.0;1131.0;700.0;5569.0;1052.0;5831.0;7148;9620.0;11.626;26443.0;0.39;0.43;0.8666490669172706;1.6228721917012112;32.31893747170091;13.29;11.62;.49;.67;
10039;4458;1195;42;855;11447;83;63;4314.0;10.75;19.79;3.71;7.18;0.09;1.77;23.71;13.85;11.88;14.34;7.77;0.92;31.61;41.54;84.0;62.0;1106.0;574.0;5420.0;1097.0;5851.0;7252;9999.0;10.987;26802.0;0.4;0.43;0.10976664754524325;1.9668803069323102;31.61307717032567;13.85;11.88;.34;.47;
14051;1393;2017;147;731;12117;1134;859;2467.0;15.05;6.18;6.27;4.10;0.3;1.51;25.1;4.33;20.05;24.01;8.66;11.48;33.46;14.05;983.0;852.0;1171.0;1174.0;5410.0;848.0;5795.0;4147;6626.0;11.179;21215.0;0.6;0.38;0.38076866410581806;1.6820912846194451;33.46402757950467;4.33;20.05;4.7;6.4;
12628;2128;1799;8;755;12178;12;9;4439.0;13.53;9.45;5.59;7.38;0.02;1.56;25.22;6.61;17.88;24.02;7.80;0.14;33.63;20.63;13.0;9.0;1177.0;1195.0;4190.0;899.0;6073.0;7462;9943.0;9.844;25668.0;0.56;0.34;0.020855758530390504;1.7369062938979665;33.633014387022214;6.61;17.88;.05;.07;
6719;940;2226;411;427;11835;255;194;4011.0;7.20;4.17;6.92;6.67;0.85;0.88;24.51;2.92;22.13;31.10;2.66;3.58;32.68;9.33;365.0;192.0;1144.0;1925.0;4449.0;648.0;6138.0;6742;7991.0;12.655;23349.0;0.58;0.34;1.0651692176898453;0.983039311954477;32.68479411245339;2.92;22.13;1.06;1.45;
6289;4661;1024;27;954;11878;90;68;4302.0;6.74;20.69;3.18;7.16;0.06;1.98;24.6;14.48;10.18;14.19;5.05;0.95;32.80;43.57;84.0;67.0;1148.0;709.0;5777.0;1050.0;5794.0;7232;9471.0;12.295;26514.0;0.35;0.45;0.07111633826422253;2.1947894294776296;32.80466225937291;14.48;10.18;.37;.51;
5586;42;2501;230;1211;11260;2526;1914;20.0;5.98;0.19;7.77;0.03;0.48;2.51;23.32;0.13;24.86;29.72;1.87;25.32;31.10;3.16;2154.0;1898.0;1088.0;1926.0;7360.0;527.0;5523.0;34;823.0;16.903;14254.0;0.61;0.45;0.5944213179809577;2.787097446410143;31.09630336424256;0.13;24.86;10.47;14.26;
7147;2243;2223;143;85;10502;962;729;2769.0;7.66;9.96;6.91;4.61;0.3;0.18;21.75;6.97;22.11;23.40;3.27;9.79;29.00;20.11;841.0;723.0;1015.0;1421.0;5751.0;778.0;5919.0;4655;6365.0;13.617;21659.0;0.48;0.41;0.3700000634645877;0.1960826995715375;29.003184374033825;6.97;22.11;3.99;5.43;
6499;213;2629;133;34;11660;2411;1828;221.0;6.96;0.95;8.17;0.37;0.28;0.07;24.15;0.66;26.14;29.26;2.41;23.95;32.20;1.97;2025.0;1811.0;1127.0;1867.0;7021.0;554.0;5601.0;372;1412.0;15.954;14815.0;0.6;0.42;0.34445922332611467;0.07929222172242364;32.20202654570014;0.66;26.14;9.99;13.62;
12767;2303;1805;17;1070;11560;1400;1061;1999.0;13.68;10.22;5.61;3.33;0.04;2.22;23.94;7.16;17.95;19.33;8.08;13.75;31.93;22.91;1153.0;1052.0;1117.0;913.0;6227.0;918.0;5643.0;3360;5894.0;12.169;20737.0;0.52;0.43;0.044682061195383406;2.462521440728948;31.925457267576135;7.16;17.95;5.8;7.91;
13910;2309;1774;1080;249;11461;873;662;2925.0;14.90;10.25;5.51;4.87;2.24;0.52;23.74;7.17;17.63;20.50;9.06;11.35;31.65;21.07;1120.0;656.0;1108.0;922.0;5640.0;943.0;5796.0;4917;7611.0;11.228;22997.0;0.54;0.4;2.796660821912012;0.5730878681692261;31.652896386246738;7.17;17.63;3.62;4.93;
6266;663;2234;32;1032;11988;2457;1862;141.0;6.71;2.94;6.94;0.23;0.07;2.14;24.83;2.06;22.21;26.14;2.40;24.13;33.11;8.26;2023.0;1846.0;1158.0;1672.0;7431.0;612.0;5456.0;237;1327.0;16.211;14971.0;0.56;0.45;0.0817652017747632;2.3754561665479637;33.106903653278756;2.06;22.21;10.18;13.87;
10217;4236;1171;87;1116;11588;10;7;4443.0;10.95;18.80;3.64;7.39;0.18;2.31;24.0;13.16;11.65;15.14;7.64;0.32;32.00;40.17;40.0;7.0;1120.0;633.0;5276.0;1081.0;5866.0;7469;10165.0;10.872;26955.0;0.41;0.43;0.22545759675567448;2.568015155167555;32.002207231278156;13.16;11.65;.04;.05;
14762;7280;214;39;570;12209;85;64;4311.0;15.81;32.31;0.67;7.17;0.08;1.18;25.29;22.62;2.13;7.96;22.03;0.93;33.72;65.94;84.0;63.0;1180.0;-687.0;6333.0;1506.0;5526.0;7247;11528.0;8.848;29324.0;0.58;0.57;0.10154169242941835;1.3114779585493326;33.71754658259574;22.62;2.13;.35;.48;
12702;1615;1936;36;1051;11967;1400;1061;1999.0;13.61;7.17;6.01;3.33;0.07;2.18;24.79;5.02;19.24;22.39;7.61;13.80;33.05;16.76;1160.0;1052.0;1157.0;1134.0;5965.0;846.0;5687.0;3360;5689.0;12.144;20242.0;0.56;0.41;0.09204596542138102;2.4180686438146393;33.05051530449368;5.02;19.24;5.8;7.91;
8073;141;2571;21;856;11336;761;576;3123.0;8.65;0.62;7.99;5.20;0.04;1.77;23.48;0.44;25.56;33.55;3.42;7.49;31.31;3.22;630.0;571.0;1096.0;2051.0;4646.0;582.0;6095.0;5250;6469.0;13.022;21002.0;0.64;0.34;0.05415171248843229;1.9709635516760995;31.30784618845327;0.44;25.56;3.15;4.29;
14757;7204;233;39;574;12232;13;10;4437.0;15.81;31.97;0.72;7.38;0.08;1.19;25.34;22.38;2.31;8.12;21.58;0.22;33.78;65.27;25.0;9.0;1182.0;-650.0;6201.0;1498.0;5555.0;7459;11717.0;8.736;29532.0;0.57;0.56;0.10154169242941835;1.320073188902558;33.78132129160087;22.38;2.31;.05;.07;
14132;5113;853;675;191;12139;31;24;4405.0;15.14;22.70;2.65;7.33;1.4;0.4;25.14;15.89;8.48;11.53;13.17;2.06;33.52;45.83;279.0;24.0;1173.0;87.0;5526.0;1258.0;5755.0;7405;10958.0;9.329;28025.0;0.46;0.45;1.7471259230950023;0.4397442063094928;33.5237936759412;15.89;8.48;.13;.18;
12621;200;2444;2;1166;11568;1467;1112;1881.0;13.52;0.89;7.59;3.13;0.0;2.42;23.96;0.62;24.3;29.48;6.95;14.37;31.95;4.46;1203.0;1102.0;1118.0;1620.0;5448.0;685.0;5833.0;3162;5069.0;12.459;18969.0;0.66;0.37;0.0046015959528029225;2.6843734730509063;31.948245985032617;0.62;24.3;6.08;8.29;
8576;1991;1881;933;136;11685;822;623;3015.0;9.19;8.84;5.84;5.02;1.93;0.28;24.2;6.19;18.7;23.39;4.34;10.47;32.27;17.99;1023.0;618.0;1129.0;1361.0;5700.0;801.0;5848.0;5068;6883.0;12.993;22331.0;0.5;0.4;2.4161681488880418;0.3118811337360805;32.27153968249067;6.19;18.7;3.41;4.64;
10359;4294;1107;32;1025;11956;1869;1417;1174.0;11.10;19.06;3.44;1.95;0.07;2.12;24.76;13.34;11.01;10.59;9.14;18.39;33.02;40.47;1543.0;1405.0;1155.0;292.0;7898.0;1092.0;5267.0;1973;4716.0;13.592;20180.0;0.4;0.53;0.08324950008094616;2.359792479967338;33.018478706163094;13.34;11.01;7.75;10.56;
14051;1754;1905;203;696;12095;47;35;4378.0;15.05;7.78;5.92;7.28;0.42;1.44;25.05;5.45;18.94;25.43;8.85;0.97;33.40;17.17;114.0;34.0;1169.0;1229.0;4044.0;887.0;6096.0;7359;9941.0;9.483;25468.0;0.6;0.33;0.5244676987020461;1.6018951479570473;33.40343023212822;5.45;18.94;.19;.26;
12543;111;2421;17;823;12139;1145;868;2447.0;13.44;0.49;7.52;4.07;0.04;1.7;25.14;0.35;24.07;30.75;6.87;11.26;33.52;2.88;945.0;861.0;1173.0;1698.0;4946.0;677.0;5926.0;4113;6001.0;11.786;20065.0;0.67;0.34;0.04434161262658927;1.893032878749995;33.52355650251027;0.35;24.07;4.75;6.47;
5603;696;2303;24;732;11911;2520;1910;30.0;6.00;3.09;7.16;0.05;0.05;1.52;24.67;2.16;22.9;26.34;2.01;24.73;32.89;7.86;2072.0;1893.0;1151.0;1706.0;7520.0;599.0;5459.0;50;1065.0;16.493;14674.0;0.55;0.45;0.06230851998443711;1.684501846987012;32.894737713884105;2.16;22.9;10.44;14.23;
7154;37;2516;161;915;11559;1314;996;2150.0;7.66;0.16;7.82;3.58;0.33;1.9;23.94;0.11;25.01;32.57;2.79;13.29;31.92;2.43;1136.0;988.0;1117.0;2034.0;5506.0;557.0;5903.0;3614;4657.0;14.262;18833.0;0.64;0.37;0.41600723819184066;2.106522339240335;31.923977875355277;0.11;25.01;5.45;7.42;
5652;206;2629;133;34;11671;2490;1888;82.0;6.05;0.91;8.17;0.14;0.28;0.07;24.18;0.64;26.14;29.47;1.91;24.73;32.23;1.91;2090.0;1871.0;1128.0;1907.0;7182.0;537.0;5576.0;138;1048.0;16.390;14427.0;0.6;0.43;0.34445922332611467;0.07929222172242364;32.233357953475725;0.64;26.14;10.32;14.07;
8318;566;2336;33;1047;11627;2166;1642;652.0;8.91;2.51;7.26;1.08;0.07;2.17;24.08;1.76;23.22;26.84;3.71;21.30;32.11;7.44;1786.0;1628.0;1124.0;1642.0;6841.0;639.0;5579.0;1096;2465.0;15.091;16194.0;0.58;0.43;0.08591062031876648;2.409906017802904;32.10949348381063;1.76;23.22;8.98;12.23;
7375;3773;1314;160;736;11902;381;289;3790.0;7.90;16.75;4.08;6.30;0.33;1.53;24.65;11.72;13.07;16.63;4.67;4.15;32.87;35.19;372.0;286.0;1150.0;900.0;5756.0;973.0;5798.0;6371;8524.0;12.398;24947.0;0.39;0.43;0.4154366801991449;1.694468039959892;32.8708415955605;11.72;13.07;1.58;2.15;
6106;731;2540;20;7;11451;2476;1877;107.0;6.54;3.25;7.89;0.18;0.04;0.01;23.72;2.27;25.25;26.78;2.27;24.30;31.63;6.51;2036.0;1860.0;1107.0;1719.0;7303.0;600.0;5553.0;180;1315.0;16.162;14881.0;0.56;0.44;0.052552469357840685;0.015139067970040382;31.625141207366216;2.27;25.25;10.26;13.99;
14952;5536;726;64;803;12111;51;39;4370.0;16.02;24.57;2.26;7.27;0.13;1.66;25.09;17.2;7.22;10.37;15.21;0.67;33.45;50.99;66.0;38.0;1170.0;-108.0;5573.0;1320.0;5707.0;7346;11144.0;8.911;28236.0;0.48;0.47;0.16571458901769812;1.8490049275474016;33.44786279186612;17.2;7.22;.21;.29;
8079;1626;1988;85;955;11746;757;574;3129.0;8.66;7.22;6.18;5.20;0.18;1.98;24.33;5.05;19.77;25.54;3.81;7.64;32.44;16.63;653.0;569.0;1135.0;1524.0;5333.0;751.0;5904.0;5260;6897.0;12.899;22101.0;0.53;0.38;0.22122661339799615;2.1971234247715765;32.43907821069563;5.05;19.77;3.14;4.28;
5586;12;2508;24;598;12087;2526;1914;20.0;5.98;0.05;7.79;0.03;0.05;1.24;25.04;0.04;24.94;29.87;1.87;24.79;33.38;1.48;2077.0;1898.0;1168.0;1936.0;7228.0;524.0;5524.0;34;858.0;16.475;14155.0;0.61;0.43;0.06233757978530845;1.3759045815856796;33.380494322672625;0.04;24.94;10.47;14.26;
