PV_Cap;NGas_CHP_Cap;HP_Cap;Oil_boiler_Cap;Ngas_boiler_Cap;Biomass_boiler_Cap;NumberOfPetrolCars;NumberOfDieselCars;NumberOfElectricCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NgasConsuption;DieselCost;PetrolCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;ElecCarInvestmentCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;ngasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;reducedPetrolDemand;reducedDieselDemand;
KWe;KWe;KWe;KWth;KWth;KWth; ; ; ;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Mt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
14529;5020;999;1;292;12149;248;188;4024.0;15.56;22.28;3.10;6.69;0.0;0.6;25.16;15.6;9.93;11.45;13.28;2.43;33.55;45.23;203.0;187.0;1174.0;82.0;5558.0;1249.0;5734.0;6764;10379.0;9.241;27056.0;0.46;0.45;0.0023367031554725848;0.672006598372533;33.55129978595212;15.6;9.93;1.03;1.4;
14023;443;2390;135;986;11510;593;450;3417.0;15.02;1.97;7.43;5.68;0.28;2.04;23.84;1.38;23.76;30.55;8.21;6.16;31.79;6.20;537.0;446.0;1112.0;1600.0;4250.0;739.0;6087.0;5744;7933.0;10.592;22522.0;0.68;0.33;0.3502066825495036;2.268783868586528;31.78630937257117;1.38;23.76;2.46;3.35;
5635;4005;1523;151;80;11218;1835;1391;1234.0;6.04;17.78;4.73;2.05;0.31;0.16;23.24;12.44;15.14;13.32;4.13;18.35;30.98;35.74;1559.0;1378.0;1084.0;743.0;7859.0;949.0;5416.0;2074;4063.0;15.282;19555.0;0.34;0.52;0.39090191736685437;0.18324234690183133;30.981457072805867;12.44;15.14;7.6;10.36;
13138;1895;2043;9;713;11396;214;163;4083.0;14.07;8.41;6.35;6.79;0.02;1.48;23.61;5.89;20.31;24.94;8.06;2.12;31.47;18.46;179.0;161.0;1101.0;1244.0;4295.0;875.0;6090.0;6864;9353.0;10.149;24810.0;0.58;0.35;0.023809189449627358;1.6418485249913075;31.473740329482492;5.89;20.31;.89;1.21;
5652;3755;2639;133;34;6302;2490;1888;82.0;6.05;16.67;8.20;0.14;0.28;0.07;13.05;11.67;26.23;15.26;3.43;24.73;17.41;33.41;2090.0;1871.0;609.0;922.0;8387.0;868.0;5579.0;138;2128.0;17.395;17046.0;0.36;0.56;0.34445922332611467;0.07929222172242364;17.405171069487757;11.67;26.23;10.32;14.07;
13880;3231;1332;86;1495;11946;2062;1563;835.0;14.87;14.34;4.14;1.39;0.18;3.1;24.74;10.04;13.24;12.97;10.43;20.42;32.99;32.12;1722.0;1550.0;1154.0;388.0;7598.0;1052.0;5282.0;1404;4346.0;12.792;19136.0;0.47;0.5;0.2223741648418528;3.439693405306808;32.99156433946098;10.04;13.24;8.55;11.65;
12628;360;2399;31;601;12080;1949;1478;1033.0;13.53;1.60;7.45;1.72;0.06;1.24;25.02;1.12;23.85;27.28;7.01;19.17;33.36;4.58;1608.0;1465.0;1167.0;1488.0;6143.0;703.0;5670.0;1736;3718.0;12.959;17296.0;0.64;0.39;0.08099603079935347;1.3822109390549693;33.362940386889896;1.12;23.85;8.08;11.01;
5847;1199;2449;204;549;10460;2507;1900;53.0;6.26;5.32;7.61;0.09;0.42;1.14;21.67;3.73;24.35;24.58;2.25;25.08;28.89;11.91;2130.0;1884.0;1011.0;1582.0;7652.0;643.0;5511.0;89;1279.0;16.718;15139.0;0.52;0.47;0.5277704502312663;1.2636480322766814;28.88724935948515;3.73;24.35;10.39;14.16;
10664;294;2422;108;750;11842;1807;1369;1284.0;11.42;1.30;7.53;2.14;0.22;1.55;24.53;0.91;24.08;28.55;5.40;17.97;32.70;4.33;1519.0;1358.0;1144.0;1653.0;6068.0;656.0;5719.0;2158;3814.0;13.590;17577.0;0.63;0.39;0.2784149713091018;1.7264191885582845;32.704917282311435;0.91;24.08;7.49;10.2;
14088;2503;1743;4;1039;11605;1530;1160;1770.0;15.09;11.11;5.41;2.94;0.01;2.15;24.04;7.78;17.33;17.83;9.45;14.99;32.05;24.61;1254.0;1149.0;1121.0;744.0;6407.0;967.0;5582.0;2975;5767.0;11.848;20542.0;0.52;0.44;0.009097609955023914;2.3907890014693063;32.049492942677425;7.78;17.33;6.34;8.64;
10801;148;2436;114;1392;11348;276;209;3975.0;11.57;0.66;7.57;6.61;0.24;2.88;23.51;0.46;24.22;33.64;5.47;2.99;31.34;4.52;269.0;207.0;1097.0;1937.0;3919.0;644.0;6201.0;6682;8282.0;11.430;23132.0;0.67;0.31;0.29476165093805773;3.2030779837339853;31.341129781207737;0.46;24.22;1.14;1.56;
10257;28;2511;138;1047;11488;1948;1477;1035.0;10.99;0.12;7.80;1.72;0.29;2.17;23.8;0.09;24.96;29.64;5.01;19.44;31.73;2.66;1648.0;1463.0;1110.0;1745.0;6217.0;618.0;5706.0;1740;3241.0;14.143;16846.0;0.65;0.4;0.3575553419089226;2.41066163569405;31.727695562298454;0.09;24.96;8.07;11.01;
7343;93;2491;411;427;11834;255;194;4011.0;7.87;0.41;7.74;6.67;0.85;0.88;24.51;0.29;24.76;35.27;2.92;3.58;32.68;1.80;365.0;192.0;1144.0;2175.0;4052.0;567.0;6225.0;6742;7842.0;12.471;22809.0;0.65;0.31;1.0651692176898453;0.983039311954477;32.681092528750575;0.29;24.76;1.06;1.45;
13050;2027;2676;12;744;8126;2520;1910;30.0;13.98;9.00;8.31;0.05;0.02;1.54;16.83;6.3;26.61;19.68;8.07;24.70;22.44;19.70;2068.0;1893.0;785.0;960.0;7422.0;853.0;5583.0;50;2552.0;14.510;16441.0;0.53;0.49;0.030754287703863386;1.712550053458633;22.441865143811587;6.3;26.61;10.44;14.23;
6262;526;2522;60;608;11203;2331;1767;362.0;6.71;2.33;7.84;0.60;0.12;1.26;23.21;1.63;25.08;27.93;2.32;22.98;30.94;6.07;1932.0;1751.0;1083.0;1787.0;7096.0;584.0;5590.0;609;1676.0;16.110;15318.0;0.57;0.44;0.15407554030642095;1.3992467321299003;30.941086113181807;1.63;25.08;9.66;13.17;
12184;1741;2259;150;154;11006;1515;1149;1796.0;13.05;7.73;7.02;2.99;0.31;0.32;22.8;5.41;22.46;22.57;7.13;15.23;30.40;15.81;1297.0;1139.0;1064.0;1174.0;6055.0;830.0;5757.0;3019;5341.0;12.554;19829.0;0.55;0.41;0.38744358776734444;0.35550347794866377;30.396086468284278;5.41;22.46;6.28;8.56;
8410;4319;1344;231;445;11163;1878;1424;1158.0;9.01;19.17;4.17;1.93;0.48;0.92;23.12;13.42;13.36;11.28;7.14;18.99;30.83;39.36;1625.0;1410.0;1079.0;447.0;7968.0;1043.0;5342.0;1947;4419.0;14.447;19962.0;0.37;0.53;0.5988986456156407;1.0231553148564427;30.82932019127274;13.42;13.36;7.78;10.61;
5999;4555;1263;127;445;11297;2;2;4456.0;6.43;20.22;3.93;7.41;0.26;0.92;23.4;14.15;12.56;15.33;4.42;0.35;31.20;41.46;49.0;2.0;1092.0;817.0;5547.0;1021.0;5899.0;7491;9674.0;12.321;26722.0;0.36;0.44;0.33010116375050164;1.0237472224480175;31.198647364320948;14.15;12.56;.01;.01;
10955;4551;910;15;1495;12062;9;7;4444.0;11.74;20.20;2.83;7.39;0.03;3.1;24.98;14.14;9.05;13.53;9.02;0.13;33.31;43.84;13.0;7.0;1166.0;450.0;5427.0;1139.0;5781.0;7470;10354.0;10.537;27269.0;0.41;0.44;0.0385957168929132;3.439604462049499;33.312252231193355;14.14;9.05;.04;.05;
13779;3700;1324;10;1200;11651;2052;1555;853.0;14.76;16.42;4.11;1.42;0.02;2.49;24.13;11.5;13.16;11.58;11.01;20.12;32.18;35.61;1684.0;1541.0;1126.0;263.0;7699.0;1094.0;5282.0;1434;4513.0;12.744;19465.0;0.45;0.52;0.025652807251111184;2.7628841455377184;32.17637172297021;11.5;13.16;8.5;11.59;
8177;186;2629;127;445;11297;637;483;3340.0;8.76;0.82;8.17;5.56;0.26;0.92;23.4;0.58;26.14;33.85;3.49;6.57;31.20;2.67;570.0;479.0;1092.0;2063.0;4455.0;585.0;6152.0;5615;6878.0;12.746;21503.0;0.64;0.33;0.32917327839600224;1.0245720094297945;31.198647364320948;0.58;26.14;2.64;3.6;
14091;626;2486;3;22;11873;1924;1458;1078.0;15.10;2.78;7.72;1.79;0.01;0.05;24.59;1.94;24.71;26.18;8.31;18.84;32.79;5.60;1576.0;1445.0;1147.0;1347.0;6018.0;752.0;5707.0;1812;4119.0;12.252;17704.0;0.64;0.39;0.006962927290680451;0.05110799071812044;32.79013603737973;1.94;24.71;7.97;10.86;
5925;5141;1096;33;1064;10698;278;211;3971.0;6.35;22.82;3.41;6.61;0.07;2.2;22.16;15.97;10.9;12.69;5.63;2.81;29.54;48.08;240.0;208.0;1034.0;581.0;6220.0;1083.0;5758.0;6675;8986.0;12.989;26129.0;0.34;0.49;0.08623160401908854;2.4477250764568743;29.544744556548505;15.97;10.9;1.15;1.57;
7343;426;2331;409;429;12101;436;330;3694.0;7.87;1.89;7.24;6.15;0.85;0.89;25.07;1.32;23.17;32.83;2.98;5.33;33.42;4.77;510.0;328.0;1169.0;2022.0;4461.0;607.0;6117.0;6210;7406.0;12.673;22388.0;0.62;0.33;1.0601861954892493;0.9877947761227377;33.42033726636806;1.32;23.17;1.81;2.46;
6322;246;2481;25;643;11823;2437;1847;176.0;6.77;1.09;7.71;0.29;0.05;1.33;24.49;0.76;24.66;28.68;2.32;23.92;32.65;3.66;2005.0;1831.0;1143.0;1836.0;7150.0;562.0;5544.0;296;1295.0;16.121;14732.0;0.59;0.43;0.06345374864825341;1.479799435826049;32.653231494679524;0.76;24.66;10.1;13.76;
6368;6922;1947;6;889;4144;45;34;4381.0;6.82;30.72;6.05;7.29;0.01;1.84;8.58;21.51;19.36;10.70;8.69;0.45;11.44;63.49;38.0;34.0;400.0;262.0;6218.0;1214.0;6111.0;7364;10437.0;13.774;28483.0;0.34;0.57;0.014322369017425706;2.0459229561737224;11.443466021076574;21.51;19.36;.19;.25;
11283;18;2510;13;1071;11610;2259;1712;489.0;12.09;0.08;7.80;0.81;0.03;2.22;24.05;0.05;24.95;28.49;5.83;22.15;32.06;2.62;1855.0;1697.0;1122.0;1635.0;6556.0;638.0;5609.0;822;2479.0;14.170;15785.0;0.65;0.41;0.03313325764197747;2.464075068610047;32.064248169396784;0.05;24.95;9.36;12.76;
14257;5662;687;60;807;12111;91;69;4300.0;15.27;25.13;2.13;7.15;0.12;1.67;25.09;17.59;6.83;10.09;14.99;1.05;33.45;52.12;97.0;69.0;1170.0;-115.0;5724.0;1320.0;5680.0;7228;10958.0;9.223;28102.0;0.47;0.48;0.15590642116851586;1.8577232989688972;33.44786279186612;17.59;6.83;.38;.51;
8538;736;2284;2;873;11826;2261;1714;485.0;9.15;3.27;7.10;0.81;0.0;1.81;24.49;2.29;22.71;25.63;3.92;22.14;32.66;8.55;1852.0;1699.0;1143.0;1556.0;7007.0;662.0;5535.0;815;2276.0;15.047;15979.0;0.57;0.43;0.004767070501270378;2.0101923472027234;32.659017509886915;2.29;22.71;9.37;12.77;
13816;23;2458;302;2535;10098;2532;1919;9.0;14.80;0.10;7.64;0.02;0.63;5.25;20.92;0.07;24.44;26.91;7.94;25.57;27.89;6.04;2187.0;1902.0;976.0;1426.0;7032.0;692.0;5507.0;15;1963.0;14.490;15203.0;0.67;0.45;0.7822399665561761;5.835330664536022;27.886970549436555;0.07;24.44;10.49;14.3;
14757;7238;222;39;574;12232;35;26;4399.0;15.81;32.13;0.69;7.32;0.08;1.19;25.34;22.49;2.21;8.06;21.77;0.44;33.78;65.57;42.0;27.0;1182.0;-665.0;6247.0;1502.0;5545.0;7395;11662.0;8.770;29478.0;0.57;0.57;0.10129404927747264;1.3202933161487318;33.78132129160087;22.49;2.21;.15;.19;
10343;43;2449;32;1032;11883;2171;1645;644.0;11.08;0.19;7.61;1.07;0.07;2.14;24.61;0.13;24.35;28.73;5.10;21.34;32.82;2.76;1790.0;1632.0;1148.0;1687.0;6516.0;625.0;5616.0;1083;2608.0;14.318;16027.0;0.64;0.4;0.08175009205659316;2.375469597408559;32.81664745772671;0.13;24.35;9;12.26;
14051;1356;2029;146;732;12117;2467;1870;123.0;15.05;6.02;6.30;0.20;0.3;1.52;25.1;4.21;20.17;20.46;8.81;24.53;33.46;13.72;2075.0;1853.0;1171.0;969.0;7268.0;844.0;5385.0;207;2675.0;13.261;16298.0;0.58;0.45;0.37841024544586943;1.6841876567616216;33.46402757950467;4.21;20.17;10.22;13.93;
8562;4092;1156;354;1158;11568;276;209;3975.0;9.17;18.16;3.59;6.61;0.73;2.4;23.96;12.71;11.5;15.18;6.09;3.62;31.95;38.99;359.0;207.0;1118.0;726.0;5784.0;1035.0;5778.0;6682;9073.0;12.044;25756.0;0.39;0.44;0.9173713885427618;2.6639520851015748;31.94657207333876;12.71;11.5;1.14;1.56;
5565;3945;1287;59;1043;11571;2499;1894;67.0;5.96;17.51;4.00;0.11;0.12;2.16;23.97;12.26;12.79;11.86;5.00;24.62;31.96;37.42;2068.0;1878.0;1118.0;610.0;8914.0;954.0;5131.0;113;2031.0;16.467;17099.0;0.35;0.57;0.1514822293409125;2.4015649462850543;31.95616950930632;12.26;12.79;10.36;14.11;
12953;3278;1430;2;1013;11970;2188;1659;613.0;13.88;14.55;4.44;1.02;0.0;2.1;24.79;10.18;14.22;12.89;9.63;21.44;33.06;31.43;1793.0;1644.0;1157.0;429.0;7747.0;1033.0;5275.0;1030;3875.0;13.165;18560.0;0.45;0.5;0.005286010577369777;2.33201248256727;33.057192603432384;10.18;14.22;9.07;12.36;
13752;4803;1004;433;768;11545;140;106;4214.0;14.73;21.32;3.12;7.01;0.9;1.59;23.91;14.92;9.98;12.33;12.03;2.49;31.88;44.40;277.0;105.0;1116.0;208.0;5546.0;1213.0;5770.0;7084;10473.0;9.820;27334.0;0.45;0.45;1.1202178457009844;1.7677245258379912;31.88385324758758;14.92;9.98;.58;.79;
13227;1613;1949;203;696;12095;47;35;4378.0;14.17;7.16;6.05;7.28;0.42;1.44;25.05;5.01;19.38;26.28;8.05;0.98;33.40;15.92;114.0;34.0;1169.0;1326.0;4034.0;855.0;6112.0;7359;9776.0;9.796;25277.0;0.6;0.33;0.5256690231547334;1.600827303999103;33.40343023212822;5.01;19.38;.19;.26;
13816;747;2343;339;841;11219;2066;1566;828.0;14.80;3.32;7.28;1.38;0.7;1.74;23.24;2.32;23.3;24.92;8.16;21.11;30.98;8.57;1820.0;1552.0;1084.0;1279.0;6493.0;766.0;5614.0;1392;3632.0;13.072;17356.0;0.63;0.42;0.8784848235469184;1.9360531340553566;30.98338014529192;2.32;23.3;8.56;11.67;
6895;167;2491;6;1197;11359;2193;1662;605.0;7.39;0.74;7.74;1.01;0.01;2.48;23.53;0.52;24.76;29.49;2.66;21.49;31.37;4.24;1797.0;1648.0;1098.0;1865.0;6794.0;565.0;5623.0;1017;2051.0;15.765;15655.0;0.61;0.42;0.01538454258468369;2.7550308435266655;31.36955424571522;0.52;24.76;9.09;12.38;
13016;1517;2417;56;784;10049;1145;868;2447.0;13.94;6.73;7.51;4.07;0.12;1.62;20.81;4.71;24.03;24.82;7.69;11.37;27.75;15.27;959.0;861.0;971.0;1278.0;5404.0;818.0;5925.0;4113;6467.0;12.009;21129.0;0.58;0.39;0.14529898635231872;1.8032929909937914;27.7522130326474;4.71;24.03;4.75;6.47;
9287;730;2270;85;955;11736;93;71;4296.0;9.95;3.24;7.05;7.15;0.18;1.98;24.31;2.27;22.57;31.67;4.44;1.14;32.41;8.68;109.0;71.0;1134.0;1864.0;3946.0;677.0;6203.0;7222;8785.0;11.467;24027.0;0.62;0.32;0.22122661339799615;2.1971234247715765;32.412025393128125;2.27;22.57;.39;.53;
14132;1946;1846;147;765;12073;867;657;2936.0;15.14;8.64;5.74;4.88;0.3;1.58;25.01;6.05;18.36;22.10;9.03;8.87;33.34;19.04;766.0;651.0;1167.0;1025.0;5267.0;910.0;5824.0;4935;7582.0;10.722;22601.0;0.57;0.38;0.3807180981568684;1.7609014777714125;33.34313846334528;6.05;18.36;3.59;4.9;
7229;1151;2075;57;788;12236;131;100;4229.0;7.74;5.11;6.45;7.03;0.12;1.63;25.35;3.58;20.63;29.91;3.06;1.44;33.79;12.03;130.0;98.0;1183.0;1827.0;4293.0;686.0;6126.0;7109;8495.0;12.098;23947.0;0.57;0.33;0.14730627906758298;1.8144787653736374;33.793906114930316;3.58;20.63;.54;.75;
14653;768;2299;61;771;11746;2527;1915;18.0;15.70;3.41;7.14;0.03;0.13;1.6;24.33;2.39;22.86;23.25;8.97;24.90;32.44;8.59;2092.0;1898.0;1135.0;1139.0;7025.0;787.0;5456.0;30;2422.0;13.219;15709.0;0.63;0.43;0.1588000628311618;1.7739395645501006;32.438969791630825;2.39;22.86;10.47;14.27;
14057;269;2456;64;803;11708;51;39;4370.0;15.06;1.19;7.63;7.27;0.13;1.66;24.25;0.84;24.42;33.04;8.18;0.67;32.33;4.24;66.0;38.0;1131.0;1748.0;3369.0;720.0;6276.0;7346;9504.0;9.621;24361.0;0.7;0.29;0.16571458901769812;1.8490049275474016;32.33354786652129;0.84;24.42;.21;.29;
14987;3651;1314;73;792;12117;117;89;4254.0;16.06;16.21;4.08;7.08;0.15;1.64;25.1;11.34;13.07;16.39;11.27;1.33;33.46;34.23;123.0;87.0;1171.0;518.0;4865.0;1114.0;5881.0;7151;10416.0;9.103;26649.0;0.5;0.4;0.18903404769508766;1.8216149280852376;33.46326825895992;11.34;13.07;.48;.66;
10949;4897;893;14;883;12237;9;7;4444.0;11.73;21.74;2.77;7.39;0.03;1.83;25.35;15.22;8.88;12.55;9.63;0.13;33.79;45.51;13.0;7.0;1183.0;350.0;5488.0;1172.0;5775.0;7470;10483.0;10.330;27486.0;0.41;0.45;0.03741168316931611;2.0326382936533536;33.79435117728611;15.22;8.88;.04;.05;
5847;1165;2460;204;549;10460;2521;1911;28.0;6.26;5.17;7.64;0.05;0.42;1.14;21.67;3.62;24.45;24.71;2.24;25.22;28.89;11.61;2141.0;1895.0;1011.0;1591.0;7657.0;639.0;5510.0;47;1227.0;16.742;15062.0;0.52;0.47;0.5277704502312663;1.2636480322766814;28.88724935948515;3.62;24.45;10.45;14.24;
14653;1964;2299;61;868;9855;2527;1915;18.0;15.70;8.72;7.14;0.03;0.13;1.8;20.41;6.1;22.86;18.60;9.62;24.90;27.22;19.43;2092.0;1898.0;952.0;806.0;7442.0;898.0;5457.0;30;2752.0;13.599;16568.0;0.55;0.48;0.1588000628311618;1.9972786344942746;27.215861449931964;6.1;22.86;10.47;14.27;
10996;3995;1232;137;748;11974;4;3;4453.0;11.78;17.73;3.83;7.41;0.28;1.55;24.8;12.41;12.25;15.94;7.99;0.39;33.07;37.18;54.0;4.0;1157.0;665.0;5100.0;1071.0;5888.0;7485;10247.0;10.435;26883.0;0.43;0.41;0.353974897626887;1.7224244912305517;33.069281641016104;12.41;12.25;.02;.02;
10225;2305;1728;1;822;12191;2010;1524;926.0;10.95;10.23;5.37;1.54;0.0;1.7;25.25;7.16;17.18;18.03;6.08;19.69;33.67;22.36;1647.0;1510.0;1178.0;951.0;7231.0;871.0;5428.0;1557;3724.0;13.852;18206.0;0.47;0.46;0.001296265243509834;1.8908079749287812;33.66867689603596;7.16;17.18;8.33;11.36;
6659;52;2505;31;608;12028;808;612;3040.0;7.13;0.23;7.78;5.06;0.06;1.26;24.91;0.16;24.9;34.17;2.47;7.99;33.22;1.86;673.0;607.0;1162.0;2140.0;4764.0;549.0;6058.0;5110;6107.0;13.414;20603.0;0.64;0.34;0.0803305433652124;1.398473679956721;33.218537844362324;0.16;24.9;3.35;4.56;
6266;151;2441;32;1032;11761;2524;1913;23.0;6.71;0.67;7.58;0.04;0.07;2.14;24.36;0.47;24.27;28.75;2.29;24.79;32.48;3.71;2078.0;1896.0;1137.0;1844.0;7296.0;554.0;5504.0;39;982.0;16.395;14360.0;0.6;0.44;0.0817652017747632;2.3754561665479637;32.48187398278061;0.47;24.27;10.46;14.25;
14760;78;2431;23;924;12033;1757;1332;1371.0;15.81;0.35;7.55;2.28;0.05;1.91;24.92;0.24;24.17;28.63;8.73;17.26;33.23;2.82;1447.0;1320.0;1163.0;1476.0;5669.0;717.0;5740.0;2305;4511.0;11.971;18046.0;0.69;0.37;0.058354910910614004;2.1270306441637725;33.231296086825836;0.24;24.17;7.28;9.92;
12195;449;2393;32;1048;11527;2137;1620;703.0;13.06;1.99;7.43;1.17;0.07;2.17;23.88;1.4;23.79;26.46;6.69;21.01;31.83;6.40;1762.0;1606.0;1114.0;1457.0;6512.0;703.0;5608.0;1182;3100.0;13.642;16646.0;0.63;0.41;0.08409452583248662;2.411778660219254;31.83391305227248;1.4;23.79;8.86;12.07;
14389;2241;1977;58;1028;10831;1419;1075;1966.0;15.41;9.95;6.14;3.27;0.12;2.13;22.44;6.96;19.65;19.69;9.42;14.04;29.91;22.26;1183.0;1066.0;1047.0;863.0;6095.0;936.0;5694.0;3305;6062.0;11.773;20808.0;0.54;0.43;0.15024863328649127;2.366366599249479;29.913684636979028;6.96;19.65;5.88;8.01;
14144;867;2162;136;906;12045;867;657;2936.0;15.15;3.85;6.72;4.88;0.28;1.88;24.95;2.69;21.5;27.33;8.50;8.84;33.27;9.78;762.0;651.0;1164.0;1386.0;4825.0;793.0;5928.0;4935;7270.0;10.812;21834.0;0.64;0.35;0.3531304996742771;2.0849819883855254;33.26504597068246;2.69;21.5;3.59;4.9;
10643;1903;1891;97;1400;11339;235;178;4047.0;11.40;8.45;5.87;6.73;0.2;2.9;23.49;5.91;18.8;24.95;5.98;2.55;31.32;20.12;229.0;176.0;1096.0;1359.0;4612.0;834.0;6033.0;6803;8882.0;11.325;24521.0;0.54;0.36;0.2521133274089771;3.222404914992978;31.315084578589346;5.91;18.8;.97;1.33;
5727;1422;1984;53;1165;11892;2;2;4456.0;6.14;6.31;6.17;7.41;0.11;2.41;24.63;4.42;19.73;29.51;2.16;0.16;32.84;15.30;21.0;2.0;1149.0;1845.0;4355.0;685.0;6137.0;7491;8708.0;12.603;24466.0;0.55;0.34;0.13649830995618584;2.680570004295253;32.842339491115396;4.42;19.73;.01;.01;
14195;592;2425;11;1154;11075;823;624;3013.0;15.21;2.63;7.53;5.01;0.02;2.39;22.94;1.84;24.11;29.33;8.40;8.09;30.59;7.91;678.0;618.0;1070.0;1518.0;4587.0;755.0;6028.0;5065;7319.0;10.961;21786.0;0.67;0.35;0.02843535602141314;2.656339002299097;30.585220450723924;1.84;24.11;3.41;4.65;
13566;2200;2131;24;164;11052;261;198;4001.0;14.53;9.77;6.62;6.66;0.05;0.34;22.89;6.84;21.18;23.75;8.55;2.62;30.52;19.91;223.0;196.0;1068.0;1143.0;4364.0;908.0;6105.0;6726;9393.0;9.996;24883.0;0.56;0.35;0.06088917716296836;0.3782631177229091;30.522139675789408;6.84;21.18;1.08;1.48;
10116;4896;1058;349;548;11447;83;63;4314.0;10.84;21.73;3.29;7.18;0.72;1.14;23.71;15.21;10.52;12.81;8.69;1.71;31.61;44.73;199.0;62.0;1106.0;421.0;5656.0;1146.0;5807.0;7252;10137.0;10.999;27181.0;0.39;0.45;0.9035808390504374;1.2612676922610262;31.61307717032567;15.21;10.52;.34;.47;
7343;940;2226;308;531;11835;50;38;4372.0;7.87;4.17;6.92;7.27;0.64;1.1;24.51;2.92;22.13;31.45;3.08;1.29;32.68;9.57;156.0;38.0;1144.0;1921.0;4103.0;660.0;6202.0;7349;8692.0;12.080;24151.0;0.59;0.32;0.7973202018524995;1.2211273260321176;32.68479411245339;2.92;22.13;.21;.28;
5871;348;2387;133;447;12206;2509;1902;49.0;6.29;1.54;7.42;0.08;0.28;0.93;25.28;1.08;23.74;27.97;2.09;24.91;33.71;4.12;2105.0;1885.0;1180.0;1805.0;7350.0;567.0;5490.0;82;1047.0;16.311;14504.0;0.58;0.44;0.34446647465374053;1.029024609234094;33.7097827660308;1.08;23.74;10.4;14.17;
12586;178;2453;186;712;11828;69;52;4339.0;13.48;0.79;7.62;7.22;0.38;1.48;24.5;0.55;24.39;33.70;6.91;1.16;32.67;3.22;126.0;53.0;1143.0;1859.0;3479.0;682.0;6271.0;7294;9204.0;10.205;24096.0;0.69;0.29;0.48108873795059975;1.6394407899054473;32.66633578816932;0.55;24.39;.29;.39;
5652;186;2629;127;445;11297;1871;1418;1171.0;6.05;0.82;8.17;1.95;0.26;0.92;23.4;0.58;26.14;31.34;1.88;18.65;31.20;2.67;1580.0;1405.0;1092.0;2014.0;6343.0;535.0;5768.0;1968;2852.0;15.605;16702.0;0.61;0.4;0.32917327839600224;1.0245720094297945;31.198647364320948;0.58;26.14;7.75;10.57;
8714;38;2510;2;1069;11592;517;392;3551.0;9.34;0.17;7.80;5.91;0.0;2.21;24.01;0.12;24.95;34.28;3.86;5.06;32.01;2.80;424.0;388.0;1120.0;2069.0;4263.0;589.0;6151.0;5969;7247.0;12.398;21900.0;0.66;0.32;0.0045633182989098095;2.4603656737585546;32.013479678586464;0.12;24.95;2.14;2.92;
5646;3116;1552;22;1074;11547;278;211;3971.0;6.05;13.83;4.82;6.61;0.05;2.23;23.92;9.68;15.43;20.53;2.76;2.78;31.89;30.14;236.0;208.0;1116.0;1250.0;5423.0;865.0;5909.0;6675;8370.0;13.012;24649.0;0.42;0.41;0.058189271422173734;2.4726515943207983;31.888804159227302;9.68;15.43;1.15;1.57;
7865;4953;980;422;197;12016;928;704;2828.0;8.43;21.98;3.04;4.70;0.87;0.41;24.89;15.39;9.74;11.12;7.57;10.19;33.19;44.42;920.0;698.0;1161.0;387.0;7008.0;1111.0;5516.0;4754;7332.0;12.970;23874.0;0.36;0.5;1.0918102969120889;0.45434193307083837;33.186417912019714;15.39;9.74;3.85;5.25;
13102;3021;1575;475;1124;11077;140;106;4214.0;14.04;13.41;4.89;7.01;0.98;2.33;22.94;9.39;15.66;19.50;8.82;2.60;30.59;29.40;293.0;105.0;1070.0;854.0;4873.0;1004.0;5960.0;7084;9846.0;10.369;26015.0;0.51;0.39;1.2289640258871393;2.5867618617059085;30.59209783092312;9.39;15.66;.58;.79;
12755;5222;1232;13;1222;9783;29;22;4409.0;13.66;23.18;3.83;7.33;0.03;2.53;20.26;16.22;12.25;12.06;11.52;0.31;27.02;49.17;28.0;22.0;945.0;214.0;5459.0;1221.0;5880.0;7412;10763.0;10.305;27855.0;0.43;0.47;0.03334397690931051;2.813455119073189;27.01909293932189;16.22;12.25;.12;.16;
10917;164;2472;31;904;11722;2378;1803;279.0;11.70;0.73;7.68;0.46;0.06;1.87;24.28;0.51;24.57;27.52;5.58;23.36;32.37;3.54;1959.0;1786.0;1133.0;1589.0;6793.0;646.0;5560.0;469;2121.0;14.424;15407.0;0.63;0.42;0.08092752588602434;2.079863372246146;32.37417047550801;0.51;24.57;9.85;13.43;
