CHP_Cap HP_Cap PV_Cap Boiler_Cap AnnualPV AnnualCHPelec AnnualCHPheat AnnualHPheat AnnualHPelec AnnualBiolerHeat AnnualImport AnnualExport OilConsumption BiomassConsumption DieselCost PetrolCost BiomassCost TotalElectricityExchangeCost TotalVariableCost FixedOperationCosts AdditionalCost InvestmentCost CO2-Emission AnnualCost LoadFollowingCapacity 
KW KW KW KW GWh GWh GWh GWh GWh GWh GWh GWh GWh GWh KEuro KEuro KEuro KEuro KEuro KEuro KEuro KEuro Mt KEuro  
2347 1590 7048 108.0 8.63 11.34 39.69 2.68 0.86 0.00 1.19 14.84 27.03 56.70 2416.0 2074.0 3062.0 -714.0 6924.0 752.0 2416.0 976.1925007111076 -0.738 10990.192500711108 0.5869644818747712 
2339 880 11735 2337.0 14.36 11.32 39.63 2.66 0.86 0.07 1.09 20.47 27.03 56.71 2416.0 2074.0 3062.0 -984.0 6654.0 866.0 2414.0 2053.1925007111076 -4.023 11919.192500711108 0.7894544123031856 
992 1014 5329 6636.0 6.52 6.00 20.99 14.28 4.61 7.11 5.38 7.84 27.03 38.87 2416.0 2074.0 2099.0 -21.0 6641.0 680.0 2737.0 423.19250071110764 5.682 10432.192500711108 0.48407176858293666 
2346 1094 9993 1649.0 12.23 11.34 39.68 2.67 0.86 0.02 1.12 18.38 27.03 56.71 2416.0 2074.0 3063.0 -898.0 6740.0 823.0 2415.0 1644.1925007111076 -2.807 11551.192500711108 0.7140241669718053 
2346 1125 14035 1553.0 17.18 11.34 39.68 2.67 0.86 0.01 1.07 23.27 27.03 56.71 2416.0 2074.0 3062.0 -1076.0 6562.0 925.0 2416.0 2679.1925007111076 -5.646 12510.192500711108 0.891248626876602 
1077 1133 5344 5969.0 6.54 6.44 22.55 14.82 4.78 5.00 5.36 8.11 27.03 38.46 2416.0 2074.0 2077.0 -38.0 6603.0 683.0 2751.0 448.19250071110764 5.516 10433.192500711108 0.49322592456975467 
2347 1078 6969 1695.0 8.53 11.34 39.69 2.66 0.86 0.02 1.19 14.75 27.03 56.73 2416.0 2074.0 3063.0 -709.0 6930.0 748.0 2415.0 872.1925007111076 -0.687 10894.192500711108 0.5836689857195166 
2347 1625 10335 0.0 12.65 11.34 39.69 2.68 0.86 0.00 1.12 18.79 27.03 56.70 2416.0 2074.0 3062.0 -917.0 6721.0 835.0 2416.0 1819.1925007111076 -3.047 11712.192500711108 0.7290369827901868 
2346 1286 8585 1053.0 10.51 11.34 39.68 2.68 0.86 0.00 1.15 16.68 27.03 56.70 2416.0 2074.0 3062.0 -815.0 6822.0 789.0 2416.0 1317.1925007111076 -1.816 11270.192500711108 0.6528744049798608 
2344 1029 9193 1857.0 11.25 11.33 39.67 2.67 0.86 0.03 1.14 17.41 27.03 56.71 2416.0 2074.0 3062.0 -852.0 6786.0 803.0 2415.0 1429.1925007111076 -2.242 11363.192500711108 0.6792383742218968 
2347 980 11346 1999.0 13.89 11.34 39.69 2.64 0.85 0.04 1.10 20.02 27.03 56.75 2416.0 2074.0 3065.0 -968.0 6673.0 857.0 2415.0 1970.1925007111076 -3.764 11845.192500711108 0.773343097766386 
2347 1485 12702 433.0 15.55 11.34 39.69 2.68 0.86 0.00 1.08 21.65 27.03 56.70 2416.0 2074.0 3062.0 -1025.0 6612.0 893.0 2416.0 2399.1925007111076 -4.709 12243.192500711108 0.8322958623214939 
1938 247 5447 5702.0 6.67 10.24 35.83 2.29 0.74 4.25 1.48 12.19 27.03 56.50 2416.0 2074.0 3051.0 -538.0 7086.0 697.0 2406.0 341.19250071110764 0.948 10477.192500711108 0.5005492493592091 
2347 1499 5400 390.0 6.61 11.34 39.69 2.68 0.86 0.00 1.24 12.87 27.03 56.70 2416.0 2074.0 3062.0 -599.0 7038.0 711.0 2416.0 541.1925007111076 0.419 10629.192500711108 0.5166605638960088 
1171 100 5349 8843.0 6.55 6.94 24.28 1.63 0.52 16.46 2.45 9.96 27.03 55.27 2416.0 2074.0 2984.0 -338.0 7213.0 679.0 2387.0 280.19250071110764 2.787 10520.192500711108 0.4544123031856463 
2333 1199 14159 1369.0 17.33 11.31 39.59 2.77 0.89 0.01 1.08 23.37 27.03 56.57 2416.0 2074.0 3055.0 -1076.0 6554.0 928.0 2419.0 2722.1925007111076 -5.698 12550.192500711108 0.895276455510802 
2347 1557 13017 210.0 15.93 11.34 39.69 2.68 0.86 0.00 1.08 22.03 27.03 56.70 2416.0 2074.0 3062.0 -1038.0 6600.0 902.0 2416.0 2490.1925007111076 -4.931 12330.192500711108 0.8462101794214574 
2346 1489 5995 424.0 7.34 11.34 39.68 2.68 0.87 0.00 1.22 13.58 27.03 56.69 2416.0 2074.0 3061.0 -641.0 6996.0 725.0 2416.0 692.1925007111076 0.004 10752.192500711108 0.5419260344196266 
2338 777 8433 2659.0 10.32 11.32 39.63 2.62 0.84 0.12 1.15 16.49 27.03 56.76 2416.0 2074.0 3065.0 -806.0 6835.0 782.0 2414.0 1194.1925007111076 -1.711 11158.192500711108 0.6459172464298791 
2346 1078 14875 1698.0 18.20 11.34 39.68 2.67 0.86 0.02 1.06 24.29 27.03 56.72 2416.0 2074.0 3063.0 -1104.0 6534.0 946.0 2415.0 2885.1925007111076 -6.236 12709.192500711108 0.9282314170633468 
2346 1616 13647 30.0 16.70 11.34 39.68 2.69 0.87 0.00 1.07 22.79 27.03 56.69 2416.0 2074.0 3061.0 -1061.0 6576.0 918.0 2416.0 2660.1925007111076 -5.370 12491.192500711108 0.8736726473819114 
2348 959 12382 2060.0 15.15 11.34 39.70 2.63 0.85 0.04 1.08 21.28 27.03 56.77 2416.0 2074.0 3065.0 -1013.0 6628.0 883.0 2414.0 2231.1925007111076 -4.495 12087.192500711108 0.8187477114610033 
2339 1593 7815 126.0 9.56 11.32 39.63 2.74 0.88 0.00 1.18 15.73 27.03 56.62 2416.0 2074.0 3057.0 -763.0 6870.0 771.0 2417.0 1171.1925007111076 -1.257 11151.192500711108 0.6191871109483706 
1253 139 5349 8435.0 6.55 7.37 25.79 2.15 0.69 14.43 2.36 10.13 27.03 54.88 2416.0 2074.0 2964.0 -354.0 7177.0 681.0 2402.0 288.19250071110764 2.636 10507.192500711108 0.45734163310142806 
2346 1108 5425 1605.0 6.64 11.34 39.68 2.67 0.86 0.02 1.24 12.90 27.03 56.71 2416.0 2074.0 3062.0 -601.0 7037.0 709.0 2416.0 484.19250071110764 0.401 10574.192500711108 0.517759062614427 
2282 1309 11765 1206.0 14.40 11.20 39.20 3.17 1.02 0.01 1.17 20.29 27.03 56.00 2416.0 2074.0 3024.0 -967.0 6633.0 868.0 2430.0 2130.1925007111076 -3.880 11988.192500711108 0.7857927499084585 
2347 1587 6760 117.0 8.27 11.34 39.69 2.68 0.86 0.00 1.20 14.49 27.03 56.70 2416.0 2074.0 3062.0 -694.0 6944.0 745.0 2416.0 902.1925007111076 -0.536 10929.192500711108 0.5745148297326986 
2336 1222 10644 1287.0 13.03 11.32 39.61 2.75 0.89 0.01 1.12 19.13 27.03 56.60 2416.0 2074.0 3056.0 -930.0 6702.0 840.0 2418.0 1831.1925007111076 -3.237 11718.192500711108 0.7414866349322593 
2347 1590 7227 108.0 8.84 11.34 39.69 2.68 0.86 0.00 1.18 15.05 27.03 56.70 2416.0 2074.0 3062.0 -726.0 6912.0 757.0 2415.0 1021.1925007111076 -0.864 11027.192500711108 0.5942878066642256 
866 1005 5328 7105.0 6.52 5.33 18.67 14.91 4.81 8.79 5.86 7.45 27.03 37.66 2416.0 2074.0 2034.0 32.0 6627.0 677.0 2754.0 419.19250071110764 6.181 10430.192500711108 0.4873672647381912 
1249 878 5328 6158.0 6.52 7.35 25.72 11.10 3.58 5.56 4.05 8.88 27.03 43.68 2416.0 2074.0 2359.0 -168.0 6757.0 684.0 2649.0 404.19250071110764 4.320 10443.192500711108 0.47345294763822776 
879 99 5328 9868.0 6.52 5.40 18.91 1.61 0.52 21.85 3.09 9.04 27.03 54.32 2416.0 2074.0 2933.0 -241.0 7255.0 673.0 2386.0 271.19250071110764 3.680 10551.192500711108 0.44415964848041006 
2347 1616 13243 27.0 16.21 11.34 39.69 2.68 0.86 0.00 1.08 22.31 27.03 56.70 2416.0 2074.0 3062.0 -1046.0 6591.0 908.0 2416.0 2557.1925007111076 -5.089 12393.192500711108 0.8564628341266936 
2346 1072 5656 1717.0 6.92 11.34 39.68 2.66 0.86 0.02 1.23 13.18 27.03 56.72 2416.0 2074.0 3063.0 -617.0 7021.0 715.0 2415.0 536.1925007111076 0.238 10616.192500711108 0.5276455510801904 
2347 907 13789 2225.0 16.88 11.34 39.69 2.62 0.84 0.06 1.06 22.98 27.03 56.78 2416.0 2074.0 3066.0 -1068.0 6574.0 918.0 2414.0 2580.1925007111076 -5.484 12417.192500711108 0.8802636396924204 
866 1005 5328 7105.0 6.52 5.33 18.67 14.91 4.81 8.79 5.86 7.45 27.03 37.66 2416.0 2074.0 2034.0 32.0 6627.0 677.0 2754.0 419.19250071110764 6.181 10430.192500711108 0.4873672647381912 
2343 1079 6741 1706.0 8.25 11.33 39.66 2.69 0.87 0.02 1.20 14.46 27.03 56.69 2416.0 2074.0 3061.0 -692.0 6945.0 742.0 2416.0 814.1925007111076 -0.516 10846.192500711108 0.5734163310142805 
2346 1597 5842 89.0 7.15 11.34 39.68 2.69 0.87 0.00 1.23 13.40 27.03 56.69 2416.0 2074.0 3061.0 -630.0 7007.0 722.0 2416.0 670.1925007111076 0.111 10737.192500711108 0.5357012083485904 
2347 1584 7162 126.0 8.77 11.34 39.69 2.68 0.86 0.00 1.19 14.97 27.03 56.70 2416.0 2074.0 3062.0 -722.0 6916.0 755.0 2417.0 1004.1925007111076 -0.819 11014.192500711108 0.5917246429879165 
2348 1309 10754 975.0 13.16 11.34 39.70 2.67 0.86 0.00 1.11 19.30 27.03 56.72 2416.0 2074.0 3063.0 -939.0 6700.0 844.0 2415.0 1874.1925007111076 -3.344 11759.192500711108 0.7473452947638228 
2346 876 7923 2324.0 9.70 11.34 39.68 2.61 0.84 0.07 1.16 15.90 27.03 56.78 2416.0 2074.0 3066.0 -774.0 6868.0 770.0 2414.0 1081.1925007111076 -1.364 11065.192500711108 0.6246796045404613 
2319 857 8072 2478.0 9.88 11.28 39.48 2.79 0.90 0.09 1.18 15.99 27.03 56.52 2416.0 2074.0 3052.0 -776.0 6851.0 773.0 2419.0 1115.1925007111076 -1.402 11090.192500711108 0.6287074331746614 
2332 1630 5633 36.0 6.89 11.31 39.58 2.79 0.90 0.00 1.25 13.10 27.03 56.55 2416.0 2074.0 3053.0 -611.0 7018.0 717.0 2419.0 622.1925007111076 0.294 10697.192500711108 0.5254485536433541 
2348 1148 7556 1474.0 9.25 11.34 39.70 2.66 0.86 0.01 1.17 15.45 27.03 56.73 2416.0 2074.0 3063.0 -749.0 6890.0 763.0 2415.0 1032.1925007111076 -1.100 11028.192500711108 0.6085682900036616 
2346 901 14790 2247.0 18.10 11.34 39.68 2.62 0.85 0.06 1.05 24.19 27.03 56.77 2416.0 2074.0 3066.0 -1102.0 6539.0 943.0 2414.0 2834.1925007111076 -6.185 12661.192500711108 0.924203588429147 
2348 981 11233 1992.0 13.75 11.34 39.70 2.63 0.85 0.04 1.10 19.88 27.03 56.76 2416.0 2074.0 3065.0 -963.0 6678.0 854.0 2415.0 1942.1925007111076 -3.687 11819.192500711108 0.7682167704137679 
2347 1625 14544 0.0 17.80 11.34 39.69 2.68 0.86 0.00 1.06 23.89 27.03 56.70 2416.0 2074.0 3062.0 -1093.0 6544.0 940.0 2415.0 2891.1925007111076 -6.003 12711.192500711108 0.913584767484438 
2346 911 14442 2216.0 17.68 11.34 39.68 2.63 0.85 0.06 1.06 23.77 27.03 56.77 2416.0 2074.0 3065.0 -1091.0 6550.0 934.0 2415.0 2747.1925007111076 -5.940 12577.192500711108 0.9091907726107653 
2348 1309 10754 975.0 13.16 11.34 39.70 2.67 0.86 0.00 1.11 19.30 27.03 56.72 2416.0 2074.0 3063.0 -939.0 6700.0 844.0 2415.0 1874.1925007111076 -3.344 11759.192500711108 0.7473452947638228 
2346 1224 11167 1246.0 13.67 11.34 39.68 2.68 0.86 0.01 1.10 19.79 27.03 56.70 2416.0 2074.0 3062.0 -958.0 6679.0 854.0 2416.0 1965.1925007111076 -3.630 11841.192500711108 0.7649212742585134 
2339 1291 5798 1062.0 7.10 11.32 39.63 2.73 0.88 0.00 1.24 13.32 27.03 56.62 2416.0 2074.0 3058.0 -625.0 7008.0 719.0 2418.0 609.1925007111076 0.159 10680.192500711108 0.5331380446722812 
1335 469 5388 7125.0 6.59 7.78 27.24 6.27 2.02 8.86 2.83 9.73 27.03 49.99 2416.0 2074.0 2700.0 -299.0 6969.0 685.0 2515.0 353.19250071110764 3.133 10475.192500711108 0.45990479677773716 
2346 1078 14262 1698.0 17.45 11.34 39.68 2.67 0.86 0.02 1.06 23.54 27.03 56.72 2416.0 2074.0 3063.0 -1084.0 6555.0 930.0 2415.0 2729.1925007111076 -5.806 12558.192500711108 0.9007689491028926 
2347 1625 10905 0.0 13.35 11.34 39.69 2.68 0.86 0.00 1.11 19.48 27.03 56.70 2416.0 2074.0 3062.0 -946.0 6692.0 849.0 2416.0 1964.1925007111076 -3.447 11842.192500711108 0.7539362870743318 
2347 1195 10587 1332.0 12.96 11.34 39.69 2.67 0.86 0.01 1.11 19.09 27.03 56.71 2416.0 2074.0 3063.0 -930.0 6708.0 839.0 2416.0 1813.1925007111076 -3.225 11703.192500711108 0.7396558037348957 
2346 1626 14717 0.0 18.01 11.34 39.68 2.69 0.87 0.00 1.06 24.09 27.03 56.69 2416.0 2074.0 3061.0 -1099.0 6538.0 945.0 2416.0 2935.1925007111076 -6.122 12755.192500711108 0.9209080922738924 
2323 1652 13243 0.0 16.21 11.29 39.51 2.86 0.92 0.00 1.10 22.23 27.03 56.45 2416.0 2074.0 3048.0 -1040.0 6584.0 907.0 2420.0 2563.1925007111076 -5.027 12395.192500711108 0.8542658366898573 
2345 1224 10996 1249.0 13.46 11.34 39.68 2.69 0.87 0.01 1.11 19.58 27.03 56.69 2416.0 2074.0 3061.0 -950.0 6687.0 849.0 2417.0 1921.1925007111076 -3.507 11801.192500711108 0.7575979494690589 
2347 1484 11678 436.0 14.29 11.34 39.69 2.68 0.86 0.00 1.10 20.41 27.03 56.70 2416.0 2074.0 3062.0 -982.0 6656.0 868.0 2416.0 2138.1925007111076 -3.990 12001.192500711108 0.7876235811058221 
2333 1135 14649 1567.0 17.93 11.31 39.59 2.77 0.89 0.01 1.07 23.97 27.03 56.57 2416.0 2074.0 3055.0 -1093.0 6538.0 940.0 2418.0 2836.1925007111076 -6.044 12660.192500711108 0.9168802636396924 
992 145 5328 9330.0 6.52 6.00 20.99 2.36 0.76 19.02 2.93 9.23 27.03 53.76 2416.0 2074.0 2903.0 -263.0 7204.0 675.0 2408.0 280.19250071110764 3.478 10530.192500711108 0.4452581471988283 
2347 1625 12066 0.0 14.77 11.34 39.69 2.68 0.86 0.00 1.09 20.88 27.03 56.70 2416.0 2074.0 3062.0 -999.0 6639.0 878.0 2416.0 2260.1925007111076 -4.263 12114.192500711108 0.8044672281215672 
2346 1626 6159 0.0 7.54 11.34 39.68 2.69 0.87 0.00 1.22 13.77 27.03 56.69 2416.0 2074.0 3061.0 -652.0 6985.0 730.0 2417.0 756.1925007111076 -0.112 10809.192500711108 0.5488831929696082 
2307 753 6161 2842.0 7.54 11.26 39.39 2.81 0.91 0.17 1.24 13.68 27.03 56.49 2416.0 2074.0 3050.0 -644.0 6982.0 725.0 2420.0 612.1925007111076 -0.042 10673.192500711108 0.5463200292932991 
2347 964 13672 2048.0 16.73 11.34 39.69 2.64 0.85 0.04 1.07 22.83 27.03 56.76 2416.0 2074.0 3065.0 -1063.0 6577.0 915.0 2415.0 2559.1925007111076 -5.398 12396.192500711108 0.8751373123398023 
2336 1315 6268 999.0 7.67 11.32 39.61 2.75 0.89 0.00 1.22 13.87 27.03 56.59 2416.0 2074.0 3056.0 -657.0 6975.0 731.0 2418.0 732.1925007111076 -0.163 10782.192500711108 0.5525448553643354 
2351 1003 15000 1913.0 18.36 11.35 39.72 2.62 0.84 0.03 1.05 24.46 27.03 56.78 2416.0 2074.0 3066.0 -1110.0 6532.0 948.0 2414.0 2904.1925007111076 -6.339 12728.192500711108 0.9340900768949104 
2351 1003 15000 1913.0 18.36 11.35 39.72 2.62 0.84 0.03 1.05 24.46 27.03 56.78 2416.0 2074.0 3066.0 -1110.0 6532.0 948.0 2414.0 2904.1925007111076 -6.339 12728.192500711108 0.9340900768949104 
936 1184 5328 6305.0 6.52 5.70 19.96 16.34 5.27 6.07 6.09 7.59 27.03 36.10 2416.0 2074.0 1950.0 39.0 6551.0 680.0 2793.0 449.19250071110764 6.234 10423.192500711108 0.5009154155986818 
2346 1626 14952 0.0 18.30 11.34 39.68 2.69 0.87 0.00 1.06 24.38 27.03 56.69 2416.0 2074.0 3061.0 -1106.0 6531.0 951.0 2416.0 2995.1925007111076 -6.287 12814.192500711108 0.9315269132186013 
2345 908 13688 2229.0 16.75 11.34 39.68 2.63 0.85 0.06 1.07 22.85 27.03 56.76 2416.0 2074.0 3065.0 -1064.0 6577.0 915.0 2415.0 2554.1925007111076 -5.408 12392.192500711108 0.8758696448187479 
2351 1612 13444 25.0 16.45 11.35 39.72 2.65 0.85 0.00 1.07 22.56 27.03 56.74 2416.0 2074.0 3064.0 -1055.0 6585.0 913.0 2415.0 2608.1925007111076 -5.241 12442.192500711108 0.8652508238740388 
2347 1003 6684 1927.0 8.18 11.34 39.69 2.64 0.85 0.03 1.19 14.41 27.03 56.74 2416.0 2074.0 3064.0 -689.0 6950.0 740.0 2414.0 787.1925007111076 -0.489 10821.192500711108 0.5712193335774441 
2348 978 6092 2001.0 7.46 11.34 39.70 2.63 0.85 0.04 1.21 13.71 27.03 56.76 2416.0 2074.0 3065.0 -649.0 6992.0 725.0 2414.0 632.1925007111076 -0.077 10693.192500711108 0.5463200292932993 
936 918 5328 7129.0 6.52 5.70 19.96 13.53 4.36 8.88 5.31 7.72 27.03 39.61 2416.0 2074.0 2139.0 -19.0 6683.0 678.0 2715.0 406.19250071110764 5.714 10435.192500711108 0.47711461003295497 
1813 341 5328 5848.0 6.52 9.80 34.31 3.40 1.10 4.65 1.75 11.52 27.03 54.83 2416.0 2074.0 2961.0 -479.0 7054.0 692.0 2436.0 324.19250071110764 1.486 10454.192500711108 0.48590259978030026 
2345 877 10348 2325.0 12.66 11.34 39.68 2.62 0.85 0.07 1.11 18.81 27.03 56.77 2416.0 2074.0 3066.0 -918.0 6723.0 831.0 2414.0 1699.1925007111076 -3.064 11599.192500711108 0.7294031490296594 
2346 918 9467 2194.0 11.59 11.34 39.68 2.63 0.85 0.06 1.13 17.75 27.03 56.76 2416.0 2074.0 3065.0 -869.0 6771.0 809.0 2415.0 1481.1925007111076 -2.445 11407.192500711108 0.6913218601244965 
2345 1589 5764 118.0 7.05 11.34 39.68 2.69 0.87 0.00 1.23 13.30 27.03 56.68 2416.0 2074.0 3061.0 -624.0 7012.0 720.0 2416.0 649.1925007111076 0.168 10719.192500711108 0.5320395459538632 
2345 1070 7880 1727.0 9.64 11.34 39.68 2.67 0.86 0.02 1.17 15.83 27.03 56.71 2416.0 2074.0 3062.0 -770.0 6868.0 770.0 2416.0 1102.1925007111076 -1.322 11085.192500711108 0.6224826071036251 
2347 1105 12535 1611.0 15.34 11.34 39.69 2.66 0.86 0.02 1.08 21.45 27.03 56.72 2416.0 2074.0 3063.0 -1019.0 6620.0 887.0 2415.0 2294.1925007111076 -4.595 12144.192500711108 0.8249725375320396 
2347 1169 11136 1413.0 13.63 11.34 39.69 2.67 0.86 0.01 1.10 19.76 27.03 56.72 2416.0 2074.0 3063.0 -957.0 6681.0 852.0 2415.0 1947.1925007111076 -3.611 11823.192500711108 0.7638227755400954 
2312 1040 12253 1935.0 15.00 11.27 39.43 2.91 0.94 0.03 1.12 20.99 27.03 56.37 2416.0 2074.0 3044.0 -997.0 6622.0 879.0 2423.0 2210.1925007111076 -4.309 12064.192500711108 0.8095935554741853 
2334 1639 10258 1.0 12.55 11.31 39.60 2.77 0.89 0.00 1.13 18.65 27.03 56.57 2416.0 2074.0 3055.0 -909.0 6721.0 833.0 2418.0 1801.1925007111076 -2.960 11694.192500711108 0.7242768216770413 
2351 1620 14837 1.0 18.16 11.35 39.72 2.65 0.85 0.00 1.06 24.25 27.03 56.74 2416.0 2074.0 3064.0 -1104.0 6536.0 948.0 2416.0 2964.1925007111076 -6.219 12785.192500711108 0.9267667521054559 
938 149 5328 9506.0 6.52 5.71 19.99 2.43 0.78 19.95 3.07 9.07 27.03 53.50 2416.0 2074.0 2889.0 -244.0 7208.0 674.0 2408.0 280.19250071110764 3.653 10534.192500711108 0.4445258147198829 
2348 990 8039 1964.0 9.84 11.34 39.70 2.64 0.85 0.04 1.16 16.03 27.03 56.76 2416.0 2074.0 3065.0 -781.0 6859.0 774.0 2415.0 1130.1925007111076 -1.444 11108.192500711108 0.6294397656536068 
1451 140 5351 7739.0 6.55 8.33 29.16 1.90 0.61 11.31 2.02 10.83 27.03 55.80 2416.0 2074.0 3013.0 -419.0 7163.0 685.0 2395.0 291.19250071110764 2.036 10490.192500711108 0.470523617722446 
2345 905 9665 2238.0 11.83 11.34 39.68 2.63 0.85 0.06 1.12 17.99 27.03 56.76 2416.0 2074.0 3065.0 -881.0 6760.0 814.0 2414.0 1530.1925007111076 -2.583 11449.192500711108 0.6997436836323692 
2351 1125 5648 1535.0 6.91 11.35 39.72 2.64 0.85 0.01 1.23 13.18 27.03 56.76 2416.0 2074.0 3065.0 -618.0 7023.0 715.0 2415.0 543.1925007111076 0.232 10624.192500711108 0.5276455510801904 
2296 761 9252 2856.0 11.32 11.23 39.31 2.89 0.93 0.17 1.18 17.34 27.03 56.37 2416.0 2074.0 3044.0 -844.0 6775.0 802.0 2422.0 1400.1925007111076 -2.184 11333.192500711108 0.6781398755034787 
2347 1168 10051 1416.0 12.30 11.34 39.69 2.67 0.86 0.01 1.12 18.45 27.03 56.72 2416.0 2074.0 3063.0 -902.0 6737.0 825.0 2415.0 1671.1925007111076 -2.849 11576.192500711108 0.7165873306481143 
2345 1299 8916 1017.0 10.91 11.34 39.68 2.69 0.87 0.00 1.15 17.07 27.03 56.69 2416.0 2074.0 3061.0 -835.0 6801.0 798.0 2417.0 1404.1925007111076 -2.046 11346.192500711108 0.6671548883192969 
1529 178 5484 7348.0 6.71 8.68 30.37 2.28 0.73 9.72 1.95 11.15 27.03 55.54 2416.0 2074.0 2999.0 -443.0 7126.0 690.0 2405.0 333.19250071110764 1.814 10508.192500711108 0.479677773709264 
1242 90 5328 8625.0 6.52 7.31 25.59 1.42 0.46 15.36 2.30 10.22 27.03 55.76 2416.0 2074.0 3011.0 -364.0 7214.0 680.0 2381.0 274.19250071110764 2.549 10509.192500711108 0.4584401318198462 
2342 1195 12705 1350.0 15.55 11.33 39.66 2.71 0.87 0.01 1.09 21.64 27.03 56.66 2416.0 2074.0 3060.0 -1024.0 6611.0 892.0 2417.0 2352.1925007111076 -4.700 12199.192500711108 0.832295862321494 
2210 1198 5389 1802.0 6.60 11.03 38.60 3.75 1.21 0.02 1.44 12.40 27.03 55.17 2416.0 2074.0 2979.0 -557.0 6998.0 706.0 2446.0 487.19250071110764 0.804 10566.192500711108 0.5067740754302453 
2350 1621 8633 1.0 10.57 11.35 39.71 2.66 0.86 0.00 1.15 16.75 27.03 56.73 2416.0 2074.0 3064.0 -819.0 6820.0 792.0 2416.0 1385.1925007111076 -1.859 11334.192500711108 0.6554375686561699 
2345 1056 12317 1770.0 15.07 11.34 39.68 2.67 0.86 0.02 1.09 21.18 27.03 56.71 2416.0 2074.0 3062.0 -1009.0 6629.0 881.0 2416.0 2229.1925007111076 -4.438 12084.192500711108 0.8154522153057489 
2345 870 8985 2347.0 11.00 11.34 39.68 2.62 0.84 0.07 1.13 17.17 27.03 56.77 2416.0 2074.0 3066.0 -841.0 6801.0 797.0 2414.0 1351.1925007111076 -2.107 11295.192500711108 0.6700842182350788 
2351 1620 14206 1.0 17.39 11.35 39.72 2.65 0.85 0.00 1.06 23.49 27.03 56.74 2416.0 2074.0 3064.0 -1083.0 6557.0 932.0 2415.0 2804.1925007111076 -5.776 12629.192500711108 0.898938117905529 
2345 1168 6865 1423.0 8.40 11.34 39.68 2.68 0.87 0.01 1.20 14.61 27.03 56.70 2416.0 2074.0 3062.0 -701.0 6936.0 745.0 2417.0 860.1925007111076 -0.607 10886.192500711108 0.5789088246063713 
1075 200 5330 8869.0 6.52 6.43 22.52 3.26 1.05 16.60 2.87 9.32 27.03 52.91 2416.0 2074.0 2857.0 -272.0 7150.0 677.0 2432.0 291.19250071110764 3.392 10511.192500711108 0.4463566459172465 
2344 1017 11786 1894.0 14.42 11.33 39.67 2.67 0.86 0.03 1.09 20.54 27.03 56.71 2416.0 2074.0 3062.0 -987.0 6651.0 868.0 2414.0 2088.1925007111076 -4.064 11951.192500711108 0.7920175759794947 
2351 1274 8513 1073.0 10.42 11.35 39.72 2.64 0.85 0.00 1.15 16.61 27.03 56.75 2416.0 2074.0 3064.0 -812.0 6828.0 787.0 2415.0 1297.1925007111076 -1.778 11253.192500711108 0.6503112413035518 
2345 958 7704 2074.0 9.43 11.34 39.68 2.65 0.85 0.04 1.17 15.62 27.03 56.74 2416.0 2074.0 3064.0 -759.0 6881.0 765.0 2416.0 1039.1925007111076 -1.202 11032.192500711108 0.6147931160746979 
1078 511 5333 7894.0 6.53 6.45 22.57 7.82 2.52 11.97 3.63 8.62 27.03 47.21 2416.0 2074.0 2549.0 -181.0 6933.0 679.0 2559.0 343.19250071110764 4.226 10471.192500711108 0.44855364335408276 
2345 1001 8386 1940.0 10.26 11.34 39.68 2.66 0.86 0.03 1.15 16.44 27.03 56.72 2416.0 2074.0 3063.0 -803.0 6836.0 783.0 2415.0 1219.1925007111076 -1.679 11183.192500711108 0.6440864152325156 
2349 989 9949 1964.0 12.18 11.34 39.71 2.63 0.85 0.04 1.12 18.34 27.03 56.77 2416.0 2074.0 3065.0 -897.0 6744.0 822.0 2414.0 1616.1925007111076 -2.787 11526.192500711108 0.7125595020139144 
2351 1566 9302 168.0 11.38 11.35 39.72 2.65 0.85 0.00 1.13 17.56 27.03 56.74 2416.0 2074.0 3064.0 -860.0 6780.0 809.0 2414.0 1546.1925007111076 -2.332 11471.192500711108 0.6843647015745148 
1251 256 5351 8079.0 6.55 7.36 25.75 3.83 1.24 12.79 2.59 9.81 27.03 52.77 2416.0 2074.0 2850.0 -320.0 7097.0 681.0 2448.0 308.19250071110764 2.952 10492.192500711108 0.4540461369461736 
2343 893 8208 2282.0 10.05 11.33 39.66 2.64 0.85 0.07 1.15 16.23 27.03 56.74 2416.0 2074.0 3064.0 -792.0 6848.0 778.0 2414.0 1157.1925007111076 -1.555 11129.192500711108 0.6363969242035884 
2341 1631 14094 1.0 17.25 11.33 39.65 2.72 0.88 0.00 1.07 23.32 27.03 56.64 2416.0 2074.0 3059.0 -1076.0 6558.0 929.0 2417.0 2777.1925007111076 -5.672 12602.192500711108 0.8930794580739656 
2347 918 10555 2191.0 12.92 11.34 39.69 2.62 0.85 0.06 1.11 19.06 27.03 56.77 2416.0 2074.0 3066.0 -929.0 6712.0 837.0 2415.0 1758.1925007111076 -3.212 11653.192500711108 0.7385573050164774 
2347 1625 11454 0.0 14.02 11.34 39.69 2.68 0.86 0.00 1.10 20.14 27.03 56.70 2416.0 2074.0 3062.0 -972.0 6666.0 863.0 2416.0 2104.1925007111076 -3.833 11970.192500711108 0.7777370926400587 
