CHP_Cap HP_Cap PV_Cap Boiler_Cap AnnualPV AnnualCHPelec AnnualCHPheat AnnualHPheat AnnualHPelec AnnualBiolerHeat AnnualImport AnnualExport OilConsumption BiomassConsumption DieselCost PetrolCost BiomassCost TotalElectricityExchangeCost TotalVariableCost FixedOperationCosts AdditionalCost InvestmentCost CO2-Emission AnnualCost LoadFollowingCapacity 
KW KW KW KW GWh GWh GWh GWh GWh GWh GWh GWh GWh GWh KEuro KEuro KEuro KEuro KEuro KEuro KEuro KEuro Mt KEuro  
1033 45 5330 9496.0 6.52 6.21 21.74 0.73 0.24 19.89 2.62 9.67 27.03 55.93 2416.0 2074.0 3020.0 -309.0 7275.0 676.0 2361.0 265.19250071110764 3.051 10541.192500711108 0.45001830831197365 
2345 989 5446 1978.0 6.67 11.34 39.68 2.66 0.86 0.04 1.24 12.93 27.03 56.73 2416.0 2074.0 3063.0 -603.0 7036.0 709.0 2416.0 469.19250071110764 0.385 10560.192500711108 0.5188575613328451 
2345 1162 13211 1441.0 16.17 11.34 39.68 2.68 0.87 0.01 1.08 22.26 27.03 56.70 2416.0 2074.0 3062.0 -1045.0 6592.0 904.0 2417.0 2475.1925007111076 -5.064 12316.192500711108 0.8546320029293301 
2347 1017 12915 1884.0 15.81 11.34 39.69 2.65 0.85 0.03 1.08 21.91 27.03 56.74 2416.0 2074.0 3064.0 -1034.0 6605.0 896.0 2416.0 2376.1925007111076 -4.864 12223.192500711108 0.8418161845477848 
2254 486 5351 3855.0 6.55 11.13 38.97 2.62 0.84 0.78 1.28 12.67 27.03 56.65 2416.0 2074.0 3059.0 -583.0 7051.0 702.0 2414.0 360.19250071110764 0.560 10466.192500711108 0.5108019040644453 
1033 934 5334 6740.0 6.53 6.21 21.74 13.16 4.25 7.47 4.99 8.03 27.03 40.40 2416.0 2074.0 2181.0 -58.0 6687.0 680.0 2706.0 411.19250071110764 5.349 10436.192500711108 0.47674844379348225 
2348 991 7430 1961.0 9.09 11.34 39.70 2.64 0.85 0.04 1.17 15.30 27.03 56.76 2416.0 2074.0 3065.0 -741.0 6900.0 759.0 2414.0 974.1925007111076 -1.016 10977.192500711108 0.6030757964115708 
2313 1107 7239 1724.0 8.86 11.27 39.44 2.91 0.94 0.02 1.22 14.96 27.03 56.37 2416.0 2074.0 3044.0 -717.0 6902.0 754.0 2422.0 945.1925007111076 -0.788 10952.192500711108 0.5924569754668619 
2341 1090 11999 1679.0 14.69 11.33 39.65 2.70 0.87 0.02 1.10 20.78 27.03 56.66 2416.0 2074.0 3060.0 -995.0 6641.0 874.0 2418.0 2154.1925007111076 -4.204 12016.192500711108 0.8011717319663129 
2347 1105 13358 1611.0 16.35 11.34 39.69 2.66 0.86 0.02 1.07 22.45 27.03 56.72 2416.0 2074.0 3063.0 -1051.0 6588.0 908.0 2415.0 2503.1925007111076 -5.173 12342.192500711108 0.8612229952398389 
2347 1344 8278 870.0 10.13 11.34 39.69 2.68 0.86 0.00 1.16 16.31 27.03 56.71 2416.0 2074.0 3062.0 -796.0 6842.0 782.0 2416.0 1248.1925007111076 -1.603 11213.192500711108 0.6396924203588429 
2350 1073 14738 1700.0 18.04 11.35 39.71 2.64 0.85 0.02 1.05 24.13 27.03 56.76 2416.0 2074.0 3065.0 -1101.0 6540.0 942.0 2415.0 2849.1925007111076 -6.150 12675.192500711108 0.9220065909923105 
2346 1626 7058 0.0 8.64 11.34 39.68 2.69 0.87 0.00 1.19 14.85 27.03 56.69 2416.0 2074.0 3061.0 -714.0 6923.0 753.0 2416.0 984.1925007111076 -0.743 10997.192500711108 0.5873306481142438 
2351 1620 13846 1.0 16.95 11.35 39.72 2.65 0.85 0.00 1.07 23.05 27.03 56.74 2416.0 2074.0 3064.0 -1070.0 6570.0 923.0 2416.0 2712.1925007111076 -5.523 12542.192500711108 0.8831929696082021 
2341 911 12035 2233.0 14.73 11.33 39.65 2.66 0.86 0.06 1.09 20.83 27.03 56.72 2416.0 2074.0 3063.0 -997.0 6641.0 873.0 2416.0 2133.1925007111076 -4.237 11994.192500711108 0.8026363969242035 
2339 1020 14366 1903.0 17.58 11.32 39.63 2.71 0.87 0.03 1.07 23.65 27.03 56.66 2416.0 2074.0 3060.0 -1085.0 6550.0 932.0 2416.0 2746.1925007111076 -5.863 12574.192500711108 0.9051629439765654 
2304 1427 9965 763.0 12.20 11.25 39.37 3.00 0.97 0.00 1.17 18.20 27.03 56.25 2416.0 2074.0 3037.0 -884.0 6728.0 824.0 2425.0 1691.1925007111076 -2.675 11593.192500711108 0.7092640058586598 
2347 918 10555 2191.0 12.92 11.34 39.69 2.62 0.85 0.06 1.11 19.06 27.03 56.77 2416.0 2074.0 3066.0 -929.0 6712.0 837.0 2415.0 1758.1925007111076 -3.212 11653.192500711108 0.7385573050164774 
2345 1627 10969 0.0 13.42 11.34 39.68 2.69 0.87 0.00 1.11 19.55 27.03 56.68 2416.0 2074.0 3061.0 -948.0 6688.0 851.0 2416.0 1980.1925007111076 -3.487 11856.192500711108 0.7564994507506408 
2345 984 6348 1993.0 7.77 11.34 39.68 2.65 0.86 0.04 1.21 14.00 27.03 56.73 2416.0 2074.0 3063.0 -666.0 6973.0 731.0 2416.0 698.1925007111076 -0.249 10748.192500711108 0.5569388502380082 
2345 897 14563 2263.0 17.82 11.34 39.68 2.63 0.85 0.06 1.06 23.91 27.03 56.76 2416.0 2074.0 3065.0 -1094.0 6546.0 937.0 2415.0 2776.1925007111076 -6.023 12605.192500711108 0.9143170999633834 
2341 1064 6412 1759.0 7.85 11.33 39.65 2.70 0.87 0.02 1.21 14.06 27.03 56.67 2416.0 2074.0 3060.0 -669.0 6967.0 733.0 2417.0 727.1925007111076 -0.281 10773.192500711108 0.5591358476748444 
2341 1133 12429 1545.0 15.21 11.33 39.65 2.71 0.87 0.01 1.09 21.30 27.03 56.66 2416.0 2074.0 3060.0 -1013.0 6622.0 885.0 2417.0 2271.1925007111076 -4.505 12123.192500711108 0.8198462101794215 
2342 1630 6893 1.0 8.44 11.33 39.66 2.71 0.88 0.00 1.20 14.64 27.03 56.65 2416.0 2074.0 3059.0 -702.0 6933.0 749.0 2417.0 943.1925007111076 -0.617 10963.192500711108 0.5800073233247894 
2313 1107 10911 1724.0 13.35 11.27 39.44 2.91 0.94 0.02 1.14 19.37 27.03 56.37 2416.0 2074.0 3044.0 -937.0 6683.0 846.0 2422.0 1880.1925007111076 -3.367 11760.192500711108 0.75100695715855 
2350 1621 12863 1.0 15.74 11.35 39.71 2.66 0.86 0.00 1.08 21.86 27.03 56.73 2416.0 2074.0 3064.0 -1033.0 6607.0 898.0 2415.0 2462.1925007111076 -4.830 12303.192500711108 0.839985353350421 
1292 80 5330 8481.0 6.52 7.57 26.49 1.23 0.40 14.66 2.19 10.43 27.03 56.16 2416.0 2074.0 3033.0 -384.0 7216.0 681.0 2376.0 274.19250071110764 2.364 10506.192500711108 0.4621017942145734 
2347 1168 13103 1416.0 16.04 11.34 39.69 2.67 0.86 0.01 1.08 22.14 27.03 56.72 2416.0 2074.0 3063.0 -1041.0 6597.0 902.0 2416.0 2448.1925007111076 -4.993 12291.192500711108 0.8502380080556573 
2347 1195 10694 1332.0 13.09 11.34 39.69 2.67 0.86 0.01 1.11 19.22 27.03 56.71 2416.0 2074.0 3063.0 -935.0 6703.0 842.0 2416.0 1840.1925007111076 -3.301 11728.192500711108 0.744415964848041 
2341 1631 12743 1.0 15.60 11.33 39.65 2.72 0.88 0.00 1.09 21.68 27.03 56.64 2416.0 2074.0 3059.0 -1025.0 6609.0 895.0 2418.0 2433.1925007111076 -4.723 12276.192500711108 0.8337605272793849 
2344 1279 7593 1082.0 9.29 11.33 39.67 2.70 0.87 0.00 1.18 15.48 27.03 56.68 2416.0 2074.0 3061.0 -750.0 6886.0 764.0 2416.0 1064.1925007111076 -1.114 11056.192500711108 0.6100329549615526 
2345 1197 14563 1333.0 17.82 11.34 39.68 2.68 0.87 0.01 1.06 23.90 27.03 56.69 2416.0 2074.0 3061.0 -1093.0 6544.0 938.0 2416.0 2825.1925007111076 -6.013 12650.192500711108 0.9139509337239106 
2349 996 7312 1942.0 8.95 11.34 39.71 2.63 0.85 0.03 1.17 15.17 27.03 56.77 2416.0 2074.0 3065.0 -733.0 6908.0 756.0 2414.0 945.1925007111076 -0.935 10953.192500711108 0.5983156352984255 
1446 282 5351 7316.0 6.55 8.31 29.08 3.69 1.19 9.60 2.25 10.47 27.03 53.54 2416.0 2074.0 2891.0 -381.0 7079.0 685.0 2444.0 315.19250071110764 2.381 10477.192500711108 0.4657634566093007 
2346 918 5400 2194.0 6.61 11.34 39.68 2.63 0.85 0.06 1.24 12.88 27.03 56.76 2416.0 2074.0 3065.0 -600.0 7041.0 707.0 2415.0 446.19250071110764 0.411 10540.192500711108 0.5170267301354816 
2347 1168 13313 1416.0 16.29 11.34 39.69 2.67 0.86 0.01 1.07 22.39 27.03 56.72 2416.0 2074.0 3063.0 -1049.0 6589.0 907.0 2415.0 2501.1925007111076 -5.140 12340.192500711108 0.8590259978030026 
2313 1107 10911 1724.0 13.35 11.27 39.44 2.91 0.94 0.02 1.14 19.37 27.03 56.37 2416.0 2074.0 3044.0 -937.0 6683.0 846.0 2422.0 1880.1925007111076 -3.367 11760.192500711108 0.75100695715855 
2351 1340 13850 869.0 16.95 11.35 39.72 2.65 0.85 0.00 1.07 23.06 27.03 56.75 2416.0 2074.0 3064.0 -1070.0 6570.0 921.0 2415.0 2666.1925007111076 -5.526 12497.192500711108 0.8835591358476749 
2347 1099 10676 1630.0 13.07 11.34 39.69 2.66 0.86 0.02 1.11 19.20 27.03 56.72 2416.0 2074.0 3063.0 -935.0 6704.0 841.0 2416.0 1819.1925007111076 -3.289 11709.192500711108 0.7436836323690955 
2347 1169 11274 1413.0 13.80 11.34 39.69 2.67 0.86 0.01 1.10 19.93 27.03 56.72 2416.0 2074.0 3063.0 -964.0 6675.0 856.0 2415.0 1982.1925007111076 -3.708 11856.192500711108 0.7700476016111315 
2345 1417 5712 651.0 6.99 11.34 39.68 2.69 0.87 0.00 1.23 13.24 27.03 56.68 2416.0 2074.0 3061.0 -621.0 7016.0 718.0 2416.0 607.1925007111076 0.205 10681.192500711108 0.5298425485170267 
2048 434 5389 4738.0 6.60 10.58 37.04 3.24 1.05 2.09 1.49 12.17 27.03 55.52 2416.0 2074.0 2998.0 -537.0 7036.0 699.0 2432.0 359.19250071110764 0.966 10469.192500711108 0.5001830831197364 
