CHP3_C HP3_C PP_Cap Wind_C OffShoreWind_C PV_C Boiler3_C Anl_CHP3_heat_P Anl_CHP_elec_P Anl_HP3_heat_P Anl_PP_P Anl_Wind_P Anl_OffShoreWind_P Anl_PV_P Anl_Boiler_P Import Export CO2Emission Annual_Cost
(MW) (MW) (MW) (MW) (MW) (MW) (MJ) (TWh) (TWh) (TWh) (TWh) (TWh) (TWh) (TWh) (TWh) (TWh) (TWh) (Mton) (DKK)
41 0 99 1002 410 178 196 0.02 0.02 0.00 0.01 1.13 1.50 0.06 0.20 0.00 1.12 -0.484 4163 
0 53 241 104 180 3 15 0.00 0.00 0.52 0.61 0.26 0.69 0.00 0.00 0.00 0.13 0.209 3098 
0 49 250 3 390 0 35 0.00 0.00 0.52 0.46 0.01 1.49 0.00 0.00 0.00 0.53 -0.029 3244 
0 63 228 442 313 2 0 0.00 0.00 0.52 0.16 0.87 1.19 0.00 0.00 0.00 0.79 -0.277 3485 
1 0 134 1002 410 36 196 0.00 0.00 0.00 0.03 1.14 1.50 0.01 0.21 0.00 1.10 -0.465 4061 
0 46 227 334 354 2 35 0.00 0.00 0.52 0.18 0.67 1.33 0.00 0.00 0.00 0.75 -0.249 3448 
23 0 120 723 338 242 200 0.01 0.02 0.00 0.03 1.12 1.28 0.11 0.28 0.00 1.03 -0.438 3909 
19 48 193 468 379 166 27 0.02 0.02 0.51 0.07 0.76 1.39 0.09 0.00 0.00 0.91 -0.366 3666 
0 58 257 3 295 1 1 0.00 0.00 0.52 0.61 0.01 1.13 0.00 0.00 0.00 0.31 0.129 3144 
19 48 193 499 379 166 27 0.02 0.02 0.51 0.07 0.79 1.39 0.08 0.00 0.00 0.92 -0.374 3688 
0 0 129 976 484 261 196 0.00 0.00 0.00 0.03 1.01 1.66 0.08 0.19 0.00 1.15 -0.487 4203 
0 43 229 198 346 1 36 0.00 0.00 0.52 0.27 0.46 1.32 0.00 0.00 0.00 0.62 -0.150 3339 
2 56 257 6 77 4 9 0.01 0.01 0.51 1.10 0.02 0.29 0.00 0.00 0.00 0.00 0.481 2927 
0 58 258 4 253 3 1 0.00 0.00 0.52 0.66 0.01 0.97 0.00 0.00 0.00 0.21 0.197 3102 
0 58 247 12 403 1 1 0.00 0.00 0.52 0.43 0.03 1.53 0.00 0.00 0.00 0.55 -0.055 3264 
0 56 245 50 82 1 10 0.00 0.00 0.52 0.99 0.13 0.31 0.00 0.00 0.00 0.00 0.433 2955 
1 57 256 2 283 1 3 0.00 0.00 0.52 0.62 0.01 1.08 0.00 0.00 0.00 0.28 0.148 3133 
0 55 253 21 59 1 14 0.00 0.00 0.52 1.15 0.05 0.23 0.00 0.00 0.00 0.00 0.503 2910 
0 59 245 52 195 0 0 0.00 0.00 0.52 0.67 0.13 0.75 0.00 0.00 0.00 0.11 0.242 3075 
0 59 255 3 314 1 0 0.00 0.00 0.52 0.58 0.01 1.20 0.00 0.00 0.00 0.36 0.097 3164 
44 0 84 1472 537 340 196 0.01 0.02 0.00 0.01 1.09 1.73 0.06 0.13 0.00 1.23 -0.534 4690 
22 0 170 723 338 0 200 0.01 0.02 0.00 0.04 1.14 1.28 0.00 0.28 0.00 0.98 -0.410 3813 
0 63 231 162 314 3 0 0.00 0.00 0.52 0.35 0.40 1.20 0.00 0.00 0.00 0.52 -0.075 3283 
0 63 231 162 314 3 0 0.00 0.00 0.52 0.35 0.40 1.20 0.00 0.00 0.00 0.52 -0.075 3283 
0 56 246 43 77 2 10 0.00 0.00 0.52 1.03 0.11 0.29 0.00 0.00 0.00 0.00 0.449 2945 
0 56 259 6 77 4 10 0.00 0.00 0.52 1.12 0.02 0.29 0.00 0.00 0.00 0.00 0.489 2919 
0 59 255 3 314 1 0 0.00 0.00 0.52 0.58 0.01 1.20 0.00 0.00 0.00 0.36 0.097 3164 
0 55 260 4 59 1 14 0.00 0.00 0.52 1.20 0.01 0.23 0.00 0.00 0.00 0.00 0.522 2898 
23 0 106 844 338 245 200 0.01 0.02 0.00 0.03 1.19 1.28 0.10 0.25 0.00 1.07 -0.455 3992 
4 56 224 377 301 6 0 0.01 0.01 0.52 0.18 0.81 1.15 0.00 0.00 0.00 0.72 -0.235 3432 
0 59 261 0 98 3 0 0.00 0.00 0.52 1.06 0.00 0.38 0.00 0.00 0.00 0.00 0.461 2936 
2 0 177 627 425 98 204 0.00 0.00 0.00 0.05 0.90 1.55 0.04 0.27 0.00 1.02 -0.421 3843 
691 0 82 1492 1268 735 196 0.01 0.01 0.00 0.00 0.72 2.21 0.06 0.08 0.00 1.29 -0.562 5657 
