PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;LPG_boiler_Cap;Biomass_boiler_Cap;NumberOfPetrolCars;NumberOfDieselCars;NumberOfElectricCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualLPGBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;LPGConsuption;DieselCost;PetrolCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;ElecCarInvestmentCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;LPGBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;reducedPetrolDemand;reducedDieselDemand;
KWe;KWe;KWe;KWth;KWth;KWth; ; ; ;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Mt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
26801;8088;1666;66;1438;5263;2007;1521;1328.0;32.77;5.67;5.19;2.21;0.14;2.99;10.92;25.18;16.6;4.95;33.11;19.82;46.04;3.32;1668.0;1508.0;2486.0;-790.0;5716.0;1699.0;3265.0;2232.37;10452.943358400735;-10.252;24730.427850760407;1.1334127456819536;0.2497719425509056;0.17183366681252787;3.316873983728258;14.562666179822559;25.18;16.6;8.32;11.33;
11352;4974;1205;28;2556;11071;2646;2006;204.0;13.88;3.48;3.75;0.34;0.06;5.3;22.98;15.48;12.0;4.58;14.98;25.99;49.99;5.89;2178.0;1989.0;2699.0;-435.0;7891.0;1169.0;2912.0;342.92;5895.468988724202;2.070;18420.094618574632;0.6461843409316156;0.29698949002312824;0.07143841886834873;5.893739856668567;30.635215650030247;15.48;12.0;10.97;14.95;
8849;7393;1402;44;287;8750;2547;1931;378.0;10.82;5.18;4.36;0.63;0.09;0.6;18.16;23.01;13.96;4.17;12.29;25.06;52.98;0.66;2103.0;1914.0;2861.0;-353.0;6735.0;1299.0;3010.0;635.42;6984.092020688915;2.058;19052.074805411772;0.5280718639717678;0.2380121289629629;0.11285409391619769;0.6621338459574845;24.21165140462534;23.01;13.96;10.56;14.39;
16648;9036;1211;78;397;7058;10;8;4838.0;20.36;6.33;3.77;8.05;0.16;0.82;14.65;28.13;12.06;8.93;20.92;0.30;54.69;0.92;38.0;7.0;2953.0;-372.0;2896.0;1594.0;3734.0;8132.67;9226.016719209932;-6.601;30555.912783996147;0.7855263157894736;0.15363296066947485;0.20289094757904233;0.9151065621973836;19.529746865618694;28.13;12.06;.04;.06;
5386;2298;1142;646;1230;16092;2731;2070;55.0;6.59;1.61;3.55;0.09;1.34;2.55;33.4;7.15;11.38;6.02;7.69;28.42;53.47;2.84;2479.0;2052.0;2887.0;22.0;8170.0;842.0;2866.0;92.45;3370.6007734617783;7.081;15397.59297758812;0.4597585513078471;0.3142944795229436;1.676122129831708;2.8359667745812196;44.528607402089584;7.15;11.38;11.32;15.42;
11265;2655;1883;39;681;13158;2465;1869;522.0;13.78;1.86;5.86;0.87;0.08;1.41;27.31;8.26;18.75;7.49;13.52;24.25;46.74;1.57;2035.0;1853.0;2524.0;-170.0;6667.0;949.0;3193.0;877.48;4645.212588760986;3.235;16868.28405337827;0.638407778790641;0.30512716044301647;0.10108713116488713;1.5701108708167175;36.41016223940594;8.26;18.75;10.22;13.93;
24958;7070;1211;71;845;9564;260;197;4399.0;30.52;4.95;3.77;7.32;0.15;1.75;19.85;22.01;12.06;9.02;30.53;2.73;53.98;1.95;240.0;196.0;2915.0;-515.0;3352.0;1606.0;3656.0;7394.72;9425.163542607495;-11.202;29955.830923548907;1.0611752079420445;0.18736452832450567;0.18449907192025164;1.9490640683630183;26.465149416758127;22.01;12.06;1.08;1.47;
28661;12195;1159;357;1367;1320;604;458;3794.0;35.05;8.54;3.61;6.31;0.74;2.84;2.74;37.96;11.54;5.67;36.46;6.84;51.11;3.15;629.0;453.0;2760.0;-842.0;3804.0;2086.0;3532.0;6377.71;13117.62868054805;-15.200;32817.3818160997;1.1670360110803324;0.16749107241303496;0.9268549252837822;3.1514759679706215;3.651569427405407;37.96;11.54;2.5;3.41;
27767;5662;2283;73;347;7024;2680;2032;144.0;33.95;3.97;7.11;0.24;0.15;0.72;14.58;17.63;22.74;5.92;33.61;26.44;41.47;0.80;2223.0;2014.0;2239.0;-707.0;6012.0;1495.0;3259.0;242.06;9298.711280203926;-8.761;20454.79996009835;1.1789442290486132;0.29352643238540754;0.18915520355031648;0.7995593750652292;19.43693401721297;17.63;22.74;11.11;15.14;
39364;12929;997;78;1132;1509;15;11;4830.0;48.14;9.06;3.10;8.04;0.16;2.35;3.13;40.25;9.93;6.71;49.88;0.34;54.48;2.61;41.0;11.0;2942.0;-920.0;2749.0;2366.0;3663.0;8119.23;15302.661557609394;-24.107;37164.88602906814;1.5163451232583067;0.13661417001896184;0.20319443892971883;2.609888156899587;4.175400831631135;40.25;9.93;.06;.08;
26196;7794;1166;65;233;9310;2353;1784;719.0;32.03;5.46;3.63;1.20;0.14;0.48;19.32;24.26;11.62;3.50;33.29;23.21;56.09;0.54;1952.0;1768.0;3029.0;-914.0;6013.0;1690.0;2990.0;1208.64;10056.403230641878;-10.860;22697.137680948057;1.1863914866172203;0.22747676426359567;0.16956672848517151;0.5363209340028887;25.760025109500727;24.26;11.62;9.75;13.29;
25025;13329;1253;71;146;674;2377;1802;677.0;30.60;9.34;3.90;1.13;0.15;0.3;1.4;41.49;12.48;1.84;33.87;23.46;53.73;0.34;1974.0;1786.0;2902.0;-1107.0;5686.0;2097.0;3013.0;1138.04;13217.765922149436;-12.121;25847.724507486408;1.144184556231977;0.19442803761065322;0.18356845671478697;0.33607336112423664;1.8656138186192928;41.49;12.48;9.85;13.43;
13095;2632;1104;773;28;16847;2718;2060;78.0;16.01;1.84;3.44;0.13;1.6;0.06;34.96;8.19;11.0;5.26;16.67;28.62;56.86;0.06;2517.0;2041.0;3070.0;-439.0;7256.0;1025.0;2857.0;131.12;4885.490290201684;0.989;16234.788325144496;0.7371428571428571;0.2889705825898753;2.0051075367014346;0.06482227967578978;46.616284774094446;8.19;11.0;11.26;15.35;
40235;12568;1050;617;818;1570;267;203;4386.0;49.20;8.80;3.27;7.30;1.28;1.7;3.26;39.12;10.46;6.22;50.77;4.22;53.25;1.89;451.0;201.0;2875.0;-946.0;3084.0;2352.0;3601.0;7372.86;15242.457379448602;-24.031;36160.90842123288;1.550748299319728;0.15242619132321275;1.5998337086822783;1.8862681973590845;4.344393128156539;39.12;10.46;1.11;1.51;
5023;687;1142;646;831;18908;2757;2090;9.0;6.14;0.48;3.55;0.02;1.34;1.72;39.24;2.14;11.38;6.86;7.03;28.68;54.99;1.92;2501.0;2072.0;2970.0;114.0;8165.0;708.0;2858.0;15.13;2487.702034902013;7.819;14243.082577395415;0.466890756302521;0.3272604465549179;1.676122129831708;1.9161137301768458;52.32078998211967;2.14;11.38;11.43;15.57;
5224;110;1737;1579;412;16404;2761;2093;2.0;6.39;0.08;5.41;0.00;3.28;0.86;34.04;0.34;17.3;8.57;6.74;31.13;45.82;0.95;2855.0;2074.0;2474.0;240.0;7922.0;636.0;3054.0;3.36;2182.217388326504;9.409;13799.635286658371;0.4846470402025958;0.36748450510366387;4.097259055829217;0.9511058185389064;45.39138236914294;0.34;17.3;11.44;15.59;
14590;8386;1384;167;388;7117;2650;2009;197.0;17.84;5.87;4.31;0.33;0.35;0.81;14.77;26.11;13.79;3.35;19.55;26.38;52.33;0.89;2234.0;1991.0;2826.0;-678.0;6637.0;1493.0;2970.0;331.16;8534.256962015292;-2.171;20167.91994770419;0.7430240103828684;0.23967951593324427;0.434190646860141;0.8946703151672873;19.69450130110855;26.11;13.79;10.98;14.97;
41523;9990;1107;952;562;5083;2087;1582;1187.0;50.78;7.00;3.45;1.97;1.98;1.17;10.55;31.1;11.03;2.96;52.43;22.91;52.94;1.30;2068.0;1568.0;2859.0;-1146.0;5710.0;2172.0;3055.0;1995.35;13916.936520326351;-22.061;28069.459180289403;1.752848101265823;0.22878107230192138;2.470242543285741;1.295676214631315;14.065068711869415;31.1;11.03;8.65;11.79;
11901;4650;1587;198;587;11522;2623;1989;244.0;14.55;3.26;4.94;0.41;0.41;1.22;23.91;14.47;15.81;5.54;15.12;26.20;49.97;1.35;2224.0;1971.0;2699.0;-368.0;6899.0;1134.0;3047.0;410.16;5882.6421627107475;1.664;17623.62575919852;0.6552489692356486;0.2809497681427329;0.5145109802531512;1.3530367945942805;31.882092703923405;14.47;15.81;10.87;14.82;
5225;6417;1151;22;1347;10378;2730;2070;56.0;6.39;4.49;3.58;0.09;0.05;2.8;21.54;19.97;11.47;4.05;8.38;26.79;53.68;3.11;2244.0;2050.0;2899.0;-145.0;7842.0;1162.0;2868.0;94.14;5733.322646588281;5.186;17757.023799880557;0.4164154103852596;0.2622253261170983;0.05632723772585117;3.1069751798188614;28.71638442137547;19.97;11.47;11.31;15.42;
33363;9566;1003;483;702;6550;1407;1066;2383.0;40.80;6.70;3.12;3.96;1.0;1.46;13.59;29.78;9.99;4.40;41.93;15.02;55.35;1.62;1333.0;1057.0;2989.0;-956.0;4861.0;1981.0;3232.0;4005.82;12278.172070247165;-17.225;28807.597932666667;1.3929645219482862;0.19692737301755375;1.2517828334211938;1.6181756296499379;18.12546142350162;29.78;9.99;5.83;7.94;
5224;1617;910;587;1685;17833;2761;2093;2.0;6.39;1.13;2.83;0.00;1.22;3.5;37.01;5.03;9.06;5.81;7.61;28.55;55.64;3.89;2481.0;2074.0;3004.0;13.0;8553.0;798.0;2780.0;3.36;2969.362308894598;7.254;15105.780207226464;0.4625991037573251;0.321677565279933;1.5217839754118094;3.8854381583663313;49.34622059155384;5.03;9.06;11.44;15.59;
19989;6383;1210;386;256;10874;351;266;4239.0;24.44;4.47;3.77;7.05;0.8;0.53;22.57;19.87;12.05;9.17;24.38;4.43;54.93;0.59;432.0;263.0;2966.0;-404.0;3450.0;1452.0;3628.0;7125.76;8183.24371677659;-7.432;28196.479231168647;0.9067567567567567;0.19009727609604107;1.0010403622359374;0.5902929398713811;30.090266954238164;19.87;12.05;1.45;1.98;
5092;1114;1481;590;1037;16492;2757;2090;9.0;6.23;0.78;4.61;0.02;1.23;2.15;34.23;3.47;14.75;7.42;6.92;28.53;49.97;2.39;2480.0;2072.0;2698.0;156.0;8029.0;726.0;2970.0;15.13;2709.0377482902068;8.262;14458.41829078361;0.4654333008763389;0.3371989772307169;1.5315681952279627;2.3907478544801406;45.63567257800515;3.47;14.75;11.43;15.57;
41701;9832;1361;695;144;4777;2647;2007;202.0;50.99;6.89;4.24;0.34;1.44;0.3;9.91;30.61;13.56;2.50;52.93;27.72;51.48;0.33;2429.0;1989.0;2780.0;-1190.0;6139.0;2150.0;2964.0;339.56;13911.985807801793;-21.542;25712.193539320357;1.8020156046814044;0.24572718169818508;1.80349304938843;0.3326791423754555;13.218702008461959;30.61;13.56;10.97;14.95;
41021;6337;1453;13;524;9881;2678;2030;148.0;50.16;4.44;4.52;0.25;0.03;1.09;20.51;19.73;14.47;3.90;50.85;26.26;52.00;1.21;2199.0;2012.0;2808.0;-1039.0;6320.0;1857.0;2985.0;248.79;11714.044150591826;-19.756;23276.968627149985;1.7689822294022617;0.26670029977591436;0.033513326673508405;1.2073384988425673;27.34153574496271;19.73;14.47;11.1;15.13;
35138;12846;1227;533;27;1178;143;108;4605.0;42.97;9.00;3.82;7.66;1.11;0.06;2.44;39.99;12.23;6.78;44.38;2.77;53.24;0.06;317.0;107.0;2875.0;-858.0;2507.0;2263.0;3699.0;7741.0;14603.576790681938;-20.799;35547.28769980565;1.358470525756771;0.1347522354050733;1.3835554886327162;0.0625995366183117;3.2590346269506494;39.99;12.23;.59;.8;
21115;9099;1413;238;107;6119;151;115;4590.0;25.82;6.37;4.40;7.64;0.49;0.22;12.7;28.33;14.08;8.85;26.13;2.11;52.34;0.25;214.0;114.0;2826.0;-471.0;2794.0;1678.0;3757.0;7715.79;10055.929467776694;-9.293;30719.006139411405;0.9152276295133438;0.16271131289939253;0.6181691779883395;0.2460129432066653;16.93213287993968;28.33;14.08;.63;.86;
39920;6749;1340;248;1;10093;259;197;4400.0;48.82;4.73;4.17;7.32;0.51;0.0;20.95;21.01;13.35;9.31;48.48;3.18;54.19;0.00;306.0;194.0;2926.0;-669.0;2809.0;1873.0;3700.0;7396.4;11752.307265671569;-21.602;32053.683595778915;1.5341120254844702;0.1855383379442448;0.6428878060744551;0.0016218627135070427;27.929062972764104;21.01;13.35;1.07;1.47;
40946;4894;1373;140;532;12293;2381;1805;670.0;50.07;3.43;4.27;1.11;0.29;1.1;25.51;15.24;13.68;4.87;50.10;23.68;53.06;1.23;2003.0;1789.0;2865.0;-948.0;6054.0;1746.0;3051.0;1126.27;10812.89827278699;-19.442;23478.894213962427;1.7417617237008873;0.26704773515784835;0.3634221369516599;1.2277303935092776;34.01503417835019;15.24;13.68;9.87;13.45;
21115;8916;1413;96;248;6394;511;387;3958.0;25.82;6.24;4.40;6.58;0.2;0.52;13.27;27.76;14.08;7.89;26.09;5.25;52.39;0.57;454.0;384.0;2829.0;-522.0;3333.0;1663.0;3645.0;6653.39;9946.438877213726;-8.930;29309.459675978473;0.9144241119483315;0.17179116193337968;0.250012002086124;0.5724820274811353;17.693822796668524;27.76;14.08;2.12;2.88;
5123;3323;1302;364;172;15128;2632;1995;229.0;6.26;2.33;4.05;0.38;0.76;0.36;31.4;10.35;12.97;6.06;7.34;26.72;54.79;0.40;2292.0;1978.0;2959.0;43.0;7417.0;909.0;2949.0;384.95;3931.3608612853864;6.360;15826.710220284154;0.437765436131983;0.2818780000087613;0.9452218620685932;0.39728638434449204;41.86071774565208;10.35;12.97;10.91;14.86;
41129;6776;1431;140;561;9165;784;594;3478.0;50.29;4.75;4.45;5.79;0.29;1.16;19.02;21.09;14.25;7.95;49.87;8.04;51.73;1.29;695.0;589.0;2793.0;-751.0;3686.0;1895.0;3566.0;5846.52;11991.36398998318;-21.637;30560.08918909985;1.587589236683141;0.20872882327837308;0.3634221369516599;1.2925430245330813;25.361116375609267;21.09;14.25;3.25;4.43;
21222;5277;1400;215;270;11775;2367;1795;694.0;25.95;3.70;4.36;1.15;0.45;0.56;24.44;16.43;13.95;5.05;26.30;23.74;53.12;0.62;2020.0;1779.0;2868.0;-680.0;6187.0;1380.0;3065.0;1166.61;7767.708267738031;-5.817;20279.71898889587;0.9892710634269487;0.2574439808836134;0.558030659048882;0.6228243128649571;32.58272367794098;16.43;13.95;9.81;13.37;
40805;9670;1019;194;1176;6133;148;112;4596.0;49.90;6.77;3.17;7.65;0.4;2.44;12.73;30.1;10.15;7.66;50.63;1.94;54.60;2.71;193.0;111.0;2948.0;-826.0;3126.0;2137.0;3628.0;7725.87;13583.530844997304;-23.552;34924.86121162761;1.5754054054054056;0.16824429485096665;0.5030225083983517;2.7123854492723676;16.96997668461778;30.1;10.15;.61;.83;
8699;3178;1302;173;191;15518;2598;1970;288.0;10.64;2.23;4.05;0.48;0.36;0.4;32.2;9.89;12.97;5.86;11.31;25.90;55.31;0.44;2194.0;1953.0;2987.0;-187.0;7102.0;970.0;2961.0;484.13;4459.457144412504;3.764;16272.634504201347;0.5591012699446435;0.2777267291397541;0.44922216092111683;0.4408886232422011;42.939711842911066;9.89;12.97;10.77;14.68;
26047;9162;1171;283;267;6981;1;1;4854.0;31.85;6.42;3.65;8.07;0.59;0.55;14.49;28.52;11.67;8.70;32.36;0.74;54.97;0.62;108.0;0.0;2968.0;-582.0;2693.0;1794.0;3725.0;8159.57;10857.89906593914;-13.236;32219.138317380297;1.0833773087071241;0.1555516528074629;0.7339335627078055;0.6166007554663934;19.31782102882391;28.52;11.67;0;.01;
41795;4752;1418;140;561;12265;782;593;3481.0;51.11;3.33;4.41;5.79;0.29;1.16;25.45;14.79;14.12;8.88;50.24;8.02;52.43;1.29;694.0;587.0;2831.0;-681.0;3791.0;1750.0;3562.0;5851.56;10879.721739425402;-21.318;29412.573786039877;1.625068719076416;0.22608350654024817;0.3634221369516599;1.2925430245330813;33.937259021121626;14.79;14.12;3.24;4.42;
39475;11404;1461;185;373;2221;417;316;4123.0;48.27;7.99;4.55;6.86;0.38;0.77;4.61;35.5;14.55;6.99;48.96;4.56;50.52;0.86;410.0;314.0;2728.0;-849.0;2859.0;2224.0;3691.0;6930.76;14512.080154044304;-22.670;34455.077565188076;1.4884277733439746;0.1598618641894541;0.4798212418386018;0.859093321357379;6.145713463254705;35.5;14.55;1.73;2.35;
38724;9343;1322;335;734;5467;243;184;4429.0;47.35;6.54;4.12;7.37;0.69;1.52;11.35;29.09;13.17;8.12;47.65;3.25;51.48;1.69;325.0;183.0;2780.0;-758.0;2985.0;2054.0;3698.0;7445.15;13112.238431740407;-21.447;33847.17428765982;1.4804884523493498;0.17750644800451568;0.8687095008260873;1.6917633839784418;15.12800660520663;29.09;13.17;1.01;1.37;
16343;8582;1185;133;98;8108;2735;2073;48.0;19.98;6.01;3.69;0.08;0.28;0.2;16.83;26.71;11.8;2.78;22.13;27.12;55.83;0.22;2290.0;2054.0;3015.0;-794.0;6670.0;1554.0;2878.0;80.69;8895.995887790179;-3.917;20128.02544775499;0.8317195325542571;0.23179753298095662;0.3442202715565632;0.22488077994349598;22.43457798960503;26.71;11.8;11.33;15.45;
19985;8143;1140;1298;30;7881;180;136;4540.0;24.44;5.70;3.55;7.55;2.69;0.06;16.35;25.35;11.36;8.66;24.82;5.13;53.49;0.07;635.0;136.0;2889.0;-462.0;3266.0;1594.0;3658.0;7631.74;9227.109266478972;-7.896;30043.73847981701;0.8980686695278972;0.18161470623650217;3.3663019800475773;0.07023048907868054;21.805809905829268;25.35;11.36;.75;1.01;
35928;12495;1247;2;861;1307;2690;2039;127.0;43.93;8.75;3.88;0.21;0.0;1.79;2.71;38.9;12.42;1.67;47.38;26.35;52.24;1.98;2203.0;2021.0;2821.0;-1265.0;6306.0;2250.0;2913.0;213.49;14528.342024132518;-18.866;26341.378568206073;1.6204162537165512;0.2293144572475324;0.005149548525926644;1.9843750050348914;3.6174653581987424;38.9;12.42;11.15;15.19;
41579;8855;1666;577;106;4934;2729;2069;58.0;50.84;6.20;5.19;0.10;1.2;0.22;10.24;27.57;16.6;3.20;52.08;28.23;48.11;0.24;2453.0;2050.0;2598.0;-1113.0;6098.0;2055.0;3039.0;97.5;13374.761530471587;-20.544;24723.88058209573;1.7565935811884332;0.26051029870395;1.4957473187870665;0.2445402614861976;13.652730778170524;27.57;16.6;11.31;15.42;
36607;3141;1328;214;596;15000;1581;1199;2076.0;44.76;2.20;4.14;3.45;0.44;1.24;31.13;9.78;13.23;7.35;43.84;16.03;53.73;1.37;1375.0;1187.0;2901.0;-712.0;5131.0;1524.0;3285.0;3489.75;9060.265496325555;-16.417;24624.043964803477;1.5158424637252002;0.2577789291353411;0.5541640627287289;1.3743524693843956;41.506946298228605;9.78;13.23;6.55;8.93;
33725;2417;1964;257;624;12962;2587;1961;308.0;41.24;1.69;6.11;0.51;0.53;1.3;26.9;7.53;19.57;6.82;40.25;26.00;45.27;1.44;2215.0;1943.0;2445.0;-702.0;6296.0;1376.0;3182.0;517.75;8258.641010216397;-12.030;19946.99735332391;1.4350609756097559;0.3173517834854452;0.6661658276133622;1.438960418367101;35.86575249825508;7.53;19.57;10.72;14.61;
38724;9359;1475;432;444;4903;243;184;4429.0;47.35;6.56;4.59;7.37;0.9;0.92;10.18;29.13;14.69;8.42;47.49;3.50;49.98;1.02;361.0;183.0;2699.0;-732.0;2807.0;2048.0;3749.0;7445.15;13158.252251391597;-21.251;33760.18810731101;1.4659150498164657;0.17921622008902918;1.1207479062437458;1.024477476886971;13.566713779396709;29.13;14.69;1.01;1.37;
39469;8022;1133;597;1108;7721;2253;1708;895.0;48.26;5.62;3.53;1.49;1.24;2.3;16.02;24.97;11.29;3.43;49.41;23.62;52.58;2.55;2070.0;1693.0;2839.0;-1075.0;6190.0;1975.0;3012.0;1504.49;12394.719042635194;-19.622;25996.228546145667;1.6935897435897436;0.25119834582846523;1.5476504792026202;2.554813408471234;21.364018338402087;24.97;11.29;9.34;12.73;
20021;8648;1156;137;735;7503;2232;1692;932.0;24.48;6.06;3.60;1.55;0.28;1.52;15.57;26.92;11.52;3.44;25.95;22.21;54.41;1.69;1880.0;1677.0;2938.0;-815.0;6136.0;1634.0;3026.0;1566.69;9541.305032174027;-6.717;22862.045654824036;0.9380785189913821;0.22398471908932455;0.35411423230569344;1.6936815659172852;20.76186799606023;26.92;11.52;9.25;12.61;
39513;14;1577;335;329;18643;1315;997;2544.0;48.32;0.01;4.91;4.23;0.69;0.68;38.69;0.04;15.71;10.09;46.40;13.75;51.64;0.76;1203.0;988.0;2789.0;-535.0;4678.0;1323.0;3450.0;4276.46;7911.502574340256;-17.034;24254.06925247505;1.5993771234428085;0.28686590071863;0.8687095008260873;0.7595643488521742;51.587522833490105;0.04;15.71;5.45;7.43;
10349;2367;1516;427;253;15390;2686;2036;134.0;12.66;1.66;4.72;0.22;0.89;0.53;31.94;7.37;15.1;6.46;12.95;27.41;51.80;0.58;2360.0;2018.0;2797.0;-219.0;7147.0;928.0;3004.0;225.25;4288.690686860602;3.595;15730.68987509569;0.6237146529562982;0.30206045924816577;1.1065177997527098;0.5843200122698757;42.58628840515612;7.37;15.1;11.13;15.17;
38968;2119;1373;711;236;16184;2670;2024;162.0;47.65;1.48;4.27;0.27;1.47;0.49;33.59;6.6;13.67;5.55;47.26;27.98;53.03;0.54;2454.0;2005.0;2864.0;-868.0;6636.0;1489.0;2961.0;272.32;8910.896553049502;-16.439;20435.74631793073;1.7190755208333333;0.30433770227768786;1.843362959773665;0.5437218386849854;44.782490361696354;6.6;13.67;11.06;15.08;
38427;8675;1213;128;622;7313;2542;1927;387.0;46.99;6.08;3.77;0.64;0.27;1.29;15.18;27.01;12.08;2.84;48.60;25.22;53.99;1.44;2131.0;1909.0;2916.0;-1124.0;6226.0;2002.0;2949.0;650.55;12634.248645890564;-19.304;24859.611973106825;1.6815952925792743;0.24158343905777968;0.33312190004681985;1.435215899941504;20.234772111412585;27.01;12.08;10.53;14.36;
38724;9172;1583;339;538;4665;243;184;4429.0;47.35;6.42;4.93;7.37;0.7;1.12;9.68;28.55;15.77;8.73;47.33;3.26;48.60;1.24;326.0;183.0;2624.0;-707.0;2774.0;2027.0;3784.0;7445.15;13070.88932818793;-21.004;33653.82518410734;1.4568607068607071;0.18460645739058507;0.8782357972979206;1.240043795949927;12.90768013595145;28.55;15.77;1.01;1.37;
5015;1175;1263;597;132;18345;2669;2023;164.0;6.13;0.82;3.93;0.27;1.24;0.27;38.07;3.66;12.58;7.04;6.91;27.68;55.33;0.31;2410.0;2005.0;2988.0;131.0;7658.0;740.0;2925.0;275.68;2779.06114704618;7.401;14546.328810259274;0.45918367346938777;0.30982373624972165;1.547899766480111;0.3051465402042307;50.76145403605878;3.66;12.58;11.06;15.07;
35928;1364;1862;29;833;15053;2690;2039;127.0;43.93;0.96;5.80;0.21;0.06;1.73;31.24;4.25;18.55;6.87;42.87;26.42;46.96;1.92;2214.0;2021.0;2536.0;-722.0;6559.0;1343.0;3117.0;213.49;8006.248167705062;-13.298;19369.284711778615;1.5452003727865797;0.32548618898150866;0.07562802081139829;1.921727474114472;41.65190476786439;4.25;18.55;11.15;15.19;
23881;1015;1336;257;278;18430;2629;1993;234.0;29.20;0.71;4.16;0.39;0.53;0.58;38.25;3.16;13.3;6.30;28.78;26.42;54.95;0.64;2250.0;1976.0;2967.0;-613.0;6785.0;1102.0;2962.0;393.35;5844.853657056507;-5.817;17327.74776188494;1.1415554832411323;0.30301937469881235;0.6661658276133622;0.6405740436175771;50.99577334722729;3.16;13.3;10.9;14.85;
21381;4824;1413;45;300;12533;523;397;3936.0;26.15;3.38;4.40;6.55;0.09;0.62;26.01;15.02;14.08;9.88;25.57;5.25;53.45;0.69;446.0;393.0;2886.0;-361.0;3581.0;1347.0;3643.0;6616.41;7523.722723722394;-7.472;26757.146640836607;0.9547535685429573;0.21086489278521064;0.11752577531908624;0.6910293011348904;34.679390616256335;15.02;14.08;2.17;2.96;
27564;7799;1473;2;334;7792;112;85;4659.0;33.71;5.46;4.59;7.75;0.0;0.69;16.17;24.28;14.67;9.63;33.58;1.10;51.91;0.77;92.0;83.0;2803.0;-515.0;2699.0;1702.0;3790.0;7831.78;10360.763353065762;-13.276;31172.757517149883;1.1217549325025962;0.1766847048114638;0.005584310661948998;0.7703258352019952;21.561547745345617;24.28;14.67;.46;.63;
39994;7537;1350;315;978;7816;1838;1394;1624.0;48.91;5.28;4.20;2.70;0.65;2.03;16.22;23.46;13.45;4.82;49.22;18.83;50.96;2.26;1625.0;1381.0;2752.0;-956.0;5392.0;1936.0;3213.0;2729.94;12241.820779206131;-20.031;27182.154224682115;1.633615477629988;0.23952136033737026;0.8178688510363772;2.2559625983889218;21.627981694946758;23.46;13.45;7.62;10.39;
40410;5509;1160;314;257;12493;2353;1784;719.0;49.42;3.86;3.61;1.20;0.65;0.53;25.93;17.15;11.56;4.28;49.86;23.85;56.01;0.59;2045.0;1768.0;3024.0;-998.0;6032.0;1795.0;2990.0;1208.64;11043.847888626487;-19.731;23808.582338932665;1.7470151661826396;0.25296683551016497;0.8135677284834655;0.5937256343129472;34.56920672398793;17.15;11.56;9.75;13.29;
38634;7387;1577;1419;26;6803;2600;1971;285.0;47.24;5.17;4.91;0.47;2.94;0.05;14.12;23.0;15.71;3.85;48.00;29.14;47.57;0.06;2664.0;1953.0;2569.0;-1023.0;6228.0;1885.0;3050.0;479.08;11978.998011436139;-17.633;23914.048523727182;1.6429024081115338;0.2778138063291543;3.6803059613514026;0.05889765244142299;18.825554352847444;23.0;15.71;10.77;14.69;
40544;7294;1341;197;353;8970;177;134;4545.0;49.58;5.11;4.17;7.56;0.41;0.73;18.61;22.71;13.36;9.29;49.36;2.24;53.20;0.81;219.0;132.0;2873.0;-682.0;2788.0;1929.0;3726.0;7640.14;12184.909622960593;-22.199;32940.083582128296;1.5470852017937218;0.1846367230767171;0.5119135027603837;0.8140350542518783;24.81992601195347;22.71;13.36;.73;1;
35944;6474;1710;541;151;8289;328;248;4280.0;43.95;4.53;5.32;7.12;1.12;0.31;17.2;20.15;17.03;10.07;43.23;4.61;48.13;0.35;472.0;247.0;2599.0;-564.0;2887.0;1753.0;3800.0;7194.68;11012.6009222279;-17.716;31046.903352423233;1.3801139306059036;0.21180374726926526;1.4034750503487599;0.3480714541144655;22.936688249841566;20.15;17.03;1.36;1.85;
26047;7432;998;564;610;9785;443;336;4077.0;31.85;5.21;3.11;6.78;1.17;1.27;20.31;23.13;9.94;7.85;32.14;5.80;55.99;1.41;575.0;334.0;3024.0;-616.0;3703.0;1667.0;3529.0;6853.43;9774.016718980103;-12.102;29717.402468490935;1.108677571388966;0.18631312856458557;1.4627461815425664;1.4056264978957944;27.075706910769558;23.13;9.94;1.84;2.5;
6367;8051;995;700;415;8932;501;380;3975.0;7.79;5.64;3.10;6.61;1.45;0.86;18.54;25.06;9.91;7.83;8.66;6.72;56.04;0.96;674.0;377.0;3026.0;37.0;4394.0;1322.0;3511.0;6681.97;6870.856416900278;1.482;26865.929351485895;0.4594594594594595;0.17453610949682935;1.8146869201972242;0.9558629560453241;24.714934874180162;25.06;9.91;2.08;2.83;
