PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfEVCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;Total Local System Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;Annual MaximumImportElectr.;Annual MaximumExportElectr.;
39876;362;7177;8;30;17350;1.0461815183325622;4.368869936202113;14.947148490534135;0.06382653450406271;101;52.08;0.37;35.96;27.96;0.2198377327923432;0.03;0.14;78.19;1.63;163.98;1.03;29.14;164.96;30.97;94.06;0.13;;;-13310;-4981;44118;32779.0;92599;-38.400;11.6163812272;164515.0;0.8537497250934682;0.18122487616571487;0.03855431497208331;0.137404345289867;91.98702694247858;1.63;163.98;1.03;30.940773775176986;0.025492800147883268;0.011012723775482238;0.09222186785017909;0.19073460922552185;0.7267195173334958;0.010139092544565007;0.011012723775482326;0.09222186785017976;0.18896736274275247;0.7267195173335159;35557;70061;
39710;828;7068;1;13;17462;2.479482321123371;17.775529417699566;1.529607105985754;0.07470843755498985;118;51.87;0.90;35.21;2.86;0.25731827147065156;0.01;0.06;78.69;3.73;161.48;2.47;20.80;182.72;125.89;97.15;0.04;;;-15868;6825;29303;29066.0;76668;-22.100;35.932062783999996;141862.0;1.0100248138957815;0.2931453229153437;0.005631105437089336;0.060411412852954365;92.58107079034073;3.73;161.48;2.47;125.8880768890901;0.002688301161258854;0.028383229242215133;0.559362578451914;0.25066314723490063;1.6383850650330825;0.001987746934095403;0.016223404774463348;0.5593625784519222;0.2506631472349008;1.6383850650331153;29114;70096;
39890;495;7053;3;16;17863;2.3823353210687896;18.264958147466746;1.0506885215625723;0.0641982922109938;101;52.10;0.52;35.10;1.97;0.22111817786232593;0.02;0.07;80.5;2.23;161.15;2.36;20.63;183.45;129.37;97.33;0.05;;;-15957;7266;28741;28915.0;76031;-21.484;36.839569482399995;140953.0;1.01785536159601;0.2979228343749226;0.01747227742122057;0.07342606002157227;94.70592605853035;2.23;161.15;2.36;129.35426009617424;0.01198653323280357;0.03569411498017978;0.32670766776016463;0.22458911304518067;1.7833578920504611;0.006017548609102848;0.01961540034311624;0.32670766776016436;0.22458911304518117;1.7833578920505373;29165;70186;
39615;693;7070;12;5;17581;0.6859090540048987;14.396181617173239;4.928099014926854;0.0555643291402183;88;51.74;0.77;35.52;9.22;0.19138021885765388;0.05;0.02;79.23;3.12;161.54;0.66;22.69;177.77;102.00;97.46;0.02;;;-15199;3918;33024;30014.0;80456;-26.124;29.777782431199995;147412.0;0.9629629629629629;0.26690198620101;0.060269354430228184;0.024768799523464877;93.21222976080625;3.12;161.54;0.66;101.9551978309826;0.040108804366040286;0.0067267931906900575;0.21131119900278927;0.14173923813786055;0.28602301930751844;0.016655666875609817;0.004520360969205727;0.21131119900279063;0.14173923813786193;0.2860230193075218;29134;69958;
39711;219;7185;0;35;17455;0.8494473919645594;9.202513685887563;10.158642444406706;0.018688830946043795;30;51.87;0.20;36.15;19.00;0.06436994042745864;0.0;0.16;78.66;0.99;164.16;0.77;26.08;170.49;65.17;93.09;0.16;;;-14152;-724;38731;31487.0;86717;-32.234;20.384501798399995;156211.0;0.8993046024338914;0.2255077923899234;0.0016164840017363303;0.1586151452134434;92.5440086408046;0.99;164.16;0.77;65.17312217482431;8.355397603207901E-4;0.0015074145806767056;0.5122663972996137;0.28278539867249247;0.05205264165145589;0.0;0.0015074145806767583;0.5122663972996214;0.20373404028549363;0.05205264165145643;32498;69948;
39945;804;7072;10;8;17461;1.2071099932405747;17.648943012344507;1.4194539274093128;0.311448021486492;489;52.17;0.84;35.48;2.66;1.0727204204059244;0.04;0.04;78.69;3.62;161.58;1.18;21.01;182.00;125.02;97.12;0.03;;;-15777;6783;29536;29235.0;76817;-22.017;35.7211427448;142371.0;1.0071439202262242;0.2928398307803647;0.04783660375550753;0.03596441806482729;92.57489071448641;3.62;161.58;1.18;124.99157930772503;0.02626051976490617;0.0195066905564575;0.30441594867235233;0.37294089476163134;0.48398593948522733;0.012478576211110001;0.010974832704895512;0.3044159486723501;0.37294089476163705;0.48398593948523355;29249;69980;
39858;1090;7095;2;15;17057;1.4750888420276862;1.9073567413022519;17.39418641805517;0.07830180188288724;123;52.06;1.16;35.68;32.54;0.2696948962252285;0.01;0.07;76.87;4.91;162.11;1.47;30.43;162.65;13.52;96.09;0.07;;;-12957;-7173;46901;33408.0;95648;-41.823;7.103300986399999;168784.0;0.8334988128642349;0.1555059498074909;0.010706963962890389;0.06833991851786558;90.43299953618678;4.91;162.11;1.47;13.508091177576677;0.00491494020818109;2.2351329956439708E-4;0.9324718147812524;0.40722088464868617;0.13025768909000215;0.0027539600272222936;2.2351329956439542E-4;0.9324718147812845;0.40722088464869327;0.1302576890900038;36984;70043;
39621;750;7072;12;15;17504;0.7056990299572701;4.732299384602717;14.62474211676763;0.02280345986996658;36;51.75;0.82;35.56;27.36;0.07854195683012588;0.06;0.07;78.88;3.38;161.59;0.69;28.52;165.65;33.56;97.25;0.06;;;-13438;-4602;43722;32607.0;92046;-38.175;12.221288009600002;163773.0;0.8578307930196598;0.1825237108834777;0.06145932527485038;0.06622427274683768;92.80047837890632;3.38;161.59;0.69;33.514617471694905;0.033761877771024434;0.01019285580997799;0.31408638223509017;0.18410636633821523;0.1635515478029622;0.017577810571001034;0.009666950261804615;0.3140863822351033;0.1841063663382151;0.16355154780296735;35217;69967;
39575;323;7052;0;4;18054;1.6008674916972814;15.025448810291936;4.327189106585796;0.027207044362579633;43;51.69;0.36;35.26;8.09;0.09370922289803303;0.0;0.02;81.36;1.46;161.13;1.60;22.44;178.57;106.41;97.21;0.01;;;-15301;4468;32294;29796.0;79744;-25.307;30.9241158112;146302.0;0.9720959473836928;0.2727772688806857;0.0019231869388054805;0.016248408005034486;95.71905961144714;1.46;161.13;1.60;106.41173101936852;0.0012755164467940434;0.0018103462374515972;0.49077659018313013;0.07011779738195278;1.0368872414479529;0.0;0.0018103462374516187;0.4907765901831395;0.07011779738195525;1.0368872414479522;29180;70000;
39999;3931;7173;8;3;13830;3.334499416800506;0.00893925089813411;19.366003215844554;0.004902494497623724;8;52.24;3.90;36.01;36.22;0.01688566179816539;0.04;0.01;62.33;17.71;163.88;3.12;30.67;162.12;0.09;96.07;0.01;;;-12883;-9119;49161;33939.0;98523;-45.151;3.5438209416;172504.0;0.8180853772383944;0.129915849501563;0.04167024767431978;0.013107592189003668;73.32383154194025;17.71;163.88;3.12;0.06330866878567558;0.0191432711113588;0.0013502954419876217;0.160253011130446;2.7708399083847195;0.3829129307319942;0.010876286806384387;0.001307765785672061;0.1602530111304484;2.5655323437491337;0.3829129307319932;37870;70122;
39991;10507;7252;12;5;6847;9.739688109235214;0.003488405136106215;19.36578137565705;0.010575180447154813;17;52.24;10.59;35.78;36.22;0.03642409401413532;0.05;0.02;30.86;47.35;165.69;9.50;27.85;166.19;0.06;98.58;0.02;;;-13557;-9699;49597;33911.0;100189;-47.523;3.2144614679999997;173998.0;0.8241940279488594;0.11248838951980426;0.05823408772063914;0.021633377068728265;36.30137710951969;47.35;165.69;9.50;0.024705234014417824;0.0342141805117669;0.0036425080371135445;0.016887410755178533;6.451311242075908;3.2336327678552466;0.015837204297677952;0.003172919310146576;0.01688741075517884;6.234418714660292;3.2336327678552985;37040;70347;
39901;3;7227;5;26;17465;0.2801451020590786;12.506787834576638;6.8468078261616565;0.02624930050201748;42;52.12;0.00;36.33;12.81;0.0904104657190988;0.02;0.12;78.71;0.01;165.11;0.23;24.27;174.70;88.59;92.60;0.08;;;-14742;2177;35061;30627.0;82703;-28.082;26.399955469600002;150568.0;0.9360210754104531;0.2545991784927944;0.027394213510722642;0.1153625912067534;92.59435942461552;0.01;165.11;0.23;88.57432212325521;0.012468876380919649;0.07997893192380086;0.007855141426452774;4.2657018454883843E-4;0.17941558214335648;0.00611529038083971;0.03764791407829245;0.007855141426452923;4.2657018454884607E-4;0.17941558214336126;30439;70035;
39711;225;7185;0;35;17449;1.0838838632351786;10.031344093651002;9.338357042938007;0.010143824651299585;16;51.87;0.21;36.10;17.47;0.03493837524647116;0.0;0.16;78.64;1.02;164.16;1.00;25.57;171.60;71.04;93.09;0.13;;;-14311;-3;37810;31255.0;85749;-31.233;21.8850218936;154811.0;0.9086175115207372;0.23259064966589543;0.0016164840017363303;0.157370449775733;92.5127097389645;1.02;164.16;1.00;71.04298200564577;7.103569320944812E-4;0.025173947012954792;0.5120931459360674;0.290498255465634;0.2554081578884279;0.0;0.023262707553961887;0.5120931459360777;0.2095545068183139;0.2554081578884381;31968;69968;
39033;443;7012;17;18;18107;0.44639360709375664;18.83877607047288;0.3060322808546208;0.2350366099128134;369;50.98;0.48;35.24;0.57;0.8095365955227032;0.08;0.08;81.6;2.0;160.22;0.43;20.50;182.63;133.48;98.78;0.07;;;-15888;8010;28142;28848.0;75071;-20.144;37.924662839999996;140071.0;1.0195241919293314;0.30337161575799504;0.08540080561024226;0.08048636120856652;95.99740587789039;2.0;160.22;0.43;133.41809600869595;0.0406685908095039;0.006549647896261319;0.018338068470527217;0.1439212989315162;0.236916000985948;0.022385577218786576;0.00654964789626126;0.0183380684705276;0.14392129893151973;0.23691600098594748;29229;69579;
39615;721;7055;5;12;17630;0.6865327077773169;14.437642416017557;4.928099014926854;0.014103530295898732;23;51.74;0.80;35.44;9.22;0.048576789398164004;0.02;0.05;79.45;3.25;161.19;0.67;22.60;177.99;102.27;97.90;0.04;;;-15228;3948;32965;29974.0;80375;-26.150;29.843462447999997;147262.0;0.9639579028305061;0.2669988534127145;0.0272253023869849;0.054894842040146455;93.47130775104225;3.25;161.19;0.67;102.24882735447794;0.01811823500631667;0.02427256749800946;0.2118985262332663;0.14745973726424036;0.28478364177548415;0.006858328817198766;0.013688687020313348;0.21189852623327138;0.1474597372642441;0.28478364177548704;29093;69984;
39236;14333;7342;3;15;2562;12.228181183382045;0.0010551954199386504;19.346145876868153;0.03264388895222035;52;51.25;14.45;36.21;36.19;0.11243534671813254;0.01;0.07;11.55;64.59;167.76;11.94;26.45;167.17;0.02;98.50;0.06;;;-13791;-9940;49832;33981.0;100960;-48.346;3.048928396;174833.0;0.8210151380231522;0.10424574092716754;0.013458076463714058;0.0663920846104083;13.583732104173942;64.59;167.76;11.94;0.0074729994835475155;0.005710369675428228;0.00920582757535273;0.08233846024835276;8.766509054518153;3.364417471364759;0.002948247125210419;0.008970098350789421;0.08233846024835559;8.479720974293954;3.3644174713648356;36581;69975;
39984;1057;7055;16;24;17270;1.154773839971012;10.556740282020284;8.72612633066009;0.096978348559936;153;52.23;1.22;35.35;16.32;0.3340225259449876;0.07;0.11;77.83;4.76;161.2;1.09;24.66;173.56;74.82;98.35;0.07;;;-14592;483;37329;31039.0;85220;-31.224;22.774675396799996;154071.0;0.9215248721524872;0.23292527195620022;0.0801727612812157;0.10715961628439037;91.55951077484843;4.76;161.2;1.09;74.76389035129586;0.05397706060214611;0.06276711450797147;0.32926226403138864;0.009792938266354592;0.698974462563151;0.023057322404090242;0.03242034461945713;0.32926226403139025;0.009792938266354873;0.6989744625631645;31437;70181;
39998;10507;7252;5;13;6846;6.712921350182497;0.009115105275765818;19.366008812870273;0.004721043094274439;8;52.24;10.59;36.46;36.22;0.01626068872960945;0.02;0.06;30.85;47.35;165.69;6.49;27.88;165.59;0.08;98.52;0.05;;;-13495;-9635;49582;34001.0;99787;-47.295;3.2279014623999993;173735.0;0.8194062089703951;0.11318032667482597;0.025177231804670647;0.05639832055797758;36.29547855285513;47.35;165.69;6.49;0.0645540870735011;0.01333944994585514;0.012391574215710015;0.07432408993847031;6.431568568592582;0.18129766748987927;0.006276329901002289;0.010246680464757497;0.07432408993847112;6.219991169699993;0.18129766748988174;37037;70119;
39996;202;7151;2;0;17679;1.859738268905826;18.32915643967774;0.9685400734239458;0.08214844813862636;129;52.24;0.20;35.69;1.81;0.28294389992387076;0.01;0.0;79.67;0.91;163.38;1.85;20.89;183.02;129.82;94.48;0.00;;;-15889;7286;28655;28989.0;75937;-21.137;36.9783827672;140867.0;1.014831035684069;0.3001520839929897;0.009378507405797768;0.001997216261941518;93.72989688699371;0.91;163.38;1.85;129.80891882144172;0.005225376752097547;9.479461436478705E-4;0.3411049319726724;0.14391638028409445;1.3685436337533137;0.002834247533418809;0.0;0.3411049319726759;0.13275009424705195;1.3685436337533279;29323;70161;
39926;339;7017;10;8;18202;0.5461439893851426;5.007886845466085;14.35245008540798;0.019508030366246248;31;52.15;0.39;35.25;26.85;0.06719150899046196;0.04;0.04;82.03;1.53;160.33;0.53;28.37;166.30;35.50;98.55;0.03;;;-13517;-4340;43400;32488.0;91640;-37.938;12.716088037599999;163188.0;0.8631667627366648;0.1855906735862838;0.04759016026821321;0.03621786710371056;96.5020380113259;1.53;160.33;0.53;35.466355428275364;0.02520205414630179;0.006105007614232665;0.21512426063000864;0.003632281728108579;0.29608038526649094;0.01228236636027048;0.005702616132218619;0.21512426063000983;0.0036322817281085984;0.29608038526648545;35064;70131;
39926;379;7017;9;8;18162;0.8954494308822051;4.919701905395576;14.35245008540798;0.10769297043675669;169;52.15;0.43;35.25;26.85;0.37092689807532103;0.04;0.04;81.85;1.71;160.33;0.87;28.46;166.01;34.87;98.17;0.03;;;-13480;-4412;43535;32548.0;91847;-37.976;12.5594080208;163518.0;0.8622799627544008;0.1847728099469906;0.04726602333203831;0.03630950508000634;96.29228817905638;1.71;160.33;0.87;34.841820864202006;0.02491650113031659;0.01768889376042503;0.51086645192164;0.045894049073590994;0.2960835349962324;0.012226386307716811;0.010461571609814266;0.5108664519216481;0.04589404907359112;0.2960835349962358;35106;70083;
39937;7399;7224;13;3;10098;5.008379655210524;0.0034156361433474542;19.366620810527706;0.009808514569257612;16;52.16;7.44;36.29;36.23;0.033783466730893996;0.06;0.01;45.51;33.34;165.05;4.81;29.21;163.83;0.07;97.26;0.01;;;-13192;-9385;49389;33981.0;99185;-46.242;3.3704078807999998;173170.0;0.8181394363212546;0.12087141979875138;0.06281717023214886;0.013731861021735505;53.53848080206459;33.34;165.05;4.81;0.024189876730801006;0.029491551516985477;4.878470594898405E-4;0.025009092109771227;4.648489188061509;0.30490197646276845;0.01652427063059601;4.878470594898531E-4;0.0250090921097715;4.464356517317725;0.30490197646277606;37439;70083;
39609;1401;7070;9;63;16818;2.7374713664618793;17.743595304525755;1.529607105985754;0.1066425507288018;168;51.74;1.53;35.21;2.86;0.36730893747521204;0.04;0.28;75.79;6.31;161.54;2.68;20.62;182.88;125.69;97.47;0.21;;;-15902;6786;29385;29089.0;76817;-22.238;35.8924228176;142077.0;1.009925558312655;0.29141064947905926;0.04587991719191459;0.28378025599472306;89.16722810053543;6.31;161.54;2.68;125.66191630618185;0.022001781226843844;0.12077353744225543;0.5545264514530107;0.3725961127785919;1.6675734835611773;0.01160254344300562;0.07231796961063088;0.5545264514530145;0.3725961127786013;1.6675734835611988;29015;70055;
39885;1302;7053;3;16;17055;1.189969919652914;14.892742654660472;4.462175146344619;0.024927160235221145;40;52.10;1.36;35.45;8.35;0.0858566179981722;0.02;0.07;76.86;5.87;161.15;1.16;22.10;179.22;105.48;98.03;0.05;;;-15398;4267;32510;29857.0;79995;-25.887;30.645129208;146629.0;0.9714809631810065;0.2689640967740434;0.017064293276000238;0.07340233958646677;90.42118212419251;5.87;161.15;1.16;105.47189275457093;0.010827267574940205;0.04397519739721959;0.3189294867981622;0.5835651912735053;0.23267277660908686;0.00576041125136582;0.021469158594406092;0.3189294867981682;0.5835651912735135;0.2326727766090916;28977;70099;
40000;9688;7252;3;9;7670;6.408533004019735;0.009058611926146478;19.370559977743536;2.2637157062507045E-4;1;52.25;9.76;36.42;36.23;7.796916007039302E-4;0.01;0.04;34.56;43.66;165.69;6.20;28.23;165.16;0.07;97.98;0.04;;;-13418;-9581;49528;33996.0;99648;-47.030;3.2640347304;173591.0;0.8191714672992206;0.11514745817052334;0.01523368970916799;0.042370364238116395;40.66404003110713;43.66;165.69;6.20;0.06415399552216197;0.009950619168179561;0.007363776445686723;0.08791304083182867;5.966002584607081;0.33730298296695865;0.0034975312586964778;0.006386228338017339;0.08791304083183148;5.761316278454189;0.3373029829669522;37147;70129;
39742;804;7072;14;3;17462;1.1377924673514814;17.480825711241298;1.5042575353865866;0.3947617146124259;620;51.91;0.92;35.49;2.81;1.3596777736395784;0.06;0.01;78.69;3.62;161.58;1.12;21.16;181.42;123.85;97.24;0.01;;;-15705;6683;29749;29314.0;77038;-22.079;35.4223427168;142784.0;1.0042135527685518;0.2914578649695715;0.07201443622399449;0.012250938868977723;92.57718886739724;3.62;161.58;1.12;123.800955769582;0.03181353462326877;0.005830894637277701;0.5757328238380519;0.06562209686542295;0.45879311738746015;0.017120069344671557;0.0029745421725970262;0.5757328238380697;0.06562209686542315;0.45879311738746764;29293;69865;
39984;1051;7056;11;27;17277;0.9831413627649137;9.029193546789072;10.285039979806372;0.06561143464486735;103;52.23;1.22;35.35;19.24;0.22598546434731662;0.05;0.12;77.86;4.74;161.21;0.94;25.56;171.68;63.99;98.53;0.08;;;-14319;-863;39008;31440.0;87012;-33.154;19.993875228799997;156597.0;0.9046876433354738;0.21959803773432776;0.05304835646401109;0.12089218223045226;91.59602188267108;4.74;161.21;0.94;63.94565161771489;0.016893792131359105;0.07683016182446033;0.18279039225184235;0.007633942685351289;0.6989930738719007;0.011330084256116783;0.037079533452152307;0.18279039225184032;0.007633942685351397;0.6989930738719039;32417;70198;
39913;159;7056;16;1;18186;0.889693907453419;10.617386666929066;8.68472892031659;0.0777293739946532;122;52.13;0.18;35.36;16.24;0.26772328284978403;0.07;0.0;81.96;0.72;161.22;0.88;25.01;172.93;75.25;97.29;0.00;;;-14496;598;37194;31016.0;84989;-30.789;22.9158086648;153797.0;0.9205227177603124;0.23637379028357897;0.08025400245355736;0.0039479068065485555;96.41865076373118;0.72;161.22;0.88;75.19339411385835;0.02594165621611698;0.002497238841144528;0.16986665078174149;0.0011037339097977157;0.6902846277046183;0.01670385223456083;0.0;0.1698666507817398;0.0011037339097977315;0.6902846277046386;31521;70105;
39742;204;7248;18;17;17153;0.8195800029385778;12.774203355021415;6.590579214467896;0.015062391751000085;24;51.91;0.20;36.39;12.33;0.05187939590796959;0.08;0.08;77.3;0.92;165.59;0.80;24.08;174.97;90.54;91.81;0.07;;;-14787;2392;34769;30560.0;82467;-27.724;26.8941688384;150188.0;0.9382512373320763;0.25646451450764207;0.0882460505532531;0.07853490893063336;90.94130862072562;0.92;165.59;0.80;90.46818558059717;0.02124649430241664;0.010644120361327843;0.24604571798407116;0.1597596497810027;0.3818840205097594;0.015791411909437877;0.010345453273848188;0.2460457179840702;0.1419215655281294;0.3818840205097584;30255;69974;
39659;164;7068;2;31;18105;3.9561722570388884;18.888776628790872;0.37395287950651784;0.11711545294292552;184;51.80;0.18;34.83;0.70;0.4033807545713184;0.01;0.14;81.59;0.74;161.49;3.96;20.49;183.97;133.78;96.39;0.13;;;-16021;7833;28045;28728.0;75465;-20.517;38.0145161752;140071.0;1.0276437474869322;0.3034565819825571;0.008632306147851605;0.1417255339434103;95.98917799666842;0.74;161.49;3.96;133.77220496275982;0.0018087433007428048;0.012156921247615905;0.5135379720123093;0.05271709710118645;3.375951523377034;0.0015800439367155323;0.012156921247616253;0.5135379720123198;0.05271709710118763;3.375951523377076;29275;70162;
